candidate_unit_id	source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	normalized_ligand_key	normalized_receptor_key	normalization_match	review_lane	matched_graph_edge_ids	matched_graph_edges	review_priority_rank_value	review_batch	prior_harvest_disposition	prior_harvest_primary_locators	review_status	reason	review_resolution	review_resolution_primary_locators	review_resolution_notes	review_resolution_status
LR:GZMN>CHRM3	NicheNet.neutral_v1;master_LR_union	GZMN	CHRM3	Gzmn	Chrm3					no_primary_locator_in_public_snapshot	2		0		GZMN	CHRM3	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:GZMN>IGF2R	NicheNet.neutral_v1;master_LR_union	GZMN	IGF2R	Gzmn	Igf2r					no_primary_locator_in_public_snapshot	2		0		GZMN	IGF2R	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:GZMN>MCL1	NicheNet.neutral_v1;master_LR_union	GZMN	MCL1	Gzmn	Mcl1					no_primary_locator_in_public_snapshot	2		0		GZMN	MCL1	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:H2BL>APLP2	NicheNet.neutral_v1;master_LR_union	H2BL	APLP2	H2-Bl	Aplp2					no_primary_locator_in_public_snapshot	2		0		H2BL	APLP2	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:H2BL>CD8B1	CellChatDB.mouse;master_LR_union	H2BL	CD8B1	H2-Bl	Cd8b1	H2-BL_CD8B1	MHC-I	Cell-Cell Contact	KEGG: mmu04514	no_primary_locator_in_public_snapshot	2		0		H2BL	CD8B1	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:H2BL>ERBB2	NicheNet.neutral_v1;master_LR_union	H2BL	ERBB2	H2-Bl	Erbb2					no_primary_locator_in_public_snapshot	2		0		H2BL	ERBB2	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:H2BL>KIR3DL1	NicheNet.neutral_v1;master_LR_union	H2BL	KIR3DL1	H2-Bl	Kir3dl1					no_primary_locator_in_public_snapshot	2		0		H2BL	KIR3DL1	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:H2BL>KIR3DL2	NicheNet.neutral_v1;master_LR_union	H2BL	KIR3DL2	H2-Bl	Kir3dl2					no_primary_locator_in_public_snapshot	2		0		H2BL	KIR3DL2	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:H2BL>KLRD1	NicheNet.neutral_v1;master_LR_union	H2BL	KLRD1	H2-Bl	Klrd1					no_primary_locator_in_public_snapshot	2		0		H2BL	KLRD1	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:H2D1>APLP2	NicheNet.neutral_v1;master_LR_union	H2D1	APLP2	H2-D1	Aplp2					no_primary_locator_in_public_snapshot	2		0		H2D1	APLP2	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:H2D1>CD8B1	CellChatDB.mouse;master_LR_union	H2D1	CD8B1	H2-D1	Cd8b1	H2-D1_CD8B1	MHC-I	Cell-Cell Contact	KEGG: mmu04514	no_primary_locator_in_public_snapshot	2		0		H2D1	CD8B1	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:H2D1>CLEC2M	NicheNet.neutral_v1;master_LR_union	H2D1	CLEC2M	H2-D1	Clec2m					no_primary_locator_in_public_snapshot	2		0		H2D1	CLEC2M	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:H2D1>ERBB2	NicheNet.neutral_v1;master_LR_union	H2D1	ERBB2	H2-D1	Erbb2					no_primary_locator_in_public_snapshot	2		0		H2D1	ERBB2	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:H2D1>KIR3DL2	NicheNet.neutral_v1;master_LR_union	H2D1	KIR3DL2	H2-D1	Kir3dl2					no_primary_locator_in_public_snapshot	2		0		H2D1	KIR3DL2	novel_candidate	discovery_review			20	batch_046			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
