round_id	queue_rank	promotion_id	regulator_symbol	target_symbol	species_scope	search_scope	search_queries	search_outcome	grade_action	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_evidence_basis	context_evidence_citations	review_status
185	2130	public_tf_comprehensive_2068	Sumo2	Abca1	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Sumo2 Abca1 mouse spinal cord; Sumo2 Abca1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Mouse Sumo2 has CNS/spinal-cord context and mouse Abca1 has independent SCI context; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L4	L0	pathway_or_component_only	Mouse Sumo2 has species-matched CNS/spinal-cord context; mouse Abca1 has independent SCI context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://pubmed.ncbi.nlm.nih.gov/37009224/;https://pubmed.ncbi.nlm.nih.gov/38636566/;https://pmc.ncbi.nlm.nih.gov/articles/PMC10202378/	adjudicated;round_241_tflink_gtrd_source_chain
185	2131	public_tf_comprehensive_2069	SUMO2	ACKR2	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	SUMO2 ACKR2 human spinal cord; SUMO2 ACKR2 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human SUMO2 and ACKR2 each have direct HPA spinal-cord representation; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Human SUMO2 and ACKR2 have independent spinal-cord context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000188612-SUMO2/brain/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000144648-ACKR2/tissue/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
185	2132	public_tf_comprehensive_2070	SUMO2	ACTR2	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	SUMO2 ACTR2 human spinal cord; SUMO2 ACTR2 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human SUMO2 and ACTR2 each have direct HPA spinal-cord representation; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Human SUMO2 and ACTR2 have independent spinal-cord context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000188612-SUMO2/brain/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000138071-ACTR2/brain/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
185	2133	public_tf_comprehensive_2071	SUMO2	ACVR1	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	SUMO2 ACVR1 human spinal cord; SUMO2 ACVR1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human SUMO2 and ACVR1 each have direct HPA spinal-cord representation; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Human SUMO2 and ACVR1 have independent spinal-cord context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000188612-SUMO2/brain/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000115170-ACVR1/brain/Spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
185	2134	public_tf_comprehensive_2072	Sumo2	Acvr1	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Sumo2 Acvr1 mouse spinal cord; Sumo2 Acvr1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Mouse Sumo2 has CNS/spinal-cord context and mouse Acvr1 has CNS context; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L2	L0	pathway_or_component_only	Mouse Sumo2 has species-matched CNS/spinal-cord context; mouse Acvr1 has CNS context without a qualifying spinal-cord or SCI result; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://pubmed.ncbi.nlm.nih.gov/37009224/;https://www.ncbi.nlm.nih.gov/gene/11477	adjudicated;round_241_tflink_gtrd_source_chain
185	2135	public_tf_comprehensive_2073	Sumo2	Adam10	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Sumo2 Adam10 mouse spinal cord; Sumo2 Adam10 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Mouse Sumo2 has CNS/spinal-cord context and mouse Adam10 has primary adult-CNS/spinal-cord expression evidence; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Mouse Sumo2 has species-matched CNS/spinal-cord context; mouse Adam10 has species-matched CNS/spinal-cord context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://pubmed.ncbi.nlm.nih.gov/37009224/;https://pubmed.ncbi.nlm.nih.gov/38548249/;https://ccsm.uth.edu/SPASCER/gene_search_result.cgi?SpeciesType=Mouse&page=page&quick_search=11487&type=quick_search	adjudicated;round_241_tflink_gtrd_source_chain
185	2136	public_tf_comprehensive_2075	SUPT16H	ANG	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	SUPT16H ANG human spinal cord; SUPT16H ANG direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human SUPT16H has HPA spinal-cord representation and ANG has primary spinal-cord expression evidence; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Human SUPT16H has HPA spinal-cord context and ANG has spinal-cord expression context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000092201-SUPT16H/tissue;https://pmc.ncbi.nlm.nih.gov/articles/PMC2776820/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2782700/	adjudicated;round_241_tflink_gtrd_source_chain
185	2137	public_tf_comprehensive_2079	SUPT20H	CKLF	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	SUPT20H CKLF human spinal cord; SUPT20H CKLF direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human SUPT20H has HPA spinal-cord representation; CKLF has only non-CNS immune/lymphoid context because the HPA spinal-cord entry is nonqualifying; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L1	L0	pathway_or_component_only	Human SUPT20H has HPA spinal-cord context. CKLF is conservatively L1 from non-CNS immune/lymphoid context; its HPA spinal-cord entry does not establish L3. The exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000102710-SUPT20H/tissue;https://www.proteinatlas.org/ENSG00000217555-CKLF/tissue	adjudicated;round_241_tflink_gtrd_source_chain
185	2138	public_tf_comprehensive_2080	SUPT20H	GDF5	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	SUPT20H GDF5 human spinal cord; SUPT20H GDF5 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human SUPT20H has HPA spinal-cord representation and GDF5 has low-level positive HPA spinal-cord RNA; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Human SUPT20H has HPA spinal-cord context and GDF5 has low-level positive spinal-cord RNA context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000102710-SUPT20H/tissue;https://www.proteinatlas.org/ENSG00000125965-GDF5/tissue/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
185	2139	public_tf_comprehensive_2081	SUPT20H	HMGB1	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	SUPT20H HMGB1 human spinal cord injury; SUPT20H HMGB1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human SUPT20H has HPA spinal-cord representation and HMGB1 has independent SCI evidence; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L4	L0	pathway_or_component_only	Human SUPT20H has HPA spinal-cord context and HMGB1 has independent spinal-cord injury context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000102710-SUPT20H/tissue;https://pubmed.ncbi.nlm.nih.gov/29175543/;https://pubmed.ncbi.nlm.nih.gov/27673428/;https://pubmed.ncbi.nlm.nih.gov/20195207/	adjudicated;round_241_tflink_gtrd_source_chain
