round_id	queue_rank	promotion_id	regulator_symbol	target_symbol	species_scope	search_scope	search_queries	search_outcome	grade_action	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_evidence_basis	context_evidence_citations	review_status
220	2690	public_tf_comprehensive_1770	REPIN1	SF3A3	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	REPIN1 SF3A3 human spinal cord injury;REPIN1 SF3A3 human spinal cord;REPIN1 SF3A3 direct mechanism;REPIN1 human brain;SF3A3 human brain;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human REPIN1 and SF3A3 each have independent HPA brain/cerebral-cortex context; no authoritative REPIN1-to-SF3A3 mechanism or occupancy was verified; exact pair remains L0.;verified_tflink_gtrd_snapshot_pair	upgrade_components_only;retain_exact_pair_L0_source_chain_verified	L2	L2	L0	component_only	REPIN1 and SF3A3 have independent CNS context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000214022-REPIN1/brain;https://www.proteinatlas.org/ENSG00000183431-SF3A3/brain/cerebral%2Bcortex;https://www.proteinatlas.org/ENSG00000183431-SF3A3/tissue	adjudicated;round_241_tflink_gtrd_source_chain
220	2691	public_tf_comprehensive_1775	Rhox11	Ap2b1	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Rhox11 Ap2b1 mouse spinal cord injury;Rhox11 Ap2b1 mouse spinal cord;Rhox11 Ap2b1 direct mechanism;Rhox11 mouse brain;Ap2b1 mouse brain;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Mouse Rhox11 has authoritative reproductive/testis context and mouse Ap2b1 has species-matched HPA/Allen brain context; no authoritative Rhox11-to-Ap2b1 mechanism or occupancy was verified; exact pair remains L0.;verified_tflink_gtrd_snapshot_pair	upgrade_components_only;retain_exact_pair_L0_source_chain_verified	L1	L2	L0	component_only	Rhox11 has non-CNS reproductive context and Ap2b1 has mouse CNS context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://pmc.ncbi.nlm.nih.gov/articles/PMC10531175/;https://v23.proteinatlas.org/ENSG00000006125-AP2B1/brain	adjudicated;round_241_tflink_gtrd_source_chain
220	2692	public_tf_comprehensive_1776	Rhox11	Arhgef1	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Rhox11 Arhgef1 mouse spinal cord injury;Rhox11 Arhgef1 mouse spinal cord;Rhox11 Arhgef1 direct mechanism;Rhox11 mouse brain;Arhgef1 mouse brain;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Mouse Rhox11 has authoritative reproductive/testis context and the HPA ARHGEF1 record includes the mouse Arhgef1 orthologue and mouse brain RNA/Allen resources; no authoritative Rhox11-to-Arhgef1 mechanism or occupancy was verified; exact pair remains L0.;verified_tflink_gtrd_snapshot_pair	upgrade_components_only;retain_exact_pair_L0_source_chain_verified	L1	L2	L0	component_only	Rhox11 has non-CNS reproductive context and Arhgef1 has mouse CNS context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://pmc.ncbi.nlm.nih.gov/articles/PMC10531175/;https://www.proteinatlas.org/ENSG00000076928-ARHGEF1/brain	adjudicated;round_241_tflink_gtrd_source_chain
220	2693	public_tf_comprehensive_1777	Rhox11	Btrc	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Rhox11 Btrc mouse spinal cord injury;Rhox11 Btrc mouse spinal cord;Rhox11 Btrc direct mechanism;Rhox11 mouse brain;Btrc mouse brain;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Mouse Rhox11 has authoritative reproductive/testis context and mouse Btrc has species-matched HPA/Allen brain context; no authoritative Rhox11-to-Btrc mechanism or occupancy was verified; exact pair remains L0.;verified_tflink_gtrd_snapshot_pair	upgrade_components_only;retain_exact_pair_L0_source_chain_verified	L1	L2	L0	component_only	Rhox11 has non-CNS reproductive context and Btrc has mouse CNS context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://pmc.ncbi.nlm.nih.gov/articles/PMC10531175/;https://www.proteinatlas.org/ENSG00000166167-BTRC/tissue/midbrain;https://www.proteinatlas.org/ENSG00000166167-BTRC/brain/cerebral%2Bcortex	adjudicated;round_241_tflink_gtrd_source_chain
220	2694	public_tf_comprehensive_1778	Rhox11	Cenpu	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Rhox11 Cenpu mouse spinal cord injury;Rhox11 Cenpu mouse spinal cord;Rhox11 Cenpu direct mechanism;Rhox11 mouse brain;Cenpu mouse brain;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Mouse Rhox11 has authoritative reproductive/testis context and mouse Cenpu has species-matched HPA mouse-brain RNA/Allen context; no authoritative Rhox11-to-Cenpu mechanism or occupancy was verified; exact pair remains L0.;verified_tflink_gtrd_snapshot_pair	upgrade_components_only;retain_exact_pair_L0_source_chain_verified	L1	L2	L0	component_only	Rhox11 has non-CNS reproductive context and Cenpu has mouse CNS context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://pmc.ncbi.nlm.nih.gov/articles/PMC10531175/;https://www.proteinatlas.org/ENSG00000151725-CENPU/brain	adjudicated;round_241_tflink_gtrd_source_chain
220	2695	public_tf_comprehensive_1791	RPA1	BRF2	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	RPA1 BRF2 human spinal cord injury;RPA1 BRF2 human spinal cord;RPA1 BRF2 direct mechanism;RPA1 human brain;BRF2 human brain;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human RPA1 and BRF2 each have independent HPA brain/cerebral-cortex context; no authoritative RPA1-to-BRF2 mechanism or occupancy was verified; exact pair remains L0.;verified_tflink_gtrd_snapshot_pair	upgrade_components_only;retain_exact_pair_L0_source_chain_verified	L2	L2	L0	component_only	RPA1 and BRF2 have independent CNS context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000132383-RPA1/brain;https://www.proteinatlas.org/ENSG00000104221-BRF2/tissue/cerebral%2Bcortex	adjudicated;round_241_tflink_gtrd_source_chain
220	2696	public_tf_comprehensive_1792	RPA1	MT-CYB	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	RPA1 MT-CYB human spinal cord injury;RPA1 MT-CYB human spinal cord;RPA1 MT-CYB direct mechanism;RPA1 human brain;MT-CYB human brain;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human RPA1 and MT-CYB each have independent HPA brain context, with MT-CYB detected across human brain regions; no authoritative RPA1-to-MT-CYB mechanism or occupancy was verified; exact pair remains L0.;verified_tflink_gtrd_snapshot_pair	upgrade_components_only;retain_exact_pair_L0_source_chain_verified	L2	L2	L0	component_only	RPA1 and MT-CYB have independent CNS context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000132383-RPA1/brain;https://www.proteinatlas.org/ENSG00000198727-MT-CYB/brain;https://www.proteinatlas.org/ENSG00000198727-MT-CYB/tissue/cerebral%2Bcortex	adjudicated;round_241_tflink_gtrd_source_chain
220	2697	public_tf_comprehensive_1793	RPA1	MT-ND6	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	RPA1 MT-ND6 human spinal cord injury;RPA1 MT-ND6 human spinal cord;RPA1 MT-ND6 direct mechanism;RPA1 human brain;MT-ND6 human brain;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human RPA1 and MT-ND6 each have independent HPA brain/cerebral-cortex context; no authoritative RPA1-to-MT-ND6 mechanism or occupancy was verified; exact pair remains L0.;verified_tflink_gtrd_snapshot_pair	upgrade_components_only;retain_exact_pair_L0_source_chain_verified	L2	L2	L0	component_only	RPA1 and MT-ND6 have independent CNS context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000132383-RPA1/brain;https://www.proteinatlas.org/ENSG00000198695-MT-ND6/tissue/cerebral%2Bcortex;https://v22.proteinatlas.org/ENSG00000198695-MT-ND6/brain	adjudicated;round_241_tflink_gtrd_source_chain
220	2698	public_tf_comprehensive_1795	Rpa2	1700064H15Rik	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Rpa2 1700064H15Rik mouse spinal cord injury;Rpa2 1700064H15Rik mouse spinal cord;Rpa2 1700064H15Rik direct mechanism;Rpa2 mouse brain;1700064H15Rik mouse brain;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Mouse Rpa2 has species-matched HPA mouse-brain context, and 1700064H15Rik was measured in a mouse brain transcriptomic study; no authoritative Rpa2-to-1700064H15Rik mechanism or occupancy was verified; exact pair remains L0.;verified_tflink_gtrd_snapshot_pair	upgrade_components_only;retain_exact_pair_L0_source_chain_verified	L2	L2	L0	component_only	Rpa2 and 1700064H15Rik have independent mouse CNS context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000117748-RPA2/brain;https://pmc.ncbi.nlm.nih.gov/articles/PMC8150124/	adjudicated;round_241_tflink_gtrd_source_chain
220	2699	public_tf_comprehensive_1796	Rpa2	Adam19	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Rpa2 Adam19 mouse spinal cord injury;Rpa2 Adam19 mouse spinal cord;Rpa2 Adam19 direct mechanism;Rpa2 mouse brain;Adam19 mouse spinal cord;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Mouse Rpa2 has species-matched HPA mouse-brain context. Mouse Adam19 mRNA was directly localized to dorsal-root ganglia and ventral horns of the embryonic spinal cord, establishing spinal-cord tissue target context. No authoritative Rpa2-to-Adam19 mechanism or occupancy was verified; exact pair remains L0.;verified_tflink_gtrd_snapshot_pair	upgrade_components_only;retain_exact_pair_L0_source_chain_verified	L2	L3	L0	component_only	Rpa2 has mouse CNS context and Adam19 has mouse spinal-cord tissue context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000117748-RPA2/brain;https://pubmed.ncbi.nlm.nih.gov/9622634/	adjudicated;round_241_tflink_gtrd_source_chain
