round_id	queue_rank	promotion_id	regulator_symbol	target_symbol	species_scope	search_scope	search_queries	search_outcome	grade_action	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_evidence_basis	context_evidence_citations	review_status
243	1	public_tf_comprehensive_101	AHRR	ADIPOQ	human	exact_pair;PubMed_web_bounded_screen	site:pubmed.ncbi.nlm.nih.gov "AHRR" "ADIPOQ" human	no_direct_pair_mechanism_found_in_bounded_pubmed_web_screen	retain_existing_context_and_exact_pair_L0	L0_no_context_evidence	L1_non_CNS_context	L0_no_context_evidence	exact_pair	The PubMed web screen returned a same-article candidate (PMID 37985749) that measured Ahrr and Adipoq in separate metabolic tissues, but did not establish AHRR-to-ADIPOQ regulation, occupancy, or mechanism.	https://pubmed.ncbi.nlm.nih.gov/?term=%22AHRR%22%20%22ADIPOQ%22%20human;https://pubmed.ncbi.nlm.nih.gov/37985749/	adjudicated_exact_pair_L0_round_243
243	2	public_tf_comprehensive_102	AHRR	ALCAM	human	exact_pair;PubMed_web_bounded_screen	site:pubmed.ncbi.nlm.nih.gov "AHRR" "ALCAM" human	no_direct_pair_mechanism_found_in_bounded_pubmed_web_screen	retain_existing_context_and_exact_pair_L0	L0_no_context_evidence	L2_CNS_context	L0_no_context_evidence	exact_pair	No direct AHRR-to-ALCAM mechanism, occupancy, or species-matched pair context was found in the bounded PubMed web screen.	https://pubmed.ncbi.nlm.nih.gov/?term=%22AHRR%22%20%22ALCAM%22%20human	adjudicated_exact_pair_L0_round_243
243	3	public_tf_comprehensive_194	BARX1	ALCAM	human	exact_pair;PubMed_web_bounded_screen	site:pubmed.ncbi.nlm.nih.gov "BARX1" "ALCAM" human	no_direct_pair_mechanism_found_in_bounded_pubmed_web_screen	retain_existing_context_and_exact_pair_L0	L0_no_context_evidence	L2_CNS_context	L0_no_context_evidence	exact_pair	No direct BARX1-to-ALCAM mechanism, occupancy, or species-matched pair context was found in the bounded PubMed web screen.	https://pubmed.ncbi.nlm.nih.gov/?term=%22BARX1%22%20%22ALCAM%22%20human	adjudicated_exact_pair_L0_round_243
243	4	public_tf_comprehensive_215	BHLHE22	ALCAM	human	exact_pair;PubMed_web_bounded_screen	site:pubmed.ncbi.nlm.nih.gov "BHLHE22" "ALCAM" human	no_direct_pair_mechanism_found_in_bounded_pubmed_web_screen	retain_existing_context_and_exact_pair_L0	L0_no_context_evidence	L2_CNS_context	L0_no_context_evidence	exact_pair	No direct BHLHE22-to-ALCAM mechanism, occupancy, or species-matched pair context was found in the bounded PubMed web screen.	https://pubmed.ncbi.nlm.nih.gov/?term=%22BHLHE22%22%20%22ALCAM%22%20human	adjudicated_exact_pair_L0_round_243
243	2114	public_tf_comprehensive_2048	STAG2	ACKR3	human	exact_pair;PubMed_web_bounded_screen	site:pubmed.ncbi.nlm.nih.gov "STAG2" "ACKR3" human	no_direct_pair_mechanism_found_in_bounded_pubmed_web_screen	retain_existing_context_and_exact_pair_L0	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	exact_pair	No direct STAG2-to-ACKR3 mechanism, occupancy, or species-matched pair context was found in the bounded PubMed web screen.	https://pubmed.ncbi.nlm.nih.gov/?term=%22STAG2%22%20%22ACKR3%22%20human	adjudicated_exact_pair_L0_round_243
243	2115	public_tf_comprehensive_2049	STAG2	Ackr3	mouse	exact_pair;PubMed_web_bounded_screen	site:pubmed.ncbi.nlm.nih.gov "STAG2" "Ackr3" mouse	no_direct_pair_mechanism_found_in_bounded_pubmed_web_screen	retain_existing_context_and_exact_pair_L0	L2_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	exact_pair	No direct STAG2-to-Ackr3 mechanism, occupancy, or species-matched pair context was found in the bounded PubMed web screen.	https://pubmed.ncbi.nlm.nih.gov/?term=%22STAG2%22%20%22Ackr3%22%20mouse	adjudicated_exact_pair_L0_round_243
243	2116	public_tf_comprehensive_2050	STAG2	Actr2	mouse	exact_pair;PubMed_web_bounded_screen	site:pubmed.ncbi.nlm.nih.gov "STAG2" "Actr2" mouse	no_direct_pair_mechanism_found_in_bounded_pubmed_web_screen	retain_existing_context_and_exact_pair_L0	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	exact_pair	No direct STAG2-to-Actr2 mechanism, occupancy, or species-matched pair context was found in the bounded PubMed web screen.	https://pubmed.ncbi.nlm.nih.gov/?term=%22STAG2%22%20%22Actr2%22%20mouse	adjudicated_exact_pair_L0_round_243
243	2117	public_tf_comprehensive_2051	STAG2	ACVR1	human	exact_pair;PubMed_web_bounded_screen	site:pubmed.ncbi.nlm.nih.gov "STAG2" "ACVR1" human	no_direct_pair_mechanism_found_in_bounded_pubmed_web_screen	retain_existing_context_and_exact_pair_L0	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	exact_pair	No direct STAG2-to-ACVR1 mechanism, occupancy, or species-matched pair context was found in the bounded PubMed web screen.	https://pubmed.ncbi.nlm.nih.gov/?term=%22STAG2%22%20%22ACVR1%22%20human	adjudicated_exact_pair_L0_round_243
243	2118	public_tf_comprehensive_2052	STAG2	ADA	human	exact_pair;PubMed_web_bounded_screen	site:pubmed.ncbi.nlm.nih.gov "STAG2" "ADA" human	no_direct_pair_mechanism_found_in_bounded_pubmed_web_screen	retain_existing_context_and_exact_pair_L0	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	exact_pair	No direct STAG2-to-ADA mechanism, occupancy, or species-matched pair context was found in the bounded PubMed web screen.	https://pubmed.ncbi.nlm.nih.gov/?term=%22STAG2%22%20%22ADA%22%20human	adjudicated_exact_pair_L0_round_243
243	2119	public_tf_comprehensive_2053	STFA1/stefin A1	Abca1	mouse	exact_pair;PubMed_web_bounded_screen	site:pubmed.ncbi.nlm.nih.gov "STFA1/stefin A1" "Abca1" mouse	no_direct_pair_mechanism_found_in_bounded_pubmed_web_screen	retain_existing_context_and_exact_pair_L0	L4_SCI_context	L4_SCI_context	L0_no_context_evidence	exact_pair	No direct STFA1/stefin A1-to-Abca1 mechanism, occupancy, or species-matched pair context was found in the bounded PubMed web screen.	https://pubmed.ncbi.nlm.nih.gov/?term=%22STFA1%2Fstefin%20A1%22%20%22Abca1%22%20mouse	adjudicated_exact_pair_L0_round_243
