round_id	queue_rank	promotion_id	regulator_symbol	target_symbol	species_scope	search_scope	search_queries	search_outcome	grade_action	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_evidence_basis	context_evidence_citations	review_status
169	1858	public_tf_comprehensive_1672	Rad23b	Ackr3	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Rad23b Ackr3 mouse spinal cord; Rad23b Ackr3 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	NCBI and HPA support mouse Rad23b CNS context; an independent mouse spinal-cord study supports Ackr3. Exact-pair searches returned no authoritative Rad23b-to-Ackr3 regulatory mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L2	L3	L0	pathway_or_component_only	Mouse Rad23b has CNS context and mouse Ackr3 has spinal-cord context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.ncbi.nlm.nih.gov/gene/19359;https://www.proteinatlas.org/ENSG00000119318-RAD23B/brain;https://pmc.ncbi.nlm.nih.gov/articles/PMC4831709/	adjudicated;round_241_tflink_gtrd_source_chain
169	1859	public_tf_comprehensive_1673	Rad23b	Ackr4	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Rad23b Ackr4 mouse spinal cord; Rad23b Ackr4 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	NCBI and HPA support mouse Rad23b CNS context; MGI supports mouse Ackr4 spinal-cord expression. Exact-pair searches returned no authoritative Rad23b-to-Ackr4 regulatory mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L2	L3	L0	pathway_or_component_only	Mouse Rad23b has CNS context and mouse Ackr4 has spinal-cord context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.ncbi.nlm.nih.gov/gene/19359;https://www.proteinatlas.org/ENSG00000119318-RAD23B/brain;https://www.informatics.jax.org/assay/MGI%3A4945813	adjudicated;round_241_tflink_gtrd_source_chain
169	1860	public_tf_comprehensive_1675	Rad23b	Adgrb3	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Rad23b Adgrb3 mouse spinal cord; Rad23b Adgrb3 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	NCBI and HPA support mouse Rad23b CNS context and species-matched mouse Adgrb3 brain expression. Exact-pair searches returned no authoritative Rad23b-to-Adgrb3 regulatory mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L2	L2	L0	pathway_or_component_only	Both mouse components have CNS context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.ncbi.nlm.nih.gov/gene/19359;https://www.proteinatlas.org/ENSG00000119318-RAD23B/brain;https://www.proteinatlas.org/ENSG00000135298-ADGRB3/brain	adjudicated;round_241_tflink_gtrd_source_chain
169	1861	public_tf_comprehensive_1676	RAG1	ABCA1	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	RAG1 ABCA1 human spinal cord; RAG1 ABCA1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	HPA supports human RAG1 lymphoid/thymus context and no detected human brain expression; HPA supports human ABCA1 spinal-cord tissue. Exact-pair searches returned no authoritative mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L1	L3	L0	pathway_or_component_only	Human RAG1 is supported at L1 non-CNS context and human ABCA1 at L3 spinal-cord-tissue context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v23.proteinatlas.org/ENSG00000166349-RAG1/tissue;https://www.proteinatlas.org/ENSG00000166349-RAG1/brain;https://www.proteinatlas.org/ENSG00000165029-ABCA1/tissue/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
169	1862	public_tf_comprehensive_1677	Rag1	Abca1	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Rag1 Abca1 mouse spinal cord; Rag1 Abca1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	A primary SCI study used Rag1-null mice in spinal-cord-injury experiments, and an independent study supports mouse Abca1 SCI context. Exact-pair searches returned no authoritative mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L4	L4	L0	pathway_or_component_only	Mouse Rag1 and Abca1 each have SCI context from independent evidence; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://pmc.ncbi.nlm.nih.gov/articles/PMC8935476/;https://pubmed.ncbi.nlm.nih.gov/38636566/	adjudicated;round_241_tflink_gtrd_source_chain
169	1863	public_tf_comprehensive_1678	Rag1	Ackr3	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Rag1 Ackr3 mouse spinal cord; Rag1 Ackr3 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	A primary SCI study used Rag1-null mice in spinal-cord-injury experiments, and an independent study supports mouse Ackr3 spinal-cord context. Exact-pair searches returned no authoritative mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L4	L3	L0	pathway_or_component_only	Mouse Rag1 has SCI model context and mouse Ackr3 has spinal-cord-tissue context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://pmc.ncbi.nlm.nih.gov/articles/PMC8935476/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4831709/	adjudicated;round_241_tflink_gtrd_source_chain
169	1864	public_tf_comprehensive_1679	Rag1	Actr2	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Rag1 Actr2 mouse spinal cord; Rag1 Actr2 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	A primary SCI study used Rag1-null mice in spinal-cord-injury experiments, and HPA supports mouse Actr2 brain expression. Exact-pair searches returned no authoritative mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L4	L2	L0	pathway_or_component_only	Mouse Rag1 has SCI model context and mouse Actr2 has CNS context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://pmc.ncbi.nlm.nih.gov/articles/PMC8935476/;https://www.proteinatlas.org/ENSG00000138071-ACTR2/brain	adjudicated;round_241_tflink_gtrd_source_chain
169	1865	public_tf_comprehensive_1680	Rag1	Acvr1	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Rag1 Acvr1 mouse spinal cord; Rag1 Acvr1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	A primary SCI study used Rag1-null mice and explicitly discusses ACVR1 in SCI-associated NHO; HPA supports mouse Acvr1 neural expression. This does not establish Rag1-to-Acvr1 regulation.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L4	L4	L0	pathway_or_component_only	Mouse Rag1 has direct SCI-model context; ACVR1 has SCI-associated NHO context, but the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://pmc.ncbi.nlm.nih.gov/articles/PMC8935476/;https://www.proteinatlas.org/ENSG00000115170-ACVR1/brain	adjudicated;round_241_tflink_gtrd_source_chain
169	1866	public_tf_comprehensive_1682	RAG1	ADAM10	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	RAG1 ADAM10 human spinal cord; RAG1 ADAM10 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	HPA supports human RAG1 lymphoid/thymus context and no detected human brain expression; HPA supports human ADAM10 spinal-cord tissue. Exact-pair searches returned no authoritative mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L1	L3	L0	pathway_or_component_only	Human RAG1 is supported at L1 non-CNS context and human ADAM10 at L3 spinal-cord-tissue context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v23.proteinatlas.org/ENSG00000166349-RAG1/tissue;https://www.proteinatlas.org/ENSG00000166349-RAG1/brain;https://www.proteinatlas.org/ENSG00000137845-ADAM10/tissue/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
169	1867	public_tf_comprehensive_1681	RAG1	ADA	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	RAG1 ADA human spinal cord; RAG1 ADA direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	HPA supports human RAG1 lymphoid/thymus context and no detected human brain expression; HPA supports human ADA spinal-cord tissue. Exact-pair searches returned no authoritative mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L1	L3	L0	pathway_or_component_only	Human RAG1 is supported at L1 non-CNS context and human ADA at L3 spinal-cord-tissue context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v23.proteinatlas.org/ENSG00000166349-RAG1/tissue;https://www.proteinatlas.org/ENSG00000166349-RAG1/brain;https://www.proteinatlas.org/ENSG00000196839-ADA/tissue/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
