decision_id	module	integration_id	queue_key	promotion_id	review_id	regulator_key	regulator_symbol	raw_tf_symbol	target_symbol	species_scope	target_graph_modules	module_route	priority_tier	queue_state	search_lane	promotion_scope	promotion_class	promotion_confidence	evidence_confidence_tier	evidence_weight_tier	evidence_weight_rank	evidence_tier_basis	disposition	primary_citation	corroborating_citation	primary_and_corroborating_citations	source_registry	source_record_id	source_registries	source_record_ids	source_exportable	module_stage_status	screening_decision	context_retention_status	module_fit_status	module_owner_review_status	candidate_for_later_materialization	canonical_materialization_allowed	decision_basis	regulatory_role	role_subcategory	canonical_tf_eligible	module_context_eligible	noncanonical_context_candidate	materialization_status	regulator_role_class	canonical_role_status	sci_context_status	sci_context_required	materialization_lane	mechanism_evidence_type	mechanism_evidence_definition	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_evidence_basis	context_promotion_lane
PTF-SCREEN-PTF-MODULE-20B-000005	20B	PTF-MODULE-20B-000005	ada2/cecr1|anxa2|human	public_tf_comprehensive_047	public_tf_evidence_batch030_pair_14_1	ada2	ADA2/CECR1	ADA2	ANXA2	human	20B;23B;24B	20B_secreted_factor_association;23B_secreted_factor_association;24B_secreted_factor_association	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	role_specific_noncanonical_secreted_factor_expression_association	broad_human_secreted_factor_expression_association_primary_only	B_independent_literature_single_source	B_independent_literature_single_source	2	promoted overlay evidence tier	retain_weak_expression_association_separately	https://pubmed.ncbi.nlm.nih.gov/32845709/		https://pubmed.ncbi.nlm.nih.gov/32845709/	TFLink	tflink:human:001336:43f9f0d36efa	TFLink	tflink:human:001336:43f9f0d36efa	true	staged_review_only	retain_for_context_only	retain_for_context_only	explicit_route_noncanonical	not_selected_noncanonical_role	false	false	Explicit module route is retained, but the reviewed mechanism class is noncanonical and is not a canonical TF/module candidate.	noncanonical_gene_expression_regulator	upstream_signaling_or_relay	false	true	true	separate_noncanonical_layer_pending_approval	noncanonical_gene_expression_regulator	noncanonical_regulator	non_sci_context_limited	true	noncanonical_module_context_candidate	extracellular_signal_or_receptor_relay	An extracellular ligand, receptor, or pathway relay is supported, without claiming direct regulation of the target gene locus.	L1_non_CNS_context	L1_non_CNS_context	L1_non_CNS_context	exact_pair	The recorded exact-pair model (human_sepsis_time_series_biomarker_analysis_not_SCI_target_cell) is non-CNS and does not provide CNS, spinal-cord-tissue, or SCI context. It therefore supports L1 non-CNS context for the exact pair, but no higher context level. This is a bounded screen result, not a claim of exhaustive literature absence.	non_cns_context_candidate
PTF-SCREEN-PTF-MODULE-20B-000039	20B	PTF-MODULE-20B-000039	amh|acvr1|human	public_tf_comprehensive_037	public_tf_evidence_batch027_pair_04_1	amh	AMH	AMH	ACVR1	human	20B	20B_ligand_receptor_relay	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	role_specific_noncanonical_ligand_receptor_relay	broad_human_ligand_receptor_relay_with_corroboration	A_independent_literature_corroborated	A_independent_literature_corroborated	3	promoted overlay evidence tier	retain_ligand_receptor_evidence_separately	https://pmc.ncbi.nlm.nih.gov/articles/PMC7286617/	https://academic.oup.com/mend/article/15/6/936/2526375	https://pmc.ncbi.nlm.nih.gov/articles/PMC7286617/;https://academic.oup.com/mend/article/15/6/936/2526375	TFLink	tflink:human:001141:c74f4bea210d	TFLink	tflink:human:001141:c74f4bea210d	true	staged_review_only	retain_for_context_only	retain_for_context_only	explicit_route_noncanonical	not_selected_noncanonical_role	false	false	Explicit module route is retained, but the reviewed mechanism class is noncanonical and is not a canonical TF/module candidate.	noncanonical_gene_expression_regulator	upstream_signaling_or_relay	false	true	true	separate_noncanonical_layer_pending_approval	noncanonical_gene_expression_regulator	noncanonical_regulator	non_sci_context_limited	true	noncanonical_module_context_candidate	extracellular_signal_or_receptor_relay	An extracellular ligand, receptor, or pathway relay is supported, without claiming direct regulation of the target gene locus.	L1_non_CNS_context	L1_non_CNS_context	L1_non_CNS_context	exact_pair	The recorded exact-pair model (human_HEK293T_AMH_receptor_assay_not_SCI_target_cell) is non-CNS and does not provide CNS, spinal-cord-tissue, or SCI context. It therefore supports L1 non-CNS context for the exact pair, but no higher context level. This is a bounded screen result, not a claim of exhaustive literature absence.	non_cns_context_candidate
PTF-SCREEN-PTF-MODULE-20B-000090	20B	PTF-MODULE-20B-000090	ash2l|adam17|mouse	public_tf_comprehensive_025	public_tf_evidence_batch023_pair_07_4	ash2l	ASH2L	Ash2l	Adam17	mouse	20B	20B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	role_specific_noncanonical_exact_pair	exact_role_specific_evidence_primary_only	B_independent_literature_single_source	B_independent_literature_single_source	2	promoted overlay evidence tier	retain_noncanonical_chromatin_candidate_pending_independent_corroboration_and_SCI_context	https://pubmed.ncbi.nlm.nih.gov/37879562/		https://pubmed.ncbi.nlm.nih.gov/37879562/	TFLink	tflink:mouse:001007:e0cf20c81411	TFLink	tflink:mouse:001007:e0cf20c81411	true	staged_review_only	retain_for_context_only	retain_for_context_only	explicit_route_noncanonical	not_selected_noncanonical_role	false	false	Explicit module route is retained, but the reviewed mechanism class is noncanonical and is not a canonical TF/module candidate.	noncanonical_gene_expression_regulator	noncanonical_exact_gene_expression_regulator	false	true	true	separate_noncanonical_layer_pending_approval	noncanonical_gene_expression_regulator	noncanonical_regulator	non_sci_context_limited	true	noncanonical_module_context_candidate	chromatin_or_transcriptional_cofactor_to_gene_expression	A chromatin regulator, coactivator, coregulator, or transcriptional complex affects gene expression; direct sequence-specific TF binding by this regulator is not established.	L1_non_CNS_context	L1_non_CNS_context	L1_non_CNS_context	exact_pair	The recorded exact-pair model (mouse_db_db_nephropathy_and_glomerular_mesangial_models_not_SCI_target_cell) is non-CNS and does not provide CNS, spinal-cord-tissue, or SCI context. It therefore supports L1 non-CNS context for the exact pair, but no higher context level. This is a bounded screen result, not a claim of exhaustive literature absence.	non_cns_context_candidate
PTF-SCREEN-PTF-MODULE-20B-000104	20B	PTF-MODULE-20B-000104	bahd1|ifnb1|human	public_tf_comprehensive_030	public_tf_evidence_batch025_pair_10_1	bahd1	BAHD1	BAHD1	IFNB1	human	20B	20B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	role_specific_noncanonical_complex_expression_association	broad_complex_dependent_expression_evidence_primary_only	B_independent_literature_single_source	B_independent_literature_single_source	2	promoted overlay evidence tier	retain_complex_level_near_match_separately	https://pmc.ncbi.nlm.nih.gov/articles/PMC3903274/		https://pmc.ncbi.nlm.nih.gov/articles/PMC3903274/	TFLink	tflink:human:001140:ef97c5fef8dd	TFLink	tflink:human:001140:ef97c5fef8dd	true	staged_review_only	retain_for_context_only	retain_for_context_only	explicit_route_noncanonical	not_selected_noncanonical_role	false	false	Explicit module route is retained, but the reviewed mechanism class is noncanonical and is not a canonical TF/module candidate.	noncanonical_gene_expression_regulator	transcriptional_cofactor_or_coregulator	false	true	true	separate_noncanonical_layer_pending_approval	noncanonical_gene_expression_regulator	noncanonical_regulator	non_sci_context_limited	true	noncanonical_module_context_candidate	chromatin_or_transcriptional_cofactor_to_gene_expression	A chromatin regulator, coactivator, coregulator, or transcriptional complex affects gene expression; direct sequence-specific TF binding by this regulator is not established.	L1_non_CNS_context	L1_non_CNS_context	L1_non_CNS_context	exact_pair	The recorded exact-pair model (human_epithelial_Listeria_infection_models_not_SCI_target_cell) is non-CNS and does not provide CNS, spinal-cord-tissue, or SCI context. It therefore supports L1 non-CNS context for the exact pair, but no higher context level. This is a bounded screen result, not a claim of exhaustive literature absence.	non_cns_context_candidate
PTF-SCREEN-PTF-MODULE-20B-000161	20B	PTF-MODULE-20B-000161	brd4|a2m|mouse	public_tf_comprehensive_015	public_tf_evidence_batch016_pair_11_1	brd4	BRD4	Brd4	A2m	mouse	20B	20B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	role_specific_noncanonical_indirect_expression_association	broad_mouse_perturbation_expression_evidence_primary_only	B_independent_literature_single_source	B_independent_literature_single_source	2	promoted overlay evidence tier	retain_indirect_perturbation_association_separately	https://pubmed.ncbi.nlm.nih.gov/32821285/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7416228/	https://pubmed.ncbi.nlm.nih.gov/32821285/;https://pmc.ncbi.nlm.nih.gov/articles/PMC7416228/	TFLink	tflink:mouse:000851:0fc1332d9112	TFLink	tflink:mouse:000851:0fc1332d9112	true	staged_review_only	retain_for_context_only	retain_for_context_only	explicit_route_noncanonical	not_selected_noncanonical_role	false	false	Explicit module route is retained, but the reviewed mechanism class is noncanonical and is not a canonical TF/module candidate.	noncanonical_gene_expression_regulator	noncanonical_exact_gene_expression_regulator	false	true	true	separate_noncanonical_layer_pending_approval	noncanonical_gene_expression_regulator	noncanonical_regulator	non_sci_context_limited	true	noncanonical_module_context_candidate	chromatin_or_transcriptional_cofactor_to_gene_expression	A chromatin regulator, coactivator, coregulator, or transcriptional complex affects gene expression; direct sequence-specific TF binding by this regulator is not established.	L1_non_CNS_context	L1_non_CNS_context	L1_non_CNS_context	exact_pair	The recorded exact-pair model (mouse_LPS_liver_model_not_SCI_target_cell) is non-CNS and does not provide CNS, spinal-cord-tissue, or SCI context. It therefore supports L1 non-CNS context for the exact pair, but no higher context level. This is a bounded screen result, not a claim of exhaustive literature absence.	non_cns_context_candidate
PTF-SCREEN-PTF-MODULE-20B-000163	20B	PTF-MODULE-20B-000163	brd4|abca1|mouse	public_tf_comprehensive_016	public_tf_evidence_batch016_pair_11_2	brd4	BRD4	Brd4	Abca1	mouse	20B	20B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	role_specific_noncanonical_indirect_expression_association	broad_mouse_perturbation_expression_evidence_primary_only	B_independent_literature_single_source	B_independent_literature_single_source	2	promoted overlay evidence tier	retain_indirect_perturbation_association_separately	https://pubmed.ncbi.nlm.nih.gov/39990894/	https://pmc.ncbi.nlm.nih.gov/articles/PMC11843129/	https://pubmed.ncbi.nlm.nih.gov/39990894/;https://pmc.ncbi.nlm.nih.gov/articles/PMC11843129/	TFLink	tflink:mouse:000851:0fc1332d9112	TFLink	tflink:mouse:000851:0fc1332d9112	true	staged_review_only	retain_for_context_only	retain_for_context_only	explicit_route_noncanonical	not_selected_noncanonical_role	false	false	Explicit module route is retained, but the reviewed mechanism class is noncanonical and is not a canonical TF/module candidate.	noncanonical_gene_expression_regulator	noncanonical_exact_gene_expression_regulator	false	true	true	separate_noncanonical_layer_pending_approval	noncanonical_gene_expression_regulator	noncanonical_regulator	non_sci_context_limited	true	noncanonical_module_context_candidate	chromatin_or_transcriptional_cofactor_to_gene_expression	A chromatin regulator, coactivator, coregulator, or transcriptional complex affects gene expression; direct sequence-specific TF binding by this regulator is not established.	L1_non_CNS_context	L1_non_CNS_context	L1_non_CNS_context	exact_pair	The recorded exact-pair model (mouse_db_db_renal_model_not_SCI_target_cell) is non-CNS and does not provide CNS, spinal-cord-tissue, or SCI context. It therefore supports L1 non-CNS context for the exact pair, but no higher context level. This is a bounded screen result, not a claim of exhaustive literature absence.	non_cns_context_candidate
PTF-SCREEN-PTF-MODULE-20B-000256	20B	PTF-MODULE-20B-000256	ccl5|agrp|mouse	public_tf_comprehensive_043	public_tf_evidence_batch029_pair_25_3	ccl5	CCL5	Ccl5	Agrp	mouse	20B	20B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	role_specific_noncanonical_exact_pair	exact_role_specific_evidence_with_corroboration	A_independent_literature_corroborated	A_independent_literature_corroborated	3	promoted overlay evidence tier	retain_noncanonical_ligand_rna_candidate_pending_SCI_context	https://pmc.ncbi.nlm.nih.gov/articles/PMC5127185/	https://pubmed.ncbi.nlm.nih.gov/27898058/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5127185/;https://pubmed.ncbi.nlm.nih.gov/27898058/	TFLink	tflink:mouse:001064:fdad9f6d72a8	TFLink	tflink:mouse:001064:fdad9f6d72a8	true	staged_review_only	retain_for_context_only	retain_for_context_only	explicit_route_noncanonical	not_selected_noncanonical_role	false	false	Explicit module route is retained, but the reviewed mechanism class is noncanonical and is not a canonical TF/module candidate.	noncanonical_gene_expression_regulator	noncanonical_exact_gene_expression_regulator	false	true	true	separate_noncanonical_layer_pending_approval	noncanonical_gene_expression_regulator	noncanonical_regulator	non_sci_transferable_context	true	noncanonical_module_context_candidate	indirect_extracellular_signal_to_target_rna	An extracellular ligand, protease, or receptor relay is associated with a downstream target-RNA change; intermediate steps and promoter occupancy are not fully established.	L2_CNS_context	L2_CNS_context	L2_CNS_context	exact_pair	Exact CCL5-to-Agrp evidence was studied in mouse hypothalamus ex vivo tissue and primary neurons. This establishes CNS context for the pair, but not spinal-cord or SCI context.	cns_context_candidate
PTF-SCREEN-PTF-MODULE-20B-000579	20B	PTF-MODULE-20B-000579	fxr2|abca1|human	public_tf_comprehensive_039	public_tf_evidence_batch027_pair_08_1	fxr2	FXR2	FXR2	ABCA1	human	20B	20B_rna_association	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	role_specific_noncanonical_rna_binding_association	broad_human_rna_binding_evidence_primary_only	B_independent_literature_single_source	B_independent_literature_single_source	2	promoted overlay evidence tier	retain_rna_binding_evidence_separately	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8693918	https://www.nature.com/articles/s41586-020-2077-3	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8693918;https://www.nature.com/articles/s41586-020-2077-3	TFLink	tflink:human:001151:7cd9450f8e63	TFLink	tflink:human:001151:7cd9450f8e63	true	staged_review_only	retain_for_context_only	retain_for_context_only	explicit_route_noncanonical	not_selected_noncanonical_role	false	false	Explicit module route is retained, but the reviewed mechanism class is noncanonical and is not a canonical TF/module candidate.	noncanonical_gene_expression_regulator	rna_post_transcriptional_regulator	false	true	true	separate_noncanonical_layer_pending_approval	noncanonical_gene_expression_regulator	noncanonical_regulator	non_sci_context_limited	true	noncanonical_module_context_candidate	rna_or_post_transcriptional_regulation	The regulator acts at RNA processing, stability, translation, or another post-transcriptional level; promoter occupancy is not implied.	L1_non_CNS_context	L1_non_CNS_context	L1_non_CNS_context	exact_pair	The recorded exact-pair model (human_K562_eCLIP_model_not_SCI_target_cell) is non-CNS and does not provide CNS, spinal-cord-tissue, or SCI context. It therefore supports L1 non-CNS context for the exact pair, but no higher context level. This is a bounded screen result, not a claim of exhaustive literature absence.	non_cns_context_candidate
PTF-SCREEN-PTF-MODULE-20B-000613	20B	PTF-MODULE-20B-000613	gps2|abca1|mouse	public_tf_comprehensive_019	public_tf_evidence_batch017_pair_20_1	gps2	GPS2	Gps2	Abca1	mouse	20B	20B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	role_specific_noncanonical_exact_pair	exact_role_specific_evidence_primary_only	B_independent_literature_single_source	B_independent_literature_single_source	2	promoted overlay evidence tier	retain_noncanonical_coregulator_candidate_pending_SCI_context	https://pubmed.ncbi.nlm.nih.gov/30153049/		https://pubmed.ncbi.nlm.nih.gov/30153049/	TFLink	tflink:mouse:000978:ec65fa575f71	TFLink	tflink:mouse:000978:ec65fa575f71	true	staged_review_only	retain_for_context_only	retain_for_context_only	explicit_route_noncanonical	not_selected_noncanonical_role	false	false	Explicit module route is retained, but the reviewed mechanism class is noncanonical and is not a canonical TF/module candidate.	noncanonical_gene_expression_regulator	noncanonical_exact_gene_expression_regulator	false	true	true	separate_noncanonical_layer_pending_approval	noncanonical_gene_expression_regulator	noncanonical_regulator	non_sci_context_limited	true	noncanonical_module_context_candidate	chromatin_or_transcriptional_cofactor_to_gene_expression	A chromatin regulator, coactivator, coregulator, or transcriptional complex affects gene expression; direct sequence-specific TF binding by this regulator is not established.	L1_non_CNS_context	L1_non_CNS_context	L1_non_CNS_context	exact_pair	The recorded exact-pair model (mouse_RAW_BMDM_and_peritoneal_macrophage_models_not_SCI_target_cell) is non-CNS and does not provide CNS, spinal-cord-tissue, or SCI context. It therefore supports L1 non-CNS context for the exact pair, but no higher context level. This is a bounded screen result, not a claim of exhaustive literature absence.	non_cns_context_candidate
PTF-SCREEN-PTF-MODULE-20B-000707	20B	PTF-MODULE-20B-000707	hmgb1|acvr1|human	public_tf_comprehensive_038	public_tf_evidence_batch027_pair_07_1	hmgb1	HMGB1	HMGB1	ACVR1	human	20B	20B_ligand_receptor_response	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	role_specific_noncanonical_ligand_receptor_response_association	broad_human_ligand_receptor_response_primary_only	B_independent_literature_single_source	B_independent_literature_single_source	2	promoted overlay evidence tier	retain_ligand_response_near_match_separately	https://pmc.ncbi.nlm.nih.gov/articles/PMC8803261/		https://pmc.ncbi.nlm.nih.gov/articles/PMC8803261/	TFLink	tflink:human:000846:9549a23db98a	TFLink	tflink:human:000846:9549a23db98a	true	staged_review_only	retain_for_context_only	retain_for_context_only	explicit_route_noncanonical	not_selected_noncanonical_role	false	false	Explicit module route is retained, but the reviewed mechanism class is noncanonical and is not a canonical TF/module candidate.	noncanonical_gene_expression_regulator	upstream_signaling_or_relay	false	true	true	separate_noncanonical_layer_pending_approval	noncanonical_gene_expression_regulator	noncanonical_regulator	non_sci_context_limited	true	noncanonical_module_context_candidate	chromatin_or_transcriptional_cofactor_to_gene_expression	A chromatin regulator, coactivator, coregulator, or transcriptional complex affects gene expression; direct sequence-specific TF binding by this regulator is not established.	L1_non_CNS_context	L1_non_CNS_context	L1_non_CNS_context	exact_pair	The recorded exact-pair model (human_iPSC_derived_macrophage_model_not_SCI_target_cell) is non-CNS and does not provide CNS, spinal-cord-tissue, or SCI context. It therefore supports L1 non-CNS context for the exact pair, but no higher context level. This is a bounded screen result, not a claim of exhaustive literature absence.	non_cns_context_candidate
