round_id	queue_rank	promotion_id	regulator_symbol	target_symbol	species_scope	search_scope	search_queries	search_outcome	grade_action	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_evidence_basis	context_evidence_citations	review_status
166	1810	public_tf_comprehensive_1599	PRDM12	ADA	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	PRDM12 ADA human spinal cord; PRDM12 ADA direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human PRDM12 and ADA have independent HPA spinal-cord tissue representation. Exact-pair searches found no direct contextual regulatory mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Both human components have spinal-cord-tissue context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v21.proteinatlas.org/ENSG00000130711-PRDM12/tissue;https://www.proteinatlas.org/ENSG00000196839-ADA/tissue/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
166	1811	public_tf_comprehensive_1600	PRDM12	IL16	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	PRDM12 IL16 human spinal cord; PRDM12 IL16 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human PRDM12 and IL16 have independent HPA spinal-cord tissue representation. Exact-pair searches found no direct contextual regulatory mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Both human components have spinal-cord-tissue context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v21.proteinatlas.org/ENSG00000130711-PRDM12/tissue;https://www.proteinatlas.org/ENSG00000172349-IL16/brain/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
166	1812	public_tf_comprehensive_1601	PRDM12	RORA	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	PRDM12 RORA human spinal cord; PRDM12 RORA direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human PRDM12 and RORA have independent HPA spinal-cord tissue representation. Exact-pair searches found no direct contextual regulatory mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Both human components have spinal-cord-tissue context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v21.proteinatlas.org/ENSG00000130711-PRDM12/tissue;https://v22.proteinatlas.org/ENSG00000069667-RORA/tissue	adjudicated;round_241_tflink_gtrd_source_chain
166	1813	public_tf_comprehensive_1609	PRDM4	BMPR1A	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	PRDM4 BMPR1A human spinal cord; PRDM4 BMPR1A direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human PRDM4 and BMPR1A have independent HPA spinal-cord tissue representation. Exact-pair searches found no direct contextual regulatory mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Both human components have spinal-cord-tissue context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v22.proteinatlas.org/ENSG00000110851-PRDM4/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000107779-BMPR1A/tissue	adjudicated;round_241_tflink_gtrd_source_chain
166	1814	public_tf_comprehensive_1611	PRDM6	ACVR1	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	PRDM6 ACVR1 human spinal cord; PRDM6 ACVR1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human PRDM6 and ACVR1 have independent HPA spinal-cord tissue evidence. Exact-pair searches found no direct contextual regulatory mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Both human components have spinal-cord-tissue context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000061455-PRDM6/brain/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000115170-ACVR1/brain/Spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
166	1815	public_tf_comprehensive_1614	PRDM6	ANXA1	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	PRDM6 ANXA1 human spinal cord; PRDM6 ANXA1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human PRDM6 and ANXA1 have independent HPA spinal-cord tissue evidence. Exact-pair searches found no direct contextual regulatory mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Both human components have spinal-cord-tissue context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000061455-PRDM6/brain/spinal%2Bcord;https://v22.proteinatlas.org/ENSG00000135046-ANXA1/tissue/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
166	1816	public_tf_comprehensive_1615	PRDM9	A2M	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	PRDM9 A2M human spinal cord; PRDM9 A2M direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human PRDM9 and A2M have independent HPA spinal-cord tissue representation. Exact-pair searches found no direct contextual regulatory mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Both human components have spinal-cord-tissue context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v24.proteinatlas.org/ENSG00000164256-PRDM9/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000175899-A2M/brain/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
166	1817	public_tf_comprehensive_1616	PRDM9	ACKR1	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	PRDM9 ACKR1 human spinal cord; PRDM9 ACKR1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human PRDM9 and ACKR1 have independent HPA spinal-cord tissue representation. Exact-pair searches found no direct contextual regulatory mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Both human components have spinal-cord-tissue context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v24.proteinatlas.org/ENSG00000164256-PRDM9/tissue/spinal%2Bcord;https://v23.proteinatlas.org/ENSG00000213088-ACKR1/tissue/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
166	1818	public_tf_comprehensive_1617	PRDM9	ACKR3	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	PRDM9 ACKR3 human spinal cord; PRDM9 ACKR3 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human PRDM9 and ACKR3 have independent HPA human spinal-cord tissue representation. Exact-pair searches found no direct contextual regulatory mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Both human components have spinal-cord-tissue context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v24.proteinatlas.org/ENSG00000164256-PRDM9/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000144476-ACKR3/brain/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
166	1819	public_tf_comprehensive_1618	PRDM9	ACTR2	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	PRDM9 ACTR2 human spinal cord; PRDM9 ACTR2 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human PRDM9 and ACTR2 have independent HPA human spinal-cord tissue representation. Exact-pair searches found no direct contextual regulatory mechanism.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Both human components have spinal-cord-tissue context; exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v24.proteinatlas.org/ENSG00000164256-PRDM9/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000138071-ACTR2/brain/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
