integration_id	module	queue_key	promotion_id	review_id	batch_id	batch_rank	regulator_key	regulator_symbol	raw_tf_symbol	target_symbol	species_scope	target_graph_modules	module_route	priority_tier	queue_state	search_lane	promotion_scope	promotion_class	promotion_confidence	evidence_confidence_tier	evidence_weight_tier	evidence_weight_rank	evidence_tier_basis	independent_literature_support_status	independent_literature_source_count	exact_pair_status	effect_polarity	disposition	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	primary_citation	corroborating_citation	additional_corroborating_citation	primary_and_corroborating_citations	source_registry	source_record_id	source_registries	source_record_ids	tflink_source_database	tflink_detection_method	tflink_pubmed_id	tflink_source_url	tflink_raw_snapshot_path	tflink_raw_snapshot_sha256	tflink_source_selection	source_review_file	review_notes	near_match_exclusions	source_exportable	canonical_write_performed	module22b_write_performed	module_stage_status	module_materialization_allowed
PTF-MODULE-24B-000001	24B	ada2/cecr1|anxa2|human	public_tf_comprehensive_047	public_tf_evidence_batch030_pair_14_1	public_tf_evidence_batch_030	14	ada2	ADA2/CECR1	ADA2	ANXA2	human	20B;23B;24B	20B_secreted_factor_association;23B_secreted_factor_association;24B_secreted_factor_association	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	role_specific_noncanonical_secreted_factor_expression_association	broad_human_secreted_factor_expression_association_primary_only	B_independent_literature_single_source	B_independent_literature_single_source	2	promoted overlay evidence tier	independent_literature_single_source	1	expression_association_not_promotable		retain_weak_expression_association_separately	ADA2_and_ANXA2_co-occurrence_without_binding_or_protein_interaction_assay	co-expression_or_WGCNA_association_only;_no_ADA2_perturbation_direction	not_established_for_SCI_target_cell	not_tested_for_exact_pair	https://pubmed.ncbi.nlm.nih.gov/32845709/			https://pubmed.ncbi.nlm.nih.gov/32845709/	TFLink	tflink:human:001336:43f9f0d36efa	TFLink	tflink:human:001336:43f9f0d36efa								data/processed/public_tf_union_expansion_v1/current_set_crosswalk_v1/candidate_triage_v1/evidence_batches/batch_030/public_tf_evidence_review_batch030_pairs.tsv	Weak association was preserved without promotion; ADA2 was not confused with TADA2A. ADA2 in this queue is CECR1/adenosine deaminase 2, a secreted enzyme; it is not TADA2A and not a TF.	A biomarker/co-expression association does not establish ADA2 regulation of ANXA2 RNA, protein or locus.	true	false	false	staged_review_only	false
PTF-MODULE-24B-000002	24B	ada2/cecr1|hmgb1|human	public_tf_comprehensive_068	tflink_source_ada2/cecr1_hmgb1_human_tflink_human_001336_43f9f0d36efa	TFLink_database_only_source_recovery_v1		ada2/cecr1	ADA2/CECR1	ADA2	HMGB1	human	24B	24B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		promote_to_comprehensive_binding_association_catalog	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/	TFLink	tflink:human:001336:43f9f0d36efa	TFLink	tflink:human:001336:43f9f0d36efa	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NZK5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NZK5_targets.tsv	af88a9f9851ba8bbc97f898cac0c0d58b2219149d6cc07250dbf3183e6021f16	database_profile_hold	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	false	false	staged_review_only	false
PTF-MODULE-24B-000003	24B	adnp|ccr10|human		public_tf_evidence_batch023_pair_23_4			adnp	ADNP		CCR10	human	20B;23B;24B	adjudicated_database_archive	Z_adjudicated_database_only	archive_or_hold	adjudicated_database_archive				D_database_only_no_pair_evidence	D_database_only_no_pair_evidence	0	completed search found only database/profile/membership evidence			binding_profile_only_not_promotable		retain_human_binding_profile_lead_separately								https://www.gsea-msigdb.org/gsea/msigdb/cards/ADNP_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/			TFLink	tflink:human:001059:68b0d35ff216									Retain the adjudicated database/profile-only provenance; do not promote or repeat the search unless a new traceable source is found.		false	false	false	staged_low_tier_screening_only	false
PTF-MODULE-24B-000004	24B	barhl1|anxa2|human		public_tf_evidence_batch008_pair_24_73			barhl1	BARHL1		ANXA2	human	20B;23B;24B	adjudicated_database_archive	Z_adjudicated_database_only	archive_or_hold	adjudicated_database_archive				D_database_only_no_pair_evidence	D_database_only_no_pair_evidence	0	completed search found only database/profile/membership evidence			binding_dataset_only_not_promotable		retain_database_candidate_as_search_lead_only								https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BARHL1_TARGET_GENES.html			TFLink	tflink:human:001147:0f9ab8534625									Retain the adjudicated database/profile-only provenance; do not promote or repeat the search unless a new traceable source is found.		false	false	false	staged_low_tier_screening_only	false
PTF-MODULE-24B-000005	24B	cc2d1a|c5ar1|human	public_tf_comprehensive_343	tflink_source_cc2d1a_c5ar1_human_tflink_human_001167_fb761d35af1f	TFLink_database_only_source_recovery_v1		cc2d1a	CC2D1A	CC2D1A	C5AR1	human	20B;24B	20B_target_interaction;24B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	sequence_specific_tf_high_throughput_binding_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		promote_to_comprehensive_binding_association_catalog	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/				TFLink	tflink:human:001167:fb761d35af1f	TFLink	tflink:human:001167:fb761d35af1f	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6P1N0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6P1N0_targets.tsv	b60d97212cb95ee474a0b884d5a596b320e63bc8259b7b302397cf301f5efb8f	database_only	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_only_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	false	false	staged_review_only	false
PTF-MODULE-24B-000006	24B	ccar2/dbc1|ccr1|human	public_tf_comprehensive_347	tflink_source_ccar2/dbc1_ccr1_human_tflink_human_001255_ebed048b25a0	TFLink_database_only_source_recovery_v1		ccar2/dbc1	CCAR2/DBC1	CCAR2	CCR1	human	20B;24B	20B_target_interaction;24B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		promote_to_comprehensive_binding_association_catalog	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001255:ebed048b25a0	TFLink	tflink:human:001255:ebed048b25a0	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N163.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N163_targets.tsv	ef3de716b626d2303c5a326bb68d1b593aa3629dd7e22be73482b3e5e80eec18	database_profile_hold	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	false	false	staged_review_only	false
PTF-MODULE-24B-000007	24B	cdc73/parafibromin|ccl27|human	public_tf_comprehensive_366	tflink_source_cdc73/parafibromin_ccl27_human_tflink_human_001338_9486a20a4cb3	TFLink_database_only_source_recovery_v1		cdc73/parafibromin	CDC73/Parafibromin	CDC73	CCL27	human	24B	24B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		promote_to_comprehensive_binding_association_catalog	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CDC73_TARGET_GENES.html	TFLink	tflink:human:001338:9486a20a4cb3	TFLink	tflink:human:001338:9486a20a4cb3	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6P1J9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6P1J9_targets.tsv	a55e4c7dcf7582aca6e59f208e28e61d71ae48be8b82e652b282dc4e1bf45764	database_profile_hold	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	false	false	staged_review_only	false
PTF-MODULE-24B-000008	24B	cic|fam3d|human	public_tf_comprehensive_445	tflink_source_cic_fam3d_human_tflink_human_001435_6b8328a16849	TFLink_database_only_source_recovery_v1		cic	CIC	CIC	FAM3D	human	24B	24B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		promote_to_comprehensive_binding_association_catalog	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CIC_TARGET_GENES.html	TFLink	tflink:human:001435:6b8328a16849	TFLink	tflink:human:001435:6b8328a16849	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96RK0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96RK0_targets.tsv	45dfb825e8e9bbe69791283c4c126b53f598849e78ac5c7c39d3f475a68a9efe	database_profile_hold	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	false	false	staged_review_only	false
PTF-MODULE-24B-000009	24B	dlx6|hmgb1|human	public_tf_comprehensive_513	tflink_source_dlx6_hmgb1_human_tflink_human_001223_a9c5467eade3	TFLink_database_only_source_recovery_v1		dlx6	DLX6	DLX6	HMGB1	human	24B	24B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		promote_to_comprehensive_binding_association_catalog	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/DLX6_TARGET_GENES.html	TFLink	tflink:human:001223:a9c5467eade3	TFLink	tflink:human:001223:a9c5467eade3	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P56179.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P56179_targets.tsv	3efcf7b1775c06546f1a94743612fae0307b7b2ccbc3ab8a4135455214674523	database_profile_hold	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	false	false	staged_review_only	false
PTF-MODULE-24B-000010	24B	ebp|c5ar1|human	public_tf_comprehensive_586	tflink_source_ebp_c5ar1_human_tflink_human_001134_3063badd497c	TFLink_database_only_source_recovery_v1		ebp	EBP	EBP	C5AR1	human	20B;24B	20B_target_interaction;24B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		promote_to_comprehensive_binding_association_catalog	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/	TFLink	tflink:human:001134:3063badd497c	TFLink	tflink:human:001134:3063badd497c	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q15125.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q15125_targets.tsv	e25c2871d068119a0a8e9d81c8edfefeb185c9aae19d28322ba77a8121295b70	database_profile_hold	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	false	false	staged_review_only	false
