integration_id	module	queue_key	promotion_id	review_id	batch_id	batch_rank	regulator_key	regulator_symbol	raw_tf_symbol	target_symbol	species_scope	target_graph_modules	module_route	priority_tier	queue_state	search_lane	promotion_scope	promotion_class	promotion_confidence	evidence_confidence_tier	evidence_weight_tier	evidence_weight_rank	evidence_tier_basis	independent_literature_support_status	independent_literature_source_count	exact_pair_status	effect_polarity	disposition	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	primary_citation	corroborating_citation	additional_corroborating_citation	primary_and_corroborating_citations	source_registry	source_record_id	source_registries	source_record_ids	tflink_source_database	tflink_detection_method	tflink_pubmed_id	tflink_source_url	tflink_raw_snapshot_path	tflink_raw_snapshot_sha256	tflink_source_selection	source_review_file	review_notes	near_match_exclusions	source_exportable	canonical_write_performed	module22b_write_performed	module_stage_status	module_materialization_allowed
PTF-MODULE-22B-000001	22B	aff4|ccnd1|mouse	public_tf_comprehensive_086	tflink_source_aff4_ccnd1_mouse_tflink_mouse_001065_7944f11c6701	TFLink_database_only_source_recovery_v1		aff4	AFF4	Aff4	Ccnd1	mouse	22B	22B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		promote_to_comprehensive_binding_association_catalog	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:mouse:001065:7944f11c6701	TFLink	tflink:mouse:001065:7944f11c6701	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9ESC8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9ESC8_targets.tsv	6d61e0a582b4f9032b00e78e00600caf8be20d96da4104a693dd3f3662ee17e0	database_profile_hold	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	false	false	staged_review_only	false
PTF-MODULE-22B-000002	22B	ahcy/ahcy|smad2|mouse	public_tf_comprehensive_099	tflink_source_ahcy/ahcy_smad2_mouse_tflink_mouse_001090_edb43175c419	TFLink_database_only_source_recovery_v1		ahcy/ahcy	AHCY/Ahcy	Ahcy	Smad2	mouse	21B;22B	21B_target_interaction;22B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		promote_to_comprehensive_binding_association_catalog	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:mouse:001090:edb43175c419	TFLink	tflink:mouse:001090:edb43175c419	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P50247.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P50247_targets.tsv	b7e960e02e8bbfb12b83e4b4103ee93e47491c4f909a3d9790fd0db1f9dff2b8	database_profile_hold	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	false	false	staged_review_only	false
PTF-MODULE-22B-000003	22B	arhgap35|nr3c1|human	public_tf_comprehensive_116	tflink_source_arhgap35_nr3c1_human_tflink_human_000591_dac37f947c87	TFLink_database_only_source_recovery_v1		arhgap35	ARHGAP35	ARHGAP35	NR3C1	human	22B	22B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	tflink_source_table_small_scale_or_curated_association	tflink_exact_small_scale_or_curated_association_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		promote_to_comprehensive_binding_association_catalog	Exact TFLink target-table row; detection_method=electrophoretic mobility shift assay; source_database=HTRI; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/22900683/;https://pubmed.ncbi.nlm.nih.gov/2026589/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:000591:dac37f947c87	TFLink	tflink:human:000591:dac37f947c87	HTRI	electrophoretic mobility shift assay	22900683;2026589	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NRY4.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NRY4_targets.tsv	85fe8dc19f20b7e63cc37bccecec8896331ca1ad0064b5100d9bb281c7775f77	database_profile_hold	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	false	false	staged_review_only	false
PTF-MODULE-22B-000004	22B	auts2|ccnd1|human		public_tf_evidence_batch024_pair_06_2			auts2	AUTS2		CCND1	human	22B	adjudicated_outcome_archive	Z_adjudicated_nonpromotable	archive_or_hold	adjudicated_outcome_archive				E_reviewed_nonpromotable	E_reviewed_nonpromotable	0	completed search recorded literature, functional, or near-match evidence but not a promotable exact edge			expression_only_exact_pair_not_promotable		retain_expression_only_association_separately								https://www.nature.com/articles/s41598-024-69912-4			TFLink	tflink:human:001085:d683502b6043									Retain the adjudicated nonpromotable outcome and provenance; do not promote or repeat the search unless new traceable evidence is found.		false	false	false	staged_low_tier_screening_only	false
PTF-MODULE-22B-000005	22B	bahd1|nhlh2|human		public_tf_evidence_batch025_pair_10_2			bahd1	BAHD1		NHLH2	human	22B	adjudicated_database_archive	Z_adjudicated_database_only	archive_or_hold	adjudicated_database_archive				D_database_only_no_pair_evidence	D_database_only_no_pair_evidence	0	completed search found only database/profile/membership evidence			binding_profile_only_not_promotable		retain_binding_profile_lead_separately								https://tflink.net/download/#interaction-gmt			TFLink	tflink:human:001140:ef97c5fef8dd									Retain the adjudicated database/profile-only provenance; do not promote or repeat the search unless a new traceable source is found.		false	false	false	staged_low_tier_screening_only	false
PTF-MODULE-22B-000006	22B	banp|etv5|human	public_tf_comprehensive_180	tflink_source_banp_etv5_human_tflink_human_001291_f877500b30fd	TFLink_database_only_source_recovery_v1		banp	BANP	BANP	ETV5	human	22B	22B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		promote_to_comprehensive_binding_association_catalog	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001291:f877500b30fd	TFLink	tflink:human:001291:f877500b30fd	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N9N5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N9N5_targets.tsv	e05ea0af398d08de25808e69f3ed07d0c1c26170b6428ffe950d2e40da7b46f1	database_profile_hold	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	false	false	staged_review_only	false
PTF-MODULE-22B-000007	22B	banp|il10|human	public_tf_comprehensive_183	tflink_source_banp_il10_human_tflink_human_001291_f877500b30fd	TFLink_database_only_source_recovery_v1		banp	BANP	BANP	IL10	human	22B	22B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		promote_to_comprehensive_binding_association_catalog	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001291:f877500b30fd	TFLink	tflink:human:001291:f877500b30fd	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8N9N5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8N9N5_targets.tsv	e05ea0af398d08de25808e69f3ed07d0c1c26170b6428ffe950d2e40da7b46f1	database_profile_hold	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	false	false	staged_review_only	false
PTF-MODULE-22B-000008	22B	barhl1|cish|human		public_tf_evidence_batch008_pair_24_74			barhl1	BARHL1		CISH	human	22B	adjudicated_database_archive	Z_adjudicated_database_only	archive_or_hold	adjudicated_database_archive				D_database_only_no_pair_evidence	D_database_only_no_pair_evidence	0	completed search found only database/profile/membership evidence			binding_dataset_only_not_promotable		retain_database_candidate_as_search_lead_only								https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BARHL1_TARGET_GENES.html			TFLink	tflink:human:001147:0f9ab8534625									Retain the adjudicated database/profile-only provenance; do not promote or repeat the search unless a new traceable source is found.		false	false	false	staged_low_tier_screening_only	false
PTF-MODULE-22B-000009	22B	barx1|esr1|mouse	public_tf_comprehensive_197	tflink_source_barx1_esr1_mouse_tflink_mouse_001101_76f45bb8c8ac	TFLink_database_only_source_recovery_v1		barx1	Barx1	Barx1	Esr1	mouse	22B	22B_target_interaction	Z_already_promoted	already_promoted_followup	promoted_followup_queue	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		promote_to_comprehensive_binding_association_catalog	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/BARX1_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	TFLink	tflink:mouse:001101:76f45bb8c8ac	TFLink	tflink:mouse:001101:76f45bb8c8ac	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9ER42.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9ER42_targets.tsv	c04595a6c41471b9c65ea02600c41e409842f0591dc076249a962aadfa553665	database_profile_hold	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	false	false	staged_review_only	false
PTF-MODULE-22B-000010	22B	baz1a/acf1|ctnnb1|mouse		public_tf_evidence_batch025_pair_04_2			baz1a/acf1	BAZ1A/ACF1		Ctnnb1	mouse	22B	resolved_unverifiable_archive	Z_resolved_unverifiable	archive_or_hold	resolved_unverifiable_archive				E_reviewed_nonpromotable	E_reviewed_nonpromotable	0	completed search recorded literature, functional, or near-match evidence but not a promotable exact edge			contextual_ortholog_expression_only_not_promotable		retain_cross_species_expression_near_match_separately								https://pmc.ncbi.nlm.nih.gov/articles/PMC11306231/			TFLink	tflink:mouse:001050:b18c1bf73b97									Retain the reviewed provenance and explicit limitation; do not promote or reopen unless new literal, source-backed evidence is found.		false	false	false	staged_low_tier_screening_only	false
