round_id	queue_rank	promotion_id	regulator_symbol	target_symbol	species_scope	search_scope	search_queries	search_outcome	grade_action	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_evidence_basis	context_evidence_citations	review_status
184	2098	public_tf_comprehensive_2032	Ssrp1	Actr2	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Ssrp1 Actr2 mouse spinal cord; Ssrp1 Actr2 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Mouse Ssrp1 and Actr2 each have species-matched HPA brain context; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L2	L2	L0	pathway_or_component_only	Mouse Ssrp1 and Actr2 have independent CNS context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000149136-SSRP1/brain;https://www.proteinatlas.org/ENSG00000138071-ACTR2/brain	adjudicated;round_241_tflink_gtrd_source_chain
184	2099	public_tf_comprehensive_2033	SSRP1	ACVR1	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	SSRP1 ACVR1 human spinal cord; SSRP1 ACVR1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human SSRP1 and ACVR1 each have HPA spinal-cord representation; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Human SSRP1 and ACVR1 have independent spinal-cord context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000149136-SSRP1/brain;https://www.proteinatlas.org/ENSG00000115170-ACVR1/brain/Spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
184	2100	public_tf_comprehensive_2034	Ssrp1	Acvrl1	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Ssrp1 Acvrl1 mouse spinal cord; Ssrp1 Acvrl1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Mouse Ssrp1 has species-matched HPA brain-atlas context and Acvrl1 has independent CNS/brain expression evidence; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L2	L2	L0	pathway_or_component_only	Mouse Ssrp1 and Acvrl1 have independent CNS context without a verified direct spinal-cord or SCI result; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000149136-SSRP1/brain;https://www.ncbi.nlm.nih.gov/gene/11482;https://www.informatics.jax.org/marker/MGI%3A1338946	adjudicated;round_241_tflink_gtrd_source_chain
184	2101	public_tf_comprehensive_2035	SSU72	ACKR2	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	SSU72 ACKR2 human spinal cord; SSU72 ACKR2 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human SSU72 and ACKR2 each have HPA spinal-cord representation; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Human SSU72 and ACKR2 have independent spinal-cord context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v22.proteinatlas.org/ENSG00000160075-SSU72/tissue;https://www.proteinatlas.org/ENSG00000144648-ACKR2/tissue/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
184	2102	public_tf_comprehensive_2037	SSU72	ACVR1C	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	SSU72 ACVR1C human spinal cord; SSU72 ACVR1C direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human SSU72 and ACVR1C each have HPA spinal-cord representation; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Human SSU72 and ACVR1C have independent spinal-cord context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v22.proteinatlas.org/ENSG00000160075-SSU72/tissue;https://v21.proteinatlas.org/ENSG00000123612-ACVR1C/brain/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
184	2103	public_tf_comprehensive_2036	SSU72	ACVR1	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	SSU72 ACVR1 human spinal cord; SSU72 ACVR1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human SSU72 and ACVR1 each have HPA spinal-cord representation; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Human SSU72 and ACVR1 have independent spinal-cord context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v22.proteinatlas.org/ENSG00000160075-SSU72/tissue;https://www.proteinatlas.org/ENSG00000115170-ACVR1/brain/Spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
184	2104	public_tf_comprehensive_2038	SSU72	ADAM17	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	SSU72 ADAM17 human spinal cord injury; SSU72 ADAM17 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human SSU72 has HPA spinal-cord representation and ADAM17 has independent spinal-cord and SCI-associated evidence; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade target component only;retain_exact_pair_L0_source_chain_verified	L3	L4	L0	pathway_or_component_only	Human SSU72 has spinal-cord context and ADAM17 has independent SCI component evidence; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v22.proteinatlas.org/ENSG00000160075-SSU72/tissue;https://pmc.ncbi.nlm.nih.gov/articles/PMC12302909/;https://pmc.ncbi.nlm.nih.gov/articles/PMC11938383/;https://pmc.ncbi.nlm.nih.gov/articles/PMC7916773/	adjudicated;round_241_tflink_gtrd_source_chain
184	2105	public_tf_comprehensive_2039	STAG1	A2M	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	STAG1 A2M human spinal cord; STAG1 A2M direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human STAG1 and A2M each have direct HPA spinal-cord representation; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L3	L3	L0	pathway_or_component_only	Human STAG1 and A2M have independent spinal-cord context; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000118007-STAG1/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000175899-A2M/tissue	adjudicated;round_241_tflink_gtrd_source_chain
184	2106	public_tf_comprehensive_2040	Stag1	A2m	mouse	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	Stag1 A2m mouse spinal cord; Stag1 A2m direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Mouse Stag1 has species-matched HPA brain expression and A2m has independent spinal-cord expression in a neuropathic-pain atlas; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade components only;retain_exact_pair_L0_source_chain_verified	L2	L3	L0	pathway_or_component_only	Mouse Stag1 has CNS context and A2m has spinal-cord tissue context outside SCI; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000118007-STAG1/brain;https://pmc.ncbi.nlm.nih.gov/articles/PMC11739467/	adjudicated;round_241_tflink_gtrd_source_chain
184	2107	public_tf_comprehensive_2041	STAG1	ABCA1	human	regulator_component_and_exact_pair;round_241_tflink_gtrd_source_chain	STAG1 ABCA1 human spinal cord injury; STAG1 ABCA1 direct mechanism; exact-pair mechanism search;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human STAG1 has direct HPA spinal-cord representation and ABCA1 has spinal-cord representation plus independent mouse SCI evidence; no authoritative exact-pair mechanism was verified.;verified_tflink_gtrd_snapshot_pair	upgrade target component only;retain_exact_pair_L0_source_chain_verified	L3	L4	L0	pathway_or_component_only	Human STAG1 has spinal-cord context and ABCA1 has cross-species SCI component evidence; the exact pair remains unverified.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000118007-STAG1/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000165029-ABCA1/tissue/spinal%2Bcord;https://pubmed.ncbi.nlm.nih.gov/38636566/;https://pmc.ncbi.nlm.nih.gov/articles/PMC10202378/	adjudicated;round_241_tflink_gtrd_source_chain
