candidate_unit_id	review_batch	normalized_ligand_key	normalized_receptor_key	disposition	matched_graph_edge_ids	supporting_primary_locators	reviewed_source_locators	evidence_layer	species_support	evidence_summary	limitations	review_status
LR:TGFB1>LPP	batch_001	TGFB1	LPP	no_primary_evidence_found				candidate_only_unverified		No exact primary experiment was verified for this database-only candidate in the current pass.	Retain for targeted discovery; do not materialize a graph edge from public-database membership alone.	reviewed_batch_001
LR:TGFB1>PDGFRA	batch_001	TGFB1	PDGFRA	no_primary_evidence_found				candidate_only_unverified		No exact primary experiment was verified for this database-only candidate in the current pass.	Retain for targeted discovery; do not materialize a graph edge from public-database membership alone.	reviewed_batch_001
LR:TGFB2>ACVR1	batch_001	TGFB2	ACVR1	hold_contextual_or_complex_boundary				ligand_receptor_binding_or_activation	human; mouse	TGF-beta family receptor and co-receptor biology is strongly complex-dependent; the listed ENG or integrin rows are retained as contextual candidates rather than asserted as direct binary edges.	Require isoform-specific primary binding and complete receptor/co-receptor topology; do not transfer TGFBR2, betaglycan or latent-complex evidence to ENG or integrin subunits without exact assays.	reviewed_batch_001
LR:TGFB2>ACVR1B	batch_001	TGFB2	ACVR1B	hold_contextual_or_complex_boundary				ligand_receptor_binding_or_activation	human; mouse	TGF-beta family receptor and co-receptor biology is strongly complex-dependent; the listed ENG or integrin rows are retained as contextual candidates rather than asserted as direct binary edges.	Require isoform-specific primary binding and complete receptor/co-receptor topology; do not transfer TGFBR2, betaglycan or latent-complex evidence to ENG or integrin subunits without exact assays.	reviewed_batch_001
LR:TGFB2>ACVR1C	batch_001	TGFB2	ACVR1C	hold_contextual_or_complex_boundary				ligand_receptor_binding_or_activation	human; mouse	TGF-beta family receptor and co-receptor biology is strongly complex-dependent; the listed ENG or integrin rows are retained as contextual candidates rather than asserted as direct binary edges.	Require isoform-specific primary binding and complete receptor/co-receptor topology; do not transfer TGFBR2, betaglycan or latent-complex evidence to ENG or integrin subunits without exact assays.	reviewed_batch_001
LR:TGFB3>ACVR1C	batch_001	TGFB3	ACVR1C	hold_contextual_or_complex_boundary				ligand_receptor_binding_or_activation	human; mouse	TGF-beta family receptor and co-receptor biology is strongly complex-dependent; the listed ENG or integrin rows are retained as contextual candidates rather than asserted as direct binary edges.	Require isoform-specific primary binding and complete receptor/co-receptor topology; do not transfer TGFBR2, betaglycan or latent-complex evidence to ENG or integrin subunits without exact assays.	reviewed_batch_001
LR:TGFB3>ITGB1	batch_001	TGFB3	ITGB1	hold_contextual_or_complex_boundary				ligand_receptor_binding_or_activation	human; mouse	TGF-beta family receptor and co-receptor biology is strongly complex-dependent; the listed ENG or integrin rows are retained as contextual candidates rather than asserted as direct binary edges.	Require isoform-specific primary binding and complete receptor/co-receptor topology; do not transfer TGFBR2, betaglycan or latent-complex evidence to ENG or integrin subunits without exact assays.	reviewed_batch_001
LR:TGFB3>ITGB5	batch_001	TGFB3	ITGB5	hold_contextual_or_complex_boundary				ligand_receptor_binding_or_activation	human; mouse	TGF-beta family receptor and co-receptor biology is strongly complex-dependent; the listed ENG or integrin rows are retained as contextual candidates rather than asserted as direct binary edges.	Require isoform-specific primary binding and complete receptor/co-receptor topology; do not transfer TGFBR2, betaglycan or latent-complex evidence to ENG or integrin subunits without exact assays.	reviewed_batch_001
LR:TGFBI>ITGA1	batch_001	TGFBI	ITGA1	hold_contextual_or_complex_boundary	M21B-E003059;M21B-E003060;M21B-E006604;M21B-E006605;M21B-E006606	PMID:36325910; DOI:10.1161/CIRCULATIONAHA.121.058615; PMID:10906123; DOI:10.1074/jbc.M002752200; PMID:12074567; PMID:12270930; DOI:10.1074/jbc.M207055200; PMID:16672769; DOI:10.1038/emm.2006.19; PMID:23792174; DOI:10.1016/j.bbamcr.2013.06.012; PMID:15899806; DOI:10.1158/0008-5472.CAN-04-2705		ligand_receptor_binding_or_activation;downstream_or_functional	human; mouse; rat comparator	TGFBI has primary-supported stabilin uptake and integrin-complex adhesion contexts, but the listed free ITGA1/4/5/6/7 or ITGB4 subunits are not the exact receptor complexes tested in the graph.	Preserve STAB1/STAB2, ITGA3:ITGB1, ITGAV:ITGB5 and ITGAV:ITGB3 complex boundaries; do not substitute a free integrin subunit for the tested heterodimer or infer a universal TGFBI integrin receptor.	reviewed_batch_001
LR:TGFBI>ITGA4	batch_001	TGFBI	ITGA4	hold_contextual_or_complex_boundary	M21B-E003059;M21B-E003060;M21B-E006604;M21B-E006605;M21B-E006606	PMID:36325910; DOI:10.1161/CIRCULATIONAHA.121.058615; PMID:10906123; DOI:10.1074/jbc.M002752200; PMID:12074567; PMID:12270930; DOI:10.1074/jbc.M207055200; PMID:16672769; DOI:10.1038/emm.2006.19; PMID:23792174; DOI:10.1016/j.bbamcr.2013.06.012; PMID:15899806; DOI:10.1158/0008-5472.CAN-04-2705		ligand_receptor_binding_or_activation;downstream_or_functional	human; mouse; rat comparator	TGFBI has primary-supported stabilin uptake and integrin-complex adhesion contexts, but the listed free ITGA1/4/5/6/7 or ITGB4 subunits are not the exact receptor complexes tested in the graph.	Preserve STAB1/STAB2, ITGA3:ITGB1, ITGAV:ITGB5 and ITGAV:ITGB3 complex boundaries; do not substitute a free integrin subunit for the tested heterodimer or infer a universal TGFBI integrin receptor.	reviewed_batch_001
