candidate_unit_id	review_batch	normalized_ligand_key	normalized_receptor_key	disposition	matched_graph_edge_ids	supporting_primary_locators	reviewed_source_locators	evidence_layer	species_support	evidence_summary	limitations	review_status
LR:GLS2+SLC17A8>GRM2	batch_001	GLS2+SLC17A8	GRM2	reject_precursor_or_non_edge_form				candidate_only_unverified		The public row uses glutamate synthesis and transport machinery as a composite ligand label rather than mature extracellular glutamate.	Do not materialize GLS/SLC-to-glutamate-receptor edges; retain mature glutamate-to-receptor evidence only when the ligand form and receptor assay are explicit.	reviewed_batch_001
LR:GLS2+SLC17A8>GRM3	batch_001	GLS2+SLC17A8	GRM3	reject_precursor_or_non_edge_form				candidate_only_unverified		The public row uses glutamate synthesis and transport machinery as a composite ligand label rather than mature extracellular glutamate.	Do not materialize GLS/SLC-to-glutamate-receptor edges; retain mature glutamate-to-receptor evidence only when the ligand form and receptor assay are explicit.	reviewed_batch_001
LR:GLS2+SLC17A8>GRM4	batch_001	GLS2+SLC17A8	GRM4	reject_precursor_or_non_edge_form				candidate_only_unverified		The public row uses glutamate synthesis and transport machinery as a composite ligand label rather than mature extracellular glutamate.	Do not materialize GLS/SLC-to-glutamate-receptor edges; retain mature glutamate-to-receptor evidence only when the ligand form and receptor assay are explicit.	reviewed_batch_001
LR:GLS2+SLC17A8>GRM5	batch_001	GLS2+SLC17A8	GRM5	reject_precursor_or_non_edge_form				candidate_only_unverified		The public row uses glutamate synthesis and transport machinery as a composite ligand label rather than mature extracellular glutamate.	Do not materialize GLS/SLC-to-glutamate-receptor edges; retain mature glutamate-to-receptor evidence only when the ligand form and receptor assay are explicit.	reviewed_batch_001
LR:GLS2+SLC17A8>GRM6	batch_001	GLS2+SLC17A8	GRM6	reject_precursor_or_non_edge_form				candidate_only_unverified		The public row uses glutamate synthesis and transport machinery as a composite ligand label rather than mature extracellular glutamate.	Do not materialize GLS/SLC-to-glutamate-receptor edges; retain mature glutamate-to-receptor evidence only when the ligand form and receptor assay are explicit.	reviewed_batch_001
LR:GLS2+SLC17A8>GRM7	batch_001	GLS2+SLC17A8	GRM7	reject_precursor_or_non_edge_form				candidate_only_unverified		The public row uses glutamate synthesis and transport machinery as a composite ligand label rather than mature extracellular glutamate.	Do not materialize GLS/SLC-to-glutamate-receptor edges; retain mature glutamate-to-receptor evidence only when the ligand form and receptor assay are explicit.	reviewed_batch_001
LR:GLS2+SLC17A8>GRM8	batch_001	GLS2+SLC17A8	GRM8	reject_precursor_or_non_edge_form				candidate_only_unverified		The public row uses glutamate synthesis and transport machinery as a composite ligand label rather than mature extracellular glutamate.	Do not materialize GLS/SLC-to-glutamate-receptor edges; retain mature glutamate-to-receptor evidence only when the ligand form and receptor assay are explicit.	reviewed_batch_001
LR:GLS2+SLC1A1>GRIA1	batch_001	GLS2+SLC1A1	GRIA1	reject_precursor_or_non_edge_form				candidate_only_unverified		The public row uses glutamate synthesis and transport machinery as a composite ligand label rather than mature extracellular glutamate.	Do not materialize GLS/SLC-to-glutamate-receptor edges; retain mature glutamate-to-receptor evidence only when the ligand form and receptor assay are explicit.	reviewed_batch_001
LR:GLS2+SLC1A1>GRIA2	batch_001	GLS2+SLC1A1	GRIA2	reject_precursor_or_non_edge_form				candidate_only_unverified		The public row uses glutamate synthesis and transport machinery as a composite ligand label rather than mature extracellular glutamate.	Do not materialize GLS/SLC-to-glutamate-receptor edges; retain mature glutamate-to-receptor evidence only when the ligand form and receptor assay are explicit.	reviewed_batch_001
LR:GLS2+SLC1A1>GRIA3	batch_001	GLS2+SLC1A1	GRIA3	reject_precursor_or_non_edge_form				candidate_only_unverified		The public row uses glutamate synthesis and transport machinery as a composite ligand label rather than mature extracellular glutamate.	Do not materialize GLS/SLC-to-glutamate-receptor edges; retain mature glutamate-to-receptor evidence only when the ligand form and receptor assay are explicit.	reviewed_batch_001
