candidate_unit_id	review_batch	normalized_ligand_key	normalized_receptor_key	disposition	matched_graph_edge_ids	supporting_primary_locators	reviewed_source_locators	evidence_layer	species_support	evidence_summary	limitations	review_status
LR:VWF>ITGA2B	batch_188	VWF	ITGA2B	hold_contextual_or_complex_boundary	M20B-E002289;M21B-E007087;M23B-E000093	PMID:2803984; DOI:10.1111/j.1365-2141.1989.tb00226.x; PMID:2394830; PMCID:PMC296793; DOI:10.1172/JCI114775; PMID:40400463		ligand_receptor_binding_or_activation;downstream_or_functional	human	Primary platelet studies support VWF binding or adhesion through assembled alphaIIbbeta3, including thrombin-activated GPIIb/IIIa and a recent RGDS-alphaIIbbeta3 headpiece study.	Preserve alphaIIbbeta3 complex, VWF multimer/RGDS and platelet-activation context; do not promote free ITGA2B binding or signaling, infer basal occupancy or assign SCI/terminal-TF output.	reviewed_batch_188
LR:VWF>ITGAV	batch_188	VWF	ITGAV	hold_contextual_or_complex_boundary	M20B-E002290;M21B-E006367;M23B-E000898	PMID:7505120; PMCID:PMC2115492; DOI:10.1182/blood.V82.12.3622		ligand_receptor_binding_or_activation;downstream_or_functional	human	Primary RGD-dependent binding, endothelial adhesion and flow-cell studies support VWF interaction with assembled alphaVbeta3.	Preserve mature VWF RGD motif, alphaVbeta3 heterodimer, multimer/flow and endothelial context; do not promote free ITGAV binding or signaling, conflate platelet GPIb with integrin branches or assign SCI/terminal-TF output.	reviewed_batch_188
LR:VWF>ITGB3	batch_188	VWF	ITGB3	hold_contextual_or_complex_boundary	M20B-E002289;M20B-E002290;M21B-E006367;M21B-E007087;M23B-E000093;M23B-E000898	PMID:2803984; DOI:10.1111/j.1365-2141.1989.tb00226.x; PMID:7505120; PMCID:PMC2115492; DOI:10.1182/blood.V82.12.3622; PMID:40400463		ligand_receptor_binding_or_activation;downstream_or_functional	human	Primary studies support VWF interaction with assembled alphaIIbbeta3 and alphaVbeta3 in platelet and endothelial contexts.	Preserve alphaIIbbeta3 versus alphaVbeta3 complexes, VWF multimer/RGD and activation or flow context; do not promote free ITGB3 binding or signaling, collapse receptor branches or assign SCI/terminal-TF output.	reviewed_batch_188
LR:WNT2B>FZD4	batch_188	WNT2B	FZD4	already_present_exact_or_alias	M21B-E006526	PMID:31359032		ligand_receptor_binding_or_activation;downstream_or_functional	human	The graph already contains the primary-supported WNT2B-FZD4 interaction and FZD4-dependent epithelial EMT context.	Preserve Crohn disease tissue and HT29 epithelial context; do not infer universal canonical output, SCI transfer or terminal-TF evidence from the existing edge.	reviewed_batch_188
LR:WNT3>FZD8	batch_188	WNT3	FZD8	already_present_exact_or_alias	M21B-E007082	PMID:31036956; DOI:10.1038/s41594-019-0216-z; PDB:6AHY		ligand_receptor_binding_or_activation	human; mouse	The graph already contains the primary structural WNT3-FZD8 cysteine-rich-domain binding edge.	Preserve human WNT3/mouse FZD8 ectodomain and 2:2 dimer context; do not infer whole-cell productive activation, LRP6 recruitment, SCI or terminal-TF output.	reviewed_batch_188
LR:WNT3A>FZD8	batch_188	WNT3A	FZD8	already_present_exact_or_alias	M21B-E000155;M21B-E003250	PMID:20093360; PMCID:PMC2838336		ligand_receptor_binding_or_activation	human; mouse	The graph already contains primary-supported WNT3A-FZD8 binary binding and the FZD8-LRP6 ternary ectodomain assembly.	Preserve soluble FZD8/LRP6 ectodomain topology and binding-assay scope; do not infer whole-cell signaling, stoichiometry, SCI function or terminal-TF output.	reviewed_batch_188
LR:WNT3A>LRP6	batch_188	WNT3A	LRP6	already_present_exact_or_alias	M21B-E000155;M21B-E000156	PMID:20093360; PMCID:PMC2838336		ligand_receptor_binding_or_activation	human; mouse	The graph already contains primary-supported WNT3A binding to LRP6 E3E4 within the FZD8-LRP6 ternary ectodomain complex.	Preserve LRP6 E3E4 subdomain and FZD8 co-receptor topology; do not infer isolated whole-cell LRP6 signaling, canonical output, SCI function or terminal-TF evidence.	reviewed_batch_188
LR:WNT4>FZD1	batch_188	WNT4	FZD1	already_present_exact_or_alias	M21B-E007016	PMID:25605717; PMCID:PMC4358105; DOI:10.1074/jbc.M114.612648		ligand_receptor_binding_or_activation	human	The graph already contains the primary-supported weak-to-intermediate WNT4-FZD1 cysteine-rich-domain binding edge.	Preserve purified-protein/CRD scope and the absence of demonstrated productive WNT4 canonical signaling in the tested cell system; do not infer SCI or terminal-TF output.	reviewed_batch_188
LR:WNT4>FZD2	batch_188	WNT4	FZD2	already_present_exact_or_alias	M21B-E007017	PMID:25605717; PMCID:PMC4358105; DOI:10.1074/jbc.M114.612648		ligand_receptor_binding_or_activation	human	The graph already contains the primary-supported weak-to-intermediate WNT4-FZD2 cysteine-rich-domain binding edge.	Preserve purified-protein/CRD scope and the absence of demonstrated productive WNT4 canonical signaling in the tested cell system; do not infer SCI or terminal-TF output.	reviewed_batch_188
LR:WNT4>FZD4	batch_188	WNT4	FZD4	already_present_exact_or_alias	M21B-E007018	PMID:25605717; PMCID:PMC4358105; DOI:10.1074/jbc.M114.612648		ligand_receptor_binding_or_activation	human	The graph already contains the primary-supported weak-to-intermediate WNT4-FZD4 cysteine-rich-domain binding edge.	Preserve purified-protein/CRD scope and the absence of demonstrated productive WNT4 canonical signaling in the tested cell system; do not infer SCI or terminal-TF output.	reviewed_batch_188
