candidate_unit_id	review_batch	normalized_ligand_key	normalized_receptor_key	disposition	matched_graph_edge_ids	supporting_primary_locators	reviewed_source_locators	evidence_layer	species_support	evidence_summary	limitations	review_status
LR:COL4A4>GP6	batch_113	COL4A4	GP6	already_present_exact_or_alias	M23B-E000449	DOI:10.1016/j.jbc.2018.02.012; PMID:29491144		contextual_or_unresolved	mouse	The public COL4A4-GP6 row is already represented by graph edge(s) M23B-E000449. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported collagen/matrix, co-receptor or chemokine-integrin binding and bounded receptor-proximal or functional observations at the stated molecular resolution.	Do not add a duplicate edge or collapse assembled collagen matrices, matrix domains, syndecan co-receptors, CSF1R complexes, or CX3CL1 integrin/CX3CR1 coreceptor branches into a single canonical receptor. Preserve GP6 and integrin heterodimer resolution, matrix processing, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_113
LR:COL4A5>GP6	batch_113	COL4A5	GP6	already_present_exact_or_alias	M23B-E000449	DOI:10.1016/j.jbc.2018.02.012; PMID:29491144		contextual_or_unresolved	mouse	The public COL4A5-GP6 row is already represented by graph edge(s) M23B-E000449. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported collagen/matrix, co-receptor or chemokine-integrin binding and bounded receptor-proximal or functional observations at the stated molecular resolution.	Do not add a duplicate edge or collapse assembled collagen matrices, matrix domains, syndecan co-receptors, CSF1R complexes, or CX3CL1 integrin/CX3CR1 coreceptor branches into a single canonical receptor. Preserve GP6 and integrin heterodimer resolution, matrix processing, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_113
LR:COL4A6>GP6	batch_113	COL4A6	GP6	already_present_exact_or_alias	M23B-E000449	DOI:10.1016/j.jbc.2018.02.012; PMID:29491144		contextual_or_unresolved	mouse	The public COL4A6-GP6 row is already represented by graph edge(s) M23B-E000449. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported collagen/matrix, co-receptor or chemokine-integrin binding and bounded receptor-proximal or functional observations at the stated molecular resolution.	Do not add a duplicate edge or collapse assembled collagen matrices, matrix domains, syndecan co-receptors, CSF1R complexes, or CX3CL1 integrin/CX3CR1 coreceptor branches into a single canonical receptor. Preserve GP6 and integrin heterodimer resolution, matrix processing, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_113
LR:COL5A1>SDC3	batch_113	COL5A1	SDC3	already_present_exact_or_alias	M23B-E000394	DOI:10.1074/jbc.M111311200; PMID:11751872		contextual_or_unresolved	both	The public COL5A1-SDC3 row is already represented by graph edge(s) M23B-E000394. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported collagen/matrix, co-receptor or chemokine-integrin binding and bounded receptor-proximal or functional observations at the stated molecular resolution.	Do not add a duplicate edge or collapse assembled collagen matrices, matrix domains, syndecan co-receptors, CSF1R complexes, or CX3CL1 integrin/CX3CR1 coreceptor branches into a single canonical receptor. Preserve GP6 and integrin heterodimer resolution, matrix processing, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_113
LR:COL5A2>DDR1	batch_113	COL5A2	DDR1	already_present_exact_or_alias	M23B-E000397	DOI:10.1016/S1097-2765(00)80004-0; PMID:9659899; PMID:9659900		contextual_or_unresolved	both	The public COL5A2-DDR1 row is already represented by graph edge(s) M23B-E000397. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported collagen/matrix, co-receptor or chemokine-integrin binding and bounded receptor-proximal or functional observations at the stated molecular resolution.	Do not add a duplicate edge or collapse assembled collagen matrices, matrix domains, syndecan co-receptors, CSF1R complexes, or CX3CL1 integrin/CX3CR1 coreceptor branches into a single canonical receptor. Preserve GP6 and integrin heterodimer resolution, matrix processing, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_113
LR:COMP>ITGA5	batch_113	COMP	ITGA5	already_present_exact_or_alias	M21B-E002737	PMCID:PMC2896261; PMID:16051604		ligand_receptor_binding_or_activation;downstream_or_functional	mixed	The public COMP-ITGA5 row is already represented by graph edge(s) M21B-E002737. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported collagen/matrix, co-receptor or chemokine-integrin binding and bounded receptor-proximal or functional observations at the stated molecular resolution.	Do not add a duplicate edge or collapse assembled collagen matrices, matrix domains, syndecan co-receptors, CSF1R complexes, or CX3CL1 integrin/CX3CR1 coreceptor branches into a single canonical receptor. Preserve GP6 and integrin heterodimer resolution, matrix processing, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_113
LR:CSF1>CSF1R	batch_113	CSF1	CSF1R	already_present_exact_or_alias	M20B-E003168;M21B-E000120;M21B-E000722	PMID:26235028		ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation	mouse; human	The public CSF1-CSF1R row is already represented by graph edge(s) M20B-E003168;M21B-E000120;M21B-E000722. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported collagen/matrix, co-receptor or chemokine-integrin binding and bounded receptor-proximal or functional observations at the stated molecular resolution.	Do not add a duplicate edge or collapse assembled collagen matrices, matrix domains, syndecan co-receptors, CSF1R complexes, or CX3CL1 integrin/CX3CR1 coreceptor branches into a single canonical receptor. Preserve GP6 and integrin heterodimer resolution, matrix processing, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_113
LR:CSF2>SDC2	batch_113	CSF2	SDC2	already_present_exact_or_alias	M21B-E006575	PMID:10734053		ligand_receptor_binding_or_activation;downstream_or_functional	human	The public CSF2-SDC2 row is already represented by graph edge(s) M21B-E006575. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported collagen/matrix, co-receptor or chemokine-integrin binding and bounded receptor-proximal or functional observations at the stated molecular resolution.	Do not add a duplicate edge or collapse assembled collagen matrices, matrix domains, syndecan co-receptors, CSF1R complexes, or CX3CL1 integrin/CX3CR1 coreceptor branches into a single canonical receptor. Preserve GP6 and integrin heterodimer resolution, matrix processing, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_113
LR:CX3CL1>ITGAV	batch_113	CX3CL1	ITGAV	already_present_exact_or_alias	M21B-E000628;M23B-E000410;M23B-E000413	DOI:10.1016/j.atherosclerosis.2012.08.017; PMCID:PMC3518660; PMCID:PMC4008574; PMID:23125415		ligand_receptor_binding_or_activation;downstream_or_functional;contextual_or_unresolved	human; both	The public CX3CL1-ITGAV row is already represented by graph edge(s) M21B-E000628;M23B-E000410;M23B-E000413. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported collagen/matrix, co-receptor or chemokine-integrin binding and bounded receptor-proximal or functional observations at the stated molecular resolution.	Do not add a duplicate edge or collapse assembled collagen matrices, matrix domains, syndecan co-receptors, CSF1R complexes, or CX3CL1 integrin/CX3CR1 coreceptor branches into a single canonical receptor. Preserve GP6 and integrin heterodimer resolution, matrix processing, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_113
LR:CX3CL1>ITGB3	batch_113	CX3CL1	ITGB3	already_present_exact_or_alias	M21B-E000627;M21B-E000628;M23B-E000410;M23B-E000413	DOI:10.1016/j.atherosclerosis.2012.08.017; PMCID:PMC3518660; PMCID:PMC4008574; PMCID:PMC9563052; PMID:23125415; PMID:36231020		ligand_receptor_binding_or_activation;downstream_or_functional;contextual_or_unresolved	human; both	The public CX3CL1-ITGB3 row is already represented by graph edge(s) M21B-E000627;M21B-E000628;M23B-E000410;M23B-E000413. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported collagen/matrix, co-receptor or chemokine-integrin binding and bounded receptor-proximal or functional observations at the stated molecular resolution.	Do not add a duplicate edge or collapse assembled collagen matrices, matrix domains, syndecan co-receptors, CSF1R complexes, or CX3CL1 integrin/CX3CR1 coreceptor branches into a single canonical receptor. Preserve GP6 and integrin heterodimer resolution, matrix processing, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_113
