candidate_unit_id	review_batch	normalized_ligand_key	normalized_receptor_key	disposition	matched_graph_edge_ids	supporting_primary_locators	reviewed_source_locators	evidence_layer	species_support	evidence_summary	limitations	review_status
LR:DLL4>NOTCH2	batch_100	DLL4	NOTCH2	already_present_exact_or_alias	M21B-E006623	DOI:10.7554/eLife.40045; PMCID:PMC6202052; PMID:30289388	PMID:22353464	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse	The public DLL4-NOTCH2 row is already represented by graph edge(s) M21B-E006623. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_100
LR:GHRH>GHSR	batch_100	GHRH	GHSR	already_present_exact_or_alias	M21B-E011612	DOI:10.1073/pnas.0811680106; PMCID:PMC2603429; PMID:19088192	PMID:19088192	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway	human	The public GHRH-GHSR row is already represented by graph edge(s) M21B-E011612. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_100
LR:HGF>MET	batch_100	HGF	MET	already_present_exact_or_alias	M21B-E000167	PMID:15218027	PMID:28475121	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mixed	The public HGF-MET row is already represented by graph edge(s) M21B-E000167. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_100
LR:ICAM1>SPN	batch_100	ICAM1	SPN	already_present_exact_or_alias	M21B-E011613	DOI:10.1038/354233a0; PMID:1683685	PMID:1683685	ligand_receptor_binding_or_activation;downstream_or_functional	both	The public ICAM1-SPN row is already represented by graph edge(s) M21B-E011613. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_100
LR:JAG1>NOTCH1	batch_100	JAG1	NOTCH1	already_present_exact_or_alias	M21B-E011614	DOI:10.1006/bbrc.2000.3469; PMID:11006133	PMID:22353464	ligand_receptor_binding_or_activation	mixed	The public JAG1-NOTCH1 row is already represented by graph edge(s) M21B-E011614. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_100
LR:MIF>ACKR3	batch_100	MIF	ACKR3	already_present_exact_or_alias	M21B-E002369	PMID:26139098	PMID:26175090	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	both	The public MIF-ACKR3 row is already represented by graph edge(s) M21B-E002369. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_100
LR:NGF>NTRK1	batch_100	NGF	NTRK1	already_present_exact_or_alias	M21B-E000321	PMID:1706478	PMID:27908981	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mixed	The public NGF-NTRK1 row is already represented by graph edge(s) M21B-E000321. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_100
LR:NTF3>NTRK1	batch_100	NTF3	NTRK1	already_present_exact_or_alias	M21B-E005574	PMID:7972023; PMID:9015308	PMID:27908981	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mixed	The public NTF3-NTRK1 row is already represented by graph edge(s) M21B-E005574. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_100
LR:RETN>TLR4	batch_100	RETN	TLR4	already_present_exact_or_alias	M24B-E000077	DOI:10.1111/j.1582-4934.2009.00899.x; PMCID:PMC3829009; PMID:19754671	PMID:30809105	ligand_receptor_or_direct_molecular	both	The public RETN-TLR4 row is already represented by graph edge(s) M24B-E000077. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_100
LR:SCGB3A2>MARCO	batch_100	SCGB3A2	MARCO	already_present_exact_or_alias	M21B-E006354	DOI:10.4049/jimmunol.171.2.924; PMID:12847263	PMID:12847263	ligand_receptor_binding_or_activation	human	The public SCGB3A2-MARCO row is already represented by graph edge(s) M21B-E006354. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_100
