candidate_unit_id	review_batch	normalized_ligand_key	normalized_receptor_key	disposition	matched_graph_edge_ids	supporting_primary_locators	reviewed_source_locators	evidence_layer	species_support	evidence_summary	limitations	review_status
LR:IL19>IL20RA	batch_159	IL19	IL20RA	already_present_exact_or_alias	M21B-E000743	PMID:12351624; PMID:17083366		ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	human	The public IL19-IL20RA row is already represented by graph edge(s) M21B-E000743. The existing edge-source records provide primary-supported IL19-IL20RA/IL20RB receptor-complex assembly and activation, IL1A/IL1B-IL1R1 binding, IL1R1:IL1RAP complex-level activation comparator evidence, IL1RAPL1-PTPRS binding, and inhibitory IL1RN-IL1R1 binding at the stated molecular resolution. The IL1R2 rows remain frozen cytokine-receptor-family aliases without row-specific stable primary support in the current source.	Do not add duplicate edges or collapse IL20RA:IL20RB, IL1R1:IL1RAP, or IL1RAPL1-PTPRS into autonomous single-chain signaling receptors. Preserve IL1R2 decoy/antagonist context, IL1RN inhibitory activity, receptor-complex topology, comparator versus SCI-transfer status, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_159
LR:IL19>IL20RB	batch_159	IL19	IL20RB	already_present_exact_or_alias	M21B-E000743	PMID:12351624; PMID:17083366		ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	human	The public IL19-IL20RB row is already represented by graph edge(s) M21B-E000743. The existing edge-source records provide primary-supported IL19-IL20RA/IL20RB receptor-complex assembly and activation, IL1A/IL1B-IL1R1 binding, IL1R1:IL1RAP complex-level activation comparator evidence, IL1RAPL1-PTPRS binding, and inhibitory IL1RN-IL1R1 binding at the stated molecular resolution. The IL1R2 rows remain frozen cytokine-receptor-family aliases without row-specific stable primary support in the current source.	Do not add duplicate edges or collapse IL20RA:IL20RB, IL1R1:IL1RAP, or IL1RAPL1-PTPRS into autonomous single-chain signaling receptors. Preserve IL1R2 decoy/antagonist context, IL1RN inhibitory activity, receptor-complex topology, comparator versus SCI-transfer status, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_159
LR:IL1A>IL1R1	batch_159	IL1A	IL1R1	already_present_exact_or_alias	M21B-E000733;M24B-E000091	DOI:10.1128/MCB.18.12.6633; PMID:7692435; PMID:9820540		ligand_receptor_binding_or_activation;contextual_or_unresolved	human; both	The public IL1A-IL1R1 row is already represented by graph edge(s) M21B-E000733;M24B-E000091. The existing edge-source records provide primary-supported IL19-IL20RA/IL20RB receptor-complex assembly and activation, IL1A/IL1B-IL1R1 binding, IL1R1:IL1RAP complex-level activation comparator evidence, IL1RAPL1-PTPRS binding, and inhibitory IL1RN-IL1R1 binding at the stated molecular resolution. The IL1R2 rows remain frozen cytokine-receptor-family aliases without row-specific stable primary support in the current source.	Do not add duplicate edges or collapse IL20RA:IL20RB, IL1R1:IL1RAP, or IL1RAPL1-PTPRS into autonomous single-chain signaling receptors. Preserve IL1R2 decoy/antagonist context, IL1RN inhibitory activity, receptor-complex topology, comparator versus SCI-transfer status, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_159
LR:IL1A>IL1R2	batch_159	IL1A	IL1R2	already_present_exact_or_alias	M20B-E003940			ligand_receptor_or_direct_molecular	mouse	The public IL1A-IL1R2 row is already represented by graph edge(s) M20B-E003940. The existing edge-source records provide primary-supported IL19-IL20RA/IL20RB receptor-complex assembly and activation, IL1A/IL1B-IL1R1 binding, IL1R1:IL1RAP complex-level activation comparator evidence, IL1RAPL1-PTPRS binding, and inhibitory IL1RN-IL1R1 binding at the stated molecular resolution. The IL1R2 rows remain frozen cytokine-receptor-family aliases without row-specific stable primary support in the current source.	Do not add duplicate edges or collapse IL20RA:IL20RB, IL1R1:IL1RAP, or IL1RAPL1-PTPRS into autonomous single-chain signaling receptors. Preserve IL1R2 decoy/antagonist context, IL1RN inhibitory activity, receptor-complex topology, comparator versus SCI-transfer status, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_159
LR:IL1A>IL1RAP	batch_159	IL1A	IL1RAP	already_present_exact_or_alias	M20B-E003940;M24B-E000091	DOI:10.1128/MCB.18.12.6633; PMID:9820540		ligand_receptor_or_direct_molecular;contextual_or_unresolved	mouse; both	The public IL1A-IL1RAP row is already represented by graph edge(s) M20B-E003940;M24B-E000091. The existing edge-source records provide primary-supported IL19-IL20RA/IL20RB receptor-complex assembly and activation, IL1A/IL1B-IL1R1 binding, IL1R1:IL1RAP complex-level activation comparator evidence, IL1RAPL1-PTPRS binding, and inhibitory IL1RN-IL1R1 binding at the stated molecular resolution. The IL1R2 rows remain frozen cytokine-receptor-family aliases without row-specific stable primary support in the current source.	Do not add duplicate edges or collapse IL20RA:IL20RB, IL1R1:IL1RAP, or IL1RAPL1-PTPRS into autonomous single-chain signaling receptors. Preserve IL1R2 decoy/antagonist context, IL1RN inhibitory activity, receptor-complex topology, comparator versus SCI-transfer status, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_159
LR:IL1B>IL1R1	batch_159	IL1B	IL1R1	already_present_exact_or_alias	M21B-E000734;M24B-E000092	DOI:10.1128/MCB.18.12.6633; PMID:9062193; PMID:9820540		ligand_receptor_binding_or_activation;contextual_or_unresolved	human; both	The public IL1B-IL1R1 row is already represented by graph edge(s) M21B-E000734;M24B-E000092. The existing edge-source records provide primary-supported IL19-IL20RA/IL20RB receptor-complex assembly and activation, IL1A/IL1B-IL1R1 binding, IL1R1:IL1RAP complex-level activation comparator evidence, IL1RAPL1-PTPRS binding, and inhibitory IL1RN-IL1R1 binding at the stated molecular resolution. The IL1R2 rows remain frozen cytokine-receptor-family aliases without row-specific stable primary support in the current source.	Do not add duplicate edges or collapse IL20RA:IL20RB, IL1R1:IL1RAP, or IL1RAPL1-PTPRS into autonomous single-chain signaling receptors. Preserve IL1R2 decoy/antagonist context, IL1RN inhibitory activity, receptor-complex topology, comparator versus SCI-transfer status, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_159
LR:IL1B>IL1R2	batch_159	IL1B	IL1R2	already_present_exact_or_alias	M20B-E003942			ligand_receptor_or_direct_molecular	mouse	The public IL1B-IL1R2 row is already represented by graph edge(s) M20B-E003942. The existing edge-source records provide primary-supported IL19-IL20RA/IL20RB receptor-complex assembly and activation, IL1A/IL1B-IL1R1 binding, IL1R1:IL1RAP complex-level activation comparator evidence, IL1RAPL1-PTPRS binding, and inhibitory IL1RN-IL1R1 binding at the stated molecular resolution. The IL1R2 rows remain frozen cytokine-receptor-family aliases without row-specific stable primary support in the current source.	Do not add duplicate edges or collapse IL20RA:IL20RB, IL1R1:IL1RAP, or IL1RAPL1-PTPRS into autonomous single-chain signaling receptors. Preserve IL1R2 decoy/antagonist context, IL1RN inhibitory activity, receptor-complex topology, comparator versus SCI-transfer status, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_159
LR:IL1B>IL1RAP	batch_159	IL1B	IL1RAP	already_present_exact_or_alias	M20B-E003942;M24B-E000092	DOI:10.1128/MCB.18.12.6633; PMID:9820540		ligand_receptor_or_direct_molecular;contextual_or_unresolved	mouse; both	The public IL1B-IL1RAP row is already represented by graph edge(s) M20B-E003942;M24B-E000092. The existing edge-source records provide primary-supported IL19-IL20RA/IL20RB receptor-complex assembly and activation, IL1A/IL1B-IL1R1 binding, IL1R1:IL1RAP complex-level activation comparator evidence, IL1RAPL1-PTPRS binding, and inhibitory IL1RN-IL1R1 binding at the stated molecular resolution. The IL1R2 rows remain frozen cytokine-receptor-family aliases without row-specific stable primary support in the current source.	Do not add duplicate edges or collapse IL20RA:IL20RB, IL1R1:IL1RAP, or IL1RAPL1-PTPRS into autonomous single-chain signaling receptors. Preserve IL1R2 decoy/antagonist context, IL1RN inhibitory activity, receptor-complex topology, comparator versus SCI-transfer status, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_159
LR:IL1RAPL1>PTPRS	batch_159	IL1RAPL1	PTPRS	already_present_exact_or_alias	M21B-E005516	PMCID:PMC7440162; PMID:32822567		ligand_receptor_binding_or_activation	human	The public IL1RAPL1-PTPRS row is already represented by graph edge(s) M21B-E005516. The existing edge-source records provide primary-supported IL19-IL20RA/IL20RB receptor-complex assembly and activation, IL1A/IL1B-IL1R1 binding, IL1R1:IL1RAP complex-level activation comparator evidence, IL1RAPL1-PTPRS binding, and inhibitory IL1RN-IL1R1 binding at the stated molecular resolution. The IL1R2 rows remain frozen cytokine-receptor-family aliases without row-specific stable primary support in the current source.	Do not add duplicate edges or collapse IL20RA:IL20RB, IL1R1:IL1RAP, or IL1RAPL1-PTPRS into autonomous single-chain signaling receptors. Preserve IL1R2 decoy/antagonist context, IL1RN inhibitory activity, receptor-complex topology, comparator versus SCI-transfer status, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_159
LR:IL1RN>IL1R1	batch_159	IL1RN	IL1R1	already_present_exact_or_alias	M21B-E000735	PMID:7744786		ligand_receptor_binding_or_activation	human	The public IL1RN-IL1R1 row is already represented by graph edge(s) M21B-E000735. The existing edge-source records provide primary-supported IL19-IL20RA/IL20RB receptor-complex assembly and activation, IL1A/IL1B-IL1R1 binding, IL1R1:IL1RAP complex-level activation comparator evidence, IL1RAPL1-PTPRS binding, and inhibitory IL1RN-IL1R1 binding at the stated molecular resolution. The IL1R2 rows remain frozen cytokine-receptor-family aliases without row-specific stable primary support in the current source.	Do not add duplicate edges or collapse IL20RA:IL20RB, IL1R1:IL1RAP, or IL1RAPL1-PTPRS into autonomous single-chain signaling receptors. Preserve IL1R2 decoy/antagonist context, IL1RN inhibitory activity, receptor-complex topology, comparator versus SCI-transfer status, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_159
