candidate_unit_id	review_batch	normalized_ligand_key	normalized_receptor_key	disposition	matched_graph_edge_ids	supporting_primary_locators	reviewed_source_locators	evidence_layer	species_support	evidence_summary	limitations	review_status
LR:IL25>IL17RB	batch_161	IL25	IL17RB	already_present_exact_or_alias	M21B-E000748;M21B-E003262	DOI:10.1038/s41586-022-05116-y; PMCID:PMC9477748; PMID:35863378		ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	both; human	The public IL25-IL17RB row is already represented by graph edge(s) M21B-E000748;M21B-E003262. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_161
LR:IL27>IL27RA	batch_161	IL27	IL27RA	already_present_exact_or_alias	M20B-E003268;M21B-E000124;M21B-E000714;M21B-E001750;M21B-E008854	PMCID:PMC9142143; PMCID:PMC9597551; PMID:14764690; PMID:35579417; PMID:36261006		ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; human; both	The public IL27-IL27RA row is already represented by graph edge(s) M20B-E003268;M21B-E000124;M21B-E000714;M21B-E001750;M21B-E008854. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_161
LR:IL2>IL2RA	batch_161	IL2	IL2RA	already_present_exact_or_alias	M20B-E003960;M21B-E000235;M21B-E000236	PMID:15933202; PMID:16293754; PMID:16477002		ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway	mouse; human	The public IL2-IL2RA row is already represented by graph edge(s) M20B-E003960;M21B-E000235;M21B-E000236. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_161
LR:IL2>IL2RB	batch_161	IL2	IL2RB	already_present_exact_or_alias	M20B-E003960;M20B-E003961;M21B-E000236;M21B-E000756;M21B-E000968	PMID:1600937; PMID:16293754; PMID:16477002; PMID:8049354		ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway	mouse; human; mixed	The public IL2-IL2RB row is already represented by graph edge(s) M20B-E003960;M20B-E003961;M21B-E000236;M21B-E000756;M21B-E000968. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_161
LR:IL2>IL2RG	batch_161	IL2	IL2RG	already_present_exact_or_alias	M20B-E003960;M20B-E003961;M21B-E000236;M21B-E000756;M21B-E000972	PMID:16293754; PMID:16477002; PMID:8049354; PMID:8580082		ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway	mouse; human; mixed	The public IL2-IL2RG row is already represented by graph edge(s) M20B-E003960;M20B-E003961;M21B-E000236;M21B-E000756;M21B-E000972. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_161
LR:IL31>OSMR	batch_161	IL31	OSMR	already_present_exact_or_alias	M21B-E003264	PMID:19920145		ligand_receptor_binding_or_activation	human	The public IL31-OSMR row is already represented by graph edge(s) M21B-E003264. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_161
LR:IL33>IL1RAP	batch_161	IL33	IL1RAP	already_present_exact_or_alias	M20B-E003975;M21B-E000187	PMCID:PMC2766095; PMID:17675517; PMID:19836339		ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; both	The public IL33-IL1RAP row is already represented by graph edge(s) M20B-E003975;M21B-E000187. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_161
LR:IL33>IL1RL1	batch_161	IL33	IL1RL1	already_present_exact_or_alias	M20B-E003975;M21B-E000187;M21B-E000717;M21B-E000737	DOI:10.1073/pnas.1308651110; PMCID:PMC2766095; PMCID:PMC3773798; PMID:17623648; PMID:17675517; PMID:19836339; PMID:23980170		ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; both; human	The public IL33-IL1RL1 row is already represented by graph edge(s) M20B-E003975;M21B-E000187;M21B-E000717;M21B-E000737. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_161
LR:IL36A>IL1RAP	batch_161	IL36A	IL1RAP	already_present_exact_or_alias	M21B-E001738;M21B-E001758;M24B-E000093	DOI:10.1074/jbc.M117.805622; PMID:29180446		ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional;ligand_receptor_or_direct_molecular	human	The public IL36A-IL1RAP row is already represented by graph edge(s) M21B-E001738;M21B-E001758;M24B-E000093. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_161
LR:IL36A>IL1RL2	batch_161	IL36A	IL1RL2	already_present_exact_or_alias	M21B-E000718;M21B-E001738;M21B-E001758;M24B-E000093	DOI:10.1074/jbc.M117.805622; DOI:10.1074/jbc.M117.805739; PMCID:PMC5767850; PMID:29180446		ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional;ligand_receptor_or_direct_molecular	human	The public IL36A-IL1RL2 row is already represented by graph edge(s) M21B-E000718;M21B-E001738;M21B-E001758;M24B-E000093. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	reviewed_batch_161
