evidence_id	regulator_key	regulator_symbol	species_scope	evidence_layer	support_kind	cell_or_model	assay_or_perturbation	observation	effect_direction	primary_citation	corroborating_citation	route_or_module_relevance	target_pair_scope	exportable	canonical_write_performed	limitations
public_tf_evidence_batch030_regulator_ebna1bp2	ebna1bp2	EBNA1BP2/EBP2	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human nucleolar/rRNA-processing models	RNA binding, nucleolar localization and c-Myc/ribosome-biogenesis assays	EBNA1BP2 is an RNA-binding nucleolar/rRNA-processing protein, not a canonical TF; no queued target was validated.	queued-pair direction not established except explicitly recorded limited associations	https://www.ncbi.nlm.nih.gov/gene/10969	https://pubmed.ncbi.nlm.nih.gov/24481446/	noncanonical RNA/ribosome-biogenesis capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Ligand, protein, RNA, chromatin, machinery, profile and near-match evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch030_regulator_nlrc5	nlrc5	NLRC5	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse immune and MHC-I transcription models	promoter ChIP, reporter, knockdown and conditional perturbation assays	NLRC5 is an atypical immune transcriptional transactivator with validated MHC-I targets, not the queued Adipor2/Ado/Calcrl/Cd48 edges.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/20639463/	https://www.nature.com/articles/ncomms10554	canonical immune transactivator capacity; queued edges unsupported	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Ligand, protein, RNA, chromatin, machinery, profile and near-match evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch030_regulator_phf20	phf20	PHF20	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human MOF/NSL chromatin models	methyl-lysine reading, chromatin complex, knockout and RNA-seq assays	PHF20 is a chromatin reader/NSL cofactor with nonqueued target evidence; the queued target genes were not validated.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/22072714/	https://pubmed.ncbi.nlm.nih.gov/27760318/	noncanonical chromatin-reader/cofactor capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Ligand, protein, RNA, chromatin, machinery, profile and near-match evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch030_regulator_zfp708	zfp708	ZFP708	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse embryo and mESC KRAB-ZFP models	RMER19B occupancy, TRIM28 recruitment, H3K9me3 and methylation assays	ZFP708 is a KRAB-C2H2 repressor with retrotransposon-locus evidence, not queued protein-coding target evidence.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/30846446/	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE125673	canonical KRAB-ZFP repressor capacity; queued edges unsupported	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Ligand, protein, RNA, chromatin, machinery, profile and near-match evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch030_regulator_pbxip1	pbxip1	PBXIP1/HPIP	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human PBX1-scaffold/corepressor models	protein interaction, nuclear shuttling and PBX1-dependent transcription assays	PBXIP1 is a protein scaffold/corepressor rather than a canonical DNA-binding TF; queued targets were not validated.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/12360403/	https://www.uniprot.org/uniprotkb/Q96AQ6/entry	noncanonical protein-scaffold/corepressor capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Ligand, protein, RNA, chromatin, machinery, profile and near-match evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch030_regulator_f10	f10	F10/factor Xa	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human factor-Xa/PAR1 signaling models	protease, PAR1 blockade and target-expression assays	F10 encodes a secreted serine protease; exact CCN1 RNA-relay evidence is retained separately from TF evidence.	queued-pair direction not established except explicitly recorded limited associations	https://www.uniprot.org/uniprot/P00742/	https://pubmed.ncbi.nlm.nih.gov/11342437/	ligand/protease/PAR1 signaling and downstream RNA regulation; exact CCN1 candidate	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Ligand, protein, RNA, chromatin, machinery, profile and near-match evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch030_regulator_psmb5	psmb5	PSMB5	human	regulator_identity_and_regulatory_capacity	authoritative_annotation_and_primary_literature	human 20S proteasome and leukemia models	proteasome mutation, overexpression, siRNA and drug-sensitivity assays	PSMB5 is a catalytic 20S proteasome subunit, not a TF; no queued target edge was validated.	queued-pair direction not established except explicitly recorded limited associations	https://www.ncbi.nlm.nih.gov/gene/5693	https://ashpublications.org/blood/article/112/6/2489/24848/Molecular-basis-of-bortezomib-resistance	noncanonical proteasome/protein-complex capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Ligand, protein, RNA, chromatin, machinery, profile and near-match evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch030_regulator_supt16h	supt16h	SUPT16H/SPT16	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human FACT transcription-elongation/chromatin models	histone-chaperone, elongation, depletion and transcription assays	SUPT16H is a FACT histone chaperone/elongation factor, not a sequence-specific TF; CCND1 protein response is retained as partial noncanonical evidence.	queued-pair direction not established except explicitly recorded limited associations	https://www.ncbi.nlm.nih.gov/gene/11198	https://pubmed.ncbi.nlm.nih.gov/26378236/	noncanonical chromatin/elongation machinery; exact CCND1 protein readout	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Ligand, protein, RNA, chromatin, machinery, profile and near-match evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch030_regulator_sap18	sap18	SAP18	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse Sin3-associated corepressor models	Sin3 complex, corepressor and target-repression assays	SAP18 is a Sin3-associated transcriptional corepressor; validated examples are nonqueued and do not establish the four queued targets.	queued-pair direction not established except explicitly recorded limited associations	https://www.ncbi.nlm.nih.gov/gene/20220	https://pubmed.ncbi.nlm.nih.gov/33273692/	noncanonical transcriptional-cofactor capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Ligand, protein, RNA, chromatin, machinery, profile and near-match evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch030_regulator_dyrk1a	dyrk1a	DYRK1A	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human kinase and cell-cycle models	co-immunoprecipitation, in-vitro kinase, CCND1-T286 mutant and cell-cycle assays	DYRK1A is a dual-specificity kinase, not a TF; exact human CCND1 protein phosphorylation/stability regulation is retained separately.	queued-pair direction not established except explicitly recorded limited associations	https://www.ncbi.nlm.nih.gov/gene/1859	https://pubmed.ncbi.nlm.nih.gov/24119401/	noncanonical kinase/cell-cycle protein regulation; exact CCND1 protein edge	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation or upstream relay. Ligand, protein, RNA, chromatin, machinery, profile and near-match evidence is retained separately from canonical promoter-TF evidence.
