expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_node_id	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-1065	M21B-DOWNSTREAM:00474	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE04667	HGF (cleaved two-chain form)	M21B-E000167	NODE06927	MET receptor	M21B-E001138	NODE01604	CBL						HGF-MET pY1003-CBL receptor ubiquitination/degradation and oncogenic-activation suppression output	MET-pY1003-CBL	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E000167;M21B-E001138;M21B-EVID-000110;M21B-EVID-001081;M21B-DOWNSTREAM-EVID:000830;PMID:15123609	M21B-DOWNSTREAM-EVID:000830	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1065	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human	Human MET receptor systems with HGF stimulation, MET Y1003 mutants, CBL TKB binding/co-immunoprecipitation and receptor degradation/transformation assays	HGF-MET activation; MET pY1003 CBL docking; receptor ubiquitination/degradation output	no SCI transfer inferred; engineered-cell and oncogenic MET comparator models only	Bounded MET pY1003-CBL continuation; preserve the distinction between direct Y1003 CBL docking and indirect GRB2-CBL recruitment.	HGF stimulation, MET Y1003 mutation, phosphopeptide/far-Western or co-IP binding and receptor degradation assays	unknown	composite_primary_evidence	PMID:15123609	MET juxtamembrane pY1003 binds the CBL TKB domain and supports receptor ubiquitination/degradation; PMID:15123609.	MET pY1003 directly recruits CBL and supports receptor ubiquitination/degradation, providing a receptor-proximal output after HGF-MET activation.	No universal MET relay, terminal TF, target gene or SCI function is inferred; preserve the Y1003 and assay-context boundaries.	curated_primary_route	LITEXP:001065
M21B-LITEXP-1066	M21B-DOWNSTREAM:00475	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE02002	Cdh1	M20B-E002923	NODE06156	Klrg1	M21B-E001139	NODE05588	INPP5D/SHIP1						Cdh1-KLRG1 ITIM-SHIP1 inhibitory TCR-signaling output	KLRG1-ITIM-INPP5D	primary_literature_route_expansion	primary_receptor_proximal_output	M20B-E002923;M21B-E001139;M21B-EVID-001082;M21B-DOWNSTREAM-EVID:000831;PMID:17307799	M21B-DOWNSTREAM-EVID:000831	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1066	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	mouse	KLRG1-transduced DO11 T cells and primary NK/T-cell systems with cadherin engagement, ITIM mutants, receptor immunoprecipitation and TCR-signaling assays	Cdh1-KLRG1 engagement; phosphorylated KLRG1 ITIM-SHIP1 branch; suboptimal TCR signaling inhibition	no SCI transfer inferred; murine immune comparator models only	Preserve N-cadherin/E-cadherin ligand context and the reported SHIP1 branch; the primary also reports SHP2 recruitment and does not support SHP1 recruitment.	KLRG1 ITIM mutation, receptor immunoprecipitation, pervanadate phosphorylation and cadherin-engagement/TCR-signaling assays	inhibitory	composite_primary_evidence	PMID:17307799	Cadherins bind KLRG1 and phosphorylated KLRG1 ITIM recruits SHIP1, inhibiting suboptimal TCR signaling; PMID:17307799.	Phosphorylated KLRG1 ITIM recruits SHIP1 after cadherin engagement and contributes to inhibition of suboptimal TCR signaling.	No terminal TF, target gene or SCI function is inferred; retain the cadherin and immune-cell context and do not substitute SHP1 for the reported SHIP1/SHP2 branches.	curated_primary_route	LITEXP:001066
M21B-LITEXP-1067	M21B-DOWNSTREAM:00476	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE02002	Cdh1	M20B-E002923	NODE06156	Klrg1	M21B-E001140	NODE09450	PTPN11/SHP2						Cdh1-KLRG1 ITIM-SHP2 inhibitory TCR-signaling output	KLRG1-ITIM-PTPN11	primary_literature_route_expansion	primary_receptor_proximal_output	M20B-E002923;M21B-E001140;M21B-EVID-001083;M21B-DOWNSTREAM-EVID:000832;PMID:17307799	M21B-DOWNSTREAM-EVID:000832	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1067	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	mouse	KLRG1-transduced DO11 T cells and primary NK/T-cell systems with cadherin engagement, ITIM mutants, receptor immunoprecipitation and TCR-signaling assays	Cdh1-KLRG1 engagement; phosphorylated KLRG1 ITIM-SHP2 branch; suboptimal TCR signaling inhibition	no SCI transfer inferred; murine immune comparator models only	Preserve N-cadherin/E-cadherin ligand context and the reported SHP2 branch; the primary also reports SHIP1 recruitment and does not support SHP1 recruitment.	KLRG1 ITIM mutation, receptor immunoprecipitation, pervanadate phosphorylation and cadherin-engagement/TCR-signaling assays	inhibitory	composite_primary_evidence	PMID:17307799	Cadherins bind KLRG1 and phosphorylated KLRG1 ITIM recruits SHP2, contributing to inhibition of suboptimal TCR signaling; PMID:17307799.	Phosphorylated KLRG1 ITIM recruits SHP2 after cadherin engagement and contributes to inhibition of suboptimal TCR signaling.	No terminal TF, target gene or SCI function is inferred; retain the cadherin and immune-cell context and do not substitute SHP1 for the reported SHIP1/SHP2 branches.	curated_primary_route	LITEXP:001067
M21B-LITEXP-1068	M21B-DOWNSTREAM:00477	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE01804	Cd177	M20B-E002886	NODE08863	Pecam1	M21B-E001141	NODE09466	PTPN6/SHP1						Cd177-PECAM1 pY663/pY686-SHP1 inhibitory platelet/leukocyte signaling output	PECAM1-pY663-pY686-PTPN6	primary_literature_route_expansion	primary_receptor_proximal_output	M20B-E002886;M21B-E001141;M21B-EVID-001084;PMID:9774457;PMID:10350061	M21B-DOWNSTREAM-EVID:000833	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1068	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human	Human platelet, pervanadate-treated THP-1 and PECAM1 phosphopeptide systems with SHP1 association, phosphatase-activation and receptor-phosphorylation assays	Cd177-PECAM1 input; PECAM1 pY663/pY686 ITIM/ITSM site-set; SHP1 association and phosphatase output	no SCI transfer inferred; human platelet and myeloid comparator models only	Preserve the two-site PECAM1 pY663/pY686 context and distinguish direct phosphopeptide binding from broader receptor-complex function.	PECAM1 phosphopeptide binding/SPR, pervanadate phosphorylation, co-IP and phosphatase-activation assays	unknown	composite_primary_evidence	PMID:9774457; PMID:10350061	Phosphorylated PECAM1 Y663/Y686 bind SHP1 and support phosphatase association/activation; PMID:9774457; PMID:10350061.	PECAM1 pY663/pY686 directly associate with SHP1 and support receptor-proximal phosphatase activity in primary phosphopeptide and cell assays.	No terminal TF, target gene or SCI function is inferred; do not convert PECAM1 site-set evidence into a universal Cd177-specific signaling claim.	curated_primary_route	LITEXP:001068
M21B-LITEXP-1069	M21B-DOWNSTREAM:00478	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE01804	Cd177	M20B-E002886	NODE08863	Pecam1	M21B-E001142	NODE09450	PTPN11/SHP2						Cd177-PECAM1 pY663/pY686-SHP2 receptor-proximal signaling output	PECAM1-pY663-pY686-PTPN11	primary_literature_route_expansion	primary_receptor_proximal_output	M20B-E002886;M21B-E001142;M21B-EVID-001085;PMID:9054388;PMID:10350061	M21B-DOWNSTREAM-EVID:000834	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1069	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human	Human platelet, pervanadate-treated THP-1 and PECAM1 phosphopeptide systems with SHP2 association and receptor-phosphorylation assays	Cd177-PECAM1 input; PECAM1 pY663/pY686 tandem site-set; SHP2 association and receptor-proximal output	no SCI transfer inferred; human platelet and myeloid comparator models only	Preserve the two-site PECAM1 pY663/pY686 context and the reported differential SHP2 affinity relative to SHP1.	PECAM1 phosphopeptide binding/SPR, pervanadate phosphorylation, co-IP and phosphatase-association assays	unknown	composite_primary_evidence	PMID:9054388; PMID:10350061	Phosphorylated PECAM1 Y663/Y686 bind SHP2, with site-dependent affinity and receptor-proximal association; PMID:9054388; PMID:10350061.	PECAM1 pY663/pY686 associate with SHP2 in primary phosphopeptide and cell assays, providing a receptor-proximal signaling branch.	No terminal TF, target gene or SCI function is inferred; do not assign a universal Cd177-specific functional polarity to the SHP2 association.	curated_primary_route	LITEXP:001069
M21B-LITEXP-1070	M21B-DOWNSTREAM:00481	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE01922	CD48	M21B-E000670	NODE01829	CD244/2B4	M21B-E001147	NODE10248	SH2D1A/SAP						CD48-CD244/2B4 ITSM-SAP PI3K and NK-cell cytotoxicity output	CD244-ITSM-SH2D1A	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E000670;M21B-E001147;M21B-EVID-001090;M21B-DOWNSTREAM-EVID:000841;PMID:11815622;PMID:15713798	M21B-DOWNSTREAM-EVID:000841	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1070	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human	Human NK cells and 2B4-transfected systems with receptor ligation, ITSM phosphorylation, SAP recruitment, PI3K association and cytotoxicity assays	CD48-CD244/2B4 engagement; phosphorylated ITSM-SAP branch; PI3K and NK-cell cytotoxicity output	no SCI transfer inferred; human NK-cell comparator models only	Preserve SAP dependence and the activation-state/site context of 2B4 signaling; this is an evidence route, not a causal graph edge.	2B4 ligation, receptor phosphorylation, ITSM mutants/phosphopeptides, SAP co-IP and PI3K/cytotoxicity assays	unknown	composite_primary_evidence	PMID:11815622; PMID:15713798	2B4 ligation promotes receptor phosphorylation, SAP recruitment, PI3K association and cytotoxicity-associated signaling; PMID:11815622; PMID:15713798.	Phosphorylated 2B4 ITSMs recruit SAP and associate with PI3K in NK-cell receptor-engagement systems with cytotoxicity readouts.	No terminal TF, target gene or SCI function is inferred; preserve SAP competition and activation-state dependence.	curated_primary_route	LITEXP:001070
M21B-LITEXP-1071	M21B-DOWNSTREAM:00482	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE01922	CD48	M21B-E000670	NODE01829	CD244/2B4	M21B-E001148	NODE09466	PTPN6/SHP1						CD48-CD244/2B4 ITSM3-SHP1 inhibitory NK-cell signaling output	CD244-ITSM3-PTPN6	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E000670;M21B-E001148;M21B-EVID-001091;M21B-DOWNSTREAM-EVID:000842;PMID:15713798	M21B-DOWNSTREAM-EVID:000842	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1071	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human; mouse	Human/murine 2B4 receptor systems with phosphopeptide binding, ITSM site-mutant and NK-cell receptor-engagement assays; SHP1 association and cytotoxicity/signaling readouts	CD48-CD244/2B4 engagement; phosphorylated third ITSM-SHP1 branch; context-dependent negative signaling output	no SCI transfer inferred; NK-cell comparator models only	Promote the ITSM3-to-SHP1 inhibitory association only; preserve SAP competition, site-specific third-ITSM semantics and NK-cell context.	2B4 phosphopeptide binding, ITSM site mutants, receptor phosphorylation and NK-cell signaling/cytotoxicity assays	inhibitory	composite_primary_evidence	PMID:15713798	The phosphorylated third 2B4 ITSM recruits SHP1 and contributes to negative signaling; PMID:15713798.	The phosphorylated third 2B4 ITSM recruits SHP1 in phosphopeptide/site-mutant and receptor-engagement systems, supporting a bounded negative-signaling branch.	No universal 2B4 inhibition, terminal TF, target gene or SCI output is inferred; preserve SAP competition and site-specific context.	curated_primary_route	LITEXP:001071
M21B-LITEXP-1072	M21B-DOWNSTREAM:00483	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE01922	CD48	M21B-E000670	NODE01829	CD244/2B4	M21B-E001149	NODE09450	PTPN11/SHP2						CD48-CD244/2B4 ITSM3-SHP2 receptor-proximal inhibitory signaling output	CD244-ITSM3-PTPN11	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E000670;M21B-E001149;M21B-EVID-001092;M21B-DOWNSTREAM-EVID:000843;PMID:15713798;PMID:10358138	M21B-DOWNSTREAM-EVID:000843	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1072	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human	Human NK cells and 2B4-transfected systems with phosphopeptide/site-mutant binding, pervanadate-induced receptor phosphorylation, SHP2 co-immunoprecipitation and SAP-competition assays	CD48-CD244/2B4 engagement; phosphorylated third ITSM-SHP2 branch; activation-state-dependent receptor-proximal output	no SCI transfer inferred; NK-cell comparator models only	Promote bounded ITSM3/SHP2 recruitment; preserve SAP competition and that the functional balance is activation-state dependent.	2B4 phosphopeptide binding, receptor phosphorylation, SHP2 co-IP and SAP-competition assays	unknown	composite_primary_evidence	PMID:15713798; PMID:10358138	The phosphorylated third 2B4 ITSM recruits SHP2, while activation-dependent SHP2 recruitment can be blocked by SAP; PMID:15713798; PMID:10358138.	The phosphorylated third 2B4 ITSM supports SHP2 recruitment in site-specific phosphopeptide and receptor systems, with SAP competition shaping the branch.	No sole inhibitory role, terminal TF, target gene or SCI output is inferred; preserve SAP competition and activation-state dependence.	curated_primary_route	LITEXP:001072
M21B-LITEXP-1073	M21B-DOWNSTREAM:00484	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE01922	CD48	M21B-E000670	NODE01829	CD244/2B4	M21B-E001150	NODE05588	INPP5D/SHIP1						CD48-CD244/2B4 ITSM3-SHIP1 competitive inhibitory signaling output	CD244-ITSM3-INPP5D	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E000670;M21B-E001150;M21B-EVID-001093;M21B-DOWNSTREAM-EVID:000844;PMID:15713798	M21B-DOWNSTREAM-EVID:000844	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1073	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human; mouse	Human/murine 2B4 receptor systems with phosphopeptide/site-mutant assays and NK-cell signaling studies; SHIP1 association and SAP competition	CD48-CD244/2B4 engagement; phosphorylated third ITSM-SHIP1 branch; context-dependent negative/competitive signaling output	no SCI transfer inferred; NK-cell comparator models only	Promote ITSM3-to-SHIP1 association as an inhibitory/competitive branch; preserve SAP competition and context dependence.	2B4 phosphopeptide/site-mutant binding, receptor signaling and SHIP1/SAP-competition assays	inhibitory	composite_primary_evidence	PMID:15713798	The phosphorylated third 2B4 ITSM recruits SHIP1 as part of the receptor's context-dependent negative signaling branch; PMID:15713798.	The phosphorylated third 2B4 ITSM supports SHIP1 association in receptor and phosphopeptide systems, consistent with a context-dependent competitive negative-signaling branch.	No universal 2B4 inhibition, terminal TF, target gene or SCI output is inferred; preserve SAP competition and context dependence.	curated_primary_route	LITEXP:001073
M21B-LITEXP-1074	M21B-DOWNSTREAM:00489	ligand>receptor>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE10378	SLIT3	M21B-E000825	NODE09808	ROBO4									SLIT3-ROBO4 receptor-complex/UNC5B vascular-barrier and migration output	ROBO4-UNC5B-vascular-guidance	primary_literature_route_expansion	primary_receptor_complex_functional_output	M21B-E000825;M21B-E001158;M21B-EVID-000768;M21B-EVID-001101;M21B-DOWNSTREAM-EVID:000853;PMID:21238923	M21B-DOWNSTREAM-EVID:000853	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1074	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse	Robo4/UNC5B extracellular-domain interaction and SPR systems with endothelial migration/permeability assays and mouse vascular-barrier models	SLIT3-ROBO4 input; ROBO4-UNC5B receptor-complex interaction; endothelial migration and vascular-barrier output	no SCI transfer inferred; vascular comparator models only	Retain the ROBO4-UNC5B receptor-complex interaction as output evidence, not intracellular continuation; preserve cis/trans topology and endothelial context.	Robo4/UNC5B extracellular-domain interaction screen, SPR, endothelial migration/permeability assays and mouse angiogenesis/barrier models	unknown	composite_primary_evidence	PMID:21238923	ROBO4 and UNC5B form an extracellular receptor interaction associated with endothelial migration and vascular-barrier function; PMID:21238923.	ROBO4-UNC5B extracellular interaction assays associate the receptor complex with endothelial migration and vascular-barrier function, while the intracellular relay remains unassayed in this route.	No intracellular relay, terminal TF, target gene, universal SLIT3-specific causality or SCI function is inferred; preserve the receptor-complex and vascular-model boundaries.	curated_primary_route	LITEXP:001074
