expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	primary_locator	citation_note	evidence_summary	limitations	curation_status	species_context	cell_type_context	effect_polarity	source_scope	route_evidence_id
M21B-LITEXP-6545	M21B-DOWNSTREAM:00783	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										LEPRb pY1138-STAT3 energy-balance phenotype readout	LEPRb-STAT3-energy-balance	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-EVID-001634;M21B-DOWNSTREAM-EVID:001282;PMID:12594516	M21B-LITEXP-6545	M21B-DOWNSTREAM-EVID:001282	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:12594516	Primary LepRb Tyr1138-to-STAT3 knock-in mouse study.	Primary-supported claim: The cited knock-in mouse study disrupted the LRb-STAT3 signal at Tyr1138 and separated its energy-balance effects from other leptin-receptor functions. Primary model/assay: LeprS1138 knock-in mice with hypothalamic NPY/melanocortin readouts, food intake, obesity, fertility, growth and glucose phenotypes.	Preserve site-specific LepRb pY1138-to-STAT3 signaling/function and the genetic pathway context; no terminal-TF or SCI transfer is inferred. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles.	curated_primary_route	mouse	LeprS1138 knock-in mice; hypothalamic NPY/melanocortin and organismal energy-balance phenotypes	activating	direct_edge	LITEXP:002426
M21B-LITEXP-6546	M21B-DOWNSTREAM:01371	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										PLAP-1-TLR2 NF-kB inflammatory signaling output	PLAP1-TLR2-inflammation	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-EVID-004615;M21B-DOWNSTREAM-EVID:002211;PMID:26399972;DOI:10.1177/0022034515606859	M21B-LITEXP-6546	M21B-DOWNSTREAM-EVID:002211	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:26399972; DOI:10.1177/0022034515606859	Primary PLAP-1/asporin-TLR2 interaction and inflammatory signaling study.	Primary-supported claim: Direct asporin interaction with TLR2 and inhibition of TLR2-induced inflammatory signaling are supported. Primary model/assay: human periodontal-ligament cells, mouse periodontal/ligament comparators, RAW264.7 macrophages and recombinant PLAP-1/asporin with immunoprecipitation, TLR2 stimulation, NF-kB, IκB kinase and cytokine readouts.	Preserve extracellular PLAP-1/asporin and periodontal/macrophage context; the inhibitory mechanism is not fully resolved and no SCI-specific transfer or terminal-TF inference is made. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles.	curated_primary_route	human; mouse	Human periodontal-ligament cells, mouse comparators and RAW264.7 macrophages; immunoprecipitation, TLR2 stimulation and inflammatory readouts	mixed	direct_edge	LITEXP:002427
M21B-LITEXP-6547	M21B-DOWNSTREAM:01372	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										PLAP-1-TLR4 NF-kB inflammatory signaling output	PLAP1-TLR4-inflammation	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-EVID-004616;M21B-DOWNSTREAM-EVID:002212;PMID:26399972;DOI:10.1177/0022034515606859	M21B-LITEXP-6547	M21B-DOWNSTREAM-EVID:002212	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:26399972; DOI:10.1177/0022034515606859	Primary PLAP-1/asporin-TLR4 interaction and inflammatory signaling study.	Primary-supported claim: Direct asporin interaction with TLR4 and inhibition of TLR4-induced inflammatory signaling are supported. Primary model/assay: human periodontal-ligament cells, mouse periodontal/ligament comparators, RAW264.7 macrophages and recombinant PLAP-1/asporin with immunoprecipitation, TLR4 stimulation, NF-kB, IκB kinase and cytokine readouts.	Preserve extracellular PLAP-1/asporin and periodontal/macrophage context; the inhibitory mechanism is not fully resolved and no SCI-specific transfer or terminal-TF inference is made. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles.	curated_primary_route	human; mouse	Human periodontal-ligament cells, mouse comparators and RAW264.7 macrophages; immunoprecipitation, TLR4 stimulation and inflammatory readouts	mixed	direct_edge	LITEXP:002428
M21B-LITEXP-6548	M21B-DOWNSTREAM:01884	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										WNT5A-TLR2 MyD88 NF-kB/AP-1 inflammatory response output	WNT5A-TLR2-MyD88-inflammation	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-EVID-006317;M21B-DOWNSTREAM-EVID:002984;PMID:31098409;PMCID:PMC6509336;DOI:10.1038/s42003-019-0432-4	M21B-LITEXP-6548	M21B-DOWNSTREAM-EVID:002984	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:31098409; PMCID:PMC6509336; DOI:10.1038/s42003-019-0432-4	Primary WNT5A-TLR2 binding and MyD88/NF-kB/AP-1 response study.	Primary-supported claim: WNT5A binding to TLR2 and a MyD88-dependent noncanonical NF-kB/AP-1 response are supported, with species-dependent inflammatory versus tolerance-associated outputs. Primary model/assay: recombinant WNT5A, receptor-binding and modeling analyses, human myeloid cells with MyD88/NF-kB/AP-1 and cytokine/tolerance readouts, mouse comparators and Drosophila modeling.	Preserve WNT5A-TLR2, MyD88-noncanonical NF-kB/AP-1 signaling and species-dependent outputs; no SCI or terminal-TF output is inferred. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles.	curated_primary_route	human; mouse; Drosophila	Human monocytes/macrophages and dendritic cells with mouse myeloid comparators; recombinant binding, MyD88/NF-kB/AP-1 and cytokine/tolerance readouts	mixed	direct_edge	LITEXP:002429
M21B-LITEXP-6549	M21B-DOWNSTREAM:01885	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										WNT5A-TLR4 MyD88 NF-kB/AP-1 inflammatory response output	WNT5A-TLR4-MyD88-inflammation	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-EVID-006318;M21B-DOWNSTREAM-EVID:002985;PMID:31098409;PMCID:PMC6509336;DOI:10.1038/s42003-019-0432-4	M21B-LITEXP-6549	M21B-DOWNSTREAM-EVID:002985	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:31098409; PMCID:PMC6509336; DOI:10.1038/s42003-019-0432-4	Primary WNT5A-TLR4 binding and MyD88/NF-kB/AP-1 response study.	Primary-supported claim: WNT5A binding to TLR4 and a MyD88-dependent noncanonical NF-kB/AP-1 response are supported, with species-dependent inflammatory versus tolerance-associated outputs. Primary model/assay: recombinant WNT5A, receptor-binding and modeling analyses, human myeloid cells with MyD88/NF-kB/AP-1 and cytokine/tolerance readouts, mouse comparators and Drosophila modeling.	Preserve WNT5A-TLR4, MyD88-noncanonical NF-kB/AP-1 signaling and species-dependent outputs; no SCI or terminal-TF output is inferred. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles.	curated_primary_route	human; mouse; Drosophila	Human monocytes/macrophages and dendritic cells with mouse myeloid comparators; recombinant binding, MyD88/NF-kB/AP-1 and cytokine/tolerance readouts	mixed	direct_edge	LITEXP:002430
M21B-LITEXP-6550	M21B-DOWNSTREAM:02041	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										CD24-Siglec-G DAMP-dependent NF-kB cytokine suppression output	CD24-SiglecG-DAMP-inhibition	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-EVID-006606;M21B-DOWNSTREAM-EVID:003245;PMID:19264983;PMCID:PMC2765686;DOI:10.1126/science.1168988	M21B-LITEXP-6550	M21B-DOWNSTREAM-EVID:003245	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:19264983; PMCID:PMC2765686; DOI:10.1126/science.1168988	Primary CD24-Siglec-G/10 DAMP-complex and inflammatory suppression study.	Primary-supported claim: CD24 association with mouse Siglec-G in a CD24-Siglec-G-DAMP complex and selective suppression of DAMP-induced inflammatory signaling are supported. Primary model/assay: mouse and human CD24/Siglec-G/10 systems, recombinant binding/co-precipitation, deficient dendritic cells and mice, HMGB1/HSP70 stimulation, NF-kB cytokine and liver-injury readouts.	Preserve CD24 glycosylation, the CD24-Siglec-G/10-DAMP trimolecular context and species distinction from human SIGLEC10; no intracellular CD24 relay, SCI receiver state or terminal-TF activity is inferred. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles.	curated_primary_route	mouse; human	Mouse and human CD24/Siglec-G/10 systems, dendritic cells and liver-injury models; DAMP stimulation and NF-kB/cytokine readouts	inhibitory	direct_edge	LITEXP:002431
M21B-LITEXP-6551	M21B-DOWNSTREAM:02078	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										NAMPT-TLR4 NF-kB cytokine inflammatory-injury output	NAMPT-TLR4-DAMP-inflammation	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-EVID-006678;M21B-DOWNSTREAM-EVID:003307;PMID:26272519;PMCID:PMC4536637;DOI:10.1038/srep13135;PMCID:PMC8892085;DOI:10.1016/j.jbc.2022.101669	M21B-LITEXP-6551	M21B-DOWNSTREAM-EVID:003307	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:26272519; PMCID:PMC4536637; DOI:10.1038/srep13135; PMCID:PMC8892085; DOI:10.1016/j.jbc.2022.101669	Primary extracellular NAMPT-TLR4 direct-binding and inflammatory signaling studies.	Primary-supported claim: Extracellular NAMPT is a DAMP ligand for TLR4 and direct binding with TLR4-dependent inflammatory signaling is supported. Primary model/assay: recombinant NAMPT/TLR4 extracellular-domain binding and SPR/mutational assays; human and mouse macrophage or lung-endothelial systems with TLR4 perturbation, NF-kB, cytokine and inflammatory-injury readouts.	Preserve extracellular versus intracellular NAMPT, TLR4/MD-2 and endotoxin controls, and the macrophage/lung-injury context; no universal TLR4, SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles.	curated_primary_route	human; mouse	Human and mouse macrophage or lung-endothelial systems; recombinant binding, TLR4 perturbation and NF-kB/cytokine injury readouts	activating	direct_edge	LITEXP:002432
M21B-LITEXP-6552	M21B-DOWNSTREAM:02079	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										NAPRT-TLR4 NF-kB cytokine inflammasome output	NAPRT-TLR4-DAMP-inflammation	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-EVID-006679;M21B-DOWNSTREAM-EVID:003308;PMID:31511522;PMCID:PMC6739309;DOI:10.1038/s41467-019-12055-2	M21B-LITEXP-6552	M21B-DOWNSTREAM-EVID:003308	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:31511522; PMCID:PMC6739309; DOI:10.1038/s41467-019-12055-2	Primary extracellular NAPRT-TLR4 direct-binding and macrophage inflammatory-response study.	Primary-supported claim: Extracellular NAPRT is a DAMP ligand for TLR4 and direct binding with receptor-dependent inflammatory macrophage responses is supported. Primary model/assay: recombinant NAPRT/TLR4 extracellular-domain SPR/direct-binding assays; human macrophages with TLR4 silencing and mouse Tlr4-knockout macrophages; p65/NF-kB, cytokine, inflammasome and monocyte-differentiation readouts.	Preserve extracellular NAPRT, TLR4/MD-2 context, receptor dependence and endotoxin controls; no SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles.	curated_primary_route	human; mouse	Human and mouse macrophages; recombinant binding, TLR4 perturbation, NF-kB/cytokine, inflammasome and differentiation readouts	activating	direct_edge	LITEXP:002433
M21B-LITEXP-6553	M21B-DOWNSTREAM:02124	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										SAA1-TLR4/MD2 NF-kB inflammatory output	SAA1-TLR4-MD2-inflammation	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-EVID-006940;M21B-DOWNSTREAM-EVID:003381;PMID:35247611;PMCID:PMC8938331	M21B-LITEXP-6553	M21B-DOWNSTREAM-EVID:003381	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:35247611; PMCID:PMC8938331	Primary SAA1-TLR4/MD2 interaction and TLR4-dependent inflammatory study.	Primary-supported claim: Direct SAA1 association with the TLR4/MD2 complex and TLR4-dependent NF-kB inflammation are supported. Primary model/assay: mouse hepatocytes and HFD mice with SAA manipulation and Tlr4 knockout, HEK293 TLR4/MD2 co-IP and recombinant SAA1-TLR4/MD2 SPR.	Preserve the TLR4/MD2 complex, mouse-hepatocyte/HFD context and SAA oligomer/preparation caveat; no SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles.	curated_primary_route	mouse	Mouse hepatocytes and HFD mice, HEK293 TLR4/MD2 systems; co-IP, SPR, Tlr4 knockout and NF-kB inflammation readouts	activating	direct_edge	LITEXP:002434
M21B-LITEXP-6554	M21B-DOWNSTREAM:02139	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										TSKU-TGF-beta1 Smad2/3 activity output	TSKU-TGF-beta1-Smad2-3	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-EVID-006983;M21B-DOWNSTREAM-EVID:003409;M21B-DOWNSTREAM-EVID:003410;PMID:22995554;DOI:10.1016/j.ydbio.2012.08.030	M21B-LITEXP-6554	M21B-DOWNSTREAM-EVID:003410	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:22995554; DOI:10.1016/j.ydbio.2012.08.030	Primary Tsukushi-TGF-beta1 binding and phospho-Smad2/3 hair-follicle study.	Primary-supported claim: Direct TSK-TGF-beta1 binding and loss of TGF-beta1/Smad2/3 activity in TSKU-null hair follicles are supported. Primary model/assay: COS-7 tagged-protein co-precipitation and mouse TSKU-null hair follicles with TGF-beta1 and phospho-Smad2/3 immunostaining.	Preserve extracellular Tsukushi-TGF-beta1 binding and mouse hair-cycle context; do not infer direct TGF receptor binding, generic TGF signaling, SCI or terminal-TF output. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles.	curated_primary_route	mouse	COS-7 tagged-protein systems and mouse TSKU-null hair follicles; co-precipitation, TGF-beta1 and phospho-Smad2/3 immunostaining	inhibitory	direct_edge	LITEXP:002435
