expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	primary_locator	citation_note	evidence_summary	limitations	curation_status	species_context	cell_type_context	assay_or_perturbation	effect_polarity	source_scope	route_evidence_id
M21B-LITEXP-6965	M21B-DOWNSTREAM:02964	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										Ixonnexin/Ixodes scapularis salivary basic-tail protein-PLG/plasminogen documented cellular_functional_readout	Ixodes-Ixonnexin-plasminogen-fibrinolysis	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E005008;M21B-EVID-004951;M21B-DOWNSTREAM-EVID:004334;PMID:29555911	M21B-LITEXP-6965	M21B-DOWNSTREAM-EVID:004334	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:29555911	Review lead: PMCID: PMC8966233, Host Immune Responses to Salivary Components - A Critical Facet of Tick-Host Interactions; PMCID: PMC3747359, Tick salivary compounds: their role in modulation of host defences and pathogen transmission; review-cited primary: PMID:29555911; primary locator: PMID:29555911	Primary-supported claim: The reviews identify Ixonnexin as a salivary basic-tail fibrinolysis modulator; the cited primary demonstrates direct plasminogen binding and acceleration of tissue-plasminogen-activator-mediated plasmin generation. Primary model/assay: Synthetic/folded Ixonnexin with human plasminogen; surface-plasmon-resonance binding, tPA-mediated plasmin-generation kinetics, lysine-analogue perturbation, and arterial-thrombosis assays.	Preserve Ixonnexin as a direct plasminogen-binding fibrinolysis modulator; no urokinase interaction or host-cell receptor relay is inferred. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human	Synthetic/folded Ixonnexin with human plasminogen; surface-plasmon-resonance binding, tPA-mediated plasmin-generation kinetics, lysine-analogue perturbation, and arterial-thrombosis assays.	not_reported	unknown	direct_edge	LITEXP:002846
M21B-LITEXP-6966	M21B-DOWNSTREAM:02965	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										Ixonnexin/Ixodes scapularis salivary basic-tail protein-Factor Xa/F10a documented cellular_functional_readout	Ixodes-Ixonnexin-factor-Xa-binding	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E005010;M21B-EVID-004953;M21B-DOWNSTREAM-EVID:004335;PMID:29555911	M21B-LITEXP-6966	M21B-DOWNSTREAM-EVID:004335	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:29555911	Review lead: PMCID: PMC8966233, Host Immune Responses to Salivary Components - A Critical Facet of Tick-Host Interactions; PMCID: PMC3747359, Tick salivary compounds: their role in modulation of host defences and pathogen transmission; review-cited primary: PMID:29555911; primary locator: PMID:29555911	Primary-supported claim: The reviews identify Ixonnexin as homologous to the salivary FXa anticoagulant SALP14; the cited primary reports Ixonnexin interaction with FXa in addition to its direct fibrinolysis interactions. Primary model/assay: Synthetic/folded Ixonnexin with human FXa, plasminogen, and tPA; interaction and fibrinolysis assays with arterial-thrombosis readout.	Preserve the reported FXa interaction as an auxiliary direct binding edge; do not infer the FXa catalytic mechanism from the fibrinolysis readout. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human	Synthetic/folded Ixonnexin with human FXa, plasminogen, and tPA; interaction and fibrinolysis assays with arterial-thrombosis readout.	not_reported	unknown	direct_edge	LITEXP:002847
M21B-LITEXP-6967	M21B-DOWNSTREAM:02966	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										IxscS-1E1/Ixodes scapularis salivary serpin-F2/thrombin documented phosphorylation_or_activation_readout	Ixodes-IxscS1E1-thrombin-inhibition	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E005013;M21B-EVID-004956;M21B-DOWNSTREAM-EVID:004336;PMCID:PMC4089096; PMID:23933135	M21B-LITEXP-6967	M21B-DOWNSTREAM-EVID:004336	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMCID:PMC4089096; PMID:23933135	Review lead: PMCID: PMC5438962, Serine Protease Inhibitors in Ticks: An Overview of Their Role in Tick Biology and Tick-Borne Pathogen Transmission; PMCID: PMC8966233, Host Immune Responses to Salivary Components - A Critical Facet of Tick-Host Interactions; review-cited primary: PMCID:PMC4089096; PMID:23933135; primary locator: PMCID:PMC4089096; PMID:23933135	Primary-supported claim: The reviews identify IxscS-1E1 as a salivary serpin that inhibits thrombin; the cited primary reports thrombin inhibition and stable inhibitor-enzyme complex formation with platelet-aggregation and plasma-clotting effects. Primary model/assay: Native and recombinant IxscS-1E1 from Ixodes scapularis; purified-protease inhibition profiling, thrombin/trypsin complex assays, human platelet aggregation, and plasma clotting assays.	Preserve the salivary serpin and thrombin-inhibition/complex context; no thrombin receptor or intracellular signaling edge is inferred. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human	Native and recombinant IxscS-1E1 from Ixodes scapularis; purified-protease inhibition profiling, thrombin/trypsin complex assays, human platelet aggregation, and plasma clotting assays.	not_reported	inhibitory	direct_edge	LITEXP:002848
M21B-LITEXP-6968	M21B-DOWNSTREAM:02969	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										Disagregin/Ornithodoros moubata salivary platelet inhibitor-ITGA2B:ITGB3 integrin documented phosphorylation_or_activation_readout	Ornithodoros-Disagregin-alphaIIbbeta3-antiplatelet	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E005076;M21B-EVID-005019;M21B-DOWNSTREAM-EVID:004339;PMID:8120028; PMID:33537548	M21B-LITEXP-6968	M21B-DOWNSTREAM-EVID:004339	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:8120028; PMID:33537548	Review lead: PMCID: PMC7845065, Inhibition of platelet adhesion, thrombus formation, and fibrin formation by a potent αIIbβ3 integrin inhibitor from ticks; review-cited primary: PMID:8120028; PMID:33537548; primary locator: PMID:8120028; PMID:33537548	Primary-supported claim: The review identifies Disagregin as a tick αIIbβ3 antagonist; cited primary studies show selective fibrinogen-receptor binding to both glycoprotein IIb and IIIa and inhibition of platelet aggregation/thrombus formation. Primary model/assay: Purified or synthetic Disagregin and RGD-disagregin; human platelets, purified platelet fibrinogen receptor/crosslinking and whole-blood flow-thrombus assays.	Direct αIIbβ3 integrin-complex binding and antiplatelet function; preserve RED/RGD variant and activated-platelet context, with no autonomous ITGA2B or ITGB3 claim. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human	Purified or synthetic Disagregin and RGD-disagregin; human platelets, purified platelet fibrinogen receptor/crosslinking and whole-blood flow-thrombus assays.	not_reported	inhibitory	direct_edge	LITEXP:002849
M21B-LITEXP-6969	M21B-DOWNSTREAM:02970	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										Moubatin/Ornithodoros moubata salivary lipocalin-TXA2/thromboxane A2 documented phosphorylation_or_activation_readout	Ornithodoros-moubatin-thromboxane-scavenging	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E005077;M21B-EVID-005020;M21B-DOWNSTREAM-EVID:004340;PMID:18694828; PMCID:PMC2613973	M21B-LITEXP-6969	M21B-DOWNSTREAM-EVID:004340	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:18694828; PMCID:PMC2613973	Review lead: PMCID: PMC3383439, Tick salivary secretion as a source of antihemostatics; review-cited primary: PMID:18694828; PMCID:PMC2613973; primary locator: PMID:18694828; PMCID:PMC2613973	Primary-supported claim: The review identifies Moubatin as a lipocalin that inhibits collagen-induced platelet aggregation; the cited primary attributes this effect to thromboxane A2 scavenging. Primary model/assay: Recombinant/isolated Moubatin-clade lipocalins; thromboxane A2-scavenging and collagen-induced platelet-aggregation assays with sequence/functional comparisons.	Small-molecule scavenging/antiplatelet modulation only; preserve Moubatin and TXA2 context and do not infer direct TBXA2R occupancy. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	as stated in primary model/assay	Recombinant/isolated Moubatin-clade lipocalins; thromboxane A2-scavenging and collagen-induced platelet-aggregation assays with sequence/functional comparisons.	not_reported	inhibitory	direct_edge	LITEXP:002850
M21B-LITEXP-6970	M21B-DOWNSTREAM:02971	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										Moubatin/Ornithodoros moubata salivary lipocalin-LTB4/leukotriene B4 documented phosphorylation_or_activation_readout	Ornithodoros-moubatin-leukotriene-scavenging	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E005078;M21B-EVID-005021;M21B-DOWNSTREAM-EVID:004341;PMID:18694828; PMCID:PMC2613973	M21B-LITEXP-6970	M21B-DOWNSTREAM-EVID:004341	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:18694828; PMCID:PMC2613973	Review lead: PMCID: PMC3383439, Tick salivary secretion as a source of antihemostatics; review-cited primary: PMID:18694828; PMCID:PMC2613973; primary locator: PMID:18694828; PMCID:PMC2613973	Primary-supported claim: The review identifies Moubatin as a lipocalin; the cited primary reports high-affinity binding of Moubatin to leukotriene B4. Primary model/assay: Recombinant/isolated Moubatin-clade lipocalins; leukotriene B4 binding assays and functional platelet/neutrophil aggregation comparator assays.	Direct lipid scavenging/binding only; preserve Moubatin and LTB4 context and do not infer BLT receptor occupancy or a canonical relay. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	as stated in primary model/assay	Recombinant/isolated Moubatin-clade lipocalins; leukotriene B4 binding assays and functional platelet/neutrophil aggregation comparator assays.	not_reported	inhibitory	direct_edge	LITEXP:002851
M21B-LITEXP-6971	M21B-DOWNSTREAM:02973	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										TSGP3/Ornithodoros savignyi salivary gland protein 3-TXA2/thromboxane A2 documented phosphorylation_or_activation_readout	Ornithodoros-TSGP3-thromboxane-scavenging	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E005080;M21B-EVID-005023;M21B-DOWNSTREAM-EVID:004343;PMID:18694828; PMCID:PMC2613973	M21B-LITEXP-6971	M21B-DOWNSTREAM-EVID:004343	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:18694828; PMCID:PMC2613973	Review lead: PMCID: PMC3383439, Tick salivary secretion as a source of antihemostatics; review-cited primary: PMID:18694828; PMCID:PMC2613973; primary locator: PMID:18694828; PMCID:PMC2613973	Primary-supported claim: The review identifies TSGP3 as a moubatin-clade lipocalin; the cited primary attributes its antiplatelet effect to thromboxane A2 scavenging. Primary model/assay: Recombinant TSGP3; thromboxane A2-scavenging and collagen-induced platelet-aggregation assays with clade functional comparisons.	Small-molecule scavenging/antiplatelet modulation only; preserve TSGP3 and TXA2 context and do not infer direct TBXA2R occupancy. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	as stated in primary model/assay	Recombinant TSGP3; thromboxane A2-scavenging and collagen-induced platelet-aggregation assays with clade functional comparisons.	not_reported	inhibitory	direct_edge	LITEXP:002852
M21B-LITEXP-6972	M21B-DOWNSTREAM:02975	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										Neurotensin-NTSR1 documented phosphorylation_or_activation_readout	Neurotensin-NTSR1-GPCR	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E005096;M21B-EVID-005039;M21B-DOWNSTREAM-EVID:004345;PMID:1694443; PMID:8381365; https://pubmed.ncbi.nlm.nih.gov/1694443/	M21B-LITEXP-6972	M21B-DOWNSTREAM-EVID:004345	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:1694443; PMID:8381365; https://pubmed.ncbi.nlm.nih.gov/1694443/	Review lead: PMID:16003489, Multitasking with neurotensin in the central nervous system; PMCID:PMC11563118, Neurotensin receptors: Binding properties, transduction pathways, and structure; review-cited primary: PMID:1694443; PMID:8381365; https://pubmed.ncbi.nlm.nih.gov/1694443/; primary locator: PMID:1694443; PMID:8381365; https://pubmed.ncbi.nlm.nih.gov/1694443/	Primary-supported claim: The reviews identify NTSR1 as the high-affinity neurotensin receptor; the cited cloned-rat and human-receptor primary studies demonstrate selective high-affinity neurotensin-peptide binding and receptor-linked second-messenger/desensitization responses. Primary model/assay: Rat NTSR1 cloned receptor expressed in Xenopus oocytes and mammalian cells with selective high-affinity neurotensin-peptide binding, G-protein-associated second-messenger function and desensitization; human NTSR1 COS-cell comparator with pharmacological binding characterization.	Preserve full-length Neurotensin versus NT(8-13), rat NTSR1/NTR nomenclature, receptor desensitization and heterologous-cell limits; no universal G-protein route, SCI branch or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human; rat; Xenopus	Rat NTSR1 cloned receptor expressed in Xenopus oocytes and mammalian cells with selective high-affinity neurotensin-peptide binding, G-protein-associated second-messenger function and desensitization; human NTSR1 COS-cell comparator with pharmacological binding characterization.	not_reported	activating	direct_edge	LITEXP:002853
M21B-LITEXP-6973	M21B-DOWNSTREAM:02976	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										SEMA3F-NRP2/Neuropilin-2:PLXNA2/PlexinA2 receptor complex documented cellular_functional_readout	SEMA3F-NRP2-PLXNA2-holoreceptor	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E005104;M21B-EVID-005047;M21B-DOWNSTREAM-EVID:004346;PMID:11239433; https://pubmed.ncbi.nlm.nih.gov/11239433/	M21B-LITEXP-6973	M21B-DOWNSTREAM-EVID:004346	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:11239433; https://pubmed.ncbi.nlm.nih.gov/11239433/	Review lead: PMCID:PMC3389612, Receptor complexes for each of the Class 3 Semaphorins; PMCID:PMC5160038, Class 3 semaphorins in cardiovascular development; review-cited primary: PMID:11239433; https://pubmed.ncbi.nlm.nih.gov/11239433/; primary locator: PMID:11239433; https://pubmed.ncbi.nlm.nih.gov/11239433/	Primary-supported claim: The review identifies NRP2 with PlexinA2 as a functional SEMA3F receptor context; the cited primary receptor-reconstitution study reports SEMA3F-dependent contraction in COS-7 cells expressing NRP2 and PlexinA2, but not with either component alone. Primary model/assay: COS-7 cells transfected with NRP2 or NRP2 plus full-length PlexinA1/A2/A3; alkaline-phosphatase-tagged SEMA3A/3C/3F binding and cell-contraction assays with plexin-domain deletion constructs.	Promote only SEMA3F-dependent NRP2/PlexinA2 complex activation/function in the heterologous COS-7 assay. Preserve NRP2 as the ligand-binding component, PlexinA2 as signal-transducing component, and the absence of purified ternary stoichiometry or SCI/terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	as stated in primary model/assay	COS-7 cells transfected with NRP2 or NRP2 plus full-length PlexinA1/A2/A3; alkaline-phosphatase-tagged SEMA3A/3C/3F binding and cell-contraction assays with plexin-domain deletion constructs.	not_reported	activating	direct_edge	LITEXP:002854
M21B-LITEXP-6974	M21B-DOWNSTREAM:02977	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										NTN4/netrin-4-LAMC3/laminin gamma-3 chain documented cellular_functional_readout	NTN4-LAMC3-basement-membrane-assembly	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E005109;M21B-EVID-005052;M21B-DOWNSTREAM-EVID:004347;PMID:17588941; https://pubmed.ncbi.nlm.nih.gov/17588941/	M21B-LITEXP-6974	M21B-DOWNSTREAM-EVID:004347	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:17588941; https://pubmed.ncbi.nlm.nih.gov/17588941/	Review lead: PMCID:PMC11412186, Netrin-4: Focus on Its Role in Axon Guidance, Tissue Stability, Angiogenesis and Tumors; PMCID:PMC9788559, Laminin N-terminus (LaNt) proteins, laminins and basement membrane regulation; review-cited primary: PMID:17588941; https://pubmed.ncbi.nlm.nih.gov/17588941/; primary locator: PMID:17588941; https://pubmed.ncbi.nlm.nih.gov/17588941/	Primary-supported claim: The reviews identify the primary study showing that netrin-4 binds laminin gamma-3 as well as laminin gamma-1 short arms and regulates laminin-polymer organization; the primary directly supports NTN4-laminin gamma-3 binding and bounded basement-membrane function. Primary model/assay: Mouse recombinant netrin-4 and laminin gamma-3 short-arm fragments; protein-binding and domain-mapping assays, laminin-111 self-assembly/polymerization assays, and salivary-gland explant branching morphogenesis.	Promote only direct NTN4 association with extracellular laminin gamma-3 and bounded basement-membrane assembly/disruption. Laminin gamma-3 is an extracellular-matrix scaffold, not an autonomous signaling receptor; preserve the laminin short-arm/domain and matrix-organization context, with no SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	mouse	Mouse recombinant netrin-4 and laminin gamma-3 short-arm fragments; protein-binding and domain-mapping assays, laminin-111 self-assembly/polymerization assays, and salivary-gland explant branching morphogenesis.	not_reported	unknown	direct_edge	LITEXP:002855
