artifact_path	artifact_sha256	artifact_byte_size	artifact_role	artifact_identifier_tokens	module	register_edge_id	register_evidence_id	extraction_id	canonical_paper_key	resolved_pmid	paper_match_status	artifact_support_status	evidence_grade	context_level	observation_status	claim_status	source_locator	candidate_observation_snippet	candidate_claim_snippet	adjudication_basis
data/raw/evidence/module20_24_supervised_cli_phase2/M21B_11416133_PMC87113.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	full_text_or_bioc_json	PMCID:PMC87113							not_attempted	unmapped_source_artifact								No conservative register crosswalk exists for this artifact.
data/raw/evidence/module20_24_supervised_cli_phase2/M21B_batch001_pubmed.xml	8d2950edfaf43808f396e50494b4c1df063558ea1a3f979868e039bf03915950	62143	literature_xml	PMID:11416133;PMID:7673114;PMID:8565075;PMID:9188471;PMID:9461596							not_attempted	unmapped_source_artifact								No conservative register crosswalk exists for this artifact.
data/raw/evidence/module20_24_supervised_cli_phase2/M22B_16718380_PMC2441693.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	full_text_or_bioc_json	PMCID:PMC2441693	22B	M22B-E000431	M22B-EVID-000001	M22B-P2-R-000001	PMCID:PMC2441693; PMID:16718380; DOI:10.1007/s11010-006-9137-3	16718380	exact_identifier_match:PMCID:PMC2441693	candidate_requires_review	B	L1	abstract_only_not_import_ready	abstract_only_not_import_ready	PMCID:PMC2441693; PMID:16718380; DOI:10.1007/s11010-006-9137-3; local cache=data/raw/evidence/module20_24_supervised_cli_phase2/M22B_batch001_pubmed.xml; BioC retry=data/raw/evidence/module20_24_supervised_cli_phase2/M22B_16718380_PMC2441693.json	The retained PubMed abstract reports IL-6-induced STAT3 activation and Socs3 expression in Stat3-null MEF reconstitution systems, with STAT3 binding at the Socs3 promoter and an N-domain deletion mutant retaining Socs3 induction. The abstract does not provide an atomic figure/section passage for import.	The abstract supports a STAT3-to-Socs3 transcriptional lead, but exact author interpretation and figure-level promoter evidence require complete primary text.	The artifact is linked to a resolved paper-level review row, but the observation and claim gates are not both satisfied. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M22B_16718380_PMC2441693.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	full_text_or_bioc_json	PMCID:PMC2441693	22B	M22B-E000431	M22B-EVID-000001	M22B-P2-R-000001-R098	PMCID:PMC2441693; PMID:16718380; DOI:10.1007/s11010-006-9137-3	16718380	exact_identifier_match:PMCID:PMC2441693	supporting_validated_claim	B	L1	validated_primary_observation	VALIDATED_DIRECT_TF_TARGET	PMCID:PMC2441693; PMID:16718380; DOI:10.1007/s11010-006-9137-3; local=data/raw/evidence/module20_24_supervised_cli_phase2/M22B_16718380_PMC2441693.json	Cytokine stimulation activated STAT3 and induced SOCS3 expression; STAT3-dependent promoter regulation and SOCS3 feedback were supported by perturbation and promoter assays.	The primary full text supports a shared STAT3-to-Socs3 regulatory edge, strongest in the tested cytokine context, but does not prove that every submitted IL-20/IL-21/IL-24/IL-6/LIF handoff induces Socs3 in the same SCI receiver cell.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M22B_16718380_PMC2441693.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	full_text_or_bioc_json	PMCID:PMC2441693	22B	M22B-E000431	M22B-EVID-000001	M22B-P2-R-RECOVERY-STAT3-SOCS3-000001	PMCID:PMC2441693; PMID:16718380; DOI:10.1007/s11010-006-9137-3	16718380	exact_identifier_match:PMCID:PMC2441693	supporting_validated_claim	B	L1	validated_full_text_importable	validated_author_claim	PMCID:PMC2441693; PMID:16718380; DOI:10.1007/s11010-006-9137-3; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_B22B_fulltext/html/PMC2441693.html	IL-6 plus soluble IL-6 receptor induced SOCS3 expression in Stat3+/− and STAT3-reconstituted Stat3−/− mouse embryonic fibroblasts but not Stat3−/− cells; EMSA showed activated STAT3 binding predominantly to the proximal Socs3 promoter STAT motif, with competition and anti-STAT3 supershift controls.	The authors conclude that STAT3 interaction at the proximal Socs3 promoter motif is sufficient for IL-6-dependent Socs3 activation and that the STAT3 N-domain is dispensable for this response; this is a STAT3-to-Socs3 target-gene result, not evidence that every upstream ligand-receptor pair induces Socs3 in SCI.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M22B_16718380_PMC2441693.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	full_text_or_bioc_json	PMCID:PMC2441693	22B	M22B-E000431	M22B-EVID-000001	M22B-P2-R-RECOVERY-STAT3-SOCS3-000002	PMID:16718380; PMCID:PMC2441693; DOI:10.1007/s11010-006-9137-3	16718380	exact_identifier_match:PMCID:PMC2441693	supporting_validated_claim	B	L1	validated_primary_observation	validated_direct_tf_target	PMID:16718380; PMCID:PMC2441693; DOI:10.1007/s11010-006-9137-3; https://pubmed.ncbi.nlm.nih.gov/16718380/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2441693/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_PMC2441693_STAT3_Socs3.html	IL-6 plus soluble IL-6 receptor activated STAT3 in Stat3-null mouse embryonic fibroblasts reconstituted with STAT3 or Delta133STAT3. Northern blot and quantitative PCR showed endogenous Socs3 induction only with STAT3-containing cells. EMSA with murine Socs3 promoter oligonucleotides showed STAT3 interaction primarily at the proximal STAT consensus site; excess intact competitor blocked binding, anti-STAT3 partially supershifted the complex, and mutation of the proximal site prevented competition. Delta133STAT3 retained IL-6-dependent Socs3 induction, so the STAT3 N-domain was not required for this target-gene output.	Retain a direct STAT3 -> Socs3 promoter/target-gene edge in the tested IL-6-responsive mouse comparator. Do not infer that every IL-6-family ligand-receptor handoff induces Socs3 in the same SCI receiver cell, that receptor-proximal pSTAT3 alone proves promoter occupancy, or that the study identifies a downstream TF beyond STAT3.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M22B_16718380_PMC2441693.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	full_text_or_bioc_json	PMCID:PMC2441693	22B	M22B-E000431	M22B-EVID-000027	M22B-P2-R-000027	PMID:16718380; PMCID:PMC2441693; DOI:10.1007/s11010-006-9137-3	16718380	exact_identifier_match:PMCID:PMC2441693	candidate_requires_review		L1	unresolved	unresolved	PMID:16718380; PMCID:PMC2441693; DOI:10.1007/s11010-006-9137-3	A prior abstract-only retrieval exists for this source family, but this distinct handoff row requires an exact primary passage for the shared STAT3-to-Socs3 claim and no retained full-text passage was available through the supervised CLI cache.	Do not reuse the abstract-only or B-layer summary as an import-ready direct STAT3-to-Socs3 record for this distinct edge row.	The artifact is linked to a resolved paper-level review row, but the observation and claim gates are not both satisfied. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M22B_16718380_PMC2441693.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	full_text_or_bioc_json	PMCID:PMC2441693	22B	M22B-E000431	M22B-EVID-000027	M22B-P2-R-000027-R089	PMCID:PMC2441693; PMID:16718380; DOI:10.1007/s11010-006-9137-3	16718380	exact_identifier_match:PMCID:PMC2441693	linked_unresolved		L1	reuse_validated_observation	REUSE_DIRECT_TF_TARGET	PMCID:PMC2441693; PMID:16718380; DOI:10.1007/s11010-006-9137-3; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_external_PMC2441693.html	Reuse the validated STAT3-to-Socs3 primary observation for the repeated handoff; the exact shared TF-level result is supported, but no new ligand-receptor-specific Socs3 experiment is created.	Reuse the validated direct STAT3-to-Socs3 promoter observation without asserting that each submitted IL-20/IL-21/IL-24/IL-6/LIF receptor handoff induces Socs3 in an SCI receiver cell.	The artifact is linked to a Phase-2 evidence row, but the paper, observation, or claim remains unresolved. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M22B_16718380_PMC2441693.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	full_text_or_bioc_json	PMCID:PMC2441693	22B	M22B-E000431	M22B-EVID-000057	M22B-P2-B090-001	PMID:16718380; PMCID:PMC2441693; DOI:10.1007/s11010-006-9137-3	16718380	exact_identifier_match:PMCID:PMC2441693	supporting_validated_claim	B	L1	validated_fulltext	validated_fulltext	https://pmc.ncbi.nlm.nih.gov/articles/PMC2441693/; https://pubmed.ncbi.nlm.nih.gov/16718380/	IL-6 plus soluble IL-6 receptor induced STAT3 phosphorylation and endogenous Socs3 expression in Stat3-deficient mouse embryonic fibroblasts reconstituted with wild-type STAT3 or Delta133STAT3, but not in unreconstituted Stat3-deficient cells. Electrophoretic mobility-shift assays showed STAT3 binding predominantly at the proximal STAT consensus element of the Socs3 promoter; the Delta133STAT3 mutant retained this promoter response.	The authors conclude that IL-6/STAT3 activates Socs3 and that STAT3 interaction at the proximal Socs3 promoter element is sufficient for the tested response; STAT3 N-domain sequences are dispensable in this context. This is direct STAT3-to-Socs3 target evidence, not proof that every queued ligand-receptor handoff induces Socs3 in SCI astrocytes.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M22B_20456019_PMC2928856.json	aa3dbfa446db803afc1164d35386bca374bba66aea2c67e2a7a6ca18fa36e1c5	78615	full_text_or_bioc_json	PMCID:PMC2928856							not_attempted	unmapped_source_artifact								No conservative register crosswalk exists for this artifact.
