expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	context_scope	source_scope	primary_locator	citation_note	curation_status	evidence_summary	limitations	route_evidence_id
M21B-LITEXP-4046	M21B-DOWNSTREAM:02700	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			GLT1-NaKATPase-uptake-coupling	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-002690	M21B-LITEXP-4046	M21B-DOWNSTREAM-EVID:004069	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:19553454; PMCID:PMC6666056	Primary evidence record M21B-DOWNSTREAM-EVID:004069; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The review cites physical GLT-1/Na+-K+-ATPase association coupling glutamate uptake to energetics. Primary model/assay: Rat forebrain/hippocampus and synaptosomes; co-purification, co-IP, colocalization, uptake, ouabain and Src-inhibitor assays	Alpha3-specific contribution was not isolated from alpha2/other pump isoforms; preserve uptake-coupling and synaptosome context.	LITEXP:004076
M21B-LITEXP-4047	M21B-DOWNSTREAM:02709	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			KCNIP3-Kv4.3-channel-modulation	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-002738	M21B-LITEXP-4047	M21B-DOWNSTREAM-EVID:004078	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:25228688; PMCID:PMC4231695	Primary evidence record M21B-DOWNSTREAM-EVID:004078; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The review cites primary structural and biophysical evidence that KChIP3/KCNIP3 binds and modulates Kv4.3/KCND3 gating. Primary model/assay: Fluorescence, ITC, docking, mutant and channel-gating assays	Promote direct auxiliary-channel association/gating modulation in the in-vitro system; no native stoichiometry or SCI inference.	LITEXP:004077
M21B-LITEXP-4048	M21B-DOWNSTREAM:02768	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			CD36-TLR2-TLR6-heterotypic-association	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-002954	M21B-LITEXP-4048	M21B-DOWNSTREAM-EVID:004137	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:16880211; DOI:10.1074/jbc.M602794200	Primary evidence record M21B-DOWNSTREAM-EVID:004137; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The reviews cite primary evidence that ligand-induced TLR2-TLR6 heterodimers associate with CD36 in lipid rafts and undergo receptor sorting and intracellular targeting. Primary model/assay: TLR2/6 and CD36-expressing mammalian cells; ligand-induced lipid-raft clustering, heterotypic association, Golgi targeting and signaling-independent trafficking assays	Review-guided candidate traced to primary CD36-TLR2-TLR6 association evidence.	LITEXP:004078
M21B-LITEXP-4049	M21B-DOWNSTREAM:02769	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			CD36-PTAFR-oxLDL-uptake	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-002955	M21B-LITEXP-4049	M21B-DOWNSTREAM-EVID:004138	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:24130805; PMCID:PMC3793910	Primary evidence record M21B-DOWNSTREAM-EVID:004138; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The review-led primary study shows oxLDL-induced co-recruitment and co-immunoprecipitation of CD36 and PAFR in lipid rafts, with both required for uptake and IL-10 production. Primary model/assay: OxLDL-treated macrophages, PAFR- or CD36-blockade assays, HEK293T reconstitution with both receptors, flotillin-1 co-immunoprecipitation, lipid-raft colocalization and human atherosclerotic plaque analyses	Review-guided candidate traced to primary CD36-PTAFR association evidence.	LITEXP:004079
M21B-LITEXP-4050	M21B-DOWNSTREAM:02908	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			Streptococcus-SpeB-properdin-complement-evasion	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-004795	M21B-LITEXP-4050	M21B-DOWNSTREAM-EVID:004277	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:16329996; DOI:10.1016/j.bbrc.2005.11.078	Primary evidence record M21B-DOWNSTREAM-EVID:004277; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The reviews identify SpeB as a protease that degrades properdin; the cited primary study shows SpeB/protease-dependent properdin degradation, inhibition of the alternative pathway, and increased GAS resistance to neutrophil killing. Primary model/assay: Recombinant wild-type and protease-deficient SpeB, human serum properdin, affinity-column and Western-blot degradation assays, alternative-pathway reconstitution, human-neutrophil opsonophagocytosis assays.	Preserve active SpeB protease versus C192S control and properdin/alternative-pathway context; this is substrate cleavage, not a host-cell signaling relay, with no SCI or terminal-TF inference.	LITEXP:004080
M21B-LITEXP-4051	M21B-DOWNSTREAM:02911	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			Enterococcus-GelE-C5a-complement-evasion	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-004806	M21B-LITEXP-4051	M21B-DOWNSTREAM-EVID:004280	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMCID:PMC2976315; PMID:20843840	Primary evidence record M21B-DOWNSTREAM-EVID:004280; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The reviews identify GelE as a protease that degrades the C5a chemoattractant; the cited primary study demonstrates complete GelE degradation of purified human C5a and reduced neutrophil recruitment in an enterococcal endocarditis model. Primary model/assay: Purified GelE and human C5a with Tris-Tricine/MALDI-TOF analysis; GelE-positive/negative E. faecalis strains in rabbit endocarditis and heterophil-recruitment assays.	Preserve active GelE and human C5a/neutrophil-chemoattractant context; this is extracellular proteolysis and infection-function evidence, not a host-cell receptor relay or SCI inference.	LITEXP:004081
M21B-LITEXP-4052	M21B-DOWNSTREAM:02935	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			Candida-albicans-Sap1-3-C3b-complement-evasion	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-004892	M21B-LITEXP-4052	M21B-DOWNSTREAM-EVID:004304	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:19880183; DOI:10.1016/j.molimm.2009.08.019	Primary evidence record M21B-DOWNSTREAM-EVID:004304; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The reviews identify Sap1–Sap3 as complement-degrading Candida factors; the cited primary reports recombinant Sap1, Sap2 and Sap3 degradation of human C3b and inhibition of terminal complement-complex formation. Primary model/assay: C. albicans culture supernatant and recombinant Sap1/Sap2/Sap3; purified human C3b/C4b/C5 proteolysis assays, triple-sap knockout controls, rabbit-erythrocyte hemolysis and human-plasma TCC assays.	Represent the tested Sap1–Sap3 enzyme set as an aggregate source; preserve human complement substrate and extracellular cleavage/inhibition semantics, not host-cell signaling or SCI evidence.	LITEXP:004082
M21B-LITEXP-4053	M21B-DOWNSTREAM:02936	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			Candida-albicans-Sap1-3-C4b-complement-evasion	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-004893	M21B-LITEXP-4053	M21B-DOWNSTREAM-EVID:004305	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:19880183; DOI:10.1016/j.molimm.2009.08.019	Primary evidence record M21B-DOWNSTREAM-EVID:004305; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The reviews identify Sap1–Sap3 as complement-degrading Candida factors; the cited primary reports recombinant Sap1, Sap2 and Sap3 degradation of human C4b and inhibition of terminal complement-complex formation. Primary model/assay: C. albicans culture supernatant and recombinant Sap1/Sap2/Sap3; purified human C3b/C4b/C5 proteolysis assays, triple-sap knockout controls, rabbit-erythrocyte hemolysis and human-plasma TCC assays.	Represent the tested Sap1–Sap3 enzyme set as an aggregate source; preserve human complement substrate and extracellular cleavage/inhibition semantics, not host-cell signaling or SCI evidence.	LITEXP:004083
M21B-LITEXP-4054	M21B-DOWNSTREAM:02937	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			Candida-albicans-Sap1-3-C5-complement-evasion	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-004894	M21B-LITEXP-4054	M21B-DOWNSTREAM-EVID:004306	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:19880183; DOI:10.1016/j.molimm.2009.08.019	Primary evidence record M21B-DOWNSTREAM-EVID:004306; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The reviews identify Sap1–Sap3 as complement-degrading Candida factors; the cited primary reports recombinant Sap1, Sap2 and Sap3 degradation of human C5 and inhibition of terminal complement-complex formation. Primary model/assay: C. albicans culture supernatant and recombinant Sap1/Sap2/Sap3; purified human C3b/C4b/C5 proteolysis assays, triple-sap knockout controls, rabbit-erythrocyte hemolysis and human-plasma TCC assays.	Represent the tested Sap1–Sap3 enzyme set as an aggregate source; preserve human complement substrate and extracellular cleavage/inhibition semantics, not host-cell signaling or SCI evidence.	LITEXP:004084
M21B-LITEXP-4055	M21B-DOWNSTREAM:02938	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	receptor_proximal_evidence	ligand_receptor_pair|functional_output|transcription_factor|target_gene_expression	source_supported																	source-supported receptor-proximal interaction; functional output not mapped			Candida-albicans-Sap2-CR3-inactivation	primary_literature_route_expansion	receptor_proximal_complex_evidence	M21B-EVID-004903	M21B-LITEXP-4055	M21B-DOWNSTREAM-EVID:004307	literature_expansion:primary_receptor_complex_annotation	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	unknown	Primary source-linked receptor-proximal interaction; functional output and topology remain unresolved.	ambiguous_topology_primary_evidence	PMID:26306739; DOI:10.1016/j.imlet.2015.08.009	Primary evidence record M21B-DOWNSTREAM-EVID:004307; functional output remains unasserted.	curated_primary_route	Primary-supported claim: The reviews identify Sap2 as an inactivator of the macrophage complement receptor CR3; the cited primary reports reduced detectable CD11b/CD18 after Sap2 treatment in macrophage assays. Primary model/assay: Human monocyte-derived macrophages treated with C. albicans Sap2; CR3/CD11b-CD18 surface detection, antibody/siRNA receptor controls and macrophage cytokine/complement-response assays.	Use the Mac-1 complex identity rather than autonomous ITGAM; preserve macrophage and Sap2-treatment context, with no intracellular integrin relay or SCI inference.	LITEXP:004085
