expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-3751	M21B-DOWNSTREAM:03269	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE11888	XEDAR/EDA2R/TNFRSF27	M21B-E003839	NODE11346	TRAF3									XEDAR-TRAF3 proximal NF-kappaB/JNK and ectodermal-differentiation output			XEDAR-TRAF3-proximal-recruitment	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E003839;M21B-EVID-003782;PMID:12270937	M21B-DOWNSTREAM-EVID:004643	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3751	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human; mouse	Human and mouse XEDAR transfection systems with EDA-A2 stimulation, receptor deletion/point-mutant mapping, and NF-kappaB/JNK reporter assays	EDA2R/XEDAR cytoplasmic TRAF3-associated receptor complex	No SCI receiver inference	Primary EDA-A2/XEDAR stimulation, cytoplasmic-region mapping, and reporter evidence support a TRAF3 receptor-proximal route while ligand input, terminal TF, and target-gene layers remain unresolved.	EDA-A2 stimulation, XEDAR deletion and point-mutant mapping, TRAF3 recruitment, and NF-kappaB/JNK reporter assays	unknown	direct_edge	PMID:12270937	Primary XEDAR TRAF3/TRAF6 proximal-signaling study	EDA-A2 stimulation recruits TRAF3 to a mapped XEDAR cytoplasmic region and supports bounded NF-kappaB/JNK signaling.	Preserve EDA-A2/XEDAR ligand-receptor context and distinguish TRAF3 from the parallel TRAF6 branch; no SCI or terminal-TF inference.	curated_primary_route	LITEXP:003801
M21B-LITEXP-3752	M21B-DOWNSTREAM:03270	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE11888	XEDAR/EDA2R/TNFRSF27	M21B-E003840	NODE11351	TRAF6									XEDAR-TRAF6 proximal NF-kappaB/JNK and ectodermal-differentiation output			XEDAR-TRAF6-proximal-recruitment	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E003840;M21B-EVID-003783;PMID:12270937	M21B-DOWNSTREAM-EVID:004644	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3752	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human; mouse	Human and mouse XEDAR transfection systems with EDA-A2 stimulation, receptor deletion/point-mutant mapping, and NF-kappaB/JNK reporter assays	EDA2R/XEDAR cytoplasmic TRAF6-associated receptor complex	No SCI receiver inference	Primary EDA-A2/XEDAR stimulation, cytoplasmic-region mapping, and reporter evidence support a TRAF6 receptor-proximal route while ligand input, terminal TF, and target-gene layers remain unresolved.	EDA-A2 stimulation, XEDAR deletion and point-mutant mapping, TRAF6 recruitment, and NF-kappaB/JNK reporter assays	unknown	direct_edge	PMID:12270937	Primary XEDAR TRAF3/TRAF6 proximal-signaling study	EDA-A2 stimulation recruits TRAF6 to a mapped XEDAR cytoplasmic region and supports bounded NF-kappaB/JNK signaling.	Preserve EDA-A2/XEDAR ligand-receptor context and distinguish TRAF6 from the parallel TRAF3 branch; no SCI or terminal-TF inference.	curated_primary_route	LITEXP:003802
M21B-LITEXP-3753	M21B-DOWNSTREAM:03328	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|phosphorylation_or_activation_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE02796	DDR2	M21B-E011548	NODE10257	SHC1									Collagen-I-DDR2-SHC1-SRC phosphorylation and MMP2-promoter output			COL1A1-DDR2-SHC1-SRC	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E011548;M21B-EVID-010851;PMID:11884411	M21B-DOWNSTREAM-EVID:004727	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3753	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	mouse; rat; human comparator	Collagen-I-stimulated human and rodent DDR2 receptor systems with COS-cell receptor assays, Src inhibition, DDR2/Shc co-immunoprecipitation, receptor phosphorylation, and MMP2-promoter readouts	Collagen-I-activated DDR2-associated SHC1/SRC receptor complex	No SCI receiver inference	Primary collagen-I stimulation, receptor-adaptor association, Src perturbation, and phosphorylation evidence support a DDR2-SHC1 proximal branch while ligand input, terminal TF, and target-gene layers remain unresolved.	Collagen-I stimulation, DDR2/Shc co-immunoprecipitation, Src inhibition, receptor phosphorylation, and MMP2-promoter assays	unknown	direct_edge	PMID:11884411	Primary DDR2-SHC1-Src collagen-receptor signaling study	Collagen-I activation of DDR2 supports receptor association with SHC1 and Src-dependent phosphorylation and promoter readouts.	Preserve fibrillar collagen-I, Src dependence, DDR2 and SHC1 association; no site-specific or terminal-TF inference.	curated_primary_route	LITEXP:003803
M21B-LITEXP-3754	M21B-DOWNSTREAM:02653	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE08650	P2RX7/P2X7 ATP-gated receptor	M21B-E002599	NODE09537	PYCARD/ASC									P2X7-ASC/PYCARD neuronal inflammasome and membrane-breakdown output			P2X7-ASC-NLRP1-neuronal-inflammasome-complex	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002599;M21B-EVID-002542;PMID:19416975	M21B-DOWNSTREAM-EVID:004022	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3754	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	Xenopus; neuronal lysates	Primary neuronal lysates with reciprocal P2X7/PANX1/ASC/NLRP1 immunoprecipitations and P2X7/PANX1-expressing Xenopus oocytes with ATP-induced currents and membrane-breakdown assays	ATP-activated P2X7/PANX1-associated ASC/PYCARD inflammasome complex	No SCI receiver inference	Primary neuronal-complex and ATP-perturbation evidence supports a P2X7-ASC/PYCARD receptor-proximal inflammasome output while ligand input, terminal TF, and target-gene layers remain unresolved.	Reciprocal immunoprecipitation, ATP-induced currents, membrane-breakdown assays, and anti-ASC blockade	unknown	direct_edge	PMID:19416975	Primary P2X7-ASC neuronal inflammasome-complex study	ASC/PYCARD associates with P2X7 in neuronal lysates, and anti-ASC perturbation inhibits ATP-triggered P2X7/PANX1 oocyte membrane breakdown.	Represent ATP-activated P2X7 association with ASC/PYCARD within the neuronal NLRP1 complex; preserve multiprotein-complex and anti-ASC semantics and do not infer direct binary binding or generalize beyond the neuronal system.	curated_primary_route	LITEXP:003804
M21B-LITEXP-3755	M21B-DOWNSTREAM:02714	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE04381	GPR179	M21B-E002803	NODE11423	TRPM1									GPR179-TRPM1 retinal channel-complex and electroretinographic output			GPR179-TRPM1-retinal-channel-complex	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002803;M21B-EVID-002746;PMID:24790204;PMCID:PMC4004817	M21B-DOWNSTREAM-EVID:004083	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3755	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	as stated in primary model/assay	Retinal co-immunoprecipitation, HEK interaction, electroretinography, and capsaicin-current assays	GPR179-associated TRPM1 retinal channel complex	No SCI receiver inference	Primary retinal interaction and channel-function evidence supports a GPR179-TRPM1 receptor-proximal output while ligand input, intracellular relay, terminal TF, and target-gene layers remain unresolved.	Retinal co-immunoprecipitation, HEK interaction, electroretinography, and capsaicin-current assays	unknown	direct_edge	PMID:24790204; PMCID:PMC4004817	Primary GPR179-TRPM1 retinal channel-complex study	Primary retinal interaction and channel-function assays support a GPR179-TRPM1 complex and bounded retinal signaling output.	Preserve retinal complex/gating modulation semantics; no autonomous GPCR signaling or SCI inference.	curated_primary_route	LITEXP:003805
M21B-LITEXP-3756	M21B-DOWNSTREAM:03038	retained_evidence_route	????>receptor>????>????>output	downstream_output_annotation_unlinked_topology	receptor|cellular_functional_readout	ligand_receptor_pair|intracellular_continuation|transcription_factor|target_gene_expression	not_assayed				NODE08700	P2Y12/P2RY12												P2Y12-dependent microglial experience-dependent synaptic remodeling and cortical-plasticity output			P2Y12-microglial-experience-dependent-synaptic-remodeling	receptor_output_evidence	primary_functional_output	M21B-EVID-005748;PMID:26948129;DOI:10.1038/ncomms10905	M21B-DOWNSTREAM-EVID:004407	literature_expansion:bounded_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3756	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse	Mouse visual-cortex monocular-deprivation model with P2ry12 genetic/pharmacologic disruption, microglial process dynamics, synaptic-element uptake, and ocular-dominance-plasticity readouts	P2Y12 microglial receptor to synapse-engagement and cortical-plasticity output	Visual-cortex critical-period context; no traumatic-SCI transfer inferred	Primary evidence supports a P2Y12-dependent microglial synaptic-remodeling output while the ligand-receptor pair, intracellular relay, terminal TF, and target-gene layers remain unresolved.	P2ry12 genetic/pharmacologic disruption, monocular deprivation, microglial process imaging, synaptic-element uptake, and ocular-dominance assays	unknown	direct_edge	PMID:26948129; DOI:10.1038/ncomms10905	Primary P2Y12 microglial synaptic-plasticity study	P2Y12 disruption alters microglial process behavior, synaptic-element interactions, and ocular-dominance plasticity in mouse visual cortex.	Preserve ADP/P2Y12 microglial motility and visual-cortex critical-period context; the primary supports synaptic remodeling/plasticity, not a universal pruning mechanism or traumatic-SCI effect.	curated_primary_route	LITEXP:003806
M21B-LITEXP-3757	M21B-DOWNSTREAM:03039	retained_evidence_route	????>receptor>????>????>output	downstream_output_annotation_unlinked_topology	receptor|cellular_functional_readout	ligand_receptor_pair|intracellular_continuation|transcription_factor|target_gene_expression	not_assayed				NODE01417	C1Q/complement component 1q												C1q-dependent developmental microglial synapse-elimination output			C1Q-microglial-synapse-elimination	receptor_output_evidence	primary_functional_output	M21B-EVID-005756;PMID:18083105;DOI:10.1016/j.cell.2007.10.036	M21B-DOWNSTREAM-EVID:004408	literature_expansion:bounded_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3757	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse	Postnatal mouse retina and lateral geniculate nucleus with C1qa/C3 knockout, retinogeniculate refinement, synapse-number, and electrophysiological readouts	C1q classical-complement signal to developmental CNS synapse-elimination output	Developmental retinogeniculate context; no traumatic-SCI transfer inferred	Primary complement-loss evidence supports a C1q-dependent developmental synapse-elimination output while the direct microglial receptor, intracellular relay, terminal TF, and target-gene layers remain unresolved.	C1qa or C3 knockout, retinogeniculate anatomical refinement, synapse-number, and electrophysiological assays	unknown	direct_edge	PMID:18083105; DOI:10.1016/j.cell.2007.10.036	Primary classical-complement CNS synapse-elimination study	C1q and C3 loss alter developmental retinogeniculate synapse elimination and associated microglial pruning outputs.	Preserve developmental retinogeniculate C1q/C3 complement context; the primary does not isolate direct C1q binding to a microglial receptor or establish traumatic-SCI function.	curated_primary_route	LITEXP:003807
M21B-LITEXP-3758	M21B-DOWNSTREAM:03040	retained_evidence_route	????>receptor>????>????>output	downstream_output_annotation_unlinked_topology	receptor|phagocytosis_or_engulfment	ligand_receptor_pair|intracellular_continuation|transcription_factor|target_gene_expression	not_assayed				NODE08713	P2Y6/P2RY6												P2Y6-dependent developmental microglial synapse-phagocytosis output			P2Y6-microglial-developmental-synapse-phagocytosis	receptor_output_evidence	primary_functional_output	M21B-E005821;M21B-EVID-005764;PMID:37758475;PMCID:PMC10697425;DOI:10.1523/JNEUROSCI.1089-23.2023	M21B-DOWNSTREAM-EVID:004409	literature_expansion:bounded_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3758	mechanism_evidence_v1	supports	not_evaluated	source_claim	phagocytosis_or_engulfment	as stated in primary model/assay	Postnatal P2ry6-knockout and wild-type mice with microglial CD68/VGLUT1 internalization, synapse-density measurements, adult-memory assays, and developmental neuron-glia cultures	P2Y6 microglial receptor to developmental synaptic-material internalization output	Developmental microglial context; no SCI transfer inferred	Primary P2ry6-loss evidence supports a developmental microglial synapse-phagocytosis output while the ligand-receptor pair, intracellular relay, terminal TF, and target-gene layers remain unresolved.	P2ry6 knockout, microglial CD68/VGLUT1 internalization, synapse-density measurements, memory assays, and neuron-glia cultures	unknown	direct_edge	PMID:37758475; PMCID:PMC10697425; DOI:10.1523/JNEUROSCI.1089-23.2023	Primary P2Y6 microglial developmental synapse-pruning study	P2ry6 loss reduces microglial synaptic-material internalization and increases synapse density in postnatal mouse cortex and hippocampus.	Preserve developmental microglial P2Y6 functional context and distinguish synapse phagocytosis from UDP-dependent neuronal phagocytosis; no direct receptor-to-engulfment molecular mechanism or SCI/terminal-TF inference.	curated_primary_route	LITEXP:003808
M21B-LITEXP-3759	M21B-DOWNSTREAM:03045	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE04336	GPC4/glypican-4	M21B-E005873	NODE09479	PTPRD/PTPdelta												Astrocyte GPC4-PTPRD synaptogenesis and neuronal-pentraxin release output			GPC4-PTPRD-NPTX1-synaptogenesis	validated_ligand_receptor_edge	primary_functional_output	M21B-E005873;M21B-EVID-005816;PMID:29024665;PMCID:PMC5663462;DOI:10.1016/j.neuron.2017.09.053	M21B-DOWNSTREAM-EVID:004414	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3759	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse	Developing mouse visual-system astrocytes and retinal-ganglion/neuron cultures with soluble GPC4, PTPRD interaction blockade, PTPRD knockdown/rescue, conditioned-medium, and co-culture synaptogenesis assays	Astrocyte-derived GPC4 engagement of presynaptic PTPRD/PTPdelta with synaptogenesis output	Developmental visual-system context; no SCI transfer inferred	Primary interaction blockade, PTPRD perturbation, and astrocyte-neuron assays support a GPC4-PTPRD functional output while intracellular relay, TF, and target-gene layers remain unresolved.	Soluble GPC4, PTPRD interaction blockade, PTPRD knockdown/rescue, conditioned-medium, and co-culture synaptogenesis assays	unknown	direct_edge	PMID:29024665; PMCID:PMC5663462; DOI:10.1016/j.neuron.2017.09.053	Primary astrocytic GPC4-PTPRD synaptogenesis study	Astrocytic GPC4 signaling through presynaptic PTPRD/PTPdelta supports neuronal pentraxin release and synaptogenesis in developing visual-system cultures.	Promote only the astrocyte-derived GPC4-to-presynaptic PTPRD/PTPdelta signaling layer supported by the primary; preserve glypican cleavage/heparan-sulfate and developmental neuronal-context boundaries, and do not infer a universal PTPRD relay or SCI/terminal-TF effect.	curated_primary_route	LITEXP:003809
M21B-LITEXP-3760	M21B-DOWNSTREAM:02708	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE09588	RAMP3	M21B-E002791	NODE04342	GPER1/GPR30									RAMP3-GPER1 accessory-complex trafficking and sex-dependent cardioprotection output			RAMP3-GPER-accessory-trafficking	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002791;M21B-EVID-002734;PMID:23674134;PMCID:PMC3724340	M21B-DOWNSTREAM-EVID:004077	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3760	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse	HEK BRET/co-immunoprecipitation/confocal systems and mouse cardiac-function models	RAMP3-associated GPER1/GPR30 receptor-accessory complex	Cardiac and sex-dependent context; no SCI transfer inferred	Primary BRET, co-immunoprecipitation, localization, and cardiac-function evidence supports a RAMP3-GPER1 receptor-proximal output while ligand input, relay, terminal TF, and target-gene layers remain unresolved.	BRET, co-immunoprecipitation, confocal localization, and mouse cardiac-function assays	unknown	direct_edge	PMID:23674134; PMCID:PMC3724340	Primary GPER1-RAMP3 cardioprotection study	GPER1/GPR30 interacts with RAMP3 in receptor-expression systems and the complex is associated with sex-dependent cardiac protection in mice.	Preserve GPER1/GPR30 nomenclature and cardiac/sex-specific context; no universal trafficking or SCI inference.	curated_primary_route	LITEXP:003810
