evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-5401	M20A-EXT-2356	lgals3 mcam	M21A-REUSE-2540	medium-high	high	PMID:28364041;DOI:10.1074/jbc.M117.783431;PMID:29741757;DOI:10.1002/1873-3468.13083	Glycan-dependent LGALS3-MCAM/CD146 binding, receptor dimerization, AKT signaling, and endothelial migration/cytokine function support qualified-high promotion; preserve endothelial glycoprotein and cell-context boundaries.	true	true	false
M21A-PAIR-EVID-5403	M20A-EXT-2359	lgi1 adam22	M21A-REUSE-2542	medium-high	high	PMCID:PMC2575350;PMID:20133599	Direct LGI1-ADAM22 binding and ADAM22-linked synaptic-complex function support qualified-high promotion; ADAM22 is non-catalytic and associated ADAM23, MAGUK, and ion-channel components remain required context.	true	true	false
M21A-PAIR-EVID-5405	M20A-EXT-2361	lgi1 rtn4r	M21A-REUSE-2543	medium-high	high	PMID:20463223;PMID:27468420;DOI:10.1002/mgg3.215	LGI1 binding to RTN4R/NgR1 in an ADAM22-associated complex and receptor-dependent growth-cone/myelin-inhibition function support qualified-high promotion; preserve GPI-anchored RTN4R and coreceptor context.	true	true	false
M21A-PAIR-EVID-5407	M20A-EXT-2365	lgi3 adam23	M21A-REUSE-2545	medium-high	high	PMID:38194969;PMCID:PMC10828548;DOI:10.1083/jcb.202211031	LGI3 secretion, ADAM23-dependent juxtaparanodal organization, genetics, and axonal electrical function support qualified-high promotion; preserve LGI2 redundancy, myelinated-axon context, and the non-kinase receptor-complex scope.	true	true	false
M21A-PAIR-EVID-5410	M20A-EXT-2375	lhb lhcgr	M21A-REUSE-2547	medium-high	high	https://academic.oup.com/endo/article/165/6/bqae052/7659435;PMID:12456794;DOI:10.1210/me.2002-0208	The LHB subunit contributes to intact alpha/beta LH or LHB-CGA fusion binding and LHCGR Gs/cAMP and calcium function; promote only in the intact glycoprotein-ligand context, not isolated LHB agonism.	true	true	false
M21A-PAIR-EVID-5411	M20A-EXT-2381	lif il6st_lifr	M21A-REUSE-2548	medium-high	high	PMID:8921810;DOI:10.1161/01.CIR.94.10.2626;PMID:9712900;DOI:10.1074/jbc.273.35.22701;PMID:9242667	Exact LIFR-IL6ST/gp130 complex activation with JAK/STAT3, MAPK, differentiation, and cardiac function supports qualified-high promotion; preserve composite-receptor stoichiometry and tissue-specific branch use.	true	true	false
M21A-PAIR-EVID-5413	M20A-EXT-2415	lrrc4b ptprf	M21A-REUSE-2549	medium-high	high	PMID:19252495;PMID:20139422;Reactome:R-HSA-6798258	Direct LRRC4B/NGL3-PTPRF/LAR ectodomain binding and trans-synaptic synaptogenesis function support qualified-high promotion; preserve splice and synaptic context, with adhesion/PTP organization rather than a defined kinase cascade.	true	true	false
M21A-PAIR-EVID-5414	M20A-EXT-2418	lta_ltb ltbr	M21A-REUSE-2550	medium-high	high	PMID:8171323;DOI:10.1126/science.8171323;PMID:24248355;PMCID:PMC3856818;DOI:10.1073/pnas.1310838110;PMID:12556537	Membrane LTalpha1beta2 binding and LTBR dimerization with TRAF/NIK/IKK and NF-kappaB function support qualified-high promotion; preserve the heterotrimeric ligand and canonical/noncanonical branch context.	true	true	false
M21A-PAIR-EVID-5415	M20A-EXT-2427	ltf lrp1	M21A-REUSE-2551	medium-high	high	PMID:15178744;DOI:10.1016/j.bone.2004.03.006;PMID:12215536	LTF binding to an LRP1-containing context, RAP-sensitive/LRP1-null comparisons, ERK1/2, and osteoblast mitogenic function support qualified-high promotion; preserve multiligand LRP1 and endocytic/mitogenic scope.	true	true	false
M21A-PAIR-EVID-5416	M20A-EXT-2437	matn1 itga1	M21A-REUSE-2552	medium-high	high	PMID:10196235;DOI:10.1074/jbc.274.16.11417	MATN1/CMP association with alpha1beta1 and adhesion/spreading function support qualified-high promotion at exact extracellular binding/function scope; no purified affinity or intracellular relay is claimed.	true	true	false
M21A-PAIR-EVID-5418	M20A-EXT-2443	mdk alk	M21A-REUSE-2554	medium-high	high	PMID:12122009;DOI:10.1074/jbc.M205749200	Cell-based MDK-ALK binding, ALK phosphorylation, PI3K/MAPK signaling, and growth/angiogenic function support qualified-high promotion; preserve debated receptor-composition and model-context boundaries.	true	true	false
M21A-PAIR-EVID-5419	M20A-EXT-2444	mdk gpc2	M21A-REUSE-2555	medium-high	high	PMID:12084985;DOI:10.1023/A:1016042303253	Heparan-sulfate-dependent MDK-GPC2 binding, GPC2 clustering, neuronal adhesion, and neurite outgrowth support qualified-high extracellular binding/function promotion; GPC2 has no defined cytosolic relay and no TF claim is added.	true	true	false
