evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-1361	M20A-CELLCHAT-REMAINING-0920	glu-slc1a1_gls grin1_grin2a	M21A-REUSE-0900	medium-high	high	PMID:7476914; PMID:9463421; PMID:9625862	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1362	M20A-CELLCHAT-REMAINING-0921	glu-slc1a1_gls grin1_grin2b	M21A-REUSE-0901	medium-high	high	PMID:7476914; PMID:9463421; PMID:9380752	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1363	M20A-CELLCHAT-REMAINING-0922	glu-slc1a1_gls grin1_grin2c	M21A-REUSE-0902	medium-high	high	PMID:9463421; PMID:18635641; PMID:9380752	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1364	M20A-CELLCHAT-REMAINING-0923	glu-slc1a1_gls grin1_grin2d	M21A-REUSE-0903	medium-high	high	PMID:9463421; PMID:9625862; PMID:10835034	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1365	M20A-CELLCHAT-REMAINING-0924	glu-slc1a1_gls grm1	M21A-REUSE-0904	medium-high	high	PMID:37546908; PMID:25193666	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1366	M20A-CELLCHAT-REMAINING-0925	glu-slc1a1_gls grm2	M21A-REUSE-0905	medium-high	high	PMID:37546908; PMID:25193666	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1367	M20A-CELLCHAT-REMAINING-0926	glu-slc1a1_gls grm3	M21A-REUSE-0906	medium-high	high	PMID:37546908; PMID:25193666	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1368	M20A-CELLCHAT-REMAINING-0927	glu-slc1a1_gls grm4	M21A-REUSE-0907	medium-high	high	PMID:37546908; PMID:12657674; PMID:25193666	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1369	M20A-CELLCHAT-REMAINING-0928	glu-slc1a1_gls grm5	M21A-REUSE-0908	medium-high	high	PMID:37546908; PMID:25193666	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1370	M20A-CELLCHAT-REMAINING-0929	glu-slc1a1_gls grm6	M21A-REUSE-0909	medium	high	PMID:37546908; PMID:12657674; PMID:25193666	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1371	M20A-CELLCHAT-REMAINING-0930	glu-slc1a1_gls grm7	M21A-REUSE-0910	medium-high	high	PMID:37546908; PMID:25193666	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1372	M20A-CELLCHAT-REMAINING-0931	glu-slc1a1_gls grm8	M21A-REUSE-0911	medium-high	high	PMID:37546908; PMID:12657674; PMID:25193666	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1373	M20A-CELLCHAT-REMAINING-0932	glu-slc1a1_gls2 gria1	M21A-REUSE-0912	medium-high	high	PMID:37921875; PMID:19409270	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1374	M20A-CELLCHAT-REMAINING-0933	glu-slc1a1_gls2 gria2	M21A-REUSE-0913	medium-high	high	PMID:37921875; PMID:19409270; PMID:20980546	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1375	M20A-CELLCHAT-REMAINING-0934	glu-slc1a1_gls2 gria3	M21A-REUSE-0914	medium-high	high	PMID:37921875; PMID:19409270	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1376	M20A-CELLCHAT-REMAINING-0935	glu-slc1a1_gls2 gria4	M21A-REUSE-0915	medium-high	high	PMID:37921875; PMID:19409270	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1377	M20A-CELLCHAT-REMAINING-0936	glu-slc1a1_gls2 grik1	M21A-REUSE-0916	medium-high	high	PMID:25139762; PMID:20837679	Exact mature-glutamate receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
