review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-0958	Bmp5 Acvr2a_Bmpr1a	reviewed_unresolved	PMID:17541940; PMCID:PMC2750834; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP5+ACVR2A+BMPR1A+exact	rat	primary rat chondrocytes; no exact ACVR2A/BMPR1A reconstitution	BMP5 stimulation and phospho-SMAD1/5/8 and p38 measurement; no receptor-complex perturbation	no qualifying exact BMP5-ACVR2A/BMPR1A receptor-complex edge	ligand_receptor_binding_or_activation	BMP5 ligand-level SMAD1/5/8 and weak p38 branch; exact receptor complex unresolved	low	BMP5-induced SMAD1/5/8 is ligand-level evidence only; receptor-family annotations and BMP5 paralog evidence were not transferred; no direct ternary complex or receptor-specific perturbation located	—
M20A-EXT-0959	Bmp5 Acvr2a_Bmpr1b	reviewed_unresolved	PMID:17541940; PMCID:PMC2750834; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP5+ACVR2A+BMPR1B+exact	rat	primary rat chondrocytes; no exact ACVR2A/BMPR1B reconstitution	BMP5 stimulation and phospho-SMAD1/5/8 and p38 measurement; no receptor-complex perturbation	no qualifying exact BMP5-ACVR2A/BMPR1B receptor-complex edge	ligand_receptor_binding_or_activation	BMP5 ligand-level SMAD1/5/8 and weak p38 branch; exact receptor complex unresolved	low	BMP5 ligand-level signaling does not identify BMPR1B or ACVR2A in the same active complex; BMP6/7 receptor evidence was not transferred	—
M20A-EXT-0960	Bmp5 Acvr2b_Bmpr1a	reviewed_unresolved	PMID:17541940; PMCID:PMC2750834; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP5+ACVR2B+BMPR1A+exact	rat	primary rat chondrocytes; no exact ACVR2B/BMPR1A reconstitution	BMP5 stimulation and phospho-SMAD1/5/8 and p38 measurement; no receptor-complex perturbation	no qualifying exact BMP5-ACVR2B/BMPR1A receptor-complex edge	ligand_receptor_binding_or_activation	BMP5 ligand-level SMAD1/5/8 and weak p38 branch; exact receptor complex unresolved	low	No exact ACVR2B/BMPR1A binding, activation, or receptor-specific perturbation was located; shared BMP type-II receptor annotations are insufficient	—
M20A-EXT-0961	Bmp5 Acvr2b_Bmpr1b	reviewed_unresolved	PMID:17541940; PMCID:PMC2750834; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP5+ACVR2B+BMPR1B+exact	rat	primary rat chondrocytes; no exact ACVR2B/BMPR1B reconstitution	BMP5 stimulation and phospho-SMAD1/5/8 and p38 measurement; no receptor-complex perturbation	no qualifying exact BMP5-ACVR2B/BMPR1B receptor-complex edge	ligand_receptor_binding_or_activation	BMP5 ligand-level SMAD1/5/8 and weak p38 branch; exact receptor complex unresolved	low	No exact ACVR2B/BMPR1B binding, activation, or receptor-specific perturbation was located; BMP-family paralog evidence was not transferred	—
M20A-EXT-0962	Bmp6 Acvr2a_Bmpr1a	reviewed_relay_candidate	PMID:18436533; PMCID:PMC3258927; DOI:10.1074/jbc.M800850200; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP6+ACVR2A+BMPR1A	human	primary human bone-marrow mesenchymal stem cells	BMP6 stimulation with RNAi knockdown of ACVR2A/BMPR1A and osteoblastic differentiation/readouts; receptor utilization compared across BMP2/4/6/7	receptor co-requirement for BMP6 osteoinductive relay	receptor_proximal_relay	ACVR2A/BMPR1A-associated BMP6-SMAD1/5/8 osteogenic branch	medium	The study supports receptor dependence in hMSC but does not directly resolve a purified BMP6-ACVR2A-BMPR1A ternary complex; BMPR1B and ACVR2B were weak/not significant in that model; no terminal TF occupancy assigned	—
M20A-EXT-0963	Bmp6 Acvr2a_Bmpr1b	reviewed_unresolved	PMID:18436533; PMCID:PMC3258927; DOI:10.1074/jbc.M800850200; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP6+ACVR2A+BMPR1B	human	primary human bone-marrow mesenchymal stem cells	BMP6 stimulation with receptor RNAi and osteoblastic differentiation; BMPR1B expression/knockdown evaluated	no qualifying exact BMP6-ACVR2A/BMPR1B relay	ligand_receptor_binding_or_activation	BMP6 ACVR2A/BMPR1A-associated branch; BMPR1B subtype boundary	low	BMPR1B was expressed at low level and did not make a significant contribution in the matched model; BMP7/BMPR1B binding was not transferred to BMP6	—
M20A-EXT-0964	Bmp6 Acvr2b_Bmpr1a	reviewed_unresolved	PMID:18436533; PMCID:PMC3258927; DOI:10.1074/jbc.M800850200; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP6+ACVR2B+BMPR1A	human	primary human bone-marrow mesenchymal stem cells	BMP6 stimulation with receptor RNAi and osteoblastic differentiation; ACVR2B expression/knockdown evaluated	no qualifying exact BMP6-ACVR2B/BMPR1A relay	ligand_receptor_binding_or_activation	BMP6 ACVR2A/BMPR1A-associated branch; ACVR2B subtype boundary	low	ACVR2B was expressed at low level and was not significant in the matched model; ACVR2A evidence cannot be substituted for ACVR2B	—
M20A-EXT-0965	Bmp6 Acvr2b_Bmpr1b	reviewed_unresolved	PMID:18436533; PMCID:PMC3258927; DOI:10.1074/jbc.M800850200; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP6+ACVR2B+BMPR1B	human	primary human bone-marrow mesenchymal stem cells	BMP6 stimulation with receptor RNAi and osteoblastic differentiation; BMPR1B and ACVR2B were evaluated as low-expression receptors	no qualifying exact BMP6-ACVR2B/BMPR1B relay	ligand_receptor_binding_or_activation	BMP6 ACVR2A/BMPR1A-associated branch; dual subtype boundary	low	Neither receptor made a significant contribution in the matched model; no direct exact-complex binding or activation assay was located	—
M20A-EXT-0966	Bmp6 Amhr2	reviewed_unresolved	PMID:18436533; PMID:22294741; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP6+AMHR2+binding+activation	human; mouse	BMP6 receptor-utilization studies in hMSC and AMHR2/AMH receptor systems; no exact BMP6-AMHR2 model	Exact-pair PubMed, PMC, and publisher search; BMP6 canonical receptor evidence and AMHR2/AMH studies reviewed separately	no qualifying exact BMP6-AMHR2 binding, activation, or relay edge	ligand_receptor_binding_or_activation	BMP6 ACVR2A/BMPR1A/BMPR2 branch versus AMH-AMHR2 branch	low	AMHR2 is the type-II receptor for AMH; BMP6 evidence for ACVR2A, BMPR2, and BMP type-I receptors was not transferred to AMHR2	—
M20A-EXT-0967	Bmp7 Actr2	reviewed_unresolved	PMCID:PMC2705212; PMCID:PMC2788225; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP7+ActRII+exact+subtype	human; mouse	BMP7 type-II receptor binding/reporter studies; ActRIIA and ActRIIB are not resolved by the submitted Actr2 label	BMP7 binding to ActRIIA/ActRIIB ectodomains and receptor-dependent signaling were searched; no exact unspecified-ActR2 record treated as subtype-resolved	no qualifying exact BMP7-Actr2 edge	ligand_receptor_binding_or_activation	BMP7 ActRIIA/ActRIIB branches; submitted type-II subtype unresolved	low	Actr2 is an ambiguous family label; evidence for ACVR2A or ACVR2B cannot be collapsed into one exact receptor node, and type-I partner composition varies by assay	—
M20A-EXT-0968	Bmp7 Acvr1b	reviewed_unresolved	PMID:18436533; PMCID:PMC3258927; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP7+ACVR1B+ALK4+exact	human; mouse	BMP7 receptor-utilization and ALK4/ACVR1B activin studies searched separately	Exact-pair binding, activation, receptor perturbation, and downstream BMP7-ACVR1B searches	no qualifying exact BMP7-ACVR1B relay	ligand_receptor_binding_or_activation	BMP7 canonical ALK2/ALK3/ALK6 branch versus ACVR1B/ALK4 activin branch	low	BMP7 evidence for ACVR1/ALK2, BMPR1A/ALK3, or BMPR1B/ALK6 is not evidence for ACVR1B/ALK4; no exact BMP7-ACVR1B assay located	—
M20A-EXT-0969	Bmp7 Acvr2a_Bmpr1a	reviewed_relay_candidate	PMID:18436533; PMCID:PMC3258927; DOI:10.1074/jbc.M800850200; PMID:7790373; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP7+ACVR2A+BMPR1A	human; mouse	primary human hMSC receptor-utilization assays and BMP7 receptor-binding/reporter systems	BMP7 stimulation with ACVR2A/BMPR1A receptor perturbation/utilization readouts and osteoblastic differentiation	BMP7 receptor co-requirement/complex-level relay	receptor_proximal_relay	ACVR2A/BMPR1A-associated BMP7-SMAD1/5/8 osteogenic branch	medium-low	The hMSC study supports receptor utilization but not a purified ternary complex; BMP7 receptor binding is context-dependent and the exact type-II/type-I stoichiometry is not isolated in every assay	—
M20A-EXT-0970	Bmp7 Acvr2a_Bmpr1b	reviewed_binding_only	PMCID:PMC6679395; PMCID:PMC3403000; DOI:10.1111/j.1742-4658.2007.06187.x; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP7+ACVR2A+BMPR1B+binding	human; mouse; chick	BMP7 ectodomain/receptor binding, chemotaxis, and spinal-neuron structure/function studies	Direct BMP7 binding to ACVR2A and BMPR1B component receptors; chemotropic model includes additional BMPRII and does not isolate the submitted binary complex	component binding without exact submitted-complex activation	ligand_receptor_binding_or_activation	BMP7 ACVR2A/BMPR1B chemotropic/type-II receptor branch	medium	Direct component binding and a BMPR1B-containing chemotropic model support physical association, but the active tetramer also includes BMPRII or other context-dependent components; no exact ACVR2A/BMPR1B-only relay was demonstrated	—
M20A-EXT-0971	Bmp7 Acvr2b_Bmpr1a	reviewed_unresolved	PMID:18436533; PMCID:PMC3258927; PMCID:PMC2788225; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP7+ACVR2B+BMPR1A	human; mouse	BMP7 hMSC receptor utilization and ActRIIB-dependent chemotaxis/signaling studies	BMP7 receptor RNAi and functional assays; ACVR2B/ActRIIB was not the required type-II receptor in the matched BMP7 chemotaxis model	no qualifying exact BMP7-ACVR2B/BMPR1A relay	ligand_receptor_binding_or_activation	BMP7 ACVR2A/BMPR1A and BMPRII-associated branches; ACVR2B subtype boundary	low	ActRIIB evidence was negative or non-diagnostic in the key chemotaxis assay; ACVR2A evidence cannot be transferred to ACVR2B and no exact BMPR1A complex was isolated	—
M20A-EXT-0972	Bmp7 Acvr2b_Bmpr1b	reviewed_unresolved	PMID:18436533; PMCID:PMC3258927; PMCID:PMC2788225; PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=BMP7+ACVR2B+BMPR1B	human; mouse; chick	BMP7 receptor-utilization, type-II receptor RNAi, and spinal-neuron structure/function studies	BMP7 receptor perturbation and component-binding searches; no exact ACVR2B/BMPR1B active complex isolated	no qualifying exact BMP7-ACVR2B/BMPR1B relay	ligand_receptor_binding_or_activation	BMP7 ACVR2A/BMPR1B and BMPRII-associated branches; ACVR2B subtype boundary	low	The primary chemotaxis work identifies ActRIIA and BMPRII rather than ActRIIB; a BMP7/BMPR1B model does not establish the ACVR2B complex	—
M20A-EXT-0973	Bmp7 Eng	reviewed_relay_candidate	DOI:10.1074/jbc.274.2.584; DOI:10.1074/jbc.M611062200; DOI:10.1074/jbc.M611062200; https://www.sciencedirect.com/science/article/pii/S0021925819883163	human; mouse	endoglin-transfected myoblasts and receptor-complex affinity-labeling/co-immunoprecipitation systems	BMP7/endoglin association requires ligand-binding kinase receptor partners; endoglin overexpression enhanced BMP7-SMAD1/5 signaling	accessory co-receptor association and signaling modulation	receptor_proximal_relay	BMP7-ENG with ActRIIA/ActRIIB and ALK2/3/6-dependent SMAD1/5 branch	medium	ENG is an accessory/type-III co-receptor without an independent kinase domain; BMP7-ENG association is receptor-complex dependent and not a standalone ENG receptor; exact type-I/type-II composition varies by model	—
