evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-3027	M20A-EXT-2000	has2 cd44	M21A-REUSE-1578	medium	high	PMID:22473523;PMID:28533273	Exact pair-associated receptor-proximal relay or bounded downstream function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3029	M20A-EXT-2002	hbegf cd44	M21A-REUSE-1579	medium	high	PMID:29321661;PMID:17177600	Exact pair-associated receptor-proximal relay or bounded downstream function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3038	M20A-EXT-2013	hdc hrh1	M21A-REUSE-1581	medium	high	PMID:21885652	Exact pair-associated receptor-proximal relay or bounded downstream function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3040	M20A-EXT-2015	hdc hrh3	M21A-REUSE-1583	medium	high	PMID:33918940	Exact pair-associated receptor-proximal relay or bounded downstream function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3041	M20A-EXT-2016	hdc hrh4	M21A-REUSE-1584	medium	high	PMID:27381299	Exact pair-associated receptor-proximal relay or bounded downstream function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3045	M20A-EXT-2021	hgf itgb1	M21A-REUSE-1585	medium	high	PMID:24490163	Exact pair-associated receptor-proximal relay or bounded downstream function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3051	M20A-EXT-2032	hp tlr4	M21A-REUSE-1589	medium	high	https://pubmed.ncbi.nlm.nih.gov/39416789/;https://pubmed.ncbi.nlm.nih.gov/22156194/	Exact pair-associated receptor-proximal relay or bounded downstream function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3052	M20A-EXT-2034	hras agtr1a	M21A-REUSE-1590	medium	high	https://pubmed.ncbi.nlm.nih.gov/29054855/;https://pubmed.ncbi.nlm.nih.gov/8794890/	Exact pair-associated receptor-proximal relay or bounded downstream function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3053	M20A-EXT-2035	hras cav1	M21A-REUSE-1591	medium	high	https://pubmed.ncbi.nlm.nih.gov/8910575/;https://pubmed.ncbi.nlm.nih.gov/18600479/;https://pubmed.ncbi.nlm.nih.gov/24567358/	Exact pair-associated receptor-proximal relay or bounded downstream function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3055	M20A-EXT-2037	hras tlr9	M21A-REUSE-1593	medium	high	https://pubmed.ncbi.nlm.nih.gov/12867418/;https://www.sciencedirect.com/science/article/pii/S0021925820834437	Exact pair-associated receptor-proximal relay or bounded downstream function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3056	M20A-EXT-2038	hsp90aa1 cftr	M21A-REUSE-1594	medium	high	https://pubmed.ncbi.nlm.nih.gov/22701530/;https://pubmed.ncbi.nlm.nih.gov/30985981/;https://pmc.ncbi.nlm.nih.gov/articles/PMC1171036/	Exact pair-associated receptor-proximal relay or bounded downstream function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
