evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-1761	M20A-CELLCHAT-REMAINING-1345	klk6 f2r	M21A-REUSE-1182	medium	high	PMID:16800746; PMID:23647384; PMCID:PMC4097186	Exact receptor/complex interaction and bounded relay or function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-1762	M20A-CELLCHAT-REMAINING-1346	klk6 f2rl1	M21A-REUSE-1183	medium	high	PMID:16800746; PMID:18778305; PMID:23647384; PMCID:PMC2692621	Exact receptor/complex interaction and bounded relay or function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-1768	M20A-CELLCHAT-REMAINING-1352	lama2 adgrg6	M21A-REUSE-1185	medium	high	PMID:25695270; PMCID:PMC4335265; DOI:10.1016/j.neuron.2014.12.057	Exact receptor/complex interaction and bounded relay or function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-1769	M20A-CELLCHAT-REMAINING-1353	lck cd8 receptor	M21A-REUSE-1186	medium	high	PMID:8814252; PMCID:PMC4248239; PMCID:PMC9810533	Exact receptor/complex interaction and bounded relay or function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-1770	M20A-CELLCHAT-REMAINING-1354	lgals9 bcr_cd45_cd22	M21A-REUSE-1187	medium	high	PMID:30120234; PMCID:PMC6098069; PMID:30120235; PMCID:PMC6098130; DOI:10.1038/s41467-018-05770-9; DOI:10.1038/s41467-018-05771-8	Exact receptor/complex interaction and bounded relay or function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-1771	M20A-CELLCHAT-REMAINING-1355	lgals9 cd44	M21A-REUSE-1188	medium	high	PMID:34411088; https://pubmed.ncbi.nlm.nih.gov/18579572/	Exact receptor/complex interaction and bounded relay or function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-1772	M20A-CELLCHAT-REMAINING-1357	lgals9 ighm	M21A-REUSE-1189	medium	high	PMID:30120235; PMCID:PMC6098130; DOI:10.1038/s41467-018-05771-8	Exact receptor/complex interaction and bounded relay or function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-1775	M20A-CELLCHAT-REMAINING-1360	lif lifr_il6st	M21A-REUSE-1190	medium-high	high	PMID:9242667; PMID:9712900; PMID:22645143; DOI:10.1074/jbc.M112.378240	Exact receptor/complex interaction and bounded relay or function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-1776	M20A-CELLCHAT-REMAINING-1361	lpar1 adgre5	M21A-REUSE-1191	medium-high	high	PMID:21978933; PMCID:PMC6697138; DOI:10.1158/0008-5472.CAN-11-2381	Exact receptor/complex interaction and bounded relay or function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-1779	M20A-CELLCHAT-REMAINING-1364	lrfn4 ptprd	M21A-REUSE-1192	medium-high	high	PMCID:PMC4578660; PMCID:PMC7360590; PMID:29348429	Exact receptor/complex interaction and bounded relay or function support qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
