review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-1036	Calr Mtnr1a	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=calreticulin+MTNR1A	mouse; human	not established	targeted PubMed/PMC/publisher search; no exact pair-specific assay located	no_exact_pair_support	ligand_receptor_binding_or_activation	calreticulin extracellular-chaperone context versus melatonin GPCR	low	No primary study demonstrating CALR binding to or activating MTNR1A was located; ER calreticulin biology and melatonin-receptor signaling were not conflated.
M20A-EXT-1037	Calr Scarf1	reviewed_unresolved	https://pmc.ncbi.nlm.nih.gov/articles/PMC3752698/; https://pmc.ncbi.nlm.nih.gov/articles/PMC275431/	mouse; human	macrophages; dendritic cells; apoptotic-cell uptake models	SCARF1 reporter/binding and apoptotic-cell uptake assays; calreticulin used as apoptotic-cell bridging context	no_direct_CALR_SCARF1_binding	ligand_receptor_binding_or_activation	SCARF1 scavenger uptake; C1q/PS bridge	low	SCARF1 binds C1q and apoptotic-cell-associated ligands, while the cited study reports negligible direct SCARF1 binding to calreticulin; do not promote a CALR–SCARF1 molecular edge.
M20A-EXT-1038	Calr Tshr	reviewed_unresolved	https://pmc.ncbi.nlm.nih.gov/articles/PMC1223171/; https://pubmed.ncbi.nlm.nih.gov/?term=calreticulin+TSHR	mouse; human	thyroid follicular-cell/ER chaperone context	calreticulin co-precipitation with thyroglobulin; no CALR–TSHR binding or activation assay located	no_exact_pair_support	ligand_receptor_binding_or_activation	TSHR cAMP signaling versus ER glycoprotein folding	low	Available primary evidence concerns calreticulin as an ER chaperone for thyroglobulin, not TSHR ligand binding or receptor activation.
M20A-EXT-1039	Camp Egfr	reviewed_relay_candidate	PMCID:PMC10643900; PMID:31976546; https://pmc.ncbi.nlm.nih.gov/articles/PMC10643900/	human; mouse	HT29 human colonic epithelium; primary mouse colonic epithelium; mouse renal I/R model	LL-37/CRAMP stimulation; EGFR phosphorylation; AG1478 inhibition; receptor-antagonist controls	ligand-induced EGFR activation/transactivation	receptor_proximal_relay	receptor-tyrosine-kinase–ERK and epithelial stress/inflammatory relay	high	AMP concentrations and receptor dependence are context-specific; these studies support EGFR-proximal signaling, not a universal exclusive CAMP receptor.
M20A-EXT-1040	Camp Fpr2	reviewed_relay_candidate	PMID:39656548; PMCID:PMC11785927; PMID:37325619	mouse; human	primary murine microglia and astrocytes; human/mouse keratinocyte models	CRAMP/LL-37 treatment; FPR2 antagonist; Camp genetic perturbation; cytokine and inflammatory-output assays	FPR2-dependent cathelicidin signaling	receptor_proximal_relay	FPR2–Gi/pro-resolving inflammatory suppression	high	Free peptide, peptide:nucleic-acid complex, and cell source alter the response; no terminal TF promoted because the exact perturbations establish receptor dependence but not a single TF endpoint.
M20A-EXT-1041	Camp Igf1r	reviewed_unresolved	PMID:21685939; PMCID:PMC3262900; DOI:10.1038/s41388-022-02567-5	human; mouse	MCF-7 cells; IGF1R-null/overexpressing fibroblast models	reported LL-37 co-immunoprecipitation and IGF1R/ERK phosphorylation; original report retracted	claimed_IGF1R_activation_retracted	receptor_proximal_relay	IGF1R–ERK claim excluded from promoted evidence	low	The primary LL-37–IGF1R agonism article is retracted; its binding, phosphorylation, and ERK claims are retained only as an audit boundary and are not promoted.
M20A-EXT-1042	Camp P2rx7	reviewed_relay_candidate	PMID:18765670; PMCID:PMC2662141; PMID:31276917	human	P2X7-expressing HEK293 cells; fibroblast growth assay	LL-37 stimulation; P2X7 expression/reconstitution; KN-62 inhibition; Ca2+ influx, dye uptake, and proliferation assays	P2X7 channel modulation by cathelicidin	receptor_proximal_relay	P2X7 ion-channel/Ca2+ and proliferative relay	high	LL-37 modulates P2X7 in a structure/aggregation-dependent manner; the experiment does not establish a conventional GPCR-like ligand agonism or terminal TF.
M20A-EXT-1045	Ccl11 Ackr4	reviewed_unresolved	PMID:15739168; https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=808	mouse; human	eosinophils; CCR3 transfectants; ACKR comparison from pathway databases	CCL11 binding/chemotaxis assays at CCR3; no exact CCL11–ACKR4 assay located	no_exact_ACKR4_pair_support	ligand_receptor_binding_or_activation	chemokine GPCR CCR3 versus ACKR4 scavenging/decoy branch	low	CCL11/CCR3 is supported, but that does not establish CCL11/ACKR4; no exact ACKR4 binding or scavenging perturbation was found.
M20A-EXT-1048	Ccl11 Dpp4	reviewed_unresolved	PMID:12101279; PMCID:PMC9311264; https://pubmed.ncbi.nlm.nih.gov/?term=CCL11+DPP4	mouse; human	T-cell and purified-enzyme chemokine-processing models	DPP4 cleavage of CXCL11 and database/review substrate annotations; no primary CCL11–DPP4 product assay located	chemokine-processing_candidate_not_receptor	ligand_receptor_binding_or_activation	DPP4 proteolysis versus chemokine-receptor activation	low	DPP4 is a protease, not a receptor; the cited primary study is CXCL11 processing, and CCL11 substrate annotation alone is insufficient for a promoted exact edge.
M20A-EXT-1050	Ccl12 Ackr4	reviewed_unresolved	PMID:24890717; PMID:37153591; https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=808	mouse; human	mouse leukocytes; atypical-chemokine-receptor comparison models	fluorescent chemokine uptake and receptor profiling for CCL2/CCL12 with CCR2/ACKR2; no exact CCL12–ACKR4 assay located	no_exact_ACKR4_pair_support	ligand_receptor_binding_or_activation	ACKR scavenging versus CCR2 chemokine signaling	low	The available CCL12 evidence is centered on CCR2/context-dependent uptake; it does not establish ACKR4 binding, scavenging, or signaling.
