evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-5480	M20A-EXT-2629	ntf3 ntrk2	M21A-REUSE-2607	medium-high	high	PMID:1649702;PMCID:PMC2710095;PMID:8752100	Direct NT-3/TrkB activation, receptor autophosphorylation, Ras-MAPK, and context-dependent neuronal/mitogenic output support qualified-high promotion; preserve weaker NT-3 efficacy at TrkB and isoform/engineered-cell limits.	true	true	false
M21A-PAIR-EVID-5482	M20A-EXT-2632	ntf5 ntrk2	M21A-REUSE-2609	medium-high	high	PMID:10486198;PMCID:PMC6488875;PMID:1649702	Direct NT-4/5/TrkB activation with PLCgamma/MAPK and neuronal synaptic/survival outputs support qualified-high promotion; preserve NT-4/5 nomenclature and TrkB isoform/slice context.	true	true	false
M21A-PAIR-EVID-5483	M20A-EXT-2634	ntn1 mcam	M21A-REUSE-2610	medium-high	high	PMCID:PMC4349246;PMCID:PMC10157725	Exact netrin-1/MCAM-CD146 binding with G-alpha-i/Gab1-Akt-mTOR/ERK endothelial relay/function supports qualified-high promotion; MCAM is an adhesion/signaling receptor rather than a canonical RTK.	true	true	false
M21A-PAIR-EVID-5484	M20A-EXT-2635	ntn1 neo1	M21A-REUSE-2611	medium-high	high	PMCID:PMC4369087;PMCID:PMC2172498;https://reactome.org/content/detail/R-HSA-374689	Exact netrin-1/NEO1 binding and FAK/Src-associated axon-guidance function support qualified-high promotion; preserve NEO1/DCC-family complex and splice architecture.	true	true	false
M21A-PAIR-EVID-5485	M20A-EXT-2636	ntn1 unc5d	M21A-REUSE-2612	medium-high	high	PMID:23778138;PMCID:PMC3696554;https://www.jci.org/articles/view/65988	Netrin-1 suppression of UNC5D cleavage and dependence-receptor survival output supports qualified-high promotion; this is a cleavage switch, not a universal kinase relay, and E2F1 remains a downstream fragment-associated readout.	true	true	false
M21A-PAIR-EVID-5488	M20A-EXT-2641	ntng1 lrrc4c	M21A-REUSE-2614	medium-high	high	PMID:17785411;PMCID:PMC6528442;PMCID:PMC3713730	Exact NTNG1/LRRC4C-NGL1 trans-synaptic adhesion and excitatory synapse function support qualified-high promotion; preserve neuronal lamina context and no conventional kinase/TF claim.	true	true	false
M21A-PAIR-EVID-5489	M20A-EXT-2642	ntng2 lrrc4	M21A-REUSE-2615	medium-high	high	PMID:17785411;PMCID:PMC3713730;PMID:19467332	Exact NTNG2/LRRC4-NGL2 adhesion and pathway-specific excitatory synapse function support qualified-high promotion; do not transfer to LRRC4C/NTNG1 or LRRC4B/PTPR complexes.	true	true	false
M21A-PAIR-EVID-5490	M20A-EXT-2647	nts ntsr1	M21A-REUSE-2616	medium-high	high	PMID:12360476;PMID:21725197;PMID:31614143	NTS/NTSR1 Gq/11-PLC/PKC and ERK relay with context-dependent EGFR/HER2 transactivation/function supports qualified-high promotion; preserve SORT1 and cancer-cell context.	true	true	false
M21A-PAIR-EVID-5491	M20A-EXT-2648	nts ntsr2	M21A-REUSE-2617	medium-high	high	PMID:15361549;PMID:31223654;PMCID:PMC6584543	Exact NTSR2 internalization-dependent ERK and nociceptive function support qualified-high promotion; preserve low-affinity receptor, analog, species, and sortilin-availability caveats.	true	true	false
M21A-PAIR-EVID-5497	M20A-EXT-2664	osm il6st_lifr	M21A-REUSE-2619	medium-high	high	PMID:1324910;PMID:29511087;DOI:10.1074/jbc.RA118.001920;PMID:10854424	Assembled OSM/gp130/LIFR composite JAK/STAT with ancillary ERK/PI3K function supports qualified-high promotion; preserve human OSM/gp130-OSMR alternative and murine OSMR bias, not binary OSM-LIFR binding.	true	true	false
M21A-PAIR-EVID-5498	M20A-EXT-2665	osm il6st_osmr	M21A-REUSE-2620	medium-high	high	PMID:17148439;PMID:27539849;PMID:17881458	Exact OSM/gp130/OSMR composite JAK/STAT and Shc1/SHP2-Ras-ERK remodeling/epithelial function support qualified-high promotion; preserve species/cell context and possible gp130/LIFR branch.	true	true	false
