evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-3515	M20A-EXT-2679	pcsk9 lrp1		medium	high	PMID:23675525; PMCID:PMC3652815; DOI:10.1371/journal.pone.0064145; https://pubmed.ncbi.nlm.nih.gov/23675525/	Exact receptor-complex binding, receptor-proximal relay, or bounded downstream function supports qualified-high promotion; recorded topology, processing, and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3516	M20A-EXT-2681	pcsk9 sort1		medium-high	high	DOI:10.1016/j.cmet.2013.12.006; PMID:33153264; PMCID:PMC7674269; https://doi.org/10.1016/j.cmet.2013.12.006	Exact receptor-complex binding, receptor-proximal relay, or bounded downstream function supports qualified-high promotion; recorded topology, processing, and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3517	M20A-EXT-2682	pcsk9 vldlr		medium-high	high	PMID:18039658; DOI:10.1074/jbc.M708098200; https://pubmed.ncbi.nlm.nih.gov/18039658/	Exact receptor-complex binding, receptor-proximal relay, or bounded downstream function supports qualified-high promotion; recorded topology, processing, and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3520	M20A-EXT-2686	pdcd1lg2 rgmb		medium-high	high	PMID:24752301; https://pubmed.ncbi.nlm.nih.gov/24752301/; PMCID:PMC11266262; PMID:39042313	Exact receptor-complex binding, receptor-proximal relay, or bounded downstream function supports qualified-high promotion; recorded topology, processing, and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3522	M20A-EXT-2688	pdgfb itgav	M21A-REUSE-1751	medium	high	PMID:12881526; DOI:10.1074/jbc.M304685200; https://pubmed.ncbi.nlm.nih.gov/12881526/; https://pubmed.ncbi.nlm.nih.gov/?term=PDGFB+ITGAV	Exact receptor-complex binding, receptor-proximal relay, or bounded downstream function supports qualified-high promotion; recorded topology, processing, and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3530	M20A-EXT-2696	pdgfd pdgfra_pdgfrb	M21A-REUSE-1755	medium	high	PMID:27856617; PMCID:PMC5131783; PMID:15988036; PMID:19028801	Exact receptor-complex binding, receptor-proximal relay, or bounded downstream function supports qualified-high promotion; recorded topology, processing, and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3535	M20A-EXT-2702	pdyn oprd1	M21A-REUSE-1757	medium	high	PMID:9655852; PMID:16515546; DOI:10.1111/j.1471-4159.2006.03732.x; https://pubmed.ncbi.nlm.nih.gov/?term=PDYN+OPRD1	Exact receptor-complex binding, receptor-proximal relay, or bounded downstream function supports qualified-high promotion; recorded topology, processing, and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3537	M20A-EXT-2704	pdyn oprl1	M21A-REUSE-1759	medium	high	PMID:7559404; PMID:9655852; https://pubmed.ncbi.nlm.nih.gov/?term=PDYN+OPRL1	Exact receptor-complex binding, receptor-proximal relay, or bounded downstream function supports qualified-high promotion; recorded topology, processing, and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3538	M20A-EXT-2705	pdyn oprm1	M21A-REUSE-1760	medium	high	PMID:9655852; PMID:16515546; DOI:10.1111/j.1471-4159.2006.03732.x; PMID:9422382; https://pubmed.ncbi.nlm.nih.gov/?term=PDYN+OPRM1	Exact receptor-complex binding, receptor-proximal relay, or bounded downstream function supports qualified-high promotion; recorded topology, processing, and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3544	M20A-EXT-2711	penk oprd1	M21A-REUSE-1762	medium	high	PMID:8226821; PMID:8229747; PMID:6316294; DOI:10.1016/0196-9781(83)90047-5; https://pubmed.ncbi.nlm.nih.gov/?term=PENK+OPRD1	Exact receptor-complex binding, receptor-proximal relay, or bounded downstream function supports qualified-high promotion; recorded topology, processing, and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3545	M20A-EXT-2712	penk oprk1	M21A-REUSE-1763	medium	high	PMID:6316294; DOI:10.1016/0196-9781(83)90047-5; PMID:8229747; https://pubmed.ncbi.nlm.nih.gov/?term=PENK+OPRK1	Exact receptor-complex binding, receptor-proximal relay, or bounded downstream function supports qualified-high promotion; recorded topology, processing, and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3547	M20A-EXT-2714	penk oprm1	M21A-REUSE-1764	medium	high	PMID:9422382; PMID:23348513; PMCID:PMC3592933; DOI:10.2119/molmed.2012.00318; PMID:7738474; https://pubmed.ncbi.nlm.nih.gov/?term=PENK+OPRM1	Exact receptor-complex binding, receptor-proximal relay, or bounded downstream function supports qualified-high promotion; recorded topology, processing, and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3552	M20A-EXT-2719	pf4 lrp1	M21A-REUSE-1765	medium-high	high	PMID:19605848; PMCID:PMC2745847; DOI:10.1182/blood-2009-04-216473	Exact receptor-complex binding, receptor-proximal relay, or bounded downstream function supports qualified-high promotion; recorded topology, processing, and Module 22A TF metadata remain unchanged.	true	true	false
