review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-2351	Lgals1 Cd69	reviewed_function_only	PMID:24752896;PMCID:PMC4054309;DOI:10.1128/MCB.00348-14	human; mouse	human monocyte-derived dendritic cells and activated human T cells; Lgals1-null and wild-type mouse immune models	Galectin-1 affinity capture, surface-plasmon-resonance and CD69-Fc binding; recombinant Gal-1 treatment; CD69 blockade and Th17 differentiation assays	Direct glycan-dependent LGALS1-CD69 binding is required for a Gal-1-mediated suppressive T-cell differentiation output; no unique CD69 cytosolic relay was resolved	ligand_receptor_binding_or_activation;downstream_pathway_function	LGALS1-CD69 inhibitory immune-regulation branch -> suppression of Th17 differentiation	medium-high	The primary study establishes direct carbohydrate-dependent binding and CD69-dependent immune function, but CD69 lacks a defined signaling sequence in this assay and the downstream molecular relay is unresolved. Gal-1 also binds other glycoprotein receptors in T-cell contexts; no terminal TF occupancy was measured.	null
M20A-EXT-2352	Lgals1 Itgb1	reviewed_relay_candidate	PMID:14550305;DOI:10.1016/j.bbrc.2003.09.112	human	human vascular smooth-muscle cells and cell-surface integrin preparations	125I-Gal-1 chemical cross-linking and beta1-integrin immunoprecipitation; beta1-integrin activation and FAK-associated tyrosine-phosphorylation readouts; beta-galactoside controls	LGALS1 binds the ITGB1-containing integrin receptor and induces outside-in integrin activation with cytoskeletal/FAK signaling and adhesion effects	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	LGALS1-ITGB1-containing integrin -> integrin activation -> FAK/cytoskeletal adhesion branch	medium-high	The assay identifies the beta1 subunit and does not define the alpha partner or a purified heterodimeric affinity. FAK phosphorylation and adhesion are receptor-proximal/cellular outputs; no terminal TF endpoint was measured.	null
M20A-EXT-2354	Lgals3 Eng	reviewed_binding_only	PMID:31540324;PMCID:PMC6769930;PMID:28364041	human	recombinant human soluble endoglin and galectin-3; CHO-K1 transfectants; human endothelial-cell membrane glycoproteins	Protein microarray, biolayer interferometry, co-immunoprecipitation and co-localization; galectin-3 affinity purification from endothelial-cell membranes	Direct LGALS3-ENG glycoprotein association	ligand_receptor_binding_or_activation	LGALS3-endoglin glycan-dependent endothelial receptor-complex branch	medium-high	Direct interaction is supported by recombinant and cell-based assays, but the endothelial affinity-purification study identified multiple glycoproteins and did not isolate an ENG-specific signaling output. Endoglin/TGF-beta pathway evidence was not transferred to a direct LGALS3-ENG relay; no terminal TF was assigned.	null
M20A-EXT-2356	Lgals3 Mcam	reviewed_relay_candidate	PMID:28364041;DOI:10.1074/jbc.M117.783431;PMID:29741757;DOI:10.1002/1873-3468.13083	human	human HUVEC and HMEC-1 endothelial cells; recombinant CD146/MCAM ectodomain	Galectin-3 affinity purification, glycan-dependent co-localization, pull-down, gel filtration and biolayer interferometry; CD146 knockdown; AKT, cytokine-secretion and endothelial-migration assays	LGALS3 binds N-glycosylated MCAM/CD146, promotes receptor dimerization and activates an AKT-linked endothelial functional output	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	LGALS3-MCAM/CD146 -> receptor dimerization -> AKT -> endothelial cytokine secretion/migration	medium-high	The interaction is glycan-dependent and cell-context dependent; galectin-3 also binds other endothelial glycoproteins. AKT and cytokine/migration responses are measured outputs, not evidence of a universal MCAM-specific transcriptional endpoint.	null
M20A-EXT-2357	Lgals3bp Itgb1	reviewed_relay_candidate	PMID:9501082;PMCID:PMC1170508;DOI:10.1093/emboj/17.6.1606;PMID:42502396	human	recombinant human Mac-2-binding protein; human 293 kidney cells; A549 and H1299 lung-adenocarcinoma cells	M2BP solid-phase and cell-adhesion assays with beta1-integrin blocking antibodies; co-localization/co-immunoprecipitation, ITGB1 silencing, adhesion/invasion assays and TGF-beta/SMAD2 readouts	LGALS3BP is an extracellular cell-adhesion ligand for an ITGB1-containing integrin context and supports an ITGB1-dependent TGF-beta functional axis	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	LGALS3BP-ITGB1-containing integrin -> adhesion/TGF-beta-SMAD2 EMT branch	medium	The foundational study supports beta1-dependent adhesion but does not specify the alpha partner or purified receptor affinity. The recent LUAD study adds co-localization/co-IP and ITGB1-silencing evidence in a tumor model; SMAD2 is a pathway readout, not a validated terminal TF endpoint for the exact pair.	null
M20A-EXT-2359	Lgi1 Adam22	reviewed_relay_candidate	PMCID:PMC2575350;PMID:20133599	mouse	mouse brain membrane preparations, transfected HEK293T/COS7 cells and mouse hippocampal synaptic models	ADAM22 immunoprecipitation/mass spectrometry, quantitative cell-ELISA and surface-binding assays; Lgi1-null and rescue experiments; synaptic-complex and AMPA-receptor transmission readouts	LGI1 directly binds ADAM22 and organizes an ADAM22-linked synaptic receptor/scaffold complex that regulates excitatory transmission	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	LGI1-ADAM22 -> PDZ/MAGUK-Kv1/AMPA synaptic complex -> excitatory transmission	medium-high	ADAM22 is a non-catalytic adhesion/receptor component and the downstream effect is a multicomponent synaptic-complex output rather than a canonical kinase cascade. The submitted pair is exact, but the functional phenotype depends on associated ADAM23, MAGUK and ion-channel components; no terminal TF was measured.	null
M20A-EXT-2360	Lgi1 Adam23	reviewed_binding_only	PMCID:PMC2575350;PMID:20133599;PMID:27760137	human; mouse	mouse brain membrane and hippocampal synaptic complexes; transfected mammalian cells; human LGI1-mutant receptor assays	Quantitative cell-surface ELISA, co-immunoprecipitation and synaptic-complex analysis; LGI1 loss/rescue and secretion-positive epilepsy-mutant binding assays	Direct LGI1-ADAM23 binding within an LGI1-ADAM22/ADAM23 trans-synaptic complex	ligand_receptor_binding_or_activation;downstream_pathway_function	LGI1-ADAM23/ADAM22 synaptic adhesion complex -> Kv1/AMPA organization	medium-high	The molecular interaction is directly supported, but the cited functional phenotypes are properties of the linked ADAM22/ADAM23 complex and do not isolate an ADAM23-only intracellular relay. ADAM23 has no established cytosolic signaling sequence in these assays; no terminal TF was assigned.	null
M20A-EXT-2361	Lgi1 Rtn4r	reviewed_relay_candidate	PMID:20463223;PMID:27468420;DOI:10.1002/mgg3.215	mouse; human comparator	mouse neuronal growth-cone models; COS7 cells expressing NgR1/RTN4R and ADAM22; human variant-binding assays	Recombinant LGI1 binding to NgR1, cell-spreading/growth-cone assays, NgR1-ADAM22 complex analysis and LGI1/RTN4R variant perturbations	LGI1 binds RTN4R/NgR1 in an ADAM22-associated receptor complex and antagonizes myelin-induced growth inhibition	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	LGI1-RTN4R/NgR1-ADAM22 -> myelin-inhibition antagonism -> neurite outgrowth/growth-cone branch	medium-high	RTN4R is GPI-anchored and requires co-receptors, especially ADAM22, for full signaling context. The studies establish binding and receptor-dependent cellular function but do not define a unique RTN4R intracellular relay or terminal TF.	null
M20A-EXT-2363	Lgi2 Adam23	reviewed_relay_candidate	PMID:38194969;PMCID:PMC10828548;DOI:10.1083/jcb.202211031	mouse	mouse myelinated peripheral and central axons; primary neuronal/oligodendrocyte models; Lgi2/Lgi3 and Adam23 mutant mice	LGI2/3 localization and loss-of-function genetics, ADAM23-dependent juxtaparanodal Kv1 clustering, electrophysiology and recombinant protein interaction/comparator assays	LGI2 associates with ADAM23-containing juxtaparanodal complexes and contributes redundantly with LGI3 to ADAM23-dependent Kv1-channel organization	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	LGI2-ADAM23 -> juxtaparanodal Kv1 complex clustering -> axonal refractory-period control	medium	The study identifies LGI2 as a partially redundant ADAM23 ligand in vivo, with LGI3 the major ligand; the exact LGI2-ADAM23 biochemical contribution is not isolated as a standalone affinity measurement. This is a neuronal receptor-complex/function edge, not a conventional kinase relay; no terminal TF was assigned.	null
M20A-EXT-2365	Lgi3 Adam23	reviewed_relay_candidate	PMID:38194969;PMCID:PMC10828548;DOI:10.1083/jcb.202211031	mouse	mouse oligodendrocytes and myelinated axons; primary neuronal cultures; Lgi3-null and Adam23-null mice	LGI3 secretion/localization, ADAM23-dependent juxtaparanodal accumulation, mutant-mouse genetics, electrophysiology and recombinant ADAM23/LGI-complex assays	LGI3 is an extracellular ADAM23 ligand that organizes ADAM23/Kv1 juxtaparanodal complexes and supports short-term axonal electrical function	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	LGI3-ADAM23 -> ADAM23/Kv1 clustering -> axonal refractory-period and short-term plasticity branch	medium-high	The primary study establishes a strong receptor-complex/function relationship but does not resolve a cytosolic ADAM23 kinase/adaptor sequence. LGI2 is partially redundant, and the observed phenotype is specific to myelinated axonal compartments; no terminal TF was measured.	null
