evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-5420	M20A-EXT-2447	mdk lrp1	M21A-REUSE-2556	medium-high	high	PMID:12215536;PMCID:PMC134045;PMID:38098484	MDK endocytosis/nucleolin-assisted nuclear-targeting and survival function support qualified-high promotion only in the LRP/LRP1-containing context; do not claim LRP1 kinase signaling or a terminal TF.	true	true	false
M21A-PAIR-EVID-5421	M20A-EXT-2449	mdk ncl	M21A-REUSE-2557	medium-high	high	PMID:12215536;PMCID:PMC134045;PMID:12084985	NCL-dependent MDK nucleocytoplasmic shuttling/nuclear-targeting function supports qualified-high function-only promotion; cell-surface/intracellular nucleolin is multifunctional and not a canonical transmembrane receptor.	true	true	false
M21A-PAIR-EVID-5422	M20A-EXT-2450	mdk notch2	M21A-REUSE-2558	medium-high	high	PMID:18469519;PMID:21632553;Reactome:R-HSA-2974737	Context-specific MDK-NOTCH2/NICD2-JAK2/STAT3 EMT and chemoresistance function supports qualified-high promotion; preserve additional MDK-receptor possibilities and STAT3 as a measured, non-exclusive endpoint.	true	true	false
M21A-PAIR-EVID-5423	M20A-EXT-2451	mdk ptprz1	M21A-REUSE-2559	medium-high	high	PMID:10212223	Direct glycosaminoglycan-dependent MDK-PTPRZ1 binding and PTPRZ1-dependent neuronal migration support qualified-high function-only promotion; PTPRZ1 is a receptor phosphatase and no unique intracellular relay is claimed.	true	true	false
M21A-PAIR-EVID-5427	M20A-EXT-2461	mfap5 notch1	M21A-REUSE-2562	medium-high	high	PMID:31190277;PMCID:PMC6882185	MFAP5-NOTCH1 co-IP, dose/knockdown concordance, and Notch-linked tumor invasion/migration function support qualified-high promotion; preserve tumor context and no purified affinity or direct TF-occupancy claim.	true	true	false
M21A-PAIR-EVID-5428	M20A-EXT-2463	mfge8 itgb3	M21A-REUSE-2563	medium-high	high	PMCID:PMC4273653;DOI:10.1038/nm.3450	Exact MFGE8-alphaVbeta3 integrin-linked AKT and fatty-acid-uptake function support qualified-high promotion; preserve the complete heterodimer and do not promote ITGB3 alone.	true	true	false
M21A-PAIR-EVID-5429	M20A-EXT-2464	mfge8 itgb5	M21A-REUSE-2564	medium-high	high	PMCID:PMC4273653;DOI:10.1038/nm.3450	Exact MFGE8-alphaVbeta5 integrin-linked AKT and functional output support qualified-high promotion; preserve the complete heterodimer and do not promote ITGB5 alone.	true	true	false
M21A-PAIR-EVID-5430	M20A-EXT-2465	mfge8 pdgfrb	M21A-REUSE-2565	medium-high	high	PMID:21868707;PMCID:PMC6999705	Integrin-associated MFGE8-PDGFRB retention/cross-talk and PDGF-BB-dependent pericyte migration support qualified-high promotion only in the alphaV-integrin/PDGF-BB context; no direct purified MFGE8-PDGFRB binding is claimed.	true	true	false
M21A-PAIR-EVID-5432	M20A-EXT-2473	mif egfr	M21A-REUSE-2567	medium-high	high	PMCID:PMC4785887	Secreted O-GlcNAcylated MIF antagonism of EGF/EGFR activation with ERK/c-JUN and invasion outputs supports qualified-high promotion; preserve inhibitory ligand direction and mammalian secretion, with c-JUN as a pathway readout.	true	true	false
M21A-PAIR-EVID-5437	M20A-EXT-2504	myl9 cd69	M21A-REUSE-2570	medium-high	high	PMID:28783682;DOI:10.1126/sciimmunol.aaf9154	Exact MYL9-CD69 binding and activated CD69-positive lymphocyte recruitment/retention support qualified-high function-only promotion; CD69-specific intracellular relay remains unresolved and no terminal TF is assigned.	true	true	false
M21A-PAIR-EVID-5439	M20A-EXT-2515	ncam1 gfra1	M21A-REUSE-2571	medium-high	high	PMID:18353777;DOI:10.1016/S0092-8674(03)00435-5	The exact GDNF-GFRA1-NCAM1 receptor-complex/coreceptor association with NCAM-associated Fyn/FAK and neurite function supports qualified-high promotion; preserve receptor-receptor orientation and do not model NCAM1 as an independent soluble ligand.	true	true	false
