evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-1061	M20A-CELLCHAT-REMAINING-0603	gaba-gad2_slc32a1 gabr_a1b2d	M21A-REUSE-0642	medium-high	high	PMID:18204487; PMCID:PMC2267270; DOI:10.1038/sj.bjp.0707665	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1062	M20A-CELLCHAT-REMAINING-0604	gaba-gad2_slc32a1 gabr_a1b2g2	M21A-REUSE-0643	medium-high	high	PMID:8757254; PMCID:PMC6578878; DOI:10.1523/JNEUROSCI.16-17-05415.1996; PMID:7815361	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1063	M20A-CELLCHAT-REMAINING-0605	gaba-gad2_slc32a1 gabr_a1b3	M21A-REUSE-0644	medium	high	PMID:8951718; PMCID:PMC1160919; DOI:10.1113/jphysiol.1996.sp021756; PMID:7815361	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1064	M20A-CELLCHAT-REMAINING-0606	gaba-gad2_slc32a1 gabr_a1b3g2	M21A-REUSE-0645	medium-high	high	PMID:8951718; PMCID:PMC1160919; DOI:10.1113/jphysiol.1996.sp021756; PMID:16339017	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1065	M20A-CELLCHAT-REMAINING-0607	gaba-gad2_slc32a1 gabr_a2b3g2	M21A-REUSE-0646	medium-high	high	PMID:22711532; PMCID:PMC3425235; DOI:10.3389/fnmol.2012.00035; PMID:9370445	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1066	M20A-CELLCHAT-REMAINING-0608	gaba-gad2_slc32a1 gabr_a3b3e	M21A-REUSE-0647	medium	high	PMID:22319471; PMCID:PMC3262152; DOI:10.3389/fncel.2012.00001	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1067	M20A-CELLCHAT-REMAINING-0609	gaba-gad2_slc32a1 gabr_a3b3g2	M21A-REUSE-0648	medium-high	high	PMID:20038526; PMCID:PMC2806416; DOI:10.1085/jgp.200910317; PMID:22319471	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1068	M20A-CELLCHAT-REMAINING-0610	gaba-gad2_slc32a1 gabr_a3b3q	M21A-REUSE-0649	medium	high	PMID:22319471; PMCID:PMC3262152; DOI:10.3389/fncel.2012.00001; PMID:16412217; PMCID:PMC1363348	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1069	M20A-CELLCHAT-REMAINING-0611	gaba-gad2_slc32a1 gabr_a4b2d	M21A-REUSE-0650	medium-high	high	PMID:18227274; DOI:10.1016/j.neuropharm.2007.11.011; PMID:22319471; PMCID:PMC3262152	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1070	M20A-CELLCHAT-REMAINING-0612	gaba-gad2_slc32a1 gabr_a4b3d	M21A-REUSE-0651	medium-high	high	PMID:11495904; DOI:10.1074/jbc.M104318200; PMID:12145096; PMCID:PMC1573424; PMID:22319471	Exact mature-GABA activation of the specified GABAA receptor complex and receptor-proximal channel/function support qualified-high promotion; source synthesis/transport context and native assembly boundaries are unchanged.	true	true	false
