review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-CELLCHAT-REMAINING-1043	glu-slc1a3_gls2 grik3_grik4	Glu-SLC1A3_GLS2 GRIK3_GRIK4		M21A-PAIR-EVID-1484	PMID:20951142; PMID:21907808; PMID:34706237	human/rat receptor subunits; recombinant and structural kainate-receptor systems	HEK293/HEK293T cells, Xenopus oocytes, and recombinant structural/composition systems	GluK3 ligand-binding/structural assays; glutamate concentration-response and voltage-clamp assays of comparator GluK1/2-GluK4 complexes; single-molecule assembly studies	GluK3 ligand binding and GluK4-containing receptor assembly; exact GluK3-GluK4 glutamate-gated channel activation unresolved	ligand_receptor_binding_or_activation	ionotropic kainate receptor complex; exact GluK3/GluK4 boundary	low		reviewed_unresolved	GluK4 requires coassembly with a low-affinity GluK1-3 partner, but cited primary functional assays did not unambiguously isolate GluK3/GluK4; SLC1A3/GLS2 is glutamate-source context, not the physical ligand or receptor subunit; exact stoichiometry remains unresolved
M20A-CELLCHAT-REMAINING-1044	glu-slc1a3_gls2 grik3_grik5	Glu-SLC1A3_GLS2 GRIK3_GRIK5		M21A-PAIR-EVID-1485	PMID:20951142; PMID:21907808; PMID:34706237	human/rat receptor subunits; recombinant and structural kainate-receptor systems	HEK293/HEK293T cells, Xenopus oocytes, and recombinant structural/composition systems	GluK3 ligand-binding/structural assays; glutamate concentration-response and voltage-clamp assays of comparator GluK1/2-GluK5 complexes; single-molecule assembly studies	GluK3 ligand binding and GluK5-containing receptor assembly; exact GluK3-GluK5 glutamate-gated channel activation unresolved	ligand_receptor_binding_or_activation	ionotropic kainate receptor complex; exact GluK3/GluK5 boundary	low		reviewed_unresolved	GluK5 requires coassembly with a low-affinity GluK1-3 partner, but cited primary functional assays did not unambiguously isolate GluK3/GluK5; SLC1A3/GLS2 is glutamate-source context, not the physical ligand or receptor subunit; exact stoichiometry remains unresolved
M20A-CELLCHAT-REMAINING-1045	glu-slc1a3_gls2 grin1_grin2a	Glu-SLC1A3_GLS2 GRIN1_GRIN2A	M21A-REUSE-1015	M21A-PAIR-EVID-1486	PMID:7476914; PMID:9463421; PMID:9625862	human receptor subunits; recombinant mammalian and Xenopus systems	permanently transfected mouse fibroblasts, HEK-293 cells, and Xenopus oocytes; whole-cell, outside-out patch, and single-channel voltage clamp; glutamate plus glycine co-agonist	glutamate plus glycine activated recombinant NR1/NR2A channels; concentration-response, deactivation, and single-channel kinetics measured	glutamate-activated NMDA receptor ion-channel complex	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; Ca2+-permeable excitatory current	high		reviewed_relay_candidate	Exact NR1/NR2A activation is supported, but downstream kinase/function and TF output were not assayed; SLC1A3/GLS2 is source context and was not experimentally isolated as the ligand Module 21A glutamate-receptor promotion batch067 (2026-09-02): exact mature glutamate activation of the specified NMDA, metabotropic, AMPA, or kainate receptor row is raised to high at the validated receptor-proximal relay layer. Source-processing labels remain context only; exact receptor composition, model, species, assembly, and electrophysiology boundaries remain explicit, with no terminal-TF or SCI claim.
M20A-CELLCHAT-REMAINING-1046	glu-slc1a3_gls2 grin1_grin2b	Glu-SLC1A3_GLS2 GRIN1_GRIN2B	M21A-REUSE-1016	M21A-PAIR-EVID-1487	PMID:7476914; PMID:9463421; PMID:9380752; PMID:39085540	human/rat receptor subunits; recombinant mammalian, Xenopus, and structural systems	permanently transfected mouse fibroblasts, HEK-293 cells, Xenopus oocytes, and rat GluN1-GluN2B cryo-EM preparations; whole-cell/single-channel voltage clamp and ligand-gating structural assays	glutamate plus glycine activated recombinant NR1/NR2B channels; concentration-response, channel kinetics, and ligand-gated open-state mechanism measured	glutamate-activated NMDA receptor ion-channel complex	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; Ca2+-permeable excitatory current	high		reviewed_relay_candidate	Exact NR1/NR2B activation is supported, but no terminal TF or downstream cellular program was measured; SLC1A3/GLS2 is source context and was not experimentally isolated as the ligand Module 21A glutamate-receptor promotion batch067 (2026-09-02): exact mature glutamate activation of the specified NMDA, metabotropic, AMPA, or kainate receptor row is raised to high at the validated receptor-proximal relay layer. Source-processing labels remain context only; exact receptor composition, model, species, assembly, and electrophysiology boundaries remain explicit, with no terminal-TF or SCI claim.
M20A-CELLCHAT-REMAINING-1047	glu-slc1a3_gls2 grin1_grin2c	Glu-SLC1A3_GLS2 GRIN1_GRIN2C	M21A-REUSE-1017	M21A-PAIR-EVID-1488	PMID:9463421; PMID:18635641; PMID:9380752	human receptor subunits; recombinant mammalian cells and Xenopus systems	HEK-293/CHO cells and recombinant receptor preparations; outside-out patch and single-channel voltage clamp with glutamate plus glycine	glutamate plus glycine activated recombinant NR1/NR2C channels; conductance, deactivation, desensitization, and subtype pharmacology measured	glutamate-activated NMDA receptor ion-channel complex	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; Ca2+-permeable excitatory current	high		reviewed_relay_candidate	Exact NR1/NR2C activation is supported, but downstream pathway/function and TF output were not assayed; SLC1A3/GLS2 remains source context only Module 21A glutamate-receptor promotion batch067 (2026-09-02): exact mature glutamate activation of the specified NMDA, metabotropic, AMPA, or kainate receptor row is raised to high at the validated receptor-proximal relay layer. Source-processing labels remain context only; exact receptor composition, model, species, assembly, and electrophysiology boundaries remain explicit, with no terminal-TF or SCI claim.
M20A-CELLCHAT-REMAINING-1048	glu-slc1a3_gls2 grin1_grin2d	Glu-SLC1A3_GLS2 GRIN1_GRIN2D	M21A-REUSE-1018	M21A-PAIR-EVID-1489	PMID:9463421; PMID:9625862; PMID:10835034	human/rat receptor subunits; recombinant mammalian, Xenopus, and neuronal systems	HEK-293 cells, Xenopus oocytes, and rat neuronal/cerebellar preparations; patch-clamp and glutamate concentration-response assays with glycine	glutamate plus glycine activated recombinant NR1/NR2D channels; prolonged kinetics and subunit-dependent gating measured	glutamate-activated NMDA receptor ion-channel complex	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; prolonged excitatory current	high		reviewed_relay_candidate	Exact NR1/NR2D activation is supported, but native-cell observations do not establish a TF endpoint; SLC1A3/GLS2 was not tested as a unit Module 21A glutamate-receptor promotion batch067 (2026-09-02): exact mature glutamate activation of the specified NMDA, metabotropic, AMPA, or kainate receptor row is raised to high at the validated receptor-proximal relay layer. Source-processing labels remain context only; exact receptor composition, model, species, assembly, and electrophysiology boundaries remain explicit, with no terminal-TF or SCI claim.
M20A-CELLCHAT-REMAINING-1049	glu-slc1a3_gls2 grm1	Glu-SLC1A3_GLS2 Grm1	M21A-REUSE-1019	M21A-PAIR-EVID-1490	PMID:11181420; PMID:11606768; PMID:25193666; PMID:37546908	human; rat; recombinant CHO/BHK/HEK and native CNS systems	Recombinant full-length mGlu1 in CHO/BHK/HEK systems; glutamate concentration-response, G-protein/second-messenger, phosphoinositide, and receptor-conformation assays	glutamate activated mGlu1/GRM1 with Gq/11-linked phospholipase C/calcium signaling and Gi/o coupling	glutamate-activated group-I metabotropic glutamate GPCR	receptor_proximal_relay	mGlu1 → Gq/11-PLC and Gi/o signaling; Ca2+/second-messenger branch	high		reviewed_relay_candidate	Direct receptor-proximal coupling was measured, not a downstream TF; heterologous receptor assays did not test the SLC1A3/GLS2 source composite as a unit Module 21A glutamate-receptor promotion batch067 (2026-09-02): exact mature glutamate activation of the specified NMDA, metabotropic, AMPA, or kainate receptor row is raised to high at the validated receptor-proximal relay layer. Source-processing labels remain context only; exact receptor composition, model, species, assembly, and electrophysiology boundaries remain explicit, with no terminal-TF or SCI claim.
M20A-CELLCHAT-REMAINING-1050	glu-slc1a3_gls2 grm2	Glu-SLC1A3_GLS2 Grm2	M21A-REUSE-1020	M21A-PAIR-EVID-1491	PMID:25193666; PMID:37546908	human; mouse; rat; recombinant HEK/CHO and structural systems	HEK-293 cells expressing human mGlu2 with glutamate concentration-response and G-protein/BRET or fluorescence reporters; receptor conformational assays	glutamate activation measured mGlu2/GRM2 coupling predominantly to Gi/o and inhibition of adenylyl cyclase/cAMP	glutamate-activated group-II metabotropic glutamate GPCR	receptor_proximal_relay	mGlu2 → Gi/o → inhibition of adenylyl cyclase/cAMP	high		reviewed_relay_candidate	Direct Gi/o coupling was measured, but no TF endpoint was assayed; SLC1A3/GLS2 is glutamate-source context and was not experimentally isolated Module 21A glutamate-receptor promotion batch067 (2026-09-02): exact mature glutamate activation of the specified NMDA, metabotropic, AMPA, or kainate receptor row is raised to high at the validated receptor-proximal relay layer. Source-processing labels remain context only; exact receptor composition, model, species, assembly, and electrophysiology boundaries remain explicit, with no terminal-TF or SCI claim.
M20A-CELLCHAT-REMAINING-1051	glu-slc1a3_gls2 grm3	Glu-SLC1A3_GLS2 Grm3	M21A-REUSE-1021	M21A-PAIR-EVID-1492	PMID:25193666; PMID:37546908	human; mouse; rat; recombinant HEK/CHO and structural systems	HEK-293 cells expressing human mGlu3 with glutamate concentration-response and G-protein/BRET or fluorescence reporters; receptor conformational assays	glutamate activation measured mGlu3/GRM3 coupling predominantly to Gi/o and inhibition of adenylyl cyclase/cAMP	glutamate-activated group-II metabotropic glutamate GPCR	receptor_proximal_relay	mGlu3 → Gi/o → inhibition of adenylyl cyclase/cAMP	high		reviewed_relay_candidate	Direct Gi/o coupling was measured, but no TF endpoint or cellular output was assayed; SLC1A3/GLS2 is source context and was not experimentally isolated Module 21A glutamate-receptor promotion batch067 (2026-09-02): exact mature glutamate activation of the specified NMDA, metabotropic, AMPA, or kainate receptor row is raised to high at the validated receptor-proximal relay layer. Source-processing labels remain context only; exact receptor composition, model, species, assembly, and electrophysiology boundaries remain explicit, with no terminal-TF or SCI claim.
M20A-CELLCHAT-REMAINING-1052	glu-slc1a3_gls2 grm4	Glu-SLC1A3_GLS2 Grm4	M21A-REUSE-1022	M21A-PAIR-EVID-1493	PMID:12657674; PMID:25193666; PMID:37546908	human; rat; recombinant HEK and primary microglia	HEK-293 G-protein/BRET reporter and cAMP assays; primary rat microglia with group-III agonist/antagonist perturbation	glutamate/group-III agonist activation measured mGlu4/GRM4 Gi/o coupling and inhibition of forskolin-stimulated cAMP	glutamate-activated group-III metabotropic glutamate GPCR	receptor_proximal_relay	mGlu4 → Gi/o → inhibition of adenylyl cyclase/cAMP; microglial function branch	high		reviewed_relay_candidate	Receptor-proximal coupling is direct, but the microglia functional study used group-level group-III pharmacology; no terminal TF and no direct SLC1A3/GLS2 composite test Module 21A glutamate-receptor promotion batch067 (2026-09-02): exact mature glutamate activation of the specified NMDA, metabotropic, AMPA, or kainate receptor row is raised to high at the validated receptor-proximal relay layer. Source-processing labels remain context only; exact receptor composition, model, species, assembly, and electrophysiology boundaries remain explicit, with no terminal-TF or SCI claim.
