review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-0308	Col9a2–ITGA3_ITGB1	reviewed_unresolved	PMID 15383545; PMID 11572855	Human	Collagen IX; cartilage-derived cells; recombinant integrin domains	Adhesion/spreading and solid-phase collagen-binding assays	Related collagen-IX trimer binding; exact COL9A2–α3β1 interaction not shown	ligand_receptor_binding_or_activation	Collagen-IX integrin adhesion	Low	Primary collagen-IX study tested α1β1, α2β1, α10β1, and α11β1, not α3β1; chain-specific COL9A2 attribution absent	—
M20A-EXT-0309	Col9a2–ITGA9_ITGB1	reviewed_unresolved	PMID 15383545; PMID 11572855	Human	Collagen IX and recombinant collagen-binding integrins	Subtype-binding comparisons and adhesion assays	No exact COL9A2–α9β1 interaction recovered	ligand_receptor_binding_or_activation	Collagen-IX adhesion candidate	Low	No qualifying α9β1–collagen IX or COL9A2-specific assay	—
M20A-EXT-0310	Col9a2–ITGAV_ITGB8	reviewed_unresolved	PMID 15383545; PMID 27033701	Human	Collagen IX; recombinant αvβ8 systems	Exact-pair and expanded collagen/αvβ8 searches	No exact COL9A2–αvβ8 binding; αvβ8 evidence concerns latent TGFβ	ligand_receptor_binding_or_activation	αvβ8 latent-TGFβ branch, not collagen IX	Low	Collagen-IX family evidence cannot be transferred to αvβ8 or COL9A2	—
M20A-EXT-0311	Col9a2–Sdc1	reviewed_unresolved	PMID 15383545; PMCID PMC3119907	Human	Collagen IX and syndecan-1/ECM literature	Exact-symbol PubMed/PMC and publisher searches	No exact COL9A2–SDC1 interaction recovered	ligand_receptor_binding_or_activation	Proteoglycan–collagen matrix association	Low	No chain-resolved COL9A2 binding or SDC1 relay identified	—
M20A-EXT-0312	Col9a3–Cd44	reviewed_unresolved	PMID 15383545; PMCID PMC8912536	Human	Collagen IX; CD44/ECM literature	Exact-pair searches and expanded collagen/CD44 searches	No exact COL9A3–CD44 binding recovered	ligand_receptor_binding_or_activation	Collagen-IX/CD44 matrix adhesion candidate	Low	CD44 evidence primarily concerns hyaluronan or other matrix ligands	—
M20A-EXT-0313	Col9a3–Gp6	reviewed_unresolved	PMID 15383545; PMID 18231936	Human	Collagen IX; platelet GPVI studies	Platelet adhesion and GPVI ligand-specificity assays	No exact COL9A3–GPVI activation recovered	ligand_receptor_binding_or_activation	GPVI–FcRγ–Syk–PLCγ2 platelet branch	Low	GPVI evidence is strongest for fibrillar collagen I/II; collagen IX and COL9A3 were not resolved	—
M20A-EXT-0314	Col9a3–ITGA10_ITGB1	reviewed_unresolved	PMID 15383545; PMID 11572855	Human	Collagen IX; CHO cells expressing α10β1; recombinant α10 I domain	Cell adhesion, spreading, and solid-phase binding	Related collagen-IX trimer–α10β1 binding; exact COL9A3 attribution not shown	ligand_receptor_binding_or_activation	Collagen-IX integrin adhesion	Low	Binding was measured to collagen IX as a multichain molecule, not isolated COL9A3; no relay measured	—
M20A-EXT-0315	Col9a3–ITGA11_ITGB1	reviewed_unresolved	PMID 15383545; PMID 11572855	Human	Collagen IX; CHO cells expressing α11β1; recombinant α11 I domain	Cell adhesion and purified-domain binding	Related collagen-IX trimer–α11β1 binding; exact COL9A3 attribution not shown	ligand_receptor_binding_or_activation	Collagen-IX integrin adhesion	Low	No chain-specific COL9A3 binding or downstream relay	—
M20A-EXT-0316	Col9a3–ITGA1_ITGB1	reviewed_unresolved	PMID 15383545; Reactome R-HSA-2327695	Human	Collagen IX; recombinant α1 I domain and α1β1-expressing cells	Binding, adhesion, and spreading assays	Related collagen-IX trimer–α1β1 binding; exact COL9A3 attribution not shown	ligand_receptor_binding_or_activation	Collagen-IX integrin adhesion	Low	Reactome and primary evidence describe collagen IX as a trimer; individual-chain attribution is absent	—
M20A-EXT-0317	Col9a3–ITGA2_ITGB1	reviewed_unresolved	PMID 15383545; PMID 14698296	Human	Collagen IX; recombinant α2 I domain and α2β1-expressing cells	Solid-phase binding, adhesion, and integrin-domain assays	Related collagen-IX trimer–α2β1 binding; exact COL9A3 attribution not shown	ligand_receptor_binding_or_activation	Collagen-IX integrin adhesion	Low	No isolated COL9A3 assay or receptor-proximal signaling measured	—
M20A-EXT-0318	Col9a3–ITGA3_ITGB1	reviewed_unresolved	PMID 15383545; PMID 11572855	Human	Collagen IX; collagen-binding integrin comparison models	Exact-symbol and collagen-receptor searches	No exact COL9A3–α3β1 interaction recovered	ligand_receptor_binding_or_activation	Collagen-IX adhesion candidate	Low	α3β1 was not among the collagen IX receptors demonstrated in the primary study	—
M20A-EXT-0319	Col9a3–ITGA9_ITGB1	reviewed_unresolved	PMID 15383545; PMID 11572855	Human	Collagen IX and recombinant integrin studies	Subtype-binding comparisons	No exact COL9A3–α9β1 interaction recovered	ligand_receptor_binding_or_activation	Collagen-IX adhesion candidate	Low	No chain-resolved or α9β1-specific collagen IX evidence	—
M20A-EXT-0320	Col9a3–ITGAV_ITGB8	reviewed_unresolved	PMID 15383545; PMID 27033701	Human	Collagen IX; recombinant αvβ8 and latent-TGFβ systems	Ligand-specificity and TGFβ activation assays	No exact COL9A3–αvβ8 binding recovered	ligand_receptor_binding_or_activation	αvβ8 latent-TGFβ branch, not collagen IX	Low	No collagen IX/αvβ8 or COL9A3-specific assay	—
M20A-EXT-0321	Col9a3–Sdc1	reviewed_unresolved	PMID 15383545; PMCID PMC3119907	Human	Collagen IX and syndecan-1/ECM literature	Exact-pair PubMed/PMC and publisher searches	No exact COL9A3–SDC1 interaction recovered	ligand_receptor_binding_or_activation	SDC1 collagen-matrix association	Low	No chain-specific binding, receptor perturbation, or downstream relay	—
M20A-EXT-0324	Comp–ITGA3_ITGB1	reviewed_unresolved	PMCID PMC2896261; PMID 16051604	Human	Chondrocytes and ligament cells; COMP-coated matrices	Cell attachment with integrin-blocking antibodies	COMP attachment was linked to α5β1 and αvβ3, not α3β1	ligand_receptor_binding_or_activation	COMP integrin adhesion	Low	The primary study did not establish COMP–α3β1 binding or relay	—
M20A-EXT-0326	Comp–Sdc1	reviewed_unresolved	PMCID PMC3150962; PMID 20033473	Human	Ligament cells; COMP-coated matrices	Attachment assays with CD47 and αvβ3 blockade	COMP attachment involved CD47 and αvβ3; SDC1 was not demonstrated	ligand_receptor_binding_or_activation	COMP cell-attachment branch	Low	No COMP–SDC1 binding, perturbation, or intracellular relay recovered	—
M20A-EXT-0327	Dlk1–Notch2	reviewed_unresolved	PMCID PMC12216052	Human	DLK1; U2OS cells expressing NOTCH2	Cell-surface binding and Notch reporter assays	No DLK1–NOTCH2 binding or activation detected	ligand_receptor_binding_or_activation	Noncanonical DLK1/Notch context	Low	Recent primary work found no soluble DLK1 binding to NOTCH2; no exact downstream activation	—
M20A-EXT-0328	Dlk1–Notch3	reviewed_unresolved	PMCID PMC12216052	Human	DLK1; U2OS cells expressing NOTCH3	Cell-surface binding and Notch reporter assays	No DLK1–NOTCH3 binding or activation detected	ligand_receptor_binding_or_activation	Noncanonical DLK1/Notch context	Low	Recent primary work found no soluble DLK1 binding to NOTCH3	—
M20A-EXT-0329	Dlk1–Notch4	reviewed_unresolved	PMCID PMC12216052; PMID 12814948	Human/mouse	DLK1/Notch reporter and primary endothelial Notch4 models	Expanded exact-pair searches; endothelial Notch4 assays used DLL4, not DLK1	No qualifying DLK1–NOTCH4 binding or activation recovered	ligand_receptor_binding_or_activation	Canonical NOTCH4 endothelial branch	Low	Notch4 evidence supports DLL4–NOTCH4, not DLK1–NOTCH4	—
M20A-EXT-0330	Dll1–Notch4	reviewed_unresolved	PMID 12814948; PMID 30289388	Human	Primary human dermal microvascular endothelial cells; Notch reporter systems	Coculture and receptor-selectivity assays	Notch4 activation was shown with DLL4; DLL1–NOTCH4 was not established	ligand_receptor_binding_or_activation	NOTCH4–NICD/RBPJ endothelial signaling	Low	DLL1 studies primarily resolved NOTCH1/2; DLL4—not DLL1—was used for primary NOTCH4 activation	—
M20A-EXT-0333	Dll3–Notch3	reviewed_unresolved	PMCID PMC2064846; PMCID PMC4445638	Mouse	Embryos and cultured mammalian cells	Dll3 knock-in, NICD immunostaining, and Notch transactivation assays	DLL3 did not function as a canonical activating ligand in the tested systems	ligand_receptor_binding_or_activation	DLL3/Notch cis-regulatory context	Low	Primary studies did not establish exact DLL3–NOTCH3 trans-binding or activation	—
M20A-EXT-0334	Dll3–Notch4	reviewed_unresolved	PMCID PMC2064846; PMCID PMC4445638	Mouse	Embryos and cultured mammalian cells	Dll3 transactivation and Notch activation assays	No exact DLL3–NOTCH4 activation recovered	ligand_receptor_binding_or_activation	DLL3/Notch cis-regulatory context	Low	DLL3 was reported as nonactivating in trans; no Notch4-specific pair assay	—
M20A-EXT-0355	Jag2–Notch4	reviewed_unresolved	https://www.jci.org/articles/view/198639; PMCID PMC9432841	Human	JAG2/NOTCH reporter systems; human coronary endothelial cells	Receptor-specific reporter assays and flow perturbation	JAG2 did not activate the tested NOTCH4 reporter; JAG1—not JAG2—was linked to NOTCH4 activation	ligand_receptor_binding_or_activation	JAG/NOTCH4 endothelial signaling	Low	No direct JAG2–NOTCH4 binding or activation established	—
M20A-EXT-0359	Lama1–ITGA3_ITGB1	reviewed_unresolved	PMID 14607975; DOI 10.1093/jb/mvg185	Human	Purified placental α3β1; laminin isoform panel	Purified-integrin binding assays	Laminin-1 showed no significant α3β1 binding in the primary panel	ligand_receptor_binding_or_activation	Laminin-1 integrin adhesion	Low	α3β1 bound laminin-5 and laminin-10/11, not laminin-1; no downstream relay	—
M20A-EXT-0363	Lama1–ITGA9_ITGB1	reviewed_unresolved	PMID 14607975; PMID 19147489	Human	Laminin isoform and integrin-binding systems	Expanded laminin-integrin specificity searches	No exact LAMA1–α9β1 interaction recovered	ligand_receptor_binding_or_activation	Laminin-1/α9β1 adhesion candidate	Low	Available studies concern other laminin isoforms and integrin subtypes; no exact α9β1 assay	—
