review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-EXT-2355	lgals3 lag3	Lgals3 Lag3	M21A-REUSE-1674	M21A-PAIR-EVID-3298	https://pmc.ncbi.nlm.nih.gov/articles/PMC4390508/;https://pubmed.ncbi.nlm.nih.gov/?term=LGALS3+LAG3	mouse	activated antigen-specific CD8-positive T cells and neu-N tumor model	recombinant galectin-3 treatment; LAG-3 knockout versus wild-type T cells; cell-surface cross-linking and co-immunoprecipitation	Galectin-3 physically associates with glycosylated LAG-3 and LAG-3 is required for galectin-3-mediated suppression of T-cell IFN-gamma production	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	LGALS3-LAG3 glycan-dependent inhibitory synapse -> T-cell cytokine suppression	medium-high		reviewed_relay_candidate	The primary study supports a physical complex and LAG-3-dependent function but does not define a unique cytosolic kinase cascade or terminal TF; galectin-3 also binds other glycosylated T-cell receptors.
M20A-EXT-2358	lgals8 itga3	Lgals8 Itga3	M21A-REUSE-1675	M21A-PAIR-EVID-3299	https://pubmed.ncbi.nlm.nih.gov/10852818/;https://pubmed.ncbi.nlm.nih.gov/34669463/;https://pubmed.ncbi.nlm.nih.gov/?term=LGALS8+ITGA3	human	1299 carcinoma cells and pulmonary artery endothelial cells	recombinant galectin-8; integrin-ligand adhesion/apoptosis assays; ITGA3/ITGB1 or LGALS8 knockdown; proximity ligation; STAT1 and phospho-STAT1 immunoblot	Galectin-8 associates with the alpha3beta1 integrin complex and integrin/LGALS8 perturbation alters STAT1 phosphorylation and apoptosis	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	LGALS8-alpha3beta1 -> integrin-linked STAT1 signaling -> endothelial stress/apoptosis	medium-high	STAT1	reviewed_relay_candidate	The alpha3 subunit is measured in a heterodimeric alpha3beta1 complex; pSTAT1 rather than TF occupancy was measured, so STAT1 is retained as a pathway endpoint without claiming direct transcriptional target binding.
M20A-EXT-2362	lgi2 adam22	Lgi2 Adam22		M21A-PAIR-EVID-3300	https://pubmed.ncbi.nlm.nih.gov/20220021/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2854583/;https://pubmed.ncbi.nlm.nih.gov/?term=LGI2+ADAM22	rat; dog	transfected cell-surface ADAM assays and rat brain neuronal protein complexes	secreted tagged LGI2 cell-surface binding; immunofluorescence; co-immunoprecipitation from rat brain	LGI2 binds ADAM22 after secretion in cell-surface and brain-complex assays	ligand_receptor_binding_or_activation	LGI2-ADAM22 neuronal adhesion/receptor-complex branch	medium-high		reviewed_binding_only	The strongest source establishes binding and complex association but does not isolate a downstream ADAM22 cytosolic relay or terminal TF; ADAM23 and ADAM11 are additional LGI2 partners.
M20A-EXT-2364	lgi3 adam22	Lgi3 Adam22	M21A-REUSE-1676	M21A-PAIR-EVID-3301	https://pubmed.ncbi.nlm.nih.gov/31627033/;https://doi.org/10.1016/j.cyto.2019.154872;https://reactome.org/content/detail/R-HSA-5682802	human; mouse; rat	HaCaT keratinocytes, neuronal/Schwann-cell LGI-ADAM models, and Reactome orthology	LPS and COX-2 perturbation; LGI3 secretion assays; ADAM22 co-immunoprecipitation, flow cytometry, and immunocytochemistry; literature-supported neurite and inflammatory outputs	LGI3 associates with ADAM22 and is linked to receptor-complex-dependent inflammatory and neurite-related signaling	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	LGI3-ADAM22 complex -> Akt/FAK or inflammatory signaling -> migration/inflammation	medium		reviewed_relay_candidate	The keratinocyte study supports association but is context-specific and notes cell-type differences; Reactome combines receptor-complex and literature-level pathway assertions, so no terminal TF is assigned.
M20A-EXT-2366	lgi3 flot1	Lgi3 Flot1	M21A-REUSE-1677	M21A-PAIR-EVID-3302	https://pubmed.ncbi.nlm.nih.gov/20461023/;https://reactome.org/content/detail/R-HSA-5682802;https://pubmed.ncbi.nlm.nih.gov/?term=LGI3+FLOT1	rat; human	neural/astrocyte-associated trafficking models	LGI3-FLOT1 co-immunoprecipitation and interaction assays; RNA interference of LGI3 or FLOT1; APP trafficking and exosome-formation readouts	LGI3 directly associates with flotillin-1 and the complex regulates APP trafficking and exosome formation	receptor_proximal_relay;downstream_pathway_function	LGI3-FLOT1 lipid-raft trafficking complex -> APP endocytosis/exosome pathway	medium		reviewed_relay_candidate	This is an intracellular trafficking/cofactor edge rather than an extracellular ligand-receptor interaction; the primary study does not define a kinase relay or terminal TF.
M20A-EXT-2367	lgi3 stx1a	Lgi3 Stx1a	M21A-REUSE-1678	M21A-PAIR-EVID-3303	https://pubmed.ncbi.nlm.nih.gov/18628660/;https://reactome.org/content/detail/R-HSA-5682802;https://pubmed.ncbi.nlm.nih.gov/?term=LGI3+STX1A	mouse; rat; human orthology	astrocyte and neuronal endocytosis/exocytosis models	LGI3 pull-down, co-immunoprecipitation and colocalization literature; APP and syntaxin-1 endocytosis readouts	LGI3 associates with syntaxin-1/Syntaxin-1A-containing trafficking machinery and is linked to endocytic/exocytic output	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	LGI3-STX1A SNARE/endocytosis branch -> APP and vesicle trafficking	medium		reviewed_relay_candidate	The primary evidence is association and trafficking biology, not a canonical receptor-proximal kinase pathway; Reactome denotes syntaxin1 in a receptor/trafficking complex and does not establish a terminal TF.
M20A-EXT-2370	lhb adcyap1r1	Lhb Adcyap1r1		M21A-PAIR-EVID-3304	https://pubmed.ncbi.nlm.nih.gov/?term=LHB+ADCYAP1R1;https://pmc.ncbi.nlm.nih.gov/articles/PMC3080417/	not established	pituitary gonadotroph comparator systems	Exact-pair PubMed, PMC, publisher, and pathway searches; PACAP/ADCYAP1R1 studies were checked for directionality and pituitary outputs	No exact LHB-ADCYAP1R1 binding or activation edge established	ligand_receptor_binding_or_activation	LH/PACAP pituitary directionality boundary	low		reviewed_unresolved	The reviewed literature supports PACAP acting through ADCYAP1R1 to regulate gonadotroph genes, including LHB, which is the reverse direction; that evidence was not transferred to an LHB ligand edge.
M20A-EXT-2371	lhb adrb2	Lhb Adrb2		M21A-PAIR-EVID-3305	https://pubmed.ncbi.nlm.nih.gov/?term=LHB+ADRB2;https://reactome.org/content/query?q=LHB%20ADRB2	not established	exact-symbol literature search and adrenergic receptor comparator systems	Exact-pair PubMed, PMC, publisher, and pathway searches; no qualifying LHB-ADRB2 binding, activation, or perturbation assay located	No exact LHB-ADRB2 edge established	ligand_receptor_binding_or_activation	glycoprotein hormone versus beta-adrenergic receptor specificity boundary	low		reviewed_unresolved	LH/LHCGR and beta-adrenergic signaling were kept separate; receptor-family co-occurrence and pituitary expression were not promoted to an interaction.
M20A-EXT-2372	lhb adrb3	Lhb Adrb3		M21A-PAIR-EVID-3306	https://pubmed.ncbi.nlm.nih.gov/?term=LHB+ADRB3;https://reactome.org/content/query?q=LHB%20ADRB3	not established	exact-symbol literature search and beta-adrenergic receptor comparator systems	Exact-pair PubMed, PMC, publisher, and pathway searches; no qualifying LHB-ADRB3 binding, activation, or perturbation assay located	No exact LHB-ADRB3 edge established	ligand_receptor_binding_or_activation	glycoprotein hormone versus beta-adrenergic receptor specificity boundary	low		reviewed_unresolved	LH/LHCGR and beta-adrenergic signaling were kept separate; no direct molecular, receptor-proximal, or functional LHB-ADRB3 evidence was validated.
M20A-EXT-2373	lhb gpr20	Lhb Gpr20		M21A-PAIR-EVID-3307	https://pubmed.ncbi.nlm.nih.gov/?term=LHB+GPR20;https://reactome.org/content/query?q=LHB%20GPR20	not established	exact-symbol literature search and orphan-GPCR comparator systems	Exact-pair PubMed, PMC, publisher, and pathway searches; no qualifying LHB-GPR20 binding, activation, or perturbation assay located	No exact LHB-GPR20 edge established	ligand_receptor_binding_or_activation	LH versus orphan-GPCR specificity boundary	low		reviewed_unresolved	GPR20 annotations and generic glycoprotein-hormone signaling were not treated as evidence for LHB binding or downstream activation.
