review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0601	GABA-GAD2_SLC32A1 Gabbr2	reviewed_unresolved	PMID:11588177; PMID:16120656; PMID:10939334; DOI:10.1016/S0896-6273(00)00012-X	human/rat	recombinant GABAB1/GABAB2 heterodimers in Xenopus oocytes, BHK cells, and trafficking assays	GABAB2 intracellular-loop mutagenesis; baclofen-evoked GIRK/PLC responses only with GABAB1/GABAB2 coexpression; surface-trafficking analysis	obligate receptor-complex coupling component	ligand_receptor_binding_or_activation	GABAB2 supplies G-protein coupling in assembled GABAB1-GABAB2 receptor; no standalone GABA-GABAB2 activation edge	low	GABAB2 is required for signaling but does not provide the principal GABA orthosteric site; evidence is for the heterodimer, not GABAB2 alone. GAD2 is a biosynthetic enzyme and SLC32A1 is a vesicular GABA transporter, not receptor components. No TF measured.	—
M20A-CELLCHAT-REMAINING-0602	GABA-GAD2_SLC32A1 GABR_A1B2	reviewed_relay_candidate	PMID:7815361; PMID:15946973; DOI:10.1111/j.1460-9568.1992.tb00103.x	rat/human	recombinant alpha1beta2 GABAA receptors in transfected human cells/oocytes	rapid GABA application; whole-cell chloride-current recordings; pH modulation of GABA-activated current	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha1beta2 GABAA ligand-gated anion channel -> inhibitory membrane current	medium	Binary alpha1beta2 receptors are experimentally functional, although native abundance and assembly are context dependent. GAD2 and SLC32A1 remain separate synthesis/vesicular-transport labels, not receptor components. No TF measured.	—
M20A-CELLCHAT-REMAINING-0603	GABA-GAD2_SLC32A1 GABR_A1B2D	reviewed_relay_candidate	PMID:18204487; PMCID:PMC2267270; DOI:10.1038/sj.bjp.0707665	mouse/human receptor sequences	Xenopus laevis oocytes expressing recombinant alpha1beta2delta GABAA receptors	GABA concentration-response by two-electrode voltage clamp; tracazolate and THDOC modulation; bicuculline/picrotoxin pharmacology	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha1beta2delta GABAA ligand-gated Cl-/HCO3- channel -> tonic inhibitory membrane conductance	medium-high	Exact receptor complex is supported, but basal GABA efficacy and delta-subtype modulation are context dependent. GAD2 and SLC32A1 remain separate synthesis/vesicular-transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0604	GABA-GAD2_SLC32A1 GABR_A1B2G2	reviewed_relay_candidate	PMID:8757254; PMCID:PMC6578878; DOI:10.1523/JNEUROSCI.16-17-05415.1996; PMID:7815361	rat/human	Xenopus laevis oocytes and recombinant human-cell expression systems expressing alpha1beta2gamma2 receptors	site-directed stoichiometry analysis; GABA-evoked whole-cell chloride-current recordings	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha1beta2gamma2 GABAA pentamer -> fast synaptic Cl- conductance/inhibition	medium-high	Receptor assembly and GABA-gated current are directly supported; native stoichiometry and abundance remain context dependent. GAD2 and SLC32A1 are upstream synthesis/vesicular-transport labels, not receptor subunits. No TF measured.	—
M20A-CELLCHAT-REMAINING-0605	GABA-GAD2_SLC32A1 GABR_A1B3	reviewed_relay_candidate	PMID:8951718; PMCID:PMC1160919; DOI:10.1113/jphysiol.1996.sp021756; PMID:7815361	rat/human	recombinant alpha1beta3 GABAA receptors in transfected cells	whole-cell patch clamp during GABA, isoguvacine, or taurine application; comparison with gamma2-containing receptors	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha1beta3 GABAA ligand-gated anion channel -> inhibitory membrane current	medium	Binary alpha1beta3 receptor is experimentally functional, but native prevalence and stoichiometry are context dependent. GAD2 and SLC32A1 are separate synthesis/vesicular-transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0606	GABA-GAD2_SLC32A1 GABR_A1B3G2	reviewed_relay_candidate	PMID:8951718; PMCID:PMC1160919; DOI:10.1113/jphysiol.1996.sp021756; PMID:16339017	rat/human	recombinant alpha1beta3gamma2 GABAA receptors in transfected cells/HEK293	rapid GABA application; whole-cell current kinetics; gamma2-dependent desensitization and stoichiometry comparisons	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha1beta3gamma2 GABAA channel -> phasic inhibitory Cl- current	medium-high	Exact recombinant complex and GABA current are supported; neuronal localization is model dependent. GAD2 and SLC32A1 remain separate synthesis/vesicular-transport processes. No TF measured.	—
M20A-CELLCHAT-REMAINING-0607	GABA-GAD2_SLC32A1 GABR_A2B3G2	reviewed_relay_candidate	PMID:22711532; PMCID:PMC3425235; DOI:10.3389/fnmol.2012.00035; PMID:9370445	rat/human	HEK293T cells expressing recombinant alpha2beta3gamma2 receptors; neuronal receptor-targeting models	whole-cell GABA currents; THDOC/THIP modulation; surface expression and synaptic-targeting comparisons	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha2beta3gamma2 GABAA channel -> synaptic inhibitory current	medium-high	Exact complex is supported by recombinant current and localization studies; neuronal consequences are receptor-complex function, not a terminal transcriptional readout. GAD2 and SLC32A1 remain separate synthesis/vesicular-transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0608	GABA-GAD2_SLC32A1 GABR_A3B3E	reviewed_relay_candidate	PMID:22319471; PMCID:PMC3262152; DOI:10.3389/fncel.2012.00001	human/rat	HEK293 cells expressing alpha3beta3epsilon GABAA receptors; locus-coeruleus expression context	GABA concentration-response; picrotoxin-sensitive spontaneous-current recordings; receptor isoform comparison	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha3beta3epsilon GABAA channel -> inhibitory anion current; epsilon-associated spontaneous activity	medium	Exact alpha3beta3epsilon recombinant functional evidence is present, but epsilon incorporation and native abundance are context dependent. GAD2 and SLC32A1 are not receptor subunits. No TF measured.	—
M20A-CELLCHAT-REMAINING-0609	GABA-GAD2_SLC32A1 GABR_A3B3G2	reviewed_relay_candidate	PMID:20038526; PMCID:PMC2806416; DOI:10.1085/jgp.200910317; PMID:22319471	human/rat	HEK293 cells expressing recombinant alpha3beta3gamma2 GABAA receptors; synaptic neuronal context	single-channel and whole-cell GABA activation kinetics; comparison with alpha1beta2gamma2; subtype pharmacology	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha3beta3gamma2 GABAA channel -> slower phasic inhibitory current	medium-high	Exact receptor isoform and GABA activation are directly measured; slower synaptic-current properties are functional output, not TF evidence. GAD2 and SLC32A1 remain distinct synthesis/vesicular-transport labels. No TF measured.	—
M20A-CELLCHAT-REMAINING-0610	GABA-GAD2_SLC32A1 GABR_A3B3Q	reviewed_relay_candidate	PMID:22319471; PMCID:PMC3262152; DOI:10.3389/fncel.2012.00001; PMID:16412217; PMCID:PMC1363348	human/rat	HEK293 cells expressing alpha3beta3theta receptors; Xenopus oocytes for related alpha3theta assemblies; locus-coeruleus context	GABA concentration-response and whole-cell current recordings; theta-containing receptor pharmacology and assembly comparison	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha3beta3theta GABAA channel -> inhibitory anion current	medium	Exact alpha3beta3theta combination is functionally supported in HEK293 cells; related alpha3beta1theta data are not substituted for it. GAD2 and SLC32A1 are not receptor components. No TF measured.	—
