review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-1095	Ccl5 Ccrl2	reviewed_unresolved	PMID:29056935; PMCID:PMC7758318; PMID:18794339; https://pubmed.ncbi.nlm.nih.gov/?term=CCL5+CCRL2	human; mouse	CCRL2-transfected endothelial/HEK models; primary endothelial and myeloid contexts	CCRL2 ligand-binding, internalization, and migration studies; CCL5-specific searches and comparison with accepted chemerin-CCRL2 evidence	no validated CCL5-CCRL2 activation edge	no_evidence_boundary	CCRL2 atypical chemokine-receptor branch; chemerin presentation rather than CCL5 signaling	low-medium	Early reports proposed CCL5 binding or signaling through CCRL2, but later binding/functional studies did not confirm it and identify chemerin as the accepted ligand. CCL5-CCR1/CCR5 evidence was not transferred to CCRL2.	—
M20A-EXT-1096	Ccl5 Cxcr3	reviewed_unresolved	PMID:12960247; https://pubmed.ncbi.nlm.nih.gov/?term=CCL5+CXCR3+binding	human	activated human T-lymphocyte and inflammatory-endothelium models	comparative chemokine-receptor migration and receptor-specific literature searches; CXCR3 ligand comparisons	no exact CCL5-CXCR3 binding or activation demonstrated	no_evidence_boundary	CCL5-CCR1/CCR5 chemokine branch versus CXCR3-CXCL9/10/11 branch	low	Primary comparative studies assign CCL5 to CCR5/CCR1 and CXCR3 to CXCL9/10/11; co-expression of CCL5 and CXCR3 in inflammation is not evidence of a direct pair.	—
M20A-EXT-1097	Ccl5 Dpp4	reviewed_unresolved	PMID:15923218; PMCID:PMC5104965; https://pubmed.ncbi.nlm.nih.gov/?term=CCL5+DPP4	human	primary human PBMC, monocyte/neutrophil and chemokine-processing systems	DPP4/CD26 N-terminal cleavage of CCL5 and receptor-selectivity/chemotaxis assays	proteolytic processing/context label; no receptor-proximal relay	no_evidence_boundary	DPP4-mediated CCL5 processing; downstream CCL5-CCR5/CCR1 selectivity is a separate branch	medium	DPP4/CD26 modifies CCL5 into truncated variants and can change CCR5/CCR1 activity, but DPP4 is not established here as a signaling receptor or intracellular relay for CCL5.	—
M20A-EXT-1099	Ccl5 Grm7	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=CCL5+GRM7	human; mouse	no exact pair-specific cellular model identified	PubMed/PMC/publisher searches for CCL5 binding or activation of metabotropic glutamate receptor 7	no qualifying exact molecular or relay evidence	no_evidence_boundary	CCL5 chemokine GPCR branch versus GRM7 glutamate-Gi/o branch	low	No primary study demonstrating CCL5-GRM7 binding, receptor activation, or a downstream relay was located; glutamate receptor signaling was not used as a proxy.	—
M20A-EXT-1100	Ccl5 Mtnr1a	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=CCL5+MTNR1A	human; mouse	no exact pair-specific cellular model identified	targeted PubMed/PMC/publisher searches for CCL5-MTNR1A binding, crosstalk, or perturbation	no qualifying exact molecular or relay evidence	no_evidence_boundary	CCL5 chemokine branch versus MTNR1A melatonin-Gi/o branch	low	No primary exact-pair evidence was recovered; melatonin-receptor biology and inflammatory CCL5 expression were not conflated with direct activation.	—
M20A-EXT-1103	Cd14 Itga4	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=CD14+ITGA4+interaction	human; mouse	no exact pair-specific cellular model identified	targeted searches for CD14-alpha4-integrin binding, co-immunoprecipitation, and perturbation	no qualifying exact molecular or relay evidence	no_evidence_boundary	CD14 innate co-receptor branch versus alpha4-integrin adhesion/trafficking branch	low	CD14 expression and integrin-dependent adhesion in monocytes do not establish a CD14-ITGA4 edge; no exact binding or CD14-dependent ITGA4 relay was located.	—
M20A-EXT-1104	Cd14 Itgb1	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=CD14+ITGB1+interaction	human; mouse	no exact pair-specific cellular model identified	targeted searches for CD14-beta1-integrin binding, complex formation, and perturbation	no qualifying exact molecular or relay evidence	no_evidence_boundary	CD14/TLR innate sensing versus beta1-integrin adhesion signaling	low	Beta1-integrin function in myeloid adhesion or migration was not treated as evidence for direct CD14 coupling.	—
M20A-EXT-1105	Cd14 Itgb2	reviewed_unresolved	PMCID:PMC3677579; https://pubmed.ncbi.nlm.nih.gov/?term=CD14+ITGB2+interaction	human; mouse	primary monocytes/macrophages and TLR co-receptor models	searches of CD14-integrin/TLR co-receptor studies; comparison with CD14-TLR and CD36-TLR complexes	no exact CD14-ITGB2 molecular or relay edge established	no_evidence_boundary	CD14 innate co-receptor branch versus beta2-integrin leukocyte-adhesion branch	low	CD14 can cooperate with TLR complexes that also regulate integrin activation, but no direct CD14-ITGB2 binding or exact pair perturbation was isolated.	—
M20A-EXT-1106	Cd14 Ripk1	reviewed_function_only	PMID:39213151; PMCID:PMC11471008; DOI:10.1016/j.celrep.2024.114685	mouse	primary murine macrophages and neutrophils, including Cd14-null cells	FasL stimulation; Cd14 genetic loss; RIPK1-containing Fas/TRIF death-complex and NF-kB/cytokine readouts	CD14-dependent modulation of a RIPK1-containing death/inflammation complex; not direct CD14-RIPK1 binding	downstream_pathway_function	CD14-dependent Fas internalization -> TRIF/RIPK1-containing pro-death complex versus NF-kB inflammatory diversion	medium	The primary study establishes CD14 control of Fas trafficking and downstream pro-death/pro-inflammatory outcomes; RIPK1 is part of the death-complex boundary, not a demonstrated direct CD14 ligand or binding partner.	—
M20A-EXT-1107	Cd14 Tlr1	reviewed_relay_candidate	PMID:23430250; PMCID:PMC3677579; https://pubmed.ncbi.nlm.nih.gov/?term=CD14+TLR1+TLR2	human	purified human soluble CD14/TLR1-TLR2 ectodomains and TLR1/TLR2 reporter-cell models	triacylated lipopeptide transfer; size-exclusion ternary-complex formation; IL-8 reporter and CD14 perturbation	CD14 delivery/co-receptor activity in the TLR1-TLR2 receptor complex	receptor_proximal_relay	CD14 -> TLR1:TLR2 -> MyD88/TIRAP -> NF-kB/MAPK	medium-high	The exact signaling receptor is the TLR1:TLR2 heterodimer; CD14 enhances ligand delivery and ternary-complex formation but has no cytosolic signaling domain. The edge is not a direct CD14-TLR1 ligand-binding claim.	—
