review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0305	Ceacam1 Cd1d2	reviewed_unresolved	PMCID:PMC3981948; DOI:10.1038/mi.2013.80; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam1+Cd1d2	mouse/human	293T CEACAM/CD1d co-expression comparator; exact mouse Cd1d2 model not located	co-immunoprecipitation and domain-deletion study showed CEACAM5, but not CEACAM1, binds CD1d; exact Cd1d2 search	no qualifying exact Ceacam1–Cd1d2 binding; CEACAM-family negative boundary	ligand_receptor_binding_or_activation	CEACAM/CD1d immune adhesion and antigen-presentation context	low	The primary study tested human CD1d and found CEACAM5 rather than CEACAM1; human-family and CD1d evidence was not transferred to mouse Cd1d2.	—
M20A-CELLCHAT-REMAINING-0306	Ceacam1 Cd209b	reviewed_unresolved	PMID:16282604; DOI:10.1093/glycob/cwj057; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam1+Cd209b	mouse/human	human granulocytes and immature dendritic cells; exact mouse Cd209b model not located	CEACAM1 glycan-dependent binding to recombinant/native human DC-SIGN; exact Cd209b search	no qualifying exact Ceacam1–Cd209b binding; human CD209 family boundary	ligand_receptor_binding_or_activation	CEACAM1 glycan-mediated immune adhesion to DC-SIGN-family lectins	low	PMID:16282604 supports human CEACAM1–CD209 via Lewis-x glycans, but exact mouse Cd209b paralog specificity and downstream relay were not established.	—
M20A-CELLCHAT-REMAINING-0307	Ceacam1 Cd209c	reviewed_unresolved	PMID:16282604; DOI:10.1093/glycob/cwj057; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam1+Cd209c	mouse/human	human granulocytes and immature dendritic cells; exact mouse Cd209c model not located	CEACAM1 glycan-dependent binding to recombinant/native human DC-SIGN; exact Cd209c search	no qualifying exact Ceacam1–Cd209c binding; human CD209 family boundary	ligand_receptor_binding_or_activation	CEACAM1 glycan-mediated immune adhesion to DC-SIGN-family lectins	low	Human CD209 evidence is not sufficient to assign a ligand relationship to mouse Cd209c; no exact receptor-dependent signaling assay was found.	—
M20A-CELLCHAT-REMAINING-0308	Ceacam1 Cd209d	reviewed_unresolved	PMID:16282604; DOI:10.1093/glycob/cwj057; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam1+Cd209d	mouse/human	human granulocytes and immature dendritic cells; exact mouse Cd209d model not located	CEACAM1 glycan-dependent binding to recombinant/native human DC-SIGN; exact Cd209d search	no qualifying exact Ceacam1–Cd209d binding; human CD209 family boundary	ligand_receptor_binding_or_activation	CEACAM1 glycan-mediated immune adhesion to DC-SIGN-family lectins	low	Human CD209 evidence is not sufficient to assign a ligand relationship to mouse Cd209d; no exact receptor-dependent signaling assay was found.	—
M20A-CELLCHAT-REMAINING-0309	Ceacam1 Cd209e	reviewed_unresolved	PMID:16282604; DOI:10.1093/glycob/cwj057; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam1+Cd209e	mouse/human	human granulocytes and immature dendritic cells; exact mouse Cd209e model not located	CEACAM1 glycan-dependent binding to recombinant/native human DC-SIGN; exact Cd209e search	no qualifying exact Ceacam1–Cd209e binding; human CD209 family boundary	ligand_receptor_binding_or_activation	CEACAM1 glycan-mediated immune adhesion to DC-SIGN-family lectins	low	Human CD209 evidence is not sufficient to assign a ligand relationship to mouse Cd209e; no exact receptor-dependent signaling assay was found.	—
M20A-CELLCHAT-REMAINING-0310	Ceacam1 Cd8a	reviewed_unresolved	PMCID:PMC3981948; DOI:10.1038/mi.2013.80; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam1+CD8A	mouse/human	293T CEACAM/CD1d co-expression and human intestinal epithelial/CD8 models; exact CEACAM1–CD8A assay not located	CEACAM5–CD8α binding and Lck activation used as a family boundary; exact CEACAM1–CD8A search	no qualifying exact Ceacam1–Cd8a binding; CEACAM5-specific comparator	ligand_receptor_binding_or_activation	CEACAM/immune-cell adhesion and CD8-coreceptor context	low	The primary study identified CEACAM5, not CEACAM1, as the CD8α-binding CEACAM; CD8 T-cell effects in Ceacam1-deficient mice do not establish direct CEACAM1–CD8A binding.	—
M20A-CELLCHAT-REMAINING-0311	Ceacam1 Ceacam1	reviewed_relay_candidate	PMID:19948502; PMCID:PMC2779236; DOI:10.1083/jcb.200904149; PMID:19948503; PMCID:PMC2779222; DOI:10.1083/jcb.200904150	mouse/rat/human	transfected epithelial cells, HeLa-CEACAM1 cells, and membrane-attached CEACAM1 ectodomain systems	SPR, chemical cross-linking, FRET, co-immunoprecipitation, antibody ligation, and CEACAM1-L/S dimerization perturbations	CEACAM1 trans-homophilic adhesion induces cis-dimerization and changes c-Src/SHP-2 recruitment	receptor_proximal_relay	CEACAM1 homophilic adhesion → cis-dimerization/ITIM-associated c-Src and SHP-2 signaling	medium-high	The studies resolve receptor-proximal CEACAM1 signaling but do not define a single terminal transcription factor; isoform and membrane-organization effects are context dependent.	—
M20A-CELLCHAT-REMAINING-0312	Ceacam1 Ceacam2	reviewed_unresolved	PMCID:PMC3272352; PMCID:PMC4192753; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam1+Ceacam2	mouse	mouse CEACAM2 metabolic and platelet models; exact Ceacam1–Ceacam2 pair assay not located	Ceacam2 knockout and platelet/energy-homeostasis phenotyping; exact heterophilic binding search	no qualifying exact Ceacam1–Ceacam2 binding or receptor-dependent relay	ligand_receptor_binding_or_activation	CEACAM-family adhesion and signaling context	low	Mouse CEACAM2 functional studies did not establish a CEACAM1 counter-receptor interaction; human CEACAM-family binding results were not transferred to this mouse pair.	—
M20A-CELLCHAT-REMAINING-0313	Ceacam1 Ceacam5	reviewed_binding_only	PMID:31604530; PMCID:PMC6814268; DOI:10.1016/j.smim.2019.101296; DOI:10.1111/j.1365-2958.2007.06054.x	human	purified human CEACAM IgV-domain and CEACAM-family epithelial/adhesion systems	biochemical binding/structural studies and family-interaction synthesis; exact native-cell relay not directly assayed in the bounded search	heterophilic CEACAM1–CEACAM5 adhesion/binding	ligand_receptor_binding_or_activation	CEACAM family cell-cell adhesion; no receptor-proximal relay promoted	medium	The exact interaction is supported in primary biochemical context and summarized by primary-source reviews, but the retrieved primary study set did not establish a CEACAM5-driven intracellular relay through CEACAM1; keep as binding/adhesion only.	—
M20A-CELLCHAT-REMAINING-0314	Ceacam1 Psg20	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam1+Psg20; PMCID:PMC6814268	mouse/human	no exact submitted-pair model	bounded exact-pair and CEACAM/PSG-family search; no qualifying binding or receptor perturbation assay	no qualifying exact Ceacam1–Psg20 interaction	ligand_receptor_binding_or_activation	CEACAM/PSG family immune-adhesion context	low	Pregnancy-specific glycoprotein family membership and CEACAM family similarity were not treated as evidence for this exact pair.	—
M20A-CELLCHAT-REMAINING-0315	Ceacam2 Cd1d1	reviewed_unresolved	PMCID:PMC3981948; DOI:10.1038/mi.2013.80; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam2+Cd1d1	mouse/human	293T CEACAM/CD1d co-expression comparator; exact mouse Ceacam2–Cd1d1 model not located	CEACAM5-specific CD1d co-immunoprecipitation and domain deletion; exact Ceacam2 search	no qualifying exact Ceacam2–Cd1d1 binding	ligand_receptor_binding_or_activation	CEACAM/CD1d immune adhesion and antigen-presentation context	low	The primary CD1d study found CEACAM5, not CEACAM2, and did not test mouse Cd1d1; no downstream relay was established.	—
M20A-CELLCHAT-REMAINING-0316	Ceacam2 Cd1d2	reviewed_unresolved	PMCID:PMC3981948; DOI:10.1038/mi.2013.80; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam2+Cd1d2	mouse/human	293T CEACAM/CD1d co-expression comparator; exact mouse Ceacam2–Cd1d2 model not located	CEACAM5-specific CD1d co-immunoprecipitation and domain deletion; exact Ceacam2 search	no qualifying exact Ceacam2–Cd1d2 binding	ligand_receptor_binding_or_activation	CEACAM/CD1d immune adhesion and antigen-presentation context	low	The primary CD1d study found CEACAM5, not CEACAM2, and did not test mouse Cd1d2; no downstream relay was established.	—
M20A-CELLCHAT-REMAINING-0317	Ceacam2 Cd209a	reviewed_unresolved	PMID:16282604; DOI:10.1093/glycob/cwj057; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam2+Cd209a	mouse/human	human CEACAM1–DC-SIGN model used only as family boundary; exact mouse Ceacam2–Cd209a model not located	CEACAM1 Lewis-x glycan binding to human CD209; exact Ceacam2/Cd209a search	no qualifying exact Ceacam2–Cd209a binding	ligand_receptor_binding_or_activation	CEACAM glycan-mediated immune adhesion to CD209-family lectins	low	Human CEACAM1–CD209 glycan binding cannot be transferred to mouse Ceacam2 or Cd209a; no exact signaling assay was found.	—
M20A-CELLCHAT-REMAINING-0318	Ceacam2 Cd209b	reviewed_unresolved	PMID:16282604; DOI:10.1093/glycob/cwj057; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam2+Cd209b	mouse/human	human CEACAM1–DC-SIGN model used only as family boundary; exact mouse Ceacam2–Cd209b model not located	CEACAM1 Lewis-x glycan binding to human CD209; exact Ceacam2/Cd209b search	no qualifying exact Ceacam2–Cd209b binding	ligand_receptor_binding_or_activation	CEACAM glycan-mediated immune adhesion to CD209-family lectins	low	Human CEACAM1–CD209 glycan binding cannot be transferred to mouse Ceacam2 or Cd209b; no exact signaling assay was found.	—
M20A-CELLCHAT-REMAINING-0319	Ceacam2 Cd209c	reviewed_unresolved	PMID:16282604; DOI:10.1093/glycob/cwj057; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam2+Cd209c	mouse/human	human CEACAM1–DC-SIGN model used only as family boundary; exact mouse Ceacam2–Cd209c model not located	CEACAM1 Lewis-x glycan binding to human CD209; exact Ceacam2/Cd209c search	no qualifying exact Ceacam2–Cd209c binding	ligand_receptor_binding_or_activation	CEACAM glycan-mediated immune adhesion to CD209-family lectins	low	Human CEACAM1–CD209 glycan binding cannot be transferred to mouse Ceacam2 or Cd209c; no exact signaling assay was found.	—
M20A-CELLCHAT-REMAINING-0320	Ceacam2 Cd209d	reviewed_unresolved	PMID:16282604; DOI:10.1093/glycob/cwj057; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam2+Cd209d	mouse/human	human CEACAM1–DC-SIGN model used only as family boundary; exact mouse Ceacam2–Cd209d model not located	CEACAM1 Lewis-x glycan binding to human CD209; exact Ceacam2/Cd209d search	no qualifying exact Ceacam2–Cd209d binding	ligand_receptor_binding_or_activation	CEACAM glycan-mediated immune adhesion to CD209-family lectins	low	Human CEACAM1–CD209 glycan binding cannot be transferred to mouse Ceacam2 or Cd209d; no exact signaling assay was found.	—
M20A-CELLCHAT-REMAINING-0321	Ceacam2 Cd209e	reviewed_unresolved	PMID:16282604; DOI:10.1093/glycob/cwj057; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam2+Cd209e	mouse/human	human CEACAM1–DC-SIGN model used only as family boundary; exact mouse Ceacam2–Cd209e model not located	CEACAM1 Lewis-x glycan binding to human CD209; exact Ceacam2/Cd209e search	no qualifying exact Ceacam2–Cd209e binding	ligand_receptor_binding_or_activation	CEACAM glycan-mediated immune adhesion to CD209-family lectins	low	Human CEACAM1–CD209 glycan binding cannot be transferred to mouse Ceacam2 or Cd209e; no exact signaling assay was found.	—
M20A-CELLCHAT-REMAINING-0322	Ceacam2 Cd8a	reviewed_unresolved	PMCID:PMC3981948; DOI:10.1038/mi.2013.80; PMCID:PMC4192753; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam2+CD8A	mouse/human	mouse Ceacam2 platelet/metabolic models and human CEACAM5–CD8α comparator models	CEACAM5–CD8α binding/Lck activation as family boundary; Ceacam2 knockout phenotyping; exact Ceacam2–Cd8a search	no qualifying exact Ceacam2–Cd8a binding	ligand_receptor_binding_or_activation	CEACAM/immune-cell adhesion and CD8-coreceptor context	low	CD8α binding was shown for CEACAM5, not CEACAM2; Ceacam2 knockout phenotypes do not establish direct CD8A binding.	—
M20A-CELLCHAT-REMAINING-0323	Ceacam2 Ceacam2	reviewed_unresolved	PMCID:PMC3272352; PMCID:PMC4192753; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam2+Ceacam2	mouse	mouse hypothalamic/metabolic and platelet models; exact Ceacam2 homophilic-binding assay not located	Ceacam2 knockout and platelet aggregation/adhesion phenotyping; exact homophilic binding search	no qualifying exact Ceacam2–Ceacam2 homophilic binding	ligand_receptor_binding_or_activation	CEACAM2 intracellular/platelet signaling and adhesion context	low	The cited mouse studies establish CEACAM2 functions but not a trans-homophilic Ceacam2–Ceacam2 receptor pair; family homophily was not transferred.	—
M20A-CELLCHAT-REMAINING-0324	Ceacam2 Psg20	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam2+Psg20; PMCID:PMC3272352	mouse/human	mouse CEACAM2 metabolic models; exact Ceacam2–Psg20 model not located	bounded exact-pair and CEACAM/PSG-family search; no qualifying binding or receptor perturbation assay	no qualifying exact Ceacam2–Psg20 interaction	ligand_receptor_binding_or_activation	CEACAM/PSG family immune-adhesion context	low	Pregnancy-specific glycoprotein family membership and CEACAM2 metabolic phenotypes do not establish this exact pair.	—
M20A-CELLCHAT-REMAINING-0325	Ceacam2 Sele	reviewed_unresolved	PMCID:PMC7173556; PMCID:PMC3272352; https://pubmed.ncbi.nlm.nih.gov/?term=Ceacam2+E-selectin	mouse/human	mouse CEACAM2 models; human CEACAM1/CEACAM6–E-selectin family comparator literature	CEACAM-family E-selectin adhesion literature and Ceacam2 functional studies; exact Ceacam2–Sele search	no qualifying exact Ceacam2–Sele binding	ligand_receptor_binding_or_activation	CEACAM/selectin-mediated immune adhesion	low	E-selectin binding is established for selected human CEACAM family members, not Ceacam2; no exact receptor-dependent relay was found.	—
M20A-CELLCHAT-REMAINING-0326	CGA_TSHB Tshr	reviewed_relay_candidate	PMID:14602775; DOI:10.1210/jc.2003-030664; PMID:11006268; DOI:10.1074/jbc.M002097200; DOI:10.1016/S0021-9258(17)36705-4; PMCID:PMC5585343	mouse/rat/human/hamster	CHO cells expressing human TSHR; FRTL5 rat thyroid cells; primary mouse thyroid cells; human thyroid membranes	TSH binding and cAMP accumulation; TSH stimulation; G-protein coupling; PKA/p38 perturbation; FRET cAMP/PKA sensors; receptor internalization perturbation	TSH heterodimer activation of TSHR with Gs and Gq/11 coupling and cAMP/PKA plus MAPK outputs	receptor_proximal_relay	TSHR → Gs/adenylyl cyclase/cAMP/PKA; Gq/11/PLC; Rac1/ROS → MKK3/6-p38-MAPK → ATF2; internalized TSHR late cAMP/PKA	high	The queued source is a CGA/TSHB composite; assays used purified or endogenous TSH and TSHR rather than manipulating CGA or TSHB biosynthesis. ATF2 phosphorylation is directly measured in a TSHR-expressing model, but it is a downstream TF substrate rather than evidence for all TSHR contexts.	ATF2
