review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-LIANA-REMAINING-0487	Wnt7a Fzd2_lrp6	no_evidence_boundary	PMID:25373781; PMCID:PMC4223636; DOI:10.1016/j.devcel.2014.08.018; PMID:25605717; PMCID:PMC4358105; DOI:10.1074/jbc.M114.612648	mouse; human-derived HEK293 reporter comparator	HEK293-derived STF cells with Wnt7a, Fzd2, and Lrp6 expression; no matched endogenous CNS endothelial pair assay	GPR124/FZD/LRP5-6 reporter-panel screening and WNT-FZD binding/selectivity mapping; no qualifying WNT7A-FZD2-LRP6 reconstitution or selective perturbation	No qualifying exact WNT7A-FZD2-LRP6 binding, activation, receptor-proximal relay, or pair-specific function established	no_qualifying_exact_pair_evidence	WNT7A/FZD/LRP5-6 canonical comparator branches; exact FZD2-LRP6 composite unresolved	low	GPR124 studies establish a WNT7A-FZD4-LRP5 context, not FZD2-LRP6; the WNT-FZD mapping study does not establish this ternary composite. FZD-family membership, LRP6 pathway function, and generic beta-catenin output cannot substitute for exact-composite evidence; no downstream endpoint or terminal TF was assigned.	null
M20A-LIANA-REMAINING-0488	Wnt7a Fzd3_lrp5	no_evidence_boundary	PMID:25373781; PMCID:PMC4223636; DOI:10.1016/j.devcel.2014.08.018; DOI:10.1074/jbc.M300191200; PMID:25605717; PMCID:PMC4358105; DOI:10.1074/jbc.M114.612648	mouse; rat; human-derived HEK293 reporter comparator	HEK293-derived STF and rat PC12 WNT7A receptor-comparator systems; no matched WNT7A-FZD3-LRP5 model	GPR124 FZD-panel and PC12 FZD5-LRP6 studies; WNT-FZD binding mapping; no exact FZD3-LRP5 receptor reconstitution	No qualifying exact WNT7A-FZD3-LRP5 binding, activation, receptor-proximal relay, or pair-specific function established	no_qualifying_exact_pair_evidence	WNT7A-FZD5-LRP5/6 and WNT7A-FZD4-LRP5 comparator branches; exact FZD3-LRP5 composite unresolved	low	The primary studies resolve FZD4-LRP5 or FZD5-LRP5/6 contexts, not FZD3-LRP5. FZD3 expression, WNT-family activity, or generic LRP5/6 canonical signaling cannot be combined into direct exact-composite evidence; no downstream endpoint or terminal TF was assigned.	null
M20A-LIANA-REMAINING-0489	Wnt7a Fzd3_lrp6	no_evidence_boundary	PMID:25373781; PMCID:PMC4223636; DOI:10.1016/j.devcell.2014.08.018; DOI:10.1074/jbc.M300191200; PMID:25605717; PMCID:PMC4358105; DOI:10.1074/jbc.M114.612648	mouse; rat; human-derived HEK293 reporter comparator	HEK293-derived STF and rat PC12 WNT7A receptor-comparator systems; no matched WNT7A-FZD3-LRP6 model	GPR124 FZD-panel and PC12 FZD5-LRP6 studies; WNT-FZD binding mapping; no exact FZD3-LRP6 receptor reconstitution	No qualifying exact WNT7A-FZD3-LRP6 binding, activation, receptor-proximal relay, or pair-specific function established	no_qualifying_exact_pair_evidence	WNT7A-FZD5-LRP6 and WNT7A-FZD4-LRP5 comparator branches; exact FZD3-LRP6 composite unresolved	low	The primary studies resolve FZD4-LRP5 or FZD5-LRP6 contexts, not FZD3-LRP6. FZD3 expression, WNT-family activity, or generic LRP5/6 canonical signaling cannot be combined into direct exact-composite evidence; no downstream endpoint or terminal TF was assigned.	null
M20A-LIANA-REMAINING-0490	Wnt7a Fzd4_lrp5	reviewed_relay_candidate	PMID:25373781; PMCID:PMC4223636; DOI:10.1016/j.devcel.2014.08.018; PMID:40914247; PMCID:PMC12514574; DOI:10.1016/j.jbc.2025.110682	mouse; human-derived HEK293 reporter comparator	HEK293-derived STF cells with Wnt7A, FZD4, LRP5, and GPR124; mouse CNS endothelial genetic and angiogenesis context	FZD/LRP5/GPR124 co-transfection, dose titration, co-culture, TCF/LEF reporter, GPR124 versus GPR125 comparison, and in vivo Wnt7/Gpr124 pathway perturbation	GPR124 coactivates WNT7A signaling in an exact FZD4-LRP5 receptor context, with canonical reporter activation and CNS vascular relevance	receptor_proximal_relay;downstream_pathway_function	WNT7A -> GPR124/FZD4-LRP5 context -> canonical beta-catenin/TCF reporter -> CNS angiogenesis and BBB branch	medium	The exact receptor-complex call is functional and GPR124-dependent rather than a purified WNT7A-FZD4-LRP5 binding measurement; RECK and the broader WNT7 coreceptor system are important context. The 2025 study further shows a FZD-independent GPR124-RECK-WNT7-LRP5/6 core complex in brain endothelial cells. The TCF/LEF reporter was not converted to a terminal TF assignment.	null
M20A-LIANA-REMAINING-0491	Wnt7a Fzd4_lrp6	reviewed_unresolved	PMID:25373781; PMCID:PMC4223636; DOI:10.1016/j.devcell.2014.08.018; PMID:40914247; PMCID:PMC12514574; DOI:10.1016/j.jbc.2025.110682	mouse; human-derived HEK293 reporter comparator	HEK293-derived STF cells with WNT7A, FZD4, and LRP6 comparator expression; mouse brain endothelial context	GPR124-dependent WNT7A/FZD4 reporter titration with LRP5 versus LRP6; WNT7A-induced LRP5/6 recruitment and LRP6 phosphorylation in later brain endothelial biochemical assays	WNT7A-FZD4 signaling is supported, but exact LRP6-composite activation is unresolved and GPR124 did not enhance the FZD4-LRP6 reporter branch in the original reconstitution	receptor_proximal_relay;downstream_pathway_function	WNT7A -> GPR124/RECK and FZD/LRP5-6 comparator branches -> canonical beta-catenin signaling; FZD4-LRP6 specificity unresolved	low	The original exact FZD4 assay was LRP5-specific in STF cells; LRP6 did not show GPR124 enhancement at tested doses. The 2025 brain-endothelial study identified WNT7-LRP5/6 recruitment without FZD in the core complex, so LRP6 core-complex evidence cannot be transferred to an exact FZD4-LRP6 claim; no terminal TF was assigned.	null
M20A-LIANA-REMAINING-0492	Wnt7a Fzd5_lrp5	reviewed_function_only	DOI:10.1074/jbc.M300191200	rat; human-derived recombinant comparator	Rat PC12 pheochromocytoma cells expressing endogenous FZD5/LRP6 with LRP5 and WNT7A co-transfection comparator	WNT7A expression, beta-catenin stabilization, TCF-luciferase reporter, FZD2/FZD5/FZD7 expression profiling, and LRP5 versus LRP6 co-transfection	WNT7A plus FZD5 and LRP5 supports a canonical reporter response, but the exact LRP5-containing receptor complex is functionally supported rather than directly biochemically resolved	downstream_pathway_function	WNT7A -> FZD5 with LRP5 co-receptor context -> beta-catenin stabilization and TCF reporter	medium	The study identifies the native PC12 response most likely as FZD5-LRP6; LRP5 also potentiated WNT7A/FZD5 reporter activity when co-transfected. No purified WNT7A-FZD5-LRP5 binding or defined intracellular relay was shown, and the TCF reporter was not treated as a terminal TF measurement.	null
M20A-LIANA-REMAINING-0493	Wnt7a Fzd5_lrp6	reviewed_relay_candidate	DOI:10.1074/jbc.M300191200; PMID:40914247; PMCID:PMC12514574; DOI:10.1016/j.jbc.2025.110682	rat; human-derived recombinant comparator	rat PC12 pheochromocytoma cells with endogenous FZD5/LRP6; recombinant WNT7A and receptor-complex comparator systems	WNT7A expression, beta-catenin stabilization, TCF-luciferase activation, FZD expression profiling, LRP5/LRP6 co-transfection, and DKK1/DKK3 antagonism	WNT7A can signal through an FZD5-LRP6 receptor complex in PC12 cells, with canonical beta-catenin pathway activation and antagonist sensitivity	receptor_proximal_relay;downstream_pathway_function	WNT7A -> FZD5-LRP6 receptor context -> beta-catenin stabilization/TCF reporter -> neuronal model response	medium	The direct ligand-receptor contact was inferred from receptor-combination specificity and functional antagonism rather than a purified ternary binding assay; the model is rat PC12 and not an SCI receiver. The 2025 study shows that WNT7 signaling can also use a FZD-independent GPR124-RECK-LRP5/6 core complex. No terminal TF was assigned from the TCF reporter.	null
M20A-LIANA-REMAINING-0494	Wnt7a Fzd6_lrp5	no_evidence_boundary	PMID:25373781; PMCID:PMC4223636; DOI:10.1016/j.devcell.2014.08.018; DOI:10.1074/jbc.M300191200; PMID:25605717; PMCID:PMC4358105; DOI:10.1074/jbc.M114.612648	mouse; rat; human-derived HEK293 reporter comparator	HEK293-derived STF and rat PC12 WNT7A receptor-comparator systems; no matched WNT7A-FZD6-LRP5 model	GPR124 FZD-panel and PC12 FZD5-LRP6 studies; WNT-FZD binding mapping; no exact FZD6-LRP5 receptor reconstitution	No qualifying exact WNT7A-FZD6-LRP5 binding, activation, receptor-proximal relay, or pair-specific function established	no_qualifying_exact_pair_evidence	WNT7A-FZD5-LRP6 and WNT7A-FZD4-LRP5 comparator branches; exact FZD6-LRP5 composite unresolved	low	The primary studies resolve FZD4-LRP5 or FZD5-LRP6 contexts, not FZD6-LRP5. FZD6 noncanonical/family context, WNT-family activity, and generic LRP5 signaling cannot be combined into direct exact-composite evidence; no downstream endpoint or terminal TF was assigned.	null
M20A-LIANA-REMAINING-0495	Wnt7a Fzd6_lrp6	no_evidence_boundary	PMID:25373781; PMCID:PMC4223636; DOI:10.1016/j.devcell.2014.08.018; DOI:10.1074/jbc.M300191200; PMID:25605717; PMCID:PMC4358105; DOI:10.1074/jbc.M114.612648	mouse; rat; human-derived HEK293 reporter comparator	HEK293-derived STF and rat PC12 WNT7A receptor-comparator systems; no matched WNT7A-FZD6-LRP6 model	GPR124 FZD-panel and PC12 FZD5-LRP6 studies; WNT-FZD binding mapping; no exact FZD6-LRP6 receptor reconstitution	No qualifying exact WNT7A-FZD6-LRP6 binding, activation, receptor-proximal relay, or pair-specific function established	no_qualifying_exact_pair_evidence	WNT7A-FZD5-LRP6 and WNT7A-FZD4-LRP5 comparator branches; exact FZD6-LRP6 composite unresolved	low	The primary studies resolve FZD4-LRP5 or FZD5-LRP6 contexts, not FZD6-LRP6. FZD6 noncanonical/family context, WNT-family activity, and generic LRP6 signaling cannot be combined into direct exact-composite evidence; no downstream endpoint or terminal TF was assigned.	null
M20A-LIANA-REMAINING-0496	Wnt7a Fzd7_lrp5	no_evidence_boundary	PMID:25373781; PMCID:PMC4223636; DOI:10.1016/j.devcell.2014.08.018; DOI:10.1074/jbc.M300191200; PMID:25605717; PMCID:PMC4358105; DOI:10.1074/jbc.M114.612648	mouse; rat; human-derived HEK293 reporter comparator	HEK293-derived STF and rat PC12 WNT7A receptor-comparator systems; no matched WNT7A-FZD7-LRP5 model	GPR124 FZD-panel and PC12 FZD5-LRP6 studies; WNT-FZD binding mapping; no exact FZD7-LRP5 receptor reconstitution	No qualifying exact WNT7A-FZD7-LRP5 binding, activation, receptor-proximal relay, or pair-specific function established	no_qualifying_exact_pair_evidence	WNT7A-FZD5-LRP6 and WNT7A-FZD4-LRP5 comparator branches; exact FZD7-LRP5 composite unresolved	low	FZD7 was detected in PC12 cells but was not identified as the WNT7A receptor complex; the primary studies resolve FZD4-LRP5 or FZD5-LRP6 contexts, not FZD7-LRP5. Expression and generic WNT pathway evidence cannot establish the submitted composite; no downstream endpoint or terminal TF was assigned.	null
