review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-2454	Mdk Sdc3	reviewed_relay_candidate	PMID:12084985; https://pubmed.ncbi.nlm.nih.gov/12084985/	Mus musculus	N2a mouse neuroblastoma cells; recombinant MK-coated substrata	MK-coated substrata, MK-coated microbeads, cell adhesion and neurite-outgrowth assays; syndecan-3 clustering	Direct MDK binding to SDC3 heparan/chondroitin-sulfate chains with receptor clustering and neurite-outgrowth output	receptor_proximal_relay	MDK-SDC3 proteoglycan clustering -> neuronal adhesion and neurite outgrowth	high	Binding is glycosaminoglycan-chain dependent and the study did not resolve a unique SDC3 core-protein interface or a defined intracellular kinase cascade.	null
M20A-EXT-2456	Mdk Sorl1	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=midkine+SORL1; https://pubmed.ncbi.nlm.nih.gov/38657864/	None established for exact pair	No exact MDK-SORL1 primary model established	Broad PubMed and PMC searches for exact MDK-SORL1 binding, activation, relay, and perturbation; comparator SORL1 ligand studies screened	No exact pair-specific molecular or functional evidence established	ligand_receptor_binding_or_activation	MDK receptor-family comparator branch; SORL1 evidence remains computational or non-MDK	low	Search found ligand-receptor database and single-cell predictions plus SORL1 studies with other ligands, but no validated exact MDK-SORL1 assay or perturbation.	null
M20A-EXT-2457	Mdk Tspan1	reviewed_relay_candidate	PMID:18851943; DOI:10.1016/j.bbrc.2008.09.138; https://pubmed.ncbi.nlm.nih.gov/18851943/	Homo sapiens	Human head and neck squamous cell carcinoma cells	Far-Western/co-immunoprecipitation and RNAi perturbation; migration and invasion assays; FAK, paxillin, and STAT1-alpha readouts	MDK-TSPAN1 association facilitates alpha6beta1-integrin signaling	receptor_proximal_relay	MDK-TSPAN1/alpha6beta1 -> FAK -> paxillin -> STAT1-alpha -> migration/invasiveness	high	The study supports a TSPAN1-integrin receptor complex rather than an isolated TSPAN1 signaling mechanism; STAT1-alpha was measured as pathway output, not direct MDK-TSPAN1 transcriptional binding.	STAT1A
M20A-EXT-2458	Megf10 Abca1	reviewed_function_only	PMID:17205124; PMCID:PMC1762421; https://pubmed.ncbi.nlm.nih.gov/17205124/	Mus musculus and Homo sapiens	Transfected HeLa cells; mouse and human macrophage expression panels	Co-expression of MEGF10 with wild-type or mutant ABCA1; apoptotic-thymocyte engulfment, FRET, confocal microscopy, native PAGE, and dominant-negative perturbation	Functional cooperation between engulfment receptors; molecular association was not unambiguously assigned	downstream_pathway_function	MEGF10-CED1-like engulfment pathway + ABCA1/CED7-like lipid-remodeling cooperation -> apoptotic-cell uptake	medium	The paper reports transdominant functional modulation and proximity but not a purified direct MEGF10-ABCA1 interaction or a receptor-proximal kinase relay.	null
M20A-EXT-2460	Mfap2 Notch1	reviewed_function_only	PMID:38988940; PMCID:PMC11231794; DOI:10.21037/tcr-23-2035; https://pubmed.ncbi.nlm.nih.gov/38988940/	Homo sapiens and mouse xenograft context	Human osteosarcoma U2OS cells; mouse xenograft tumors	MFAP2 shRNA knockdown, Notch1 activation rescue, viability/migration/invasion assays, immunoblotting and qRT-PCR	Upstream functional regulation of NOTCH1-associated EMT and tumor behavior	downstream_pathway_function	MFAP2 -> Notch1-associated EMT program -> viability, migration, invasion, and xenograft growth	medium	Evidence is knockdown/rescue and pathway correlation; no direct MFAP2-NOTCH1 binding, ligand-binding assay, receptor cleavage, or defined receptor-proximal relay was demonstrated.	null
M20A-EXT-2462	Mfge8 Itgav	reviewed_relay_candidate	PMID:12000961; PMID:17620600; DOI:10.1038/417182a; DOI:10.1073/pnas.0704756104; https://pubmed.ncbi.nlm.nih.gov/12000961/; https://pubmed.ncbi.nlm.nih.gov/17620600/	Mus musculus	Thioglycollate-elicited mouse macrophages; NIH3T3 alphaVbeta3 transformants; mouse retinal pigment epithelium	RGD-mutant MFG-E8, alphaVbeta3/alphaVbeta5 loss-of-function, recombinant MFG-E8 supplementation, apoptotic-cell and photoreceptor-outer-segment phagocytosis assays	Direct MFG-E8 binding to alphaV-containing integrin complexes and integrin-dependent engulfment	receptor_proximal_relay	MFG-E8 -> alphaVbeta3/alphaVbeta5 -> MerTK-associated phagocytic signaling -> apoptotic-cell or outer-segment engulfment	high	The exact receptor is an alphaV heterodimer, not ITGAV alone; the pair-level assignment preserves the alphaV subunit while retaining the complex boundary.	null
M20A-EXT-2466	Mfng Notch1	reviewed_relay_candidate	PMID:15574878; PMID:32820046; DOI:10.1074/jbc.RA120.014407; https://pubmed.ncbi.nlm.nih.gov/15574878/; https://pubmed.ncbi.nlm.nih.gov/32820046/	Homo sapiens and Mus musculus proteins in cell-based assays	293T and NIH3T3/CHO-derived Notch reporter systems	MFNG expression, ligand-binding assays, ligand-coated or co-culture Notch reporter assays, and NOTCH1 O-fucose mapping/mutagenesis	MFNG glycosyltransferase modification of NOTCH1 modulates ligand binding and activation	receptor_proximal_relay	MFNG -> NOTCH1 O-fucose modification -> DLL/JAG ligand-dependent Notch activation or inhibition	high	MFNG is an intracellular/secretory-pathway glycosyltransferase acting on the NOTCH1 extracellular domain; it is not itself a canonical extracellular ligand and no direct MFNG-NOTCH1 binding affinity was claimed.	null
M20A-EXT-2467	Mfng Notch2	reviewed_relay_candidate	PMID:32820046; DOI:10.1074/jbc.RA120.014407; https://pubmed.ncbi.nlm.nih.gov/32820046/	Mus musculus and recombinant mammalian proteins	NIH3T3, HEK293T, and CHO-K1 Notch2 reporter/binding systems	MFNG co-expression, ligand-coating activation assays, soluble-ligand binding, mass-spectral glycoproteomics, and O-fucose-site mutagenesis	MFNG modification of NOTCH2 O-fucose sites modulates canonical ligand activation	receptor_proximal_relay	MFNG -> NOTCH2 O-fucose modification -> JAG1/JAG2 inhibition and altered DLL ligand responsiveness	high	The study measures glycosylation-dependent modulation of NOTCH2 ligand interactions; it does not establish a direct extracellular MFNG-NOTCH2 ligand-receptor binding event.	null
M20A-EXT-2468	Mia Cdh7	reviewed_binding_only	PMID:19200257; PMCID:PMC11159361; DOI:10.1111/j.1349-7006.2008.01048.x; https://pubmed.ncbi.nlm.nih.gov/19200257/	Homo sapiens	Primary and metastatic human melanoma cell lines; normal human epidermal melanocytes	SELDI-MS, phage-display support, co-immunoprecipitation, recombinant MIA binding, cadherin-7 overexpression/antisense, and Boyden-chamber migration	Direct MIA-CDH7 binding/sequestration with altered melanoma migration	ligand_receptor_binding_or_activation	MIA-CDH7 cell-surface association -> altered cell-cell adhesion and MIA-dependent migration	medium	The study establishes direct binding and functional modulation but does not define a receptor-proximal kinase relay or a canonical ligand-activated receptor mechanism.	null
M20A-EXT-2469	Mia Itga4	reviewed_relay_candidate	DOI:10.1074/jbc.M511367200; https://doi.org/10.1074/jbc.M511367200	Homo sapiens	Human melanoma cells and recombinant integrin preparations	Far-Western and co-immunoprecipitation of MIA with alpha4beta1; integrin activity, MAPK signaling, and detachment/migration assays	Direct MIA binding to alpha4beta1 with integrin inactivation and MAPK reduction	receptor_proximal_relay	MIA -> alpha4beta1 -> reduced integrin activity/MAPK-ERK -> matrix detachment and migration	high	The evidence is for the alpha4beta1 heterodimer; ITGA4 was not assayed as an isolated monomer and the effect is inhibitory rather than a conventional agonist response.	null
M20A-EXT-2470	Mia Itga5	reviewed_relay_candidate	PMID:20164682; DOI:10.1074/jbc.M511367200; PMCID:PMC2845001; https://pubmed.ncbi.nlm.nih.gov/20164682/; https://doi.org/10.1074/jbc.M511367200	Homo sapiens	Human primary articular chondrocytes and human melanoma cells	MIA co-immunoprecipitation with integrin alpha5, recombinant MIA treatment, activating alpha5 antibody, phospho-ERK immunoblotting, and differentiation assays	Direct MIA binding/inactivation of alpha5-containing integrin complexes with ERK suppression	receptor_proximal_relay	MIA -> alpha5beta1 -> reduced ERK signaling -> altered chondrogenic differentiation and melanoma detachment	high	The exact receptor is alpha5beta1 in the melanoma work and alpha5 in chondrocyte co-immunoprecipitation; no independent ITGA5-only receptor mechanism was resolved.	null
M20A-EXT-2471	Mia Itgb1	reviewed_relay_candidate	DOI:10.1074/jbc.M511367200; https://doi.org/10.1074/jbc.M511367200	Homo sapiens	Human melanoma cells; recombinant alpha4beta1 and alpha5beta1 integrin contexts	Far-Western and co-immunoprecipitation with alpha4beta1/alpha5beta1, integrin activity and MAPK assays	Direct MIA association with beta1-containing integrin heterodimers and inhibitory signaling	receptor_proximal_relay	MIA -> alpha4beta1/alpha5beta1 -> reduced integrin activity/MAPK-ERK -> detachment and migration	medium	The primary study supports beta1 only as part of alpha4beta1 or alpha5beta1 complexes; no beta1-subunit-only binding or branch was established.	null
M20A-EXT-2474	Mif Tnfrsf14	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=MIF+TNFRSF14; PMID:21920726; https://pubmed.ncbi.nlm.nih.gov/21920726/	None established for exact pair	No exact MIF-TNFRSF14 primary model established	Exact-pair PubMed/PMC search for MIF-HVEM/TNFRSF14 binding, activation, relay, and perturbation; HVEM canonical ligand literature screened	No exact MIF-TNFRSF14 binding, activation, receptor-proximal relay, or pair-specific functional evidence established	ligand_receptor_binding_or_activation	HVEM/TNFRSF14 canonical LIGHT/LTalpha/BTLA/CD160 branch; MIF-CD74/CXCR4 comparator remains separate	low	The cited HVEM literature defines other ligands and downstream TRAF-NF-kappaB signaling but does not validate MIF as a TNFRSF14 ligand.	null
