review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-0548	Col9a2-Sdc4	reviewed_unresolved	KEGG:hsa04512; https://pubmed.ncbi.nlm.nih.gov/?term=COL9A2+SDC4	mouse/human	cartilage and intervertebral-disc ECM contexts; no exact pair model	ECM-receptor pathway membership and exact-symbol literature search; no chain-resolved SDC4 assay	no qualifying exact COL9A2-SDC4 binding or receptor-dependent function	ligand_receptor_binding_or_activation	cartilage ECM-receptor interaction; exact ligand unresolved	low	KEGG/pathway co-membership and cartilage co-expression do not establish collagen-IX alpha2 binding to SDC4; collagen-family and other syndecan evidence excluded	—
M20A-EXT-0549	Col9a3-Sdc4	reviewed_unresolved	KEGG:hsa04512; https://pubmed.ncbi.nlm.nih.gov/?term=COL9A3+SDC4	mouse/human	cartilage and nucleus-pulposus ECM contexts; no exact pair model	ECM-receptor pathway membership and exact-symbol literature search; no chain-resolved SDC4 assay	no qualifying exact COL9A3-SDC4 binding or receptor-dependent function	ligand_receptor_binding_or_activation	cartilage ECM-receptor interaction; exact ligand unresolved	low	KEGG/pathway co-membership and transcriptomic association do not establish COL9A3 binding to SDC4; collagen-family evidence was not transferred	—
M20A-EXT-0550	Comp-Sdc4	reviewed_unresolved	STRING:9606.ENSP00000222271; https://pubmed.ncbi.nlm.nih.gov/?term=COMP+SDC4	mouse/human	cartilage and osteoarthritis models; no exact COMP-SDC4 receptor assay	interaction-database association and exact-symbol literature search; no purified binding or receptor blockade	no qualifying exact COMP-SDC4 binding or SDC4-dependent COMP function	ligand_receptor_binding_or_activation	cartilage ECM homeostasis; exact receptor edge unresolved	low	STRING and cartilage co-pathology are not primary pair evidence; COMP interactions with other proteoglycans or SDC4 pathways were not reassigned	—
M20A-EXT-0552	Dspp-ITGAV_ITGB6	reviewed_binding_only	PMID:27430624; PMCID:PMC4949421; DOI:10.1038/srep29666	mouse	mouse odontoblast-like and dental mesenchymal cells	GST-DSP bait/protein-library screen, co-immunoprecipitation, recombinant DSP183-219 binding, anti-integrin-beta6 antibody and siRNA perturbation	DSP domain binds integrin beta6 subunit; alphaV partner not directly demonstrated	ligand_receptor_binding_or_activation	DSP-beta6 subunit -> ERK1/2-p38 -> SMAD1/5/8 dental differentiation branch; exact alphaVbeta6 scope unresolved	medium	Direct binding and ERK1/2, p38, SMAD1/5/8 activation were measured for beta6-subunit signaling, not a reconstituted alphaVbeta6 heterodimer; terminal TF evidence is therefore not assigned to this exact pair	—
M20A-EXT-0555	Lama1-Sv2a	reviewed_binding_only	DOI:10.1074/jbc.275.1.451; https://doi.org/10.1074/jbc.275.1.451	elasmobranch electric-organ synaptosomes; mammalian laminin-1 reagent	electric-organ nerve-terminal synaptosomes and purified SV2H	co-immunoprecipitation of surface SV2H with a 900-kDa alpha5-containing laminin; purified SV2H-laminin-1 binding assay	SV2-family binding to laminin-1; SV2A isoform not resolved	ligand_receptor_binding_or_activation	synaptic ECM-presynaptic adhesion and activity-dependent vesicle recycling	low	The primary study used electric-organ SV2H rather than vertebrate SV2A and tested laminin-1 as a structural surrogate; no SV2A-specific downstream relay or exact LAMA1-chain assay	—
M20A-EXT-0556	Lama1-Sv2b	reviewed_binding_only	DOI:10.1074/jbc.275.1.451; https://doi.org/10.1074/jbc.275.1.451	elasmobranch electric-organ synaptosomes; mammalian laminin-1 reagent	electric-organ nerve-terminal synaptosomes and purified SV2H	co-immunoprecipitation of surface SV2H with a 900-kDa alpha5-containing laminin; purified SV2H-laminin-1 binding assay	SV2-family binding to laminin-1; SV2B isoform not resolved	ligand_receptor_binding_or_activation	synaptic ECM-presynaptic adhesion and activity-dependent vesicle recycling	low	The primary study did not identify SV2B and did not isolate LAMA1 as the binding chain; family-level laminin/SV2 evidence was not promoted to an exact isoform edge	—
M20A-EXT-0557	Lama1-Sv2c	reviewed_binding_only	DOI:10.1074/jbc.275.1.451; https://doi.org/10.1074/jbc.275.1.451	elasmobranch electric-organ synaptosomes; mammalian laminin-1 reagent	electric-organ nerve-terminal synaptosomes and purified SV2H	co-immunoprecipitation of surface SV2H with a 900-kDa alpha5-containing laminin; purified SV2H-laminin-1 binding assay	SV2-family binding to laminin-1; SV2C isoform not resolved	ligand_receptor_binding_or_activation	synaptic ECM-presynaptic adhesion and activity-dependent vesicle recycling	low	The primary study did not identify SV2C and did not isolate LAMA1 as the binding chain; no exact SV2C-laminin relay or functional perturbation was shown	—
M20A-EXT-0559	Lama2-Sv2a	reviewed_unresolved	DOI:10.1074/jbc.275.1.451; PMCID:PMC11562936; https://pubmed.ncbi.nlm.nih.gov/?term=LAMA2+SV2A	elasmobranch electric-organ and mammalian context	no exact LAMA2-SV2A model recovered	primary SV2-laminin study and review/database boundary search; no LAMA2-specific binding assay	no qualifying exact LAMA2-SV2A binding or receptor-proximal relay	ligand_receptor_binding_or_activation	synaptic laminin-SV2 branch; LAMA2 exact edge unresolved	low	The primary complex was alpha5-containing and the purified binding test used laminin-1; neither supports LAMA2-SV2A specifically	—
M20A-EXT-0560	Lama2-Sv2b	reviewed_unresolved	DOI:10.1074/jbc.275.1.451; PMCID:PMC11562936; https://pubmed.ncbi.nlm.nih.gov/?term=LAMA2+SV2B	elasmobranch electric-organ and mammalian context	no exact LAMA2-SV2B model recovered	primary SV2-laminin study and isoform-specific boundary search; no LAMA2-specific binding assay	no qualifying exact LAMA2-SV2B binding or receptor-proximal relay	ligand_receptor_binding_or_activation	synaptic laminin-SV2 branch; LAMA2 exact edge unresolved	low	SV2-family and alpha5/laminin-1 evidence cannot be transferred to LAMA2 or SV2B	—
M20A-EXT-0561	Lama2-Sv2c	reviewed_unresolved	DOI:10.1074/jbc.275.1.451; PMCID:PMC11562936; https://pubmed.ncbi.nlm.nih.gov/?term=LAMA2+SV2C	elasmobranch electric-organ and mammalian context	no exact LAMA2-SV2C model recovered	primary SV2-laminin study and isoform-specific boundary search; no LAMA2-specific binding assay	no qualifying exact LAMA2-SV2C binding or receptor-proximal relay	ligand_receptor_binding_or_activation	synaptic laminin-SV2 branch; LAMA2 exact edge unresolved	low	SV2-family and alpha5/laminin-1 evidence cannot be transferred to LAMA2 or SV2C	—
