review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-1250	Col18a1 Itga2_Itgb1	reviewed_function_only	PMID:11927001; DOI:10.1093/oxfordjournals.jbchem.a003142	human	endothelial cells on collagen-I and chondrosarcoma xenograft models	recombinant human endostatin; endothelial attachment and migration on collagen-I; neutralizing antibodies to alpha2, alpha5beta1 and alphaVbeta3	endostatin-derived COL18A1 fragment modulates alpha2beta1-dependent collagen-I adhesion; no direct endostatin-alpha2beta1 binding shown	downstream_pathway_function	endostatin -> alpha2beta1-dependent endothelial adhesion and migration on collagen-I; anti-angiogenic functional branch	medium	The study supports a functional effect on alpha2beta1-mediated adhesion to collagen-I, not a binary COL18A1-alpha2beta1 ligand-receptor interaction; alpha5beta1 or alphaVbeta3 may mediate endostatin action; full-length versus cleaved collagen XVIII is unresolved	null
M20A-EXT-1251	Col18a1 Itga3	reviewed_relay_candidate	PMCID:PMC3432753; DOI:10.1186/1749-8104-8-11	mouse	cerebellar Purkinje-cell, climbing-fiber and synapse-formation models	recombinant endostatin; integrin alpha3beta1 blockade and cell/synapse formation assays; endostatin-containing COL18A1 fragments in cerebellum	endostatin-alpha3beta1 receptor-complex binding with receptor-dependent synapse-formation function	receptor_proximal_relay;downstream_pathway_function	COL18A1/endostatin -> alpha3beta1 -> climbing-fiber terminal and cerebellar synapse organization	medium	The active species is the collagen XVIII endostatin matricryptin rather than intact full-length collagen XVIII; signaling is cell-context-specific and no terminal TF was directly established	null
M20A-EXT-1253	Col18a1 Itgb3	reviewed_binding_only	PMCID:PMC2755927; https://pubmed.ncbi.nlm.nih.gov/?term=Molecular+Interplay+between+Endostatin+Integrins+and+Heparan+Sulfate	human	purified human integrin ectodomains and endothelial-cell surface models	SPR and solid-phase binding of recombinant endostatin/NC1(XVIII) to purified alphaVbeta3; integrin-domain and endostatin-mutant comparisons	direct endostatin-alphaVbeta3 receptor-complex binding; beta3 is a complex subunit, not a standalone receptor	ligand_receptor_binding_or_activation	COL18A1/endostatin-alphaVbeta3 binding; anti-angiogenic signaling branch not assigned from binding alone	medium	The assay supports the alphaVbeta3 heterodimer and an endostatin matricryptin, not isolated ITGB3; the paper does not provide a pair-specific downstream TF endpoint	null
M20A-EXT-1254	Col18a1 Itgb5	reviewed_binding_only	PMCID:PMC2755927; https://pubmed.ncbi.nlm.nih.gov/?term=Molecular+Interplay+between+Endostatin+Integrins+and+Heparan+Sulfate	human	purified human integrins and endostatin binding assays	SPR of recombinant endostatin over purified alphaVbeta5 integrin; alphaVbeta5 binding reported as supporting data	direct endostatin-alphaVbeta5 receptor-complex binding; beta5 is a complex subunit, not a standalone receptor	ligand_receptor_binding_or_activation	COL18A1/endostatin-alphaVbeta5 binding; no exact downstream relay assigned	medium	AlphaVbeta5 binding is reported in the primary study but with less detail than alpha5beta1 and alphaVbeta3; no direct cellular signaling or terminal TF was demonstrated; intact collagen XVIII was not tested	null
M20A-EXT-1256	Col18a1 Ptprs	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=COL18A1+PTPRS; https://pubmed.ncbi.nlm.nih.gov/?term=endostatin+PTPRS	human; mouse	endostatin endothelial and neuronal models; PTPRS ligand studies; no exact COL18A1-PTPRS model located	bounded exact-pair search across PubMed, PMC, publisher pages and Reactome; comparison with endostatin integrin/glypican binding and PTPRS heparan-sulfate ligand biology	no qualifying exact COL18A1-PTPRS binding, receptor-proximal relay, or functional perturbation	no_evidence_boundary	COL18A1/endostatin receptor boundary; known endostatin partners include integrins and glypicans, whereas PTPRS evidence is centered on heparan-sulfate ligands	low	No exact pair-specific molecular or downstream study was recovered; pathway-family annotations and PTPRS heparan-sulfate biology were not transferred to COL18A1	null
M20A-EXT-1257	Col19a1 Itga10_Itgb1	reviewed_unresolved	PMCID:PMC8312610; https://pubmed.ncbi.nlm.nih.gov/?term=COL19A1+ITGA10+ITGB1	human; mouse	type-XIX collagen/F4 peptide angiogenesis models and collagen-binding integrin assays; no alpha10beta1 model	bounded exact-pair search; F4 peptide direct binding to alphaVbeta3 and alpha5beta1 was reviewed as a comparator, not transferred	not demonstrated for COL19A1-alpha10beta1; collagen XIX-derived F4-alphaVbeta3/alpha5beta1 evidence is a different receptor complex	no_evidence_boundary	COL19A1 matrikine -> alphaVbeta3/alpha5beta1 comparator branch; alpha10beta1 branch unresolved	low	The cited collagen XIX study supports a processed F4 peptide with alphaVbeta3 and alpha5beta1, not alpha10beta1; no exact alpha10beta1 binding, relay, or functional perturbation was found	null
M20A-EXT-1258	Col19a1 Itga11_Itgb1	reviewed_unresolved	PMCID:PMC8312610; https://pubmed.ncbi.nlm.nih.gov/?term=COL19A1+ITGA11+ITGB1	human; mouse	collagen XIX/F4 peptide angiogenesis models and collagen-binding integrin comparator assays; no alpha11beta1 model	bounded exact-pair search across PubMed, PMC, publisher pages and pathway resources; collagen XIX F4-alphaVbeta3/alpha5beta1 evidence not transferred	no qualifying exact COL19A1-alpha11beta1 binding or receptor-proximal relay	no_evidence_boundary	COL19A1/F4 matrikine integrin branch; alpha11beta1 exact receptor assignment unresolved	low	General collagen-binding alpha11beta1 literature and collagen-I remodeling studies do not establish collagen XIX as its ligand; no exact pair perturbation or direct binding assay was recovered	null
M20A-EXT-1259	Col19a1 Itga1_Itgb1	reviewed_unresolved	PMCID:PMC8312610; PMID:11572855; https://pubmed.ncbi.nlm.nih.gov/?term=COL19A1+ITGA1+ITGB1	human; mouse; bovine	collagen XIX/F4 peptide models and recombinant alpha1/alpha2/alpha10 collagen-subtype binding assays; no collagen-XIX alpha1beta1 assay	bounded exact-pair search; generic collagen-receptor selectivity study used collagens I-III, IV and VI, not collagen XIX	no qualifying exact COL19A1-alpha1beta1 edge	no_evidence_boundary	COL19A1/F4 integrin branch unresolved; collagen-I/II/III/IV/VI-alpha1beta1 evidence is not transferred to collagen XIX	low	The receptor-subtype comparator supports collagen-binding integrins generally but does not test COL19A1; no chain- or fragment-resolved alpha1beta1 binding or downstream perturbation was found	null
M20A-EXT-1260	Col19a1 Itga2_Itgb1	reviewed_unresolved	PMCID:PMC8312610; PMID:11572855; PMID:10986291; https://pubmed.ncbi.nlm.nih.gov/?term=COL19A1+ITGA2+ITGB1	human; mouse; bovine	collagen XIX/F4 peptide models and recombinant alpha2-domain collagen-I binding assays; no collagen-XIX alpha2beta1 assay	bounded exact-pair search; alpha2beta1 evidence concerns fibrillar collagen I-III and unrelated collagen-like motifs, not COL19A1	no qualifying exact COL19A1-alpha2beta1 binding or relay	no_evidence_boundary	COL19A1/F4 integrin branch unresolved; native collagen-I alpha2beta1 comparator branch kept separate	low	No direct collagen-XIX/alpha2beta1 assay was recovered; collagen-I alpha2beta1 binding and functional literature cannot be used to infer a collagen-XIX edge	null
M20A-EXT-1261	Col1a1 Cd36	reviewed_relay_candidate	DOI:10.1016/S0021-9258(18)83273-2; PMID:11322762; DOI:10.1006/bbrc.2001.4718	human	washed platelets and monocyte-derived macrophages from CD36-deficient or control donors	purified GPIV/CD36 binding to type-I collagen fibrils; anti-CD36 inhibition of platelet activation and macrophage adhesion; CD36-deficient patient comparison	direct native collagen-I-CD36 binding with CD36-dependent adhesion and collagen-induced platelet activation	receptor_proximal_relay;downstream_pathway_function	native type-I collagen -> CD36 -> early platelet/macrophage adhesion and collagen-induced platelet activation	medium	Evidence is for native fibrillar type-I collagen, whose trimer contains COL1A1 and COL1A2; the assays do not isolate the COL1A1 chain or establish a unique intracellular kinase/TF relay	null
