evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-5520	M20A-EXT-2809	prlh prlhr	M21A-REUSE-2639	medium-high	high	PMID:21185342;PMCID:PMC1572376;PMID:23467899	GPR10/PRLHR Gi/o or Gq/11-PLC-calcium relay with pituitary/neuroendocrine outputs supports qualified-high promotion; preserve recombinant versus endogenous coupling and analog boundaries.	true	true	false
M21A-PAIR-EVID-5521	M20A-EXT-2813	proc procr	M21A-REUSE-2640	medium-high	high	PMID:14577849;PMID:27561318;PMID:21252088	Activation-state-dependent protein-C/EPCR cytoprotective relay/function supports qualified-high promotion; preserve zymogen versus activated protein C and EPCR-occupied thrombin semantics.	true	true	false
M21A-PAIR-EVID-5522	M20A-EXT-2816	prok1 prokr1	M21A-REUSE-2641	medium-high	high	PMID:18339712;PMCID:PMC4382091	Exact PROK1/PROKR1 Gq-PLC-calcium, c-Src/EGFR transactivation, ERK/Akt, and endometrial/vascular function support qualified-high promotion; preserve engineered and co-expression context.	true	true	false
M21A-PAIR-EVID-5523	M20A-EXT-2817	prok1 prokr2	M21A-REUSE-2642	medium-high	high	PMID:12054613;DOI:10.1016/j.cellsig.2021.110000	Direct PROKR2 activation with Gq/11, Gi/o, arrestin, calcium, and ERK branches supports qualified-high promotion; coupling varies by ligand isoform, species, expression system, and cell context.	true	true	false
M21A-PAIR-EVID-5524	M20A-EXT-2818	prok2 prokr1	M21A-REUSE-2643	medium-high	high	PMID:12054613;DOI:10.1016/j.cellsig.2021.110000	Direct PROK2/PROKR1 activation with Gq/11-PLC-calcium, Gi/o-ERK, cAMP, and arrestin function supports qualified-high promotion; preserve PROK2 potency and assay-dependent coupling.	true	true	false
M21A-PAIR-EVID-5525	M20A-EXT-2819	prok2 prokr2	M21A-REUSE-2644	medium-high	high	PMID:12054613;PMID:31132148;DOI:10.1016/j.cellsig.2021.110000	Exact PROK2/PROKR2 activation and olfactory-interneuron migration function support qualified-high promotion; preserve recombinant versus mutant-mouse context and variable coupling.	true	true	false
M21A-PAIR-EVID-5527	M20A-EXT-2821	pros1 mertk	M21A-REUSE-2645	medium-high	high	PMCID:PMC4206827;PMID:25074926;PMID:33848267	MERTK autophosphorylation and efferocytosis/inflammatory-resolution function support qualified-high promotion; require gamma-carboxylated PROS1, calcium, and phosphatidylserine targets.	true	true	false
M21A-PAIR-EVID-5528	M20A-EXT-2822	pros1 tyro3	M21A-REUSE-2646	medium-high	high	PMCID:PMC4206827;PMCID:PMC6966665;PMID:10627473	TYRO3 autophosphorylation and ERK/AKT survival, proliferation, or neuronal-protection function support qualified-high promotion; preserve PROS1 gamma-carboxylation and receptor/cell context.	true	true	false
M21A-PAIR-EVID-5529	M20A-EXT-2830	psap gpr37	M21A-REUSE-2647	medium-high	high	PMID:23690594;PMCID:PMC3677493;PMID:24371137	GPR37 Gi/o-cAMP inhibition/ERK relay and astrocyte/neuronal stress protection support qualified-high promotion; preserve full-length prosaposin versus prosaptide fragment and overexpression context.	true	true	false
M21A-PAIR-EVID-5532	M20A-EXT-2854	pth lrp6	M21A-REUSE-2649	medium-high	high	PMID:18981475;PMCID:PMC2577789;PMID:25088803	PTH1R-recruited LRP6/Axin beta-catenin/osteoblast function supports qualified-high promotion; this is a ternary PTH1R-coreceptor relay, not direct PTH-LRP6 binding.	true	true	false
M21A-PAIR-EVID-5533	M20A-EXT-2855	pth pth1r	M21A-REUSE-2650	medium-high	high	PMID:9482662;PMID:15611080;PMID:19674967	Direct PTH/PTH1R Gs-cAMP/PKA and Gq-PLC-calcium relay with trafficking and EGFR-ERK outputs supports qualified-high promotion; preserve ligand conformation and receptor-trafficking dependence.	true	true	false
M21A-PAIR-EVID-5534	M20A-EXT-2856	pth pth2r	M21A-REUSE-2651	medium-high	high	PMID:8770894;PMID:9482662;PMID:9360953	PTH/PTH2R receptor-proximal Gs-cAMP/calcium evidence supports qualified-high promotion only at that layer; preserve human/species dependence and TIP39 as preferred physiological ligand.	true	true	false
M21A-PAIR-EVID-5536	M20A-EXT-2867	pth2 pth2r	M21A-REUSE-2652	medium-high	high	PMID:12098667;PMID:12559132;PMID:19706789	Direct mature TIP39/PTH2R Gs-cAMP/Gq-calcium activation with neuronal/chondrocyte function supports qualified-high promotion; SOX9 is a reporter endpoint, not receptor-TF binding.	true	true	false
M21A-PAIR-EVID-5537	M20A-EXT-2878	pthlh pth1r	M21A-REUSE-2653	medium-high	high	PMID:7479750;PMID:19674967;PMID:26090315	Direct PTHrP/PTH1R cAMP/calcium with context-dependent ERK and neuronal/epithelial/osteogenic function supports qualified-high promotion; preserve PTHrP peptide form and signal duration.	true	true	false
M21A-PAIR-EVID-5539	M20A-EXT-2884	ptn alk	M21A-REUSE-2654	medium-high	high	PMID:11278720;PMID:15908427;https://www.jci.org/articles/view/76838	Direct PTN/ALK RTK activation with IRS1/Shc/PLCgamma/PI3K and RAS-MEK-ERK function supports qualified-high promotion; preserve PTN processing, ALK/co-receptor composition, and PTPRZ1-dependent branch.	true	true	false
