review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-CELLCHAT-REMAINING-0398	cxcl3 cxcr2	Cxcl3 Cxcr2	M21A-REUSE-0124	M21A-PAIR-EVID-031	https://pubmed.ncbi.nlm.nih.gov/38233929/	human	HEK293A-CXCR2	CXCL8-competition binding, NanoBRET G-protein, beta-arrestin and internalization	direct binding; receptor activation	receptor_proximal_relay	CXCR2-Gi/o/Galpha15 chemokine GPCR branch	high		reviewed_relay_candidate	Human exact-pair evidence; mouse transfer is conditional and no terminal TF was measured.
M20A-CELLCHAT-REMAINING-0726	gdf11 tgfbr1_acvr2b	Gdf11 Tgfbr1_acvr2b	M21A-REUSE-0125	M21A-PAIR-EVID-032	https://pubmed.ncbi.nlm.nih.gov/31315975/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3820543/	human and mouse	HEK293/R1B-L17 and mouse Cor-1 neural stem cells	ternary structure, mutagenesis, receptor assembly, CAGA12 reporter, pSMAD2/3 and proliferation	direct receptor-complex assembly; receptor-proximal activation; function	receptor_proximal_relay	GDF11-ACVR2B-ALK5-SMAD2/3 branch	high	SMAD2/3 candidate	reviewed_relay_candidate	Exact ternary complex is strong; the neural-stem-cell functional context is not an SCI-cell proxy.
M20A-CELLCHAT-REMAINING-0731	gdf5 bmpr1b_acvr2a	Gdf5 Bmpr1b_acvr2a	M21A-REUSE-0126	M21A-PAIR-EVID-033	https://pubmed.ncbi.nlm.nih.gov/8702914/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2670865/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4755026/	rat and mouse	ROB-C26/COS-1 receptor reconstitution and mouse sympathetic neurons	receptor reconstitution, structural binding, receptor perturbation and neurite-growth assays	direct ligand-receptor binding; receptor-complex activation; function	receptor_proximal_relay	GDF5-BMPR1B/ACVR2A-BMP-SMAD branch	medium	SMAD1/5/8 candidate	reviewed_relay_candidate	BMPR1B binding and receptor use are supported; pSMAD1/5/8 was not isolated in the exact ACVR2A reconstitution.
M20A-EXT-0073	ccl21f ackr4	Ccl21f Ackr4	M21A-REUSE-0127	M21A-PAIR-EVID-034	https://pmc.ncbi.nlm.nih.gov/articles/PMC8092586/; https://pubmed.ncbi.nlm.nih.gov/35108538/	mouse and human family-level	ACKR4-expressing cells, lymphatic/endothelial and dendritic-cell models	labeled-chemokine uptake/scavenging, ACKR4 loss-of-function and trafficking assays	scavenging/internalization; functional gradient control	downstream_pathway_function	ACKR4-CCL21-family chemokine-gradient branch	low		reviewed_scavenging_only	Ccl21f was not isolated from Ccl21a/b paralogs; no canonical GPCR-to-TF relay.
M20A-EXT-0074	ccl26 ackr2	Ccl26 Ackr2		M21A-PAIR-EVID-035	https://pmc.ncbi.nlm.nih.gov/articles/PMC12017343/; https://doi.org/10.4049/jimmunol.1401096	human; mouse exact pair unresolved	HEK293T ACKR2 assays and earlier trophoblast assay	NanoBRET competition, beta-arrestin, binding, uptake and negative comparison	direct binding; atypical scavenging/partial agonism	ligand_receptor_binding_or_activation	ACKR2 scavenging/beta-arrestin branch	low		reviewed_unresolved	Human results are low-potency and conflict with an earlier negative assay; mouse Ccl26-specific evidence was not recovered.
M20A-EXT-0075	ccl27a ccr10	Ccl27a Ccr10	M21A-REUSE-0128	M21A-PAIR-EVID-036	https://pubmed.ncbi.nlm.nih.gov/10725697/; https://pmc.ncbi.nlm.nih.gov/articles/PMC9157018/	human and mouse	human CCR10 transfectants and mouse CCL27-family skin/lymphocyte models	binding, calcium flux, chemotaxis, knockout and migration assays	direct ligand-receptor activation; function	receptor_proximal_relay	CCR10-Gi/Ca2+/chemotaxis and lymphocyte-localization branch	medium		reviewed_relay_candidate	Human pair is strong; mouse Ccl27a-specific loss is confounded by total Ccl27-family targeting.
M20A-EXT-0077	ccl3 ackr2	Ccl3 Ackr2	M21A-REUSE-0129	M21A-PAIR-EVID-037	https://pmc.ncbi.nlm.nih.gov/articles/PMC12017343/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11811810/	mouse	ACKR2-expressing HEK293T and mouse T-cell/fibroblast cancer-associated models	NanoBRET binding/uptake and chemokine-availability/chemoattraction assays	direct binding; scavenging/internalization; function	downstream_pathway_function	ACKR2-CCL3 scavenging and extracellular-availability branch	medium		reviewed_scavenging_only	This is not canonical G-protein chemotaxis and does not establish a TF endpoint.
M20A-EXT-0078	ccl3 ccr1	Ccl3 Ccr1	M21A-REUSE-0130	M21A-PAIR-EVID-038	https://pubmed.ncbi.nlm.nih.gov/10766793/; https://pubmed.ncbi.nlm.nih.gov/12181451/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3145066/	human and mouse	human CCR1 transfectants and mouse radiation-fibrosis model	calcium flux, chemotaxis, photo-crosslinking, loss-of-function and inhibitor assays	direct ligand-receptor contact; GPCR activation; function	receptor_proximal_relay	CCR1-Gi/Ca2+ inflammatory chemotaxis branch	medium		reviewed_relay_candidate	Human direct contact and signaling are strongest; mouse functional genetics do not isolate direct binding in the same assay.
M20A-EXT-0079	csf2 csf2ra_csf2rb	Csf2 CSF2RA_CSF2RB	M21A-REUSE-0131	M21A-PAIR-EVID-039	https://pmc.ncbi.nlm.nih.gov/articles/PMC49068/; https://pubmed.ncbi.nlm.nih.gov/9211889/; https://pubmed.ncbi.nlm.nih.gov/18945591/	mouse with human comparator	COS-7 receptor reconstitution, FDC-P1 and mouse myeloid cells	radioligand binding, alpha/beta co-expression, receptor perturbation, phospho-STAT5 and growth assays	direct receptor-complex assembly; receptor-proximal relay; function	receptor_proximal_relay	GM-CSF-CSF2RA/CSF2RB-JAK2/SHC/ERK/STAT5 branch	medium	STAT5 candidate	reviewed_relay_candidate	Exact alpha/beta complex is strong; downstream STAT5 evidence is from related myeloid context, not the same reconstitution.
M20A-EXT-0080	egf egfr_erbb2	Egf EGFR_ERBB2	M21A-REUSE-0132	M21A-PAIR-EVID-040	https://pmc.ncbi.nlm.nih.gov/articles/PMC3438943/; https://pmc.ncbi.nlm.nih.gov/articles/PMC43187/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4176247/	human	CHO EGFR/ERBB2 and engineered epithelial receptor systems	125I-EGF binding, dimerization luciferase, autophosphorylation and transphosphorylation	direct EGF-EGFR binding; receptor-complex activation	receptor_proximal_relay	EGFR-ERBB2 heterodimer receptor-phosphorylation branch	medium		reviewed_relay_candidate	ERBB2 is a co-receptor; direct EGF-ERBB2 binding was not established and no terminal TF was measured.
