review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-CELLCHAT-REMAINING-1330	itgav_itgb5 adgrb1	ITGAV_ITGB5 Adgrb1		M21A-PAIR-EVID-1748	https://pubmed.ncbi.nlm.nih.gov/?term=ITGAV+ITGB5+ADGRB1	human; mouse	no exact submitted-pair model	bounded exact-pair PubMed/PMC/publisher search; expanded ADGRB1 ligand audit	no qualifying exact integrin–ADGRB1 edge	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	ADGRB1/BAI1 has distinct adhesion-GPCR ligand biology, including phosphatidylserine-related interactions, but no exact alphaVbeta5 ligand relationship or receptor-dependent relay was located; generic integrin adhesion evidence was not transferred.
M20A-CELLCHAT-REMAINING-1331	jam2 f11r	Jam2 F11r		M21A-PAIR-EVID-1749	PMID:16093349; PMID:40132981	human; mouse	endothelial, platelet, and leukocyte adhesion comparator systems	bounded exact-pair and JAM-family comparator search; soluble JAM binding and platelet homophilic-adhesion studies	no qualifying exact JAM2–F11R interaction	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	JAM2/JAM-B evidence supports JAM3/JAM-C binding and integrin adhesion, whereas F11R/JAM-A evidence supports homophilic JAM-A adhesion; these distinct family interactions do not establish JAM2–F11R.
M20A-CELLCHAT-REMAINING-1332	jam2 jam2	Jam2 Jam2		M21A-PAIR-EVID-1750	PMID:16093349; PMID:40132981	human; mouse	endothelial and platelet adhesion comparator systems	bounded exact-pair and JAM-family comparator search; recombinant JAM binding and homophilic-adhesion studies	no qualifying exact JAM2 homophilic edge	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	Primary evidence located JAM3/JAM-C homophilic and JAM2/JAM3 heterophilic adhesion, but not a defined JAM2/JAM2 trans-homophilic assay; JAM-A homophilic evidence is not interchangeable with JAM-B.
M20A-CELLCHAT-REMAINING-1333	jam2 jam3	Jam2 Jam3		M21A-PAIR-EVID-1751	PMID:16093349; PMCID:PMC3236736	human; zebrafish	endothelial junctions; leukocyte adhesion; zebrafish myoblasts	purified soluble JAM ectodomain binding, cell-cell junction assays, and in vivo Jam2/Jam3 perturbation	heterophilic cell-adhesion complex	ligand_receptor_binding_or_activation	JAM-B/JAM-C junctional adhesion and leukocyte/myocyte adhesion	medium		reviewed_binding_only	Evidence establishes physical JAM2/JAM3 adhesion and related junctional function, not a receptor-proximal kinase relay or terminal TF; the adhesion phenotype is retained as binding-layer evidence only.
M20A-CELLCHAT-REMAINING-1334	jam3 f11r	Jam3 F11r		M21A-PAIR-EVID-1752	PMID:16093349; PMID:40132981	human; mouse	endothelial, platelet, and leukocyte adhesion comparator systems	bounded exact-pair and JAM-family comparator search; JAM2/JAM3 and F11R homophilic studies	no qualifying exact JAM3–F11R edge	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	JAM3/JAM-C is supported as a JAM2/JAM-B partner and homophilic adhesion molecule, while F11R/JAM-A homophilic evidence does not establish a JAM3 counter-receptor interaction.
M20A-CELLCHAT-REMAINING-1335	jam3 itgam_itgb2l	Jam3 ITGAM_ITGB2L		M21A-PAIR-EVID-1753	PMID:16093349; https://pubmed.ncbi.nlm.nih.gov/?term=JAM3+ITGAM+ITGB2L	human; mouse	vascular and leukocyte adhesion comparator systems	canonical JAM3–alphaMbeta2 comparator audit; exact ITGB2L/Pactolus search	no qualifying exact JAM3–ITGAM_ITGB2L receptor edge	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	JAM3/JAM-C has primary adhesion evidence with canonical alphaMbeta2/CD11b-CD18, but the submitted receptor contains the noncanonical beta2-like ITGB2L chain; no exact ITGB2L assay was located and the canonical partner was not substituted.
M20A-CELLCHAT-REMAINING-1336	jam3 jam3	Jam3 Jam3		M21A-PAIR-EVID-1754	PMID:16118203	human	JAM-C-transfected CHO cells; lung carcinoma cells; endothelial adhesion models	soluble recombinant JAM-C binding to immobilized JAM-C, domain-mutant analysis, and cell adhesion blockade	homophilic cell-adhesion interaction	ligand_receptor_binding_or_activation	JAM-C homophilic adhesion and tumor cell–endothelial interaction	medium		reviewed_binding_only	The exact homophilic binding edge is supported, but the study does not establish a receptor-proximal intracellular relay or terminal TF; tumor/endothelial adhesion is retained as a functional adhesion context, not signaling.
M20A-CELLCHAT-REMAINING-1337	klk1 f2r	Klk1 F2r		M21A-PAIR-EVID-1755	PMID:18778305; https://pubmed.ncbi.nlm.nih.gov/?term=KLK1+F2R	human; mouse	NSC34 neurons; Neu7 astroglial cells	KLK1 exposure, PAR agonist desensitization, calcium flux, MAPK/AKT readouts, and PAR/B2R inhibitor controls	no qualifying exact KLK1–PAR1 activation edge	ligand_receptor_binding_or_activation	none	low		reviewed_unresolved	In the primary CNS study KLK1 did not signal through PARs and its ERK effect was B2-receptor-dependent; family-level KLK/PAR biology and KLK6/PAR1 evidence were not transferred to KLK1/PAR1.
M20A-CELLCHAT-REMAINING-1338	klk14 f2r	Klk14 F2r	M21A-REUSE-1177	M21A-PAIR-EVID-1756	PMID:16800746; DOI:10.1515/BC.2006.104	human; rat; mouse	HEK cells co-expressing human PAR1/PAR2; rat PAR2-expressing KNRK cells; rat platelets and aorta	KLK14 cleavage of PAR activation peptides, calcium flux in receptor-expressing cells, PAR1/PAR2 co-expression controls, platelet aggregation, and aorta relaxation	proteolytic PAR1 activation and receptor-proximal calcium relay	receptor_proximal_relay	KLK14–PAR1/F2R → G-protein/Ca2+ signaling	high		reviewed_relay_candidate	Direct PAR1-dependent calcium signaling was demonstrated in co-expressing HEK cells, but receptor-context and protease-concentration effects are substantial; KLK14 can also disarm PAR1 in other contexts, so this is not a universal positive activation claim. Module 21A cytokine/adhesion/protease promotion batch072 (2026-09-02): exact ligand–receptor complex binding and receptor-proximal or bounded functional relay are raised to high at the validated layer. Exact complex orientation, cofactor, processed-ligand, species, model, assay, and context boundaries remain explicit; no terminal-TF or SCI claim is made.
M20A-CELLCHAT-REMAINING-1339	klk14 f2rl1	Klk14 F2rl1	M21A-REUSE-1178	M21A-PAIR-EVID-1757	PMID:16800746; PMID:17625593; PMID:21907696; DOI:10.1038/sj.jid.5700965	human; rat; mouse	KNRK-PAR2 cells; HT29 colon cancer cells; inflammatory skin/keratinocyte models	PAR2 cleavage and calcium flux, PAR2 activation-blocking antibody, ERK1/2 phosphorylation, receptor internalization, and proliferation assays	proteolytic PAR2 activation with receptor-proximal calcium/ERK relay	receptor_proximal_relay	KLK14–PAR2/F2RL1 → Ca2+/ERK signaling and epithelial function	high		reviewed_relay_candidate	The direct activation evidence is strong but comes from heterologous or tumor/skin models; downstream proliferation is context-specific and no terminal TF was assigned.
