review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-0474	Thbs3-ITGA3_ITGB1	reviewed_unresolved	PMCID:PMC6325143; PMID:10196234; https://pubmed.ncbi.nlm.nih.gov/?term=THBS3+ITGA3+ITGB1	mouse; human comparator literature	cardiomyocytes and cardiac injury models; breast carcinoma comparator cells	Thbs3 overexpression/deletion and integrin trafficking; comparator TSP1-alpha3beta1 adhesion studies	no qualifying exact THBS3-alpha3beta1 interaction	ligand_receptor_binding_or_activation	thrombospondin-integrin adhesion; exact THBS3 receptor unresolved	low	THBS3 cardiomyopathy study measured intracellular effects on integrin trafficking and used an engineered RGD mutant, but did not establish alpha3beta1 binding or receptor-dependent signaling; TSP1-alpha3beta1 evidence is not transferable	—
M20A-EXT-0475	Thbs3-ITGAV_ITGB3	reviewed_unresolved	PMCID:PMC6325143; PMID:8896608; https://pubmed.ncbi.nlm.nih.gov/?term=THBS3+ITGAV+ITGB3	mouse; human comparator literature	neonatal rat ventricular myocytes in THBS3 study; human melanoma comparator cells	Thbs3 overexpression/deletion; engineered Thbs3 RGD mutant; comparator TSP1/alphaVbeta3 signaling assays	no qualifying exact THBS3-alphaVbeta3 binding or relay	ligand_receptor_binding_or_activation	alphaVbeta3 focal-adhesion signaling; exact THBS3 edge unresolved	low	Native THBS3 contains an EGD rather than canonical RGD motif and the cited cardiomyopathy study did not demonstrate alphaVbeta3 engagement; TSP1 alphaVbeta3 evidence was retained only as family-level context	—
M20A-EXT-0476	Thbs4-Cd36	reviewed_unresolved	PMID:26139464; PMCID:PMC4629500; PMID:7504322	mouse; human comparator literature	mouse lung endothelial cells and angiogenesis models; platelets/monocytes for generic thrombospondin-CD36 binding	Thbs4 knockout/recombinant TSP4; anti-CD36 testing; purified CD36 binding assays with thrombospondin-family ligand	no qualifying exact THBS4-CD36 interaction	ligand_receptor_binding_or_activation	CD36-thrombospondin binding; exact THBS4 assignment unresolved	low	TSP4 endothelial studies identified alpha2 integrin/alpha2delta1 rather than CD36 as functional receptors; classic CD36 binding work used unspecified thrombospondin, not THBS4	—
M20A-EXT-0478	Thbs4-ITGA3_ITGB1	reviewed_unresolved	PMID:26139464; PMCID:PMC4629500; https://pubmed.ncbi.nlm.nih.gov/?term=THBS4+ITGA3+ITGB1	mouse; human comparator literature	mouse lung endothelial cells; recombinant TSP4-coated endothelial assays	TSP4 knockout/recombinant TSP4; anti-alpha2, anti-beta1, anti-alphaVbeta3, and CD47 perturbations	no qualifying exact THBS4-alpha3beta1 binding or relay	ligand_receptor_binding_or_activation	TSP4 integrin adhesion/angiogenesis; alpha3beta1 unresolved	low	The primary TSP4 endothelial study implicated alpha2 integrin and alpha2delta1 in adhesion/proliferation and found no TSP4-specific alpha3beta1 result; TSP1 alpha3beta1 studies are not transferable	—
M20A-EXT-0480	Thbs4-Sdc1	reviewed_unresolved	PMID:19852812; PMCID:PMC2771039; PMCID:PMC4629500	mouse; human comparator literature	CD133-positive human cell models for TSP4 C-terminal peptide; mouse endothelial cells for recombinant TSP4	TSP4 C-terminal peptide competition and CD44 binding; recombinant TSP4 endothelial assays	no qualifying exact THBS4-SDC1 binding or relay	ligand_receptor_binding_or_activation	TSP4 proteoglycan/co-receptor branch; exact SDC1 unresolved	low	The reported TSP4 C-terminal peptide receptor was CD44, not SDC1; syndecan-1 evidence for TSP1 or other ECM ligands cannot be reassigned to THBS4	—
M20A-EXT-0481	Tnc-ITGA2B_ITGB3	reviewed_unresolved	PMID:7693733; PMID:2466038; https://pubmed.ncbi.nlm.nih.gov/?term=TNC+ITGA2B+ITGB3	chicken; human; rat comparator models	endothelial cells and generic tenascin adhesion models; platelet alphaIIb beta3 comparator literature	anti-integrin adhesion assays and affinity purification for alpha2beta1/alphaVbeta3; no alphaIIbbeta3-specific TNC assay	no qualifying exact TNC-alphaIIbbeta3 binding or relay	ligand_receptor_binding_or_activation	tenascin RGD/integrin adhesion; platelet alphaIIbbeta3 branch unresolved	low	Tenascin-C binding evidence identifies alpha2beta1 and alphaVbeta3, not alphaIIbbeta3; platelet alphaIIbbeta3 thrombospondin/fibrinogen evidence is noncognate	—
M20A-EXT-0486	Tnc-Sdc1	reviewed_unresolved	PMID:17901052; PMCID:PMC3759126; https://reactome.org/content/detail/R-HSA-215951	human; mouse	MCF-7 breast cancer cells; generic tenascin-C cell models	TNC immobilized/soluble treatment, integrin neutralization, FAK/EMT assays; syndecan-4 knockdown/peptide binding comparator	no qualifying exact TNC-SDC1 binding or relay	ligand_receptor_binding_or_activation	TNC-integrin and syndecan-4 co-receptor signaling; SDC1 unresolved	low	Primary TNC co-receptor work implicates syndecan-4 and integrin beta1/alphaV, not syndecan-1; Reactome pathway context does not establish an SDC1 pair	—
M20A-EXT-0488	Tnn-ITGA2B_ITGB3	reviewed_unresolved	PMID:12812753; PMID:15592496; https://pubmed.ncbi.nlm.nih.gov/?term=TNN+ITGA2B+ITGB3	mouse; human tenascin-W comparator literature	hippocampal explants; 4T1/HC11 mammary tumor models for tenascin-W	TNN splice-variant substrate choice assays; tenascin-W-coated migration and integrin-expression comparisons	no qualifying exact TNN-alphaIIbbeta3 binding or relay	ligand_receptor_binding_or_activation	tenascin-N/W adhesion and neurite-repulsion branch; alphaIIbbeta3 unresolved	low	TNN primary work measured neurite repulsion without receptor assignment; tenascin-W work supports alpha8-dependent or alphaVbeta1/alpha4beta1 adhesion, not alphaIIbbeta3	—
M20A-EXT-0491	Tnn-ITGAV_ITGB3	reviewed_unresolved	PMID:12812753; PMID:15592496; https://reactome.org/content/detail/R-HSA-215951	mouse; human tenascin-W comparator literature	hippocampal explants; 4T1 mammary carcinoma cells	TNN splice-variant substrate assays; tenascin-W migration with alpha8-dependent motility; Reactome tenascin-C alphaVbeta3 context	no qualifying exact TNN-alphaVbeta3 binding or relay	ligand_receptor_binding_or_activation	tenascin family RGD/integrin signaling; exact TNN-alphaVbeta3 unresolved	low	Tenascin-C-alphaVbeta3 Reactome and primary evidence cannot be transferred to TNN; tenascin-W primary evidence supports alpha8-dependent motility, not alphaVbeta3	—
M20A-EXT-0492	Tnn-ITGAV_ITGB6	reviewed_unresolved	PMID:12812753; PMID:15592496; https://reactome.org/content/detail/R-HSA-215951	mouse; human tenascin-W comparator literature	hippocampal explants; 4T1 mammary carcinoma cells	TNN splice-variant neurite assays; tenascin-W alpha8-dependent migration; Reactome TNC-alphaVbeta6 context	no qualifying exact TNN-alphaVbeta6 binding or relay	ligand_receptor_binding_or_activation	tenascin family alphaVbeta6 signaling; exact TNN edge unresolved	low	The alphaVbeta6/FAK/ERK evidence is specific to TNC, not TNN; TNN/tenascin-W primary studies did not test alphaVbeta6	—
M20A-EXT-0493	Tnn-Sdc1	reviewed_unresolved	PMID:12812753; PMID:15592496; https://pubmed.ncbi.nlm.nih.gov/?term=TNN+SDC1	mouse; human tenascin-W comparator literature	hippocampal explants; 4T1/HC11 mammary tumor models	TNN splice-variant neurite assays; tenascin-W-coated migration assays	no qualifying exact TNN-SDC1 binding or relay	ligand_receptor_binding_or_activation	tenascin proteoglycan/co-receptor branch; exact SDC1 unresolved	low	No exact TNN-SDC1 assay was located; TNC-syndecan-4 and THBS4-CD44/syndecan-family evidence was not transferred to TNN-SDC1	—
