evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-1561	M20A-CELLCHAT-REMAINING-1120	glu-slc1a7_gls grin1_grin2a	M21A-REUSE-1084	medium-high	high	PMID:7476914; PMID:9463421; PMID:9625862	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1562	M20A-CELLCHAT-REMAINING-1121	glu-slc1a7_gls grin1_grin2b	M21A-REUSE-1085	medium-high	high	PMID:7476914; PMID:9463421; PMID:9380752	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1563	M20A-CELLCHAT-REMAINING-1122	glu-slc1a7_gls grin1_grin2c	M21A-REUSE-1086	medium-high	high	PMID:9463421; PMID:18635641; PMID:9380752	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1564	M20A-CELLCHAT-REMAINING-1123	glu-slc1a7_gls grin1_grin2d	M21A-REUSE-1087	medium-high	high	PMID:9463421; PMID:9625862; PMID:10835034	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1565	M20A-CELLCHAT-REMAINING-1124	glu-slc1a7_gls grm1	M21A-REUSE-1088	medium-high	high	PMID:11181420; PMID:11606768; PMID:25193666; PMID:37546908	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1566	M20A-CELLCHAT-REMAINING-1125	glu-slc1a7_gls grm2	M21A-REUSE-1089	medium-high	high	PMID:25193666; PMID:37546908	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1567	M20A-CELLCHAT-REMAINING-1126	glu-slc1a7_gls grm3	M21A-REUSE-1090	medium-high	high	PMID:25193666; PMID:37546908	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1568	M20A-CELLCHAT-REMAINING-1127	glu-slc1a7_gls grm4	M21A-REUSE-1091	medium	high	PMID:12657674; PMID:25193666; PMID:37546908	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1569	M20A-CELLCHAT-REMAINING-1128	glu-slc1a7_gls grm5	M21A-REUSE-1092	medium-high	high	PMID:11181420; PMID:25193666; PMID:37546908	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1570	M20A-CELLCHAT-REMAINING-1129	glu-slc1a7_gls grm6	M21A-REUSE-1093	medium	high	PMID:25193666; PMID:37546908; PMID:12657674	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1571	M20A-CELLCHAT-REMAINING-1130	glu-slc1a7_gls grm7	M21A-REUSE-1094	medium-high	high	PMID:16339898; PMID:25193666; PMID:37546908	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1572	M20A-CELLCHAT-REMAINING-1131	glu-slc1a7_gls grm8	M21A-REUSE-1095	medium-high	high	PMID:25193666; PMID:37546908; PMID:38092773	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1573	M20A-CELLCHAT-REMAINING-1132	glu-slc1a7_gls2 gria1	M21A-REUSE-1096	medium-high	high	PMID:19409270; PMID:21516102; PMID:21946847; PMID:37921875	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1574	M20A-CELLCHAT-REMAINING-1133	glu-slc1a7_gls2 gria2	M21A-REUSE-1097	medium-high	high	PMID:7519022; PMID:19409270; PMID:31541113; PMID:37921875	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
M21A-PAIR-EVID-1575	M20A-CELLCHAT-REMAINING-1134	glu-slc1a7_gls2 gria3	M21A-REUSE-1098	medium-high	high	PMID:34161333; PMID:37921875; PMID:40592473	Exact mature-ligand receptor activation supports qualified-high promotion at the validated receptor-proximal layer; source-processing and native assembly boundaries are unchanged.	true	true	false
