evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-3616	M20A-EXT-2791	pomc oprm1	M21A-REUSE-1785	medium-high	high	PMID:9689128; PMCID:PMC21386; https://pubmed.ncbi.nlm.nih.gov/9689128/; PMID:17467916; https://pubmed.ncbi.nlm.nih.gov/17467916/	Exact receptor-complex binding, receptor-proximal relay, enzyme/substrate processing, or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3622	M20A-EXT-2797	postn itgav_itgb3	M21A-REUSE-1786	medium	high	PMID:19695571; https://pubmed.ncbi.nlm.nih.gov/19695571/	Exact receptor-complex binding, receptor-proximal relay, enzyme/substrate processing, or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3623	M20A-EXT-2798	postn itgav_itgb5	M21A-REUSE-1787	medium	high	PMID:18753297; https://pubmed.ncbi.nlm.nih.gov/18753297/; PMID:19695571; https://pubmed.ncbi.nlm.nih.gov/19695571/	Exact receptor-complex binding, receptor-proximal relay, enzyme/substrate processing, or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3632	M20A-EXT-2807	prl erbb2	M21A-REUSE-1788	medium	high	PMID:10938266; https://pubmed.ncbi.nlm.nih.gov/10938266/; PMID:16785991; https://pubmed.ncbi.nlm.nih.gov/16785991/	Exact receptor-complex binding, receptor-proximal relay, enzyme/substrate processing, or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3633	M20A-EXT-2810	prn rpsa		medium-high	high	PMID:9396609; https://pubmed.ncbi.nlm.nih.gov/9396609/; PMID:12675517; https://pubmed.ncbi.nlm.nih.gov/12675517/; PMCID:PMC4829897; https://pmc.ncbi.nlm.nih.gov/articles/PMC4829897/	Exact receptor-complex binding, receptor-proximal relay, enzyme/substrate processing, or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3634	M20A-EXT-2811	prnd rpsa		medium	high	PMID:15246873; https://pubmed.ncbi.nlm.nih.gov/15246873/	Exact receptor-complex binding, receptor-proximal relay, enzyme/substrate processing, or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3637	M20A-EXT-2815	proc thbd		medium	high	PMID:32632109; https://pubmed.ncbi.nlm.nih.gov/32632109/; PMID:28549218; https://pubmed.ncbi.nlm.nih.gov/28549218/	Exact receptor-complex binding, receptor-proximal relay, enzyme/substrate processing, or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3638	M20A-EXT-2823	prss2 f2r	M21A-REUSE-1789	medium	high	PMID:16231009; https://pubmed.ncbi.nlm.nih.gov/16231009/; PMID:12534282; https://pubmed.ncbi.nlm.nih.gov/12534282/	Exact receptor-complex binding, receptor-proximal relay, enzyme/substrate processing, or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3639	M20A-EXT-2824	prss2 f2rl1	M21A-REUSE-1790	medium-high	high	PMID:16231009; https://pubmed.ncbi.nlm.nih.gov/16231009/; PMID:14641024; https://pubmed.ncbi.nlm.nih.gov/14641024/	Exact receptor-complex binding, receptor-proximal relay, enzyme/substrate processing, or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-3643	M20A-EXT-2828	psap ar	M21A-REUSE-1792	medium	high	PMID:17044040; https://pubmed.ncbi.nlm.nih.gov/17044040/; PMID:26341737; https://pubmed.ncbi.nlm.nih.gov/26341737/	Exact receptor-complex binding, receptor-proximal relay, enzyme/substrate processing, or bounded downstream function supports qualified-high promotion; recorded topology and Module 22A TF metadata remain unchanged.	true	true	false
