review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-1143	Glu-SLC1A7_GLS2 GRIK3_GRIK4	reviewed_unresolved	PMID:20951142; PMID:21907808; PMID:25139762; PMID:34706237	human/rat receptor subunits; recombinant and structural kainate-receptor systems	HEK293/HEK293T cells, Xenopus oocytes, and recombinant structural/composition systems	GluK3 ligand-binding/structural assays; glutamate concentration-response and voltage-clamp assays of comparator GluK1/2-GluK4 complexes; single-molecule assembly studies	GluK3 ligand binding and GluK4-containing receptor assembly; exact GluK3-GluK4 glutamate-gated channel activation unresolved	ligand_receptor_binding_or_activation	ionotropic kainate receptor complex; exact GluK3/GluK4 boundary	low	GluK4 requires coassembly with a low-affinity GluK1-3 partner, but cited primary functional assays did not unambiguously isolate GluK3/GluK4; SLC1A7/GLS2 is glutamate-source context, not the physical ligand or receptor subunit; exact stoichiometry remains unresolved	none
M20A-CELLCHAT-REMAINING-1144	Glu-SLC1A7_GLS2 GRIK3_GRIK5	reviewed_unresolved	PMID:20951142; PMID:21907808; PMID:25139762; PMID:34706237	human/rat receptor subunits; recombinant and structural kainate-receptor systems	HEK293/HEK293T cells, Xenopus oocytes, and recombinant structural/composition systems	GluK3 ligand-binding/structural assays; glutamate concentration-response and voltage-clamp assays of comparator GluK1/2-GluK5 complexes; single-molecule assembly studies	GluK3 ligand binding and GluK5-containing receptor assembly; exact GluK3-GluK5 glutamate-gated channel activation unresolved	ligand_receptor_binding_or_activation	ionotropic kainate receptor complex; exact GluK3/GluK5 boundary	low	GluK5 requires coassembly with a low-affinity GluK1-3 partner, but cited primary functional assays did not unambiguously isolate GluK3/GluK5; SLC1A7/GLS2 is glutamate-source context, not the physical ligand or receptor subunit; exact stoichiometry remains unresolved	none
M20A-CELLCHAT-REMAINING-1145	Glu-SLC1A7_GLS2 GRIN1_GRIN2A	reviewed_relay_candidate	PMID:7476914; PMID:9463421; PMID:9625862	human receptor subunits; recombinant mammalian and Xenopus systems	permanently transfected mouse fibroblasts, HEK-293 cells, and Xenopus oocytes; whole-cell, outside-out patch, and single-channel voltage clamp; glutamate plus glycine co-agonist	glutamate plus glycine activated recombinant NR1/NR2A channels; concentration-response, deactivation, and single-channel kinetics measured	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; Ca2+-permeable excitatory current	medium-high	Exact NR1/NR2A activation is supported, but downstream kinase/function and TF output were not assayed; SLC1A7/GLS2 is source context and was not experimentally isolated as the ligand	none
M20A-CELLCHAT-REMAINING-1146	Glu-SLC1A7_GLS2 GRIN1_GRIN2B	reviewed_relay_candidate	PMID:7476914; PMID:9463421; PMID:9380752; PMID:39085540	human/rat receptor subunits; recombinant mammalian, Xenopus, and structural systems	permanently transfected mouse fibroblasts, HEK-293 cells, Xenopus oocytes, and rat GluN1-GluN2B cryo-EM preparations; whole-cell/single-channel voltage clamp and ligand-gating structural assays	glutamate plus glycine activated recombinant NR1/NR2B channels; concentration-response, channel kinetics, and ligand-gated open-state mechanism measured	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; Ca2+-permeable excitatory current	medium-high	Exact NR1/NR2B activation is supported, but no terminal TF or downstream cellular program was measured; SLC1A7/GLS2 is source context and was not experimentally isolated as the ligand	none
M20A-CELLCHAT-REMAINING-1147	Glu-SLC1A7_GLS2 GRIN1_GRIN2C	reviewed_relay_candidate	PMID:9463421; PMID:18635641; PMID:9380752	human; recombinant mammalian cells and Xenopus systems	HEK-293/CHO cells and recombinant receptor preparations; outside-out patch and single-channel voltage clamp with glutamate plus glycine	glutamate plus glycine activated recombinant NR1/NR2C channels; conductance, deactivation, desensitization, and subtype pharmacology measured	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; Ca2+-permeable excitatory current	medium-high	Exact NR1/NR2C activation is supported, but downstream pathway/function and TF output were not assayed; SLC1A7/GLS2 remains source context only	none
M20A-CELLCHAT-REMAINING-1148	Glu-SLC1A7_GLS2 GRIN1_GRIN2D	reviewed_relay_candidate	PMID:9463421; PMID:9625862; PMID:10835034	human/rat receptor subunits; recombinant mammalian, Xenopus, and neuronal systems	HEK-293 cells, Xenopus oocytes, and rat neuronal/cerebellar preparations; patch-clamp and glutamate concentration-response assays with glycine	glutamate plus glycine activated recombinant NR1/NR2D channels; prolonged kinetics and subunit-dependent gating measured	receptor_proximal_relay	ionotropic glutamate receptor → NMDA cation conductance; prolonged excitatory current	medium-high	Exact NR1/NR2D activation is supported, but native-cell observations do not establish a TF endpoint; SLC1A7/GLS2 was not tested as a unit	none
M20A-CELLCHAT-REMAINING-1149	Glu-SLC1A7_GLS2 Grm1	reviewed_relay_candidate	PMID:11181420; PMID:11606768; PMID:25193666; PMID:37546908	human; rat; recombinant CHO/BHK/HEK and native CNS systems	recombinant full-length mGlu1 in CHO/BHK/HEK systems; glutamate concentration-response, G-protein/second-messenger, phosphoinositide, and receptor-conformation assays	glutamate activated mGlu1/GRM1 with Gq/11-linked phospholipase C/calcium signaling and Gi/o coupling	receptor_proximal_relay	mGlu1 → Gq/11-PLC and Gi/o signaling; Ca2+/second-messenger branch	medium-high	Direct receptor-proximal coupling was measured, not a downstream TF; heterologous receptor assays did not test the SLC1A7/GLS2 source composite as a unit	none
M20A-CELLCHAT-REMAINING-1150	Glu-SLC1A7_GLS2 Grm2	reviewed_relay_candidate	PMID:25193666; PMID:37546908	human; mouse; rat; recombinant HEK/CHO and structural systems	HEK-293 cells expressing human mGlu2 with glutamate concentration-response and G-protein/BRET or fluorescence reporters; receptor conformational assays	glutamate activation measured mGlu2/GRM2 coupling predominantly to Gi/o and inhibition of adenylyl cyclase/cAMP	receptor_proximal_relay	mGlu2 → Gi/o → inhibition of adenylyl cyclase/cAMP	medium-high	Direct Gi/o coupling was measured, but no TF endpoint was assayed; SLC1A7/GLS2 is glutamate-source context and was not experimentally isolated	none
M20A-CELLCHAT-REMAINING-1151	Glu-SLC1A7_GLS2 Grm3	reviewed_relay_candidate	PMID:25193666; PMID:37546908	human; mouse; rat; recombinant HEK/CHO and structural systems	HEK-293 cells expressing human mGlu3 with glutamate concentration-response and G-protein/BRET or fluorescence reporters; receptor conformational assays	glutamate activation measured mGlu3/GRM3 coupling predominantly to Gi/o and inhibition of adenylyl cyclase/cAMP	receptor_proximal_relay	mGlu3 → Gi/o → inhibition of adenylyl cyclase/cAMP	medium-high	Direct Gi/o coupling was measured, but no TF endpoint or cellular output was assayed; SLC1A7/GLS2 is source context and was not experimentally isolated	none
M20A-CELLCHAT-REMAINING-1152	Glu-SLC1A7_GLS2 Grm4	reviewed_relay_candidate	PMID:12657674; PMID:25193666; PMID:37546908	human; rat; recombinant HEK and primary microglia	HEK-293 G-protein/BRET reporter and cAMP assays; primary rat microglia with group-III agonist/antagonist perturbation	glutamate/group-III agonist activation measured mGlu4/GRM4 Gi/o coupling and inhibition of forskolin-stimulated cAMP	receptor_proximal_relay	mGlu4 → Gi/o → inhibition of adenylyl cyclase/cAMP; microglial function branch	medium	Receptor-proximal coupling is direct, but the microglia functional study used group-level group-III pharmacology; no terminal TF and no direct SLC1A7/GLS2 composite test	none
M20A-CELLCHAT-REMAINING-1153	Glu-SLC1A7_GLS2 Grm5	reviewed_relay_candidate	PMID:11181420; PMID:25193666; PMID:37546908	human; rat; mouse; recombinant CHO/BHK/HEK and structural systems	recombinant full-length mGlu5 with glutamate concentration-response, G-protein/BRET or fluorescence reporters, and structural/conformational assays	glutamate activation measured mGlu5/GRM5 coupling to Gq/11 and Gi/o; PLC/Ca2+ and second-messenger readouts used	receptor_proximal_relay	mGlu5 → Gq/11-PLC and Gi/o signaling; Ca2+/second-messenger branch	medium-high	Direct receptor-proximal coupling was measured, not a downstream TF; heterologous receptor assays did not test the SLC1A7/GLS2 source composite as a unit	none
M20A-CELLCHAT-REMAINING-1154	Glu-SLC1A7_GLS2 Grm6	reviewed_relay_candidate	PMID:25193666; PMID:37546908; PMID:12657674	human; mouse; rat; recombinant receptor and native retinal/microglial systems	recombinant mGlu6 pharmacology and G-protein/cAMP assays; native retinal and group-III cellular assays	glutamate activation measured mGlu6/GRM6 Gi/o coupling and group-III inhibition of forskolin-stimulated cAMP	receptor_proximal_relay	mGlu6 → Gi/o → inhibition of adenylyl cyclase/cAMP; retinal function branch	medium	Direct mGlu6 coupling is supported by heterologous assays, but group-III cellular readouts are not subtype-exclusive in every study; no TF endpoint and no direct SLC1A7/GLS2 composite test	none
