review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-CELLCHAT-REMAINING-0576	gaba-gad1_slc6a6 gabr_a3b3q	GABA-GAD1_SLC6A6 GABR_A3B3Q	M21A-REUSE-0619	M21A-PAIR-EVID-1034	PMID:22319471; PMCID:PMC3262152; DOI:10.3389/fncel.2012.00001; PMID:16412217; PMCID:PMC1363348	human/rat	HEK293 cells expressing recombinant alpha3beta3theta GABAA receptors; related alpha3theta oocyte systems	GABA concentration-response and whole-cell/two-electrode voltage-clamp recordings; theta-containing receptor assembly comparison	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha3beta3theta GABAA channel -> inhibitory anion current	medium		reviewed_relay_candidate	Exact alpha3beta3theta function is supported in recombinant cells; related alpha3beta1theta data are not substituted for it. GAD1 and SLC6A6 are synthesis/transport labels, not receptor components; the composite token is not treated as a literal ligand. No TF measured.
M20A-CELLCHAT-REMAINING-0577	gaba-gad1_slc6a6 gabr_a4b2d	GABA-GAD1_SLC6A6 GABR_A4B2D	M21A-REUSE-0620	M21A-PAIR-EVID-1035	PMID:18227274; PMCID:PMC2213567; DOI:10.1085/jgp.200709871; PMID:14966300	rat/human	recombinant alpha4beta2delta GABAA receptors in outside-out patches and oocytes; extrasynaptic neuronal context	rapid GABA application; single-channel and whole-cell electrophysiology; comparison with alpha1beta2gamma2S and alpha4beta2gamma2 receptors	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha4beta2delta GABAA channel -> extrasynaptic tonic inhibitory conductance	medium-high		reviewed_relay_candidate	Exact complex and GABA-gated current are directly measured; native extrasynaptic assignment is contextual. GAD1 and SLC6A6 remain separate synthesis/transport labels. No TF measured.
M20A-CELLCHAT-REMAINING-0578	gaba-gad1_slc6a6 gabr_a4b3d	GABA-GAD1_SLC6A6 GABR_A4B3D	M21A-REUSE-0621	M21A-PAIR-EVID-1036	PMID:11495904; DOI:10.1074/jbc.M104318200; PMID:12145096; PMCID:PMC1573424; PMID:22319471	human/mouse	mouse L(tk-) cells and human stable/recombinant cell systems expressing alpha4beta3delta GABAA receptors	GABA concentration-response; FRET membrane-potential and whole-cell patch-clamp assays; antagonist and neurosteroid modulation	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha4beta3delta GABAA channel -> extrasynaptic depolarization/tonic anion conductance	medium-high		reviewed_relay_candidate	Exact complex and GABA response are supported; membrane-potential polarity depends on ionic assay conditions and does not define a TF pathway. GAD1 and SLC6A6 remain separate. No TF measured.
M20A-CELLCHAT-REMAINING-0579	gaba-gad1_slc6a6 gabr_a4b3g2	GABA-GAD1_SLC6A6 GABR_A4B3G2	M21A-REUSE-0622	M21A-PAIR-EVID-1037	PMID:11495904; DOI:10.1074/jbc.M104318200; PMID:20176630; PMCID:PMC2872731	human/mouse	mouse L(tk-) cells and recombinant HEK/cell systems expressing alpha4beta3gamma2 GABAA receptors	GABA concentration-response; FRET and whole-cell electrophysiology; comparison with alpha4beta3delta and alpha1beta3gamma2 receptors	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha4beta3gamma2 GABAA channel -> synaptic/extrasynaptic inhibitory anion current	medium-high		reviewed_relay_candidate	Exact complex and GABA response are supported, but synaptic versus extrasynaptic localization is model dependent. GAD1 and SLC6A6 remain separate. No TF measured.
M20A-CELLCHAT-REMAINING-0580	gaba-gad1_slc6a6 gabr_a5b3g2	GABA-GAD1_SLC6A6 GABR_A5B3G2	M21A-REUSE-0623	M21A-PAIR-EVID-1038	PMID:15199051; DOI:10.1074/jbc.M405653200; PMID:14667209; DOI:10.1021/jm034164c	rat/human	recombinant alpha5beta3gamma2 GABAA receptors in expression systems and oocytes	GABA concentration-response; radioligand and subtype-selective pharmacology studies	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha5beta3gamma2 GABAA channel -> tonic inhibitory conductance	medium		reviewed_relay_candidate	Primary evidence tests the alpha5beta3gamma2 complex, although some studies emphasize benzodiazepine-site ligands rather than downstream neuronal output. GAD1 and SLC6A6 are not receptor subunits. No TF measured.
M20A-CELLCHAT-REMAINING-0581	gaba-gad1_slc6a6 gabr_a6b3d	GABA-GAD1_SLC6A6 GABR_A6B3D	M21A-REUSE-0624	M21A-PAIR-EVID-1039	PMID:22319471; PMCID:PMC3262152; DOI:10.3389/fncel.2012.00001; PMID:18021290	rat/human	HEK293 cells expressing recombinant alpha6beta3delta GABAA receptors; cerebellar/extrasynaptic context	GABA concentration-response and whole-cell current recordings; comparison with alpha6beta3gamma2 and delta isoforms	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha6beta3delta GABAA channel -> extrasynaptic tonic inhibition	medium-high		reviewed_relay_candidate	Exact alpha6beta3delta GABA activation is supported; native regional abundance and tonic-inhibition interpretation are model dependent. GAD1 and SLC6A6 remain distinct source/transport labels. No TF measured.
M20A-CELLCHAT-REMAINING-0582	gaba-gad1_slc6a6 gabr_a6b3g2	GABA-GAD1_SLC6A6 GABR_A6B3G2	M21A-REUSE-0625	M21A-PAIR-EVID-1040	PMID:18021290; DOI:10.1016/j.neuropharm.2007.09.016; PMID:9380754	rat/human	Recombinant alpha6beta3gamma2 receptors in Xenopus oocytes and mouse L(tk-) cells; cerebellar context	GABA concentration-response; etomidate/loreclezole modulation; recombinant electrophysiology	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha6beta3gamma2 GABAA channel -> inhibitory synaptic/extrasynaptic current	medium-high		reviewed_relay_candidate	Exact receptor combination and GABA-evoked current are directly measured; anesthetic modulation is not a downstream TF pathway. GAD1 and SLC6A6 remain separate. No TF measured.
M20A-CELLCHAT-REMAINING-0583	gaba-gad1_slc6a8 gabbr1	GABA-GAD1_SLC6A8 Gabbr1		M21A-PAIR-EVID-1041	PMID:22660477; PMID:11588177; PMID:11008066; DOI:10.1016/S0893-133X(00)00145-7	human/rat	recombinant GABAB1 extracellular-domain and heterologous GABAB receptor systems	GABA-site structural/functional mapping; receptor mutagenesis; comparison of GABAB1 alone with GABAB1/GABAB2	receptor-complex ligand-binding component	ligand_receptor_binding_or_activation	GABA binds the GABAB1 Venus-flytrap component; productive GABAB signaling requires the GABAB1-GABAB2 heterodimer	medium		reviewed_binding_only	GABAB1 carries the orthosteric ligand-binding site but is poorly surface expressed and does not form a complete signaling receptor alone. GAD1 is biosynthetic and SLC6A8 is a transporter; neither is part of GABAB1. No TF measured.
M20A-CELLCHAT-REMAINING-0584	gaba-gad1_slc6a8 gabbr2	GABA-GAD1_SLC6A8 Gabbr2		M21A-PAIR-EVID-1042	PMID:11588177; PMID:16120656; PMID:10939334; DOI:10.1016/S0896-6273(00)00012-X	human/rat	recombinant GABAB1/GABAB2 heterodimers in Xenopus oocytes, BHK cells, and trafficking assays	GABAB2 intracellular-loop mutagenesis; baclofen/GABA responses only with GABAB1/GABAB2 coexpression; surface-trafficking analysis	obligate receptor-complex coupling component	ligand_receptor_binding_or_activation	GABAB2 supplies surface trafficking and G-protein coupling in assembled GABAB1-GABAB2; no standalone GABA-GABAB2 activation edge	low		reviewed_unresolved	GABAB2 is required for signaling but does not provide the principal orthosteric site; evidence is for the heterodimer, not GABAB2 alone. GAD1 and SLC6A8 are not receptor components. No TF measured.
M20A-CELLCHAT-REMAINING-0585	gaba-gad1_slc6a8 gabr_a1b2	GABA-GAD1_SLC6A8 GABR_A1B2	M21A-REUSE-0626	M21A-PAIR-EVID-1043	PMID:7815361; PMID:15946973; DOI:10.1111/j.1460-9568.1992.tb00103.x	rat/human	recombinant alpha1beta2 GABAA receptors in transfected human cells and oocytes	rapid GABA application; whole-cell chloride-current recordings; pH modulation of GABA-activated current	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha1beta2 GABAA ligand-gated anion channel -> inhibitory membrane current	medium		reviewed_relay_candidate	Binary alpha1beta2 receptors are experimentally functional, although native abundance and assembly are context dependent. GAD1 and SLC6A8 are separate synthesis/transport labels, not receptor components. No TF measured.
