review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0501	GABA-GAD1_SLC6A1 GABR_A1B2D	reviewed_relay_candidate	PMID:18204487; PMCID:PMC2267270; DOI:10.1038/sj.bjp.0707665	mouse/human receptor sequences	Xenopus laevis oocytes expressing recombinant alpha1beta2delta GABAA receptors	GABA concentration-response recordings by two-electrode voltage clamp; tracazolate and THDOC modulation; bicuculline/picrotoxin pharmacology	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha1beta2delta GABAA ligand-gated Cl-/HCO3- channel -> tonic inhibitory membrane conductance	medium-high	The exact receptor complex is supported, but the queued ligand label also contains GAD1 synthesis and SLC6A1 transport; neither enzyme nor transporter is a receptor subunit. Delta-containing receptors can have low basal GABA efficacy and are strongly context/modulator dependent. No terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0502	GABA-GAD1_SLC6A1 GABR_A1B2G2	reviewed_relay_candidate	PMID:8757254; PMCID:PMC6578878; DOI:10.1523/JNEUROSCI.16-17-05415.1996; PMID:7815361	rat	Xenopus laevis oocytes and recombinant human-cell expression systems	Site-directed stoichiometry analysis and GABA-evoked whole-cell chloride-current recordings in recombinant alpha1beta2gamma2 receptors	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha1beta2gamma2 GABAA pentamer -> fast synaptic Cl- conductance/inhibition	medium-high	Receptor assembly and GABA-gated current are directly supported; GAD1 and SLC6A1 remain upstream source/clearance labels, not components of the receptor complex. No TF measurement.	—
M20A-CELLCHAT-REMAINING-0503	GABA-GAD1_SLC6A1 GABR_A1B3	reviewed_relay_candidate	PMID:8951718; PMCID:PMC1160919; DOI:10.1113/jphysiol.1996.sp021756; PMID:7815361	rat/human	Recombinant alpha1beta3 GABAA receptors in transfected cells	Whole-cell patch clamp during GABA, isoguvacine, or taurine application; comparison with gamma2-containing receptors	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha1beta3 GABAA ligand-gated anion channel -> inhibitory membrane current	medium	The binary alpha1beta3 receptor is experimentally functional, but its native prevalence and stoichiometry are context dependent. GAD1 synthesis and SLC6A1 transport are not inferred to be part of the receptor edge. No TF measured.	—
M20A-CELLCHAT-REMAINING-0504	GABA-GAD1_SLC6A1 GABR_A1B3G2	reviewed_relay_candidate	PMID:8951718; PMCID:PMC1160919; DOI:10.1113/jphysiol.1996.sp021756; PMID:16339017	rat/human	Recombinant alpha1beta3gamma2 GABAA receptors in transfected cells/HEK293	Rapid GABA application and whole-cell current kinetics; gamma2-dependent desensitization and receptor stoichiometry comparisons	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha1beta3gamma2 GABAA channel -> phasic inhibitory Cl- current	medium-high	Exact recombinant complex and GABA current are supported; the composite GAD1/SLC6A1 label is not a direct receptor complex. No terminal TF measured.	—
M20A-CELLCHAT-REMAINING-0505	GABA-GAD1_SLC6A1 GABR_A2B3G2	reviewed_relay_candidate	PMID:22711532; PMCID:PMC3425235; DOI:10.3389/fnmol.2012.00035; PMID:9370445	rat/human	HEK293T cells expressing recombinant alpha2beta3gamma2 receptors; neuronal receptor-targeting models	Whole-cell GABA currents, THDOC/THIP modulation, surface expression and synaptic-targeting comparisons	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha2beta3gamma2 GABAA channel -> synaptic inhibitory current	medium-high	Exact complex is supported by recombinant current and localization studies; neuronal consequences are receptor-complex function, not a terminal transcriptional readout. GAD1/SLC6A1 remain separate source/transport processes.	—
M20A-CELLCHAT-REMAINING-0506	GABA-GAD1_SLC6A1 GABR_A3B3E	reviewed_relay_candidate	PMID:22319471; PMCID:PMC3262152; DOI:10.3389/fncel.2012.00001	human/rat	HEK293 cells expressing alpha3beta3epsilon GABAA receptors; locus-coeruleus expression context	GABA concentration-response and picrotoxin-sensitive spontaneous-current recordings; receptor isoform comparison	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha3beta3epsilon GABAA channel -> inhibitory anion current; epsilon-associated spontaneous activity	medium	Exact alpha3beta3epsilon recombinant functional evidence is present, but efficient epsilon incorporation and native abundance are context dependent. GAD1/SLC6A1 are not receptor subunits. No TF measured.	—
M20A-CELLCHAT-REMAINING-0507	GABA-GAD1_SLC6A1 GABR_A3B3G2	reviewed_relay_candidate	PMID:20038526; PMCID:PMC2806416; DOI:10.1085/jgp.200910317; PMID:22319471	 human/rat	HEK293 cells expressing recombinant alpha3beta3gamma2 receptors; synaptic neuronal context	Single-channel and whole-cell GABA activation kinetics; comparison with alpha1beta2gamma2; subtype pharmacology	receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha3beta3gamma2 GABAA channel -> slower phasic inhibitory current	medium-high	Exact receptor isoform and GABA activation are directly measured; slower synaptic-current properties are functional output, not TF evidence. GAD1/SLC6A1 remain distinct.	—
M20A-CELLCHAT-REMAINING-0508	GABA-GAD1_SLC6A1 GABR_A3B3Q	reviewed_relay_candidate	PMID:22319471; PMCID:PMC3262152; DOI:10.3389/fncel.2012.00001; PMID:16412217; PMCID:PMC1363348	 human/rat	HEK293 cells expressing alpha3beta3theta receptors; Xenopus oocytes for related alpha3theta assemblies; locus-coeruleus context	GABA concentration-response and whole-cell current recordings; theta-containing receptor pharmacology and assembly comparison	 receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha3beta3theta GABAA channel -> inhibitory anion current	medium	The exact alpha3beta3theta combination is functionally supported in HEK293 cells, while the independent oocyte study used alpha3beta1theta; those contexts are kept distinct. GAD1/SLC6A1 are not receptor components. No TF measured.	—
M20A-CELLCHAT-REMAINING-0509	GABA-GAD1_SLC6A1 GABR_A4B2D	reviewed_relay_candidate	PMID:18227274; DOI:10.1016/j.neuropharm.2007.11.011; PMID:22319471; PMCID:PMC3262152	 human	Recombinant alpha4beta2delta and alpha1beta2gamma2 receptors in outside-out membrane patches; extrasynaptic neuronal context	Rapid GABA application and single-channel recordings; comparison of delta-containing and synaptic receptor gating	 receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha4beta2delta GABAA channel -> extrasynaptic tonic inhibition	medium-high	Exact receptor complex and GABA-gated current are supported; native extrasynaptic assignment is a contextual interpretation. GAD1/SLC6A1 source/transport evidence is not merged with receptor activation. No TF measured.	—
M20A-CELLCHAT-REMAINING-0510	GABA-GAD1_SLC6A1 GABR_A4B3D	reviewed_relay_candidate	PMID:11495904; DOI:10.1074/jbc.M104318200; PMID:12145096; PMCID:PMC1573424; PMID:22319471	 human/mouse	Mouse L(tk-) cells and human stable cell lines expressing alpha4beta3delta GABAA receptors	GABA concentration-response, FRET membrane-potential assay, whole-cell patch clamp, antagonist and neurosteroid modulation	 receptor-complex/pathway edge	receptor_proximal_relay	GABA -> alpha4beta3delta GABAA channel -> extrasynaptic depolarization/inhibitory tonic conductance	medium-high	Exact complex and GABA response are directly measured; FRET depolarization depends on assay ionic conditions and does not by itself define a TF pathway. GAD1/SLC6A1 are separate.	—
