review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-EXT-2562	nodal acvr1c_acvr2a_cfc1	Nodal ACVR1C_ACVR2A_CFC1	M21A-REUSE-1739	M21A-PAIR-EVID-3448	PMID:22550067; https://pubmed.ncbi.nlm.nih.gov/22550067/; PMID:25588905; https://pubmed.ncbi.nlm.nih.gov/25588905/; https://reactome.org/content/detail/R-HSA-1181150	Mus musculus; rat islet comparator; recombinant human/mouse Nodal in vitro	INS-1 beta cells and rat islets; HepG2/Cripto reporter comparator	Nodal treatment or overexpression; dominant-negative ALK7/SMAD2/SMAD3; recombinant Nodal-ALK7 binding by SPR; Cripto-dependent reporter assays	Nodal receptor-complex relay through ACVR1C/ALK7 with ACVR2A and CFC1/Cripto, leading to R-SMAD activation	receptor_proximal_relay	Nodal -> CFC1/Cripto-ACVR1C/ACVR2A complex -> SMAD2/SMAD3 phosphorylation and nuclear signaling -> developmental and beta-cell responses	high	SMAD2;SMAD3	reviewed_relay_candidate	The exact ACVR1C-ACVR2A-CFC1 composition is supported as a Nodal pathway complex by Reactome and the primary Nodal/ALK7 and Cripto studies; direct ligand-interface measurements are stronger for Nodal-ALK7/Cripto than for the full ternary complex. SMAD2/3 are assigned only because phosphorylation, nuclear signaling, and dominant-negative perturbations were directly measured.
M20A-EXT-2563	nodal acvr1c_acvr2b	Nodal Acvr1c_Acvr2b	M21A-REUSE-1740	M21A-PAIR-EVID-3449	PMID:22550067; https://pubmed.ncbi.nlm.nih.gov/22550067/; PMID:4067217; https://pmc.ncbi.nlm.nih.gov/articles/PMC4067217/; PMID:25588905; https://pubmed.ncbi.nlm.nih.gov/25588905/; https://reactome.org/content/detail/R-HSA-1181150	Mus musculus; Xenopus/mouse developmental comparator; recombinant Nodal	INS-1 beta cells; HepG2/Cripto reporter and receptor-complex comparator models	Nodal treatment or overexpression; dominant-negative ALK7/SMAD2/SMAD3; recombinant receptor binding and Cripto-dependent Nodal reporter assays	Nodal receptor-complex relay through ACVR1C/ALK7 with ACVR2B and CFC1/Cripto, leading to SMAD2/3 activation	receptor_proximal_relay	Nodal -> CFC1/Cripto-ACVR1C/ACVR2B complex -> SMAD2/SMAD3 phosphorylation and nuclear signaling -> developmental and cellular responses	high	SMAD2;SMAD3	reviewed_relay_candidate	Primary studies directly support Nodal-ALK7 signaling and Nodal complexes containing type-II ACVR2A/ACVR2B; the exact ACVR1C-ACVR2B-CFC1 assembly is additionally represented by the pathway resource. Direct binding evidence for every component of this exact combination is not equivalent to a ternary-complex structural measurement.
M20A-EXT-2564	npb adra2a	Npb Adra2a		M21A-PAIR-EVID-3450	PMID:23515889; https://pmc.ncbi.nlm.nih.gov/articles/PMC3600615/; https://pubmed.ncbi.nlm.nih.gov/?term=neuropeptide+B+ADRA2A	No exact species/model established for NPB-ADRA2A	No exact NPB-ADRA2A cell or tissue model located	Bounded PubMed, PMC, publisher, and pathway searches for NPB-ADRA2A binding, activation, receptor-complex formation, relay, and perturbation	No qualifying exact NPB-ADRA2A molecular, receptor-proximal, or pair-specific functional evidence	ligand_receptor_binding_or_activation	NPB/NPW cognate NPBWR1/NPBWR2 signaling remains separate from alpha-2 adrenergic signaling	low		reviewed_unresolved	NPB is established as a ligand for NPBWR1/NPBWR2, but the searches did not identify an exact ADRA2A assay; broad Gi/o coupling or coexpression was not promoted to an NPB-ADRA2A edge.
M20A-EXT-2565	npb grm7	Npb Grm7		M21A-PAIR-EVID-3451	PMID:23515889; https://pm.ncbi.nlm.nih.gov/articles/PMC3600615/; https://pubmed.ncbi.nlm.nih.gov/?term=neuropeptide+B+GRM7	No exact species/model established for NPB-GRM7	No exact NPB-GRM7 cell or tissue model located	Bounded PubMed, PMC, publisher, and pathway searches for NPB-GRM7 binding, activation, receptor-complex formation, relay, and perturbation	No qualifying exact NPB-GRM7 molecular, receptor-proximal, or pair-specific functional evidence	ligand_receptor_binding_or_activation	NPB/NPW cognate NPBWR1/NPBWR2 signaling remains separate from metabotropic glutamate receptor signaling	low		reviewed_unresolved	The NPB/W primary literature supports NPBWR1/NPBWR2 as cognate receptors but did not validate GRM7 as an NPB receptor or co-receptor; shared GPCR class and Gi/o signaling are insufficient.
M20A-EXT-2566	npb mtnr1a	Npb Mtnr1a		M21A-PAIR-EVID-3452	PMID:23515889; https://pmc.ncbi.nlm.nih.gov/articles/PMC3600615/; https://pubmed.ncbi.nlm.nih.gov/?term=neuropeptide+B+MTNR1A	No exact species/model established for NPB-MTNR1A	No exact NPB-MTNR1A cell or tissue model located	Bounded PubMed, PMC, publisher, and pathway searches for NPB-MTNR1A binding, activation, receptor-complex formation, relay, and perturbation	No qualifying exact NPB-MTNR1A molecular, receptor-proximal, or pair-specific functional evidence	ligand_receptor_binding_or_activation	NPB/NPW cognate NPBWR1/NPBWR2 signaling remains separate from melatonin receptor signaling	low		reviewed_unresolved	No exact NPB-MTNR1A assay or perturbation was found; anatomical coexpression or convergent Gi/o coupling would not establish a direct ligand-receptor edge.
M20A-EXT-2571	nppa npr2	Nppa Npr2		M21A-PAIR-EVID-3453	PMID:2570358; https://pubmed.ncbi.nlm.nih.gov/2570358/; PMID:18940797; https://pubmed.ncbi.nlm.nih.gov/18940797/	Homo sapiens recombinant receptor; rat receptor comparator	Heterologous expression systems and purified/recombinant natriuretic peptide receptor assays	Recombinant receptor expression; ligand-dependent guanylyl cyclase and binding/cross-reactivity comparisons for ANP, BNP, and CNP	Low-selectivity ANP/NPRA-NPR2 cross-reactivity is reported in comparative natriuretic-peptide receptor pharmacology, but no robust physiological ANP-NPR2 branch is established	ligand_receptor_binding_or_activation	ANP -> NPR2/GC-B weak cross-reactivity -> possible cGMP generation at high or species-dependent concentrations	medium		reviewed_binding_only	NPR2 is the canonical CNP receptor and NPR1 is the canonical ANP receptor; the retained evidence concerns weak or species-dependent cross-reactivity rather than a primary physiological ANP-NPR2 pathway. No terminal TF is assigned.
M20A-EXT-2572	nppa npr3	Nppa Npr3		M21A-PAIR-EVID-3454	PMID:7875323; https://pubmed.ncbi.nlm.nih.gov/7875323/; PMID:10377427; https://pubmed.ncbi.nlm.nih.gov/10377427/	Rat and human receptor binding systems; Mus musculus in vivo	Rat/human NPR-C membrane and mutagenesis assays; Npr3-null mice	Radioligand/photoaffinity and receptor-mutagenesis studies; Npr3 gene deletion and natriuretic-peptide clearance phenotyping	Direct ANP binding to NPR3/NPR-C with clearance-receptor internalization and ligand-availability effects	ligand_receptor_binding_or_activation	ANP -> NPR3/NPR-C binding and clearance -> local natriuretic-peptide availability; no validated exact intracellular branch assigned	medium		reviewed_binding_only	NPR3 lacks the guanylyl-cyclase domain; the knockout phenotype supports clearance and local modulation, not a direct ANP-NPR3 transcriptional endpoint. Potential Gi/o-linked NPR3 signaling was not promoted without exact ANP perturbation evidence.
M20A-EXT-2573	nppc npr1	Nppc Npr1	M21A-REUSE-1741	M21A-PAIR-EVID-3455	PMID:18940797; https://pubmed.ncbi.nlm.nih.gov/18940797/; PMID:26980729; https://pubmed.ncbi.nlm.nih.gov/26980729/; https://pubmed.ncbi.nlm.nih.gov/?term=CNP+NPR1+cross-activation	Mus musculus and rat receptor systems; human receptor comparator	Heterologous recombinant NPR-A/NPR-B assays; rodent membrane guanylyl cyclase assays	CNP dose-response, ligand competition, and receptor guanylyl cyclase assays; species comparison of CNP activation	Species-dependent direct CNP-NPR1/GC-A cross-activation with receptor-proximal cGMP relay	receptor_proximal_relay	CNP -> NPR1/GC-A in rodent systems -> cGMP -> natriuretic-peptide effector branches	medium		reviewed_relay_candidate	CNP is the canonical NPR2 ligand and has low or negligible activity at human NPR1, whereas rat NPR1 is more permissive; the exact species and receptor construct must be preserved. No terminal TF is assigned.
M20A-EXT-2575	nppc npr3	Nppc Npr3		M21A-PAIR-EVID-3456	PMID:18940797; https://pmc.ncbi.nlm.nih.gov/articles/PMC3259864/; PMID:10377427; https://pubmed.ncbi.nlm.nih.gov/10377427/	Human and rat receptor systems; Mus musculus in vivo comparator	Recombinant NPR-C binding assays; Npr3-null mouse skeletal and cardiovascular phenotypes	Competition binding against radiolabeled ANP; Npr3 gene deletion and clearance/phenotype analysis	Direct CNP binding to NPR3/NPR-C with clearance-receptor modulation; downstream Gi/o signaling is not assigned to this exact pair	ligand_receptor_binding_or_activation	CNP -> NPR3/NPR-C binding and clearance -> local CNP availability and tissue growth effects	medium		reviewed_binding_only	NPR3 binds multiple natriuretic peptides and is principally a clearance receptor; the cited work does not establish a unique CNP-NPR3 intracellular branch or terminal TF.
M20A-EXT-2576	nps adcyap1r1	Nps Adcyap1r1		M21A-PAIR-EVID-3457	PMID:19824051; https://pubmed.ncbi.nlm.nih.gov/19824051/; PMID:34634709; https://pubmed.ncbi.nlm.nih.gov/34634709/; https://pubmed.ncbi.nlm.nih.gov/?term=neuropeptide+S+ADCYAP1R1	Mus musculus; chicken comparator	NPSR1-expressing neuronal and heterologous models; no exact NPS-ADCYAP1R1 model located	Bounded ligand-binding, receptor activation, receptor-complex, relay, and perturbation searches for NPS-ADCYAP1R1	No qualifying exact NPS-ADCYAP1R1 molecular, receptor-proximal, or pair-specific functional evidence	ligand_receptor_binding_or_activation	NPS/NPSR1 cAMP, calcium, and MAPK signaling remains separate from PAC1/ADCYAP1R1 signaling	low		reviewed_unresolved	NPS is established as the cognate ligand for NPSR1; no exact NPS-ADCYAP1R1 assay was found, and receptor-family similarity was not treated as cross-binding evidence.
