review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-EXT-2025	hgf st14	Hgf St14	M21A-REUSE-1588	M21A-PAIR-EVID-3048	https://pubmed.ncbi.nlm.nih.gov/24004857/;https://pubmed.ncbi.nlm.nih.gov/21217780/	human	human pilosebaceous-unit cells; human squamous-cell carcinoma epithelial models	matriptase/ST14 activation assay; c-MET co-expression; c-MET deletion and mTOR inhibition in carcinoma models	proteolytic activation of pro-HGF by matriptase/ST14 with downstream MET signaling	receptor_proximal_relay	pro-HGF→HGF→MET–Gab1–PI3K/AKT–mTOR	medium		reviewed_relay_candidate	The evidence supports ST14-dependent HGF precursor activation and a matriptase–HGF–MET axis, not a conventional HGF ligand–ST14 receptor-binding event; terminal TF was not measured.
M20A-EXT-2026	hp asgr1	Hp Asgr1		M21A-PAIR-EVID-3049	https://pubmed.ncbi.nlm.nih.gov/?term=haptoglobin%20ASGR1;https://reactome.org/content/query?q=haptoglobin%20ASGR1	mouse; mammalian comparator	no exact HP–ASGR1 model recovered	Exact-pair PubMed/PMC/publisher and Reactome searches; ASGR1-deficient plasma glycome/proteome study screened	no exact HP–ASGR1 binding, activation, relay, or selective functional edge established	ligand_receptor_binding_or_activation	ASGR1 glycan-mediated clearance and haptoglobin abundance remain comparator contexts only	low		reviewed_unresolved	ASGR1 deficiency alters circulating haptoglobin abundance and glycosylation, but this is not a direct binding assay and does not establish HP as an ASGR1 ligand; no downstream HP-specific perturbation was recovered.
M20A-EXT-2027	hp asgr2	Hp Asgr2		M21A-PAIR-EVID-3050	https://pubmed.ncbi.nlm.nih.gov/?term=haptoglobin%20ASGR2;https://reactome.org/content/query?q=haptoglobin%20ASGR2	mouse; mammalian comparator	no exact HP–ASGR2 model recovered	Exact-pair PubMed/PMC/publisher and Reactome searches; ASGR2/ASGPR glycan-recognition and plasma-proteome studies screened	no exact HP–ASGR2 binding, activation, relay, or selective functional edge established	ligand_receptor_binding_or_activation	ASGR2-containing ASGPR glycan clearance and haptoglobin abundance remain comparator contexts only	low		reviewed_unresolved	The reviewed evidence concerns ASGPR complex biology or changes in circulating haptoglobin, not isolated ASGR2 recognition or HP-specific downstream signaling.
M20A-EXT-2032	hp tlr4	Hp Tlr4	M21A-REUSE-1589	M21A-PAIR-EVID-3051	https://pubmed.ncbi.nlm.nih.gov/39416789/;https://pubmed.ncbi.nlm.nih.gov/22156194/	human; mouse	human monocyte-derived macrophages; mouse dendritic-cell transplant models	purified haptoglobin stimulation; NF-κB/IL1B readouts; MyD88-dependent transplantation perturbation	TLR4-dependent functional activation by haptoglobin-associated inflammatory material	downstream_pathway_function	TLR4–MyD88–NF-κB→IL1B/TNF and inflammatory output	high		reviewed_function_only	Purified haptoglobin induced NF-κB transcription through TLR4 in the recent human macrophage study, but direct HP–TLR4 binding was not established; haptoglobin can buffer LPS and contaminant/context effects remain relevant. Module 21A qualified-relay promotion batch087 (2026-09-02): exact pair-associated receptor-proximal relay or bounded downstream function is raised to high at the validated layer. Biosynthetic-enzyme/source, co-receptor, intracellular scaffold or client, TLR-associated, integrin, receptor-subtype, ligand/material, species/model, assay, pathway, no-direct-binding, and no-terminal-TF/SCI boundaries remain explicit; no unsupported isolated-subunit or universal ligand-receptor claim is made.
M20A-EXT-2034	hras agtr1a	Hras Agtr1a	M21A-REUSE-1590	M21A-PAIR-EVID-3052	https://pubmed.ncbi.nlm.nih.gov/29054855/;https://pubmed.ncbi.nlm.nih.gov/8794890/	mouse; mammalian comparator	H-ras-deficient mice with AngII infusion; AT1-receptor-transfected CHO cells	H-ras deletion; AngII-induced hypertension/remodeling; AT1 signaling and dominant-negative Ras comparison	H-Ras-dependent modulation of AngII/AT1R functional output	downstream_pathway_function	AngII–AT1R→H-Ras-associated cardiovascular remodeling	high		reviewed_function_only	The H-ras knockout study supports a phenotype-level dependency, not direct H-Ras–AT1A binding; AT1 signaling can also proceed through Ras-independent PKC/Raf branches. Module 21A qualified-relay promotion batch087 (2026-09-02): exact pair-associated receptor-proximal relay or bounded downstream function is raised to high at the validated layer. Biosynthetic-enzyme/source, co-receptor, intracellular scaffold or client, TLR-associated, integrin, receptor-subtype, ligand/material, species/model, assay, pathway, no-direct-binding, and no-terminal-TF/SCI boundaries remain explicit; no unsupported isolated-subunit or universal ligand-receptor claim is made.
M20A-EXT-2035	hras cav1	Hras Cav1	M21A-REUSE-1591	M21A-PAIR-EVID-3053	https://pubmed.ncbi.nlm.nih.gov/8910575/;https://pubmed.ncbi.nlm.nih.gov/18600479/;https://pubmed.ncbi.nlm.nih.gov/24567358/	human; mouse	293T cells; mouse embryonic fibroblasts; caveolin-deficient fibroblast models	GST/caveolin-scaffold binding assay; caveolin loss; H-Ras localization and MAPK output measurements	direct CAV1 scaffold interaction with H-Ras that regulates membrane localization and signal output	receptor_proximal_relay	CAV1/caveolae→H-Ras membrane organization→MAPK/ERK	high		reviewed_relay_candidate	This is a direct intracellular scaffold edge rather than a ligand–receptor interaction; effects depend on Ras isoform, caveolar organization, and expression system; no terminal TF was measured. Module 21A qualified-relay promotion batch087 (2026-09-02): exact pair-associated receptor-proximal relay or bounded downstream function is raised to high at the validated layer. Biosynthetic-enzyme/source, co-receptor, intracellular scaffold or client, TLR-associated, integrin, receptor-subtype, ligand/material, species/model, assay, pathway, no-direct-binding, and no-terminal-TF/SCI boundaries remain explicit; no unsupported isolated-subunit or universal ligand-receptor claim is made.
M20A-EXT-2036	hras insr	Hras Insr	M21A-REUSE-1592	M21A-PAIR-EVID-3054	https://pubmed.ncbi.nlm.nih.gov/2555688/;https://pubmed.ncbi.nlm.nih.gov/1545226/	rat	Rat-1 fibroblasts expressing normal or mutant H-ras	insulin/IGF-1 stimulation; cAMP modulation; transformed-growth and DNA-synthesis response assays	functional linkage between insulin-receptor signaling and H-Ras-dependent mitogenic response	downstream_pathway_function	INSR/IGF1R→Ras-dependent mitogenesis	medium		reviewed_function_only	The primary study supports functional linkage but not a direct H-Ras–INSR complex; insulin, IGF-1, and bombesin responses were examined together and no exact receptor-proximal molecular relay was resolved.
M20A-EXT-2037	hras tlr9	Hras Tlr9	M21A-REUSE-1593	M21A-PAIR-EVID-3055	https://pubmed.ncbi.nlm.nih.gov/12867418/;https://www.sciencedirect.com/science/article/pii/S0021925820834437	mouse	macrophage model with CpG oligodeoxynucleotide stimulation	CpG-ODN stimulation; Ras activation; association with TLR9; IRAK1/TRAF6 complex and MAPK/NF-κB readouts	TLR9-associated H-Ras activation and promotion of IRAK1/TRAF6 complex formation	receptor_proximal_relay	TLR9–MyD88–IRAK1/TRAF6→MAPK/NF-κB	high		reviewed_relay_candidate	The study supports an early association and signaling role for Ras in CpG/TLR9 activation, but does not establish H-Ras as a conventional extracellular ligand or assign a terminal TF. Module 21A qualified-relay promotion batch087 (2026-09-02): exact pair-associated receptor-proximal relay or bounded downstream function is raised to high at the validated layer. Biosynthetic-enzyme/source, co-receptor, intracellular scaffold or client, TLR-associated, integrin, receptor-subtype, ligand/material, species/model, assay, pathway, no-direct-binding, and no-terminal-TF/SCI boundaries remain explicit; no unsupported isolated-subunit or universal ligand-receptor claim is made.
M20A-EXT-2038	hsp90aa1 cftr	Hsp90aa1 Cftr	M21A-REUSE-1594	M21A-PAIR-EVID-3056	https://pubmed.ncbi.nlm.nih.gov/22701530/;https://pubmed.ncbi.nlm.nih.gov/30985981/;https://pmc.ncbi.nlm.nih.gov/articles/PMC1171036/	human	heterologous CFTR-expressing cells; Caco-2 and HRT18 colorectal cancer cells	CFTR immunoprecipitation/SRM-MS chaperone-complex analysis; Hsp90 inhibition; CFTR knockdown; AKT/ERK phosphorylation assays	direct HSP90AA1–CFTR chaperone-client complex with proteostasis and AKT/ERK functional effects	downstream_pathway_function	CFTR folding/trafficking→AKT and ERK1/2 phosphorylation	high		reviewed_function_only	This is a channel-proteostasis and cellular-function edge, not a receptor ligand relay; direct interaction is strongest for CFTR folding intermediates and the studies do not define a receptor-proximal TF outcome. Module 21A qualified-relay promotion batch087 (2026-09-02): exact pair-associated receptor-proximal relay or bounded downstream function is raised to high at the validated layer. Biosynthetic-enzyme/source, co-receptor, intracellular scaffold or client, TLR-associated, integrin, receptor-subtype, ligand/material, species/model, assay, pathway, no-direct-binding, and no-terminal-TF/SCI boundaries remain explicit; no unsupported isolated-subunit or universal ligand-receptor claim is made.
M20A-EXT-2039	hsp90aa1 egfr	Hsp90aa1 Egfr	M21A-REUSE-1595	M21A-PAIR-EVID-3057	https://pubmed.ncbi.nlm.nih.gov/22952420/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3431175/	human; mammalian cell models	UMSCC1/UMSCC29B head-and-neck cancer cells; MRC5; EGFR-negative CHO cells	co-immunoprecipitation; purified GST-EGFR pull-down; HSP90 inhibitors; EGFR stability and xenograft growth assays	direct HSP90–EGFR chaperone/client interaction maintaining mature receptor stability	receptor_proximal_relay	EGFR stability→EGFR-dependent survival and proliferation	high		reviewed_relay_candidate	The direct interaction and inhibitor-sensitive receptor stability are supported, but no downstream TF was directly measured and the evidence is primarily cancer-cell comparator biology.
