review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-LIANA-REMAINING-0248	Tnfsf13b Tnfrsf13c	reviewed_relay_candidate	PMID:10801128; DOI:10.1038/35010115; PMID:15630136; PMCID:PMC2212754; DOI:10.1084/jem.20032000	mouse; human; recombinant TNF-family systems	primary and transformed B-cell systems; BAFF-R/TNFRSF13C-expressing cells; receptor-deficient mouse B cells	BAFF receptor binding and receptor-deficiency/knockout comparisons; BAFF stimulation; NF-kB1/NF-kB2, survival, maturation, and immunoglobulin readouts	BAFF directly engages BAFF-R/TNFRSF13C and signals through its cytoplasmic TRAF3/TRAF2 axis	binding_activation;receptor_proximal_relay;downstream_pathway_function	BAFF -> BAFF-R/TNFRSF13C -> TRAF2/TRAF3/ NIK-NF-kB2 and NF-kB1 -> transitional and mature B-cell survival/maturation	high	The receptor-proximal adaptor composition is cell-state dependent and BAFF is also able to use TACI and BCMA. The cited evidence supports the BAFF-R edge and B-cell outputs, but not a terminal TF or an SCI receiver-cell relay.	null
M20A-LIANA-REMAINING-0249	Tnfsf13b Tnfrsf17	reviewed_relay_candidate	PMID:10801128; DOI:10.1038/35010115; PMID:15630136; PMCID:PMC2212754; PMID:16960154; PMCID:PMC1785096	mouse; human; recombinant BAFF/BCMA systems	BCMA/TNFRSF17-expressing B-cell and plasma-cell models; recombinant ligand-receptor systems; receptor-expression and survival assays	BAFF/BCMA binding and receptor engagement; BAFF or APRIL stimulation with BCMA/TACI comparisons; survival, proliferation, and antibody-secreting-cell readouts	BAFF directly binds BCMA/TNFRSF17 and can contribute to receptor-proximal survival signaling, with BCMA output highly dependent on ligand and plasma-cell context	binding_activation;receptor_proximal_relay;downstream_pathway_function	BAFF -> BCMA/TNFRSF17-containing TNFR complex -> TRAF/NF-kB and survival programs in antibody-producing cells	medium	BCMA also binds APRIL and some primary studies find stronger or more selective APRIL-BCMA biology. The exact BAFF-only contribution, receptor stoichiometry, and downstream adaptor branch are context dependent; no terminal TF was assigned.	null
M20A-LIANA-REMAINING-0250	Tnfsf14 Ltbr	reviewed_relay_candidate	PMID:9739048; PMCID:PMC509097; DOI:10.1172/JCI3492; PMID:20592286; DOI:10.1038/mi201067	mouse; human; recombinant LIGHT/LTbetaR systems	LTbetaR/LTBR-expressing tumor, fibroblast, endothelial, and immune-cell models; recombinant and membrane-bound LIGHT	LIGHT-LTbetaR-Fc binding/blocking; ligand stimulation; LTbetaR-dependent apoptosis, inflammatory gene, and NF-kB readouts	LIGHT directly engages LTbetaR and activates the LTbetaR receptor-proximal NF-kB branch	binding_activation;receptor_proximal_relay;downstream_pathway_function	LIGHT/TNFSF14 -> LTbetaR/LTBR -> TRAF2/3-NIK-IKK and canonical/noncanonical NF-kB -> inflammatory and tissue-remodeling outputs	high	LIGHT also engages HVEM/TNFRSF14 and receptor avidity depends on ligand presentation and sequence context. Apoptosis and inflammatory outputs are model specific; no terminal TF was assigned.	null
M20A-LIANA-REMAINING-0251	Tnfsf14 Tnfrsf14	reviewed_relay_candidate	PMID:9739048; PMCID:PMC509097; DOI:10.1172/JCI3492; PMID:20592286; DOI:10.1038/mi201067	mouse; human; recombinant LIGHT/HVEM systems	HVEM/TNFRSF14-expressing lymphoid, fibroblast, endothelial, and tumor-cell models; recombinant and membrane-bound LIGHT	LIGHT-HVEM-Fc binding/blocking and receptor-activation assays; NF-kB and cell-survival/apoptosis readouts; receptor-avidity variant comparisons	LIGHT directly engages HVEM/TNFRSF14 and can activate an HVEM-associated TNFR signaling branch	binding_activation;receptor_proximal_relay;downstream_pathway_function	LIGHT/TNFSF14 -> HVEM/TNFRSF14 -> TRAF-dependent NF-kB/MAPK costimulatory or inflammatory outputs	high	HVEM is also a binding partner for BTLA, CD160, and viral glycoprotein D, and LIGHT can signal through LTbetaR. The direction and phenotype vary with cis/trans receptor context; no terminal TF was assigned.	null
M20A-LIANA-REMAINING-0252	Tnfsf15 Tnfrsf25	reviewed_relay_candidate	PMID:22017439; PMCID:PMC3882070; DOI:10.1111/j.1600-065X.2011.01068.x; PMID:25786692	mouse; human; recombinant TL1A/DR3 systems	primary and activated T-cell, ILC2, and intestinal inflammatory models; DR3/TNFRSF25-deficient mice; recombinant TL1A	TL1A/DR3 binding and agonism; DR3 deficiency/blockade; T-cell costimulation, IL-9/IL-13, proliferation, and inflammatory pathology readouts	TL1A/VEGI directly engages DR3/TNFRSF25 and transduces a death-domain TNFR costimulatory relay	binding_activation;receptor_proximal_relay;downstream_pathway_function	TL1A/TNFSF15 -> DR3/TNFRSF25-TRADD/TRAF -> NF-kB/MAPK and cytokine-producing T-cell/ILC2 inflammatory programs	high	TL1A can also be captured by the decoy receptor DcR3/TNFRSF6B, and chronic versus acute exposure produces different tissue outputs. The studies do not establish a terminal TF for this exact pair.	null
M20A-LIANA-REMAINING-0253	Tnfsf18 Tnfrsf18	reviewed_relay_candidate	PMID:19390148; PMCID:PMC2672815; DOI:10.1107/S0907444909005721; PMID:18176559	mouse; human; recombinant GITRL/GITR systems	primary sympathetic neurons and target-innervation models; GITR/TNFRSF18-expressing immune cells; recombinant or membrane GITRL	GITRL-GITR receptor engagement and blockade; GITR loss-of-function; ERK1/2 phosphorylation, neurite growth, T-cell costimulation, and immune readouts	GITRL directly engages GITR/TNFRSF18 and supports receptor-proximal costimulatory signaling	binding_activation;receptor_proximal_relay;downstream_pathway_function	GITRL/TNFSF18 -> GITR/TNFRSF18 -> ERK1/2 and TNFR-associated costimulatory pathways -> neurite growth or immune-cell activation	high	GITRL oligomerization, membrane presentation, and reverse ligand signaling affect potency. The neuronal and immune outputs are distinct contexts, and no terminal TF was assigned.	null
M20A-LIANA-REMAINING-0254	Tnfsf4 Tnfrsf4	reviewed_relay_candidate	PMID:8076595; PMCID:PMC395319; DOI:10.1002/j.1460-2075.1994.tb06715.x; PMID:7913952; PMCID:PMC2191595; DOI:10.1084/jem.180.2.757	human; mouse; recombinant OX40/OX40L systems	activated T cells, antigen-presenting cells, OX40/TNFRSF4-expressing lymphoid cells, and recombinant receptor systems	OX40L-Fc/receptor binding; OX40L expression and blockade; T-cell proliferation and cytokine costimulation assays	OX40L directly binds OX40/TNFRSF4 and activates a TNFR costimulatory relay	binding_activation;receptor_proximal_relay;downstream_pathway_function	OX40L/TNFSF4 -> OX40/TNFRSF4 -> TRAF1/2/3/5/6 and NF-kB/MAPK -> activated T-cell proliferation and cytokine production	high	OX40L is predominantly membrane presented and signaling is strongly dependent on T-cell activation state and ligand oligomerization. No terminal TF was assigned.	null
M20A-LIANA-REMAINING-0255	Tnfsf8 Tnfrsf8	reviewed_relay_candidate	PMID:8391931; DOI:10.1016/0092-8674(93)90361-S; PMID:7527901; DOI:10.1016/0161-5890(94)90051-5; PMID:10768840; DOI:10.1089/027245700315789	human; mouse; recombinant CD30/CD30L systems	activated lymphocytes, Hodgkin-derived and anaplastic-large-cell lymphoma lines, and CD30/TNFRSF8-expressing cells	CD30L-CD30 binding and antibody-blocking assays; ligand stimulation; proliferation, calcium, apoptosis, and lymphoma-cell functional readouts	CD30L directly binds CD30/TNFRSF8 and engages a context-dependent TNFR signaling relay	binding_activation;receptor_proximal_relay;downstream_pathway_function	CD30L/TNFSF8 -> CD30/TNFRSF8 -> TRAF1/2/3/5 and NF-kB/MAPK -> lymphocyte costimulation or cell-type-specific survival/death	high	CD30 ligation produces opposite outputs across lymphoid models, and antibody epitope blocking does not map one-to-one onto signaling capacity. No terminal TF was assigned.	null
M20A-LIANA-REMAINING-0256	Vegfa Flt1_kdr	reviewed_unresolved	PMCID:PMC3138248; PMID:31583245; PMID:17442480; PMCID:PMC2711879; DOI:10.1016/j.bpc.2007.03.010	mouse; human; recombinant VEGFR1/VEGFR2 systems	endothelial and liver sinusoidal endothelial cells; purified VEGFR1/FLT1 and VEGFR2/KDR ectodomains; receptor-expression models	VEGFA binding, receptor internalization, receptor phosphorylation, and angiogenic assays for FLT1 and KDR separately; computational heterodimer modeling	VEGFA binding and activation of the individual VEGFR1/FLT1 and VEGFR2/KDR receptors are established, but the submitted FLT1_KDR composite receptor was not directly reconstituted or assigned as an exact heterodimer edge	binding_activation;receptor_proximal_relay;downstream_pathway_function	VEGFA -> VEGFR1/FLT1 and VEGFR2/KDR parallel or mixed receptor complexes -> VEGFR kinase/ERK-AKT angiogenic branch; exact FLT1_KDR complex unresolved	low	The primary studies measure VEGFA binding and signaling through FLT1 and KDR as separate receptors; heterodimer formation is modeled or inferred rather than demonstrated for this exact row. Do not convert component-level VEGFR evidence into direct binding to the composite receptor; no terminal TF was assigned.	null
M20A-LIANA-REMAINING-0257	Vegfa Nrp1	reviewed_relay_candidate	PMID:22318724; PMCID:PMC3322888; DOI:10.1074/jbc.M111.331140; PMID:17575273; DOI:10.1074/jbc.M703554200	human; mouse; recombinant VEGFA/NRP1 systems	primary endothelial cells, endothelial sprouting models, neuronal models, and recombinant NRP1 b1-domain systems	VEGFA isoform-specific binding and structural assays; NRP1 blockade; VEGFR2-complex and endothelial migration/sprouting assays	VEGFA directly binds NRP1, which acts as a non-kinase co-receptor/modulator of VEGFR2-dependent signaling	binding_activation;receptor_proximal_relay;downstream_pathway_function	VEGFA165/121 -> NRP1 -> VEGFR2-associated receptor complex -> ERK/AKT and endothelial migration/sprouting or neuronal patterning	medium-high	NRP1 lacks a catalytic kinase domain, and VEGFA isoform dependence is substantial: VEGFA165 bridges NRP1-VEGFR2 more effectively than VEGFA121. NRP1-dependent function cannot be treated as VEGFR2-independent signaling; no terminal TF was assigned.	null
