review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-0594	Lamc3-ITGA1_ITGB1	reviewed_unresolved	PMID:18697739; PMCID:PMC2661386; KEGG:hsa04512; https://pubmed.ncbi.nlm.nih.gov/?term=LAMC3+ITGA1+ITGB1	human/mouse	gamma3-containing laminin preparations; recombinant integrin panels; no exact queued-pair model	purified gamma3-containing laminin/integrin binding survey; ECM-receptor pathway/database context	no qualifying exact positive LAMC3-alpha1beta1 binding or relay	ligand_receptor_binding_or_activation	gamma3 laminin-integrin binding boundary; ECM-receptor interaction	medium-high	Gamma3-containing laminin isoforms were reported unable to bind integrins in the comparative study, but the assay did not isolate every possible LAMC3-containing complex or establish a downstream relay; KEGG membership is not pair-specific evidence	—
M20A-EXT-0595	Lamc3-Sv2a	reviewed_unresolved	DOI:10.1074/jbc.275.1.451; PMCID:PMC11562936; https://pubmed.ncbi.nlm.nih.gov/?term=LAMC3+SV2A	ray; mammalian	 electric-organ synaptosomes; mammalian neuronal review context	synaptosome co-immunoprecipitation and purified SV2-laminin binding for SV2-family protein; no LAMC3-SV2A assay	family-level/complex-level laminin-SV2 association, not exact LAMC3-SV2A edge	ligand_receptor_binding_or_activation	synaptic basal-lamina anchoring; SV2-laminin association	low	The primary study assigned the complex to an alpha5-containing laminin and used SV2H-family detection, not LAMC3 or SV2A-specific reconstitution; no intracellular relay or terminal TF was measured	—
M20A-EXT-0596	Lamc3-Sv2b	reviewed_unresolved	DOI:10.1074/jbc.275.1.451; PMCID:PMC11562936; https://pubmed.ncbi.nlm.nih.gov/?term=LAMC3+SV2B	ray; mammalian	 electric-organ synaptosomes; mammalian neuronal review context	synaptosome co-immunoprecipitation and purified SV2-laminin binding for SV2-family protein; no LAMC3-SV2B assay	family-level/complex-level laminin-SV2 association, not exact LAMC3-SV2B edge	ligand_receptor_binding_or_activation	synaptic basal-lamina anchoring; SV2-laminin association	low	The reported laminin was alpha5-containing and the SV2 species was not resolved to SV2B; isoform transfer to SV2B and chain transfer to LAMC3 are not justified; no downstream relay measured	—
M20A-EXT-0597	Lamc3-Sv2c	reviewed_unresolved	DOI:10.1074/jbc.275.1.451; PMID:20053882; PMCID:PMC11562936; https://pubmed.ncbi.nlm.nih.gov/?term=LAMC3+SV2C	ray; mammalian	 electric-organ synaptosomes; mammalian neuronal synaptic-vesicle context	synaptosome co-immunoprecipitation and SV2-family synaptic-vesicle proteomics; no LAMC3-SV2C assay	family-level/complex-level laminin-SV2 association, not exact LAMC3-SV2C edge	ligand_receptor_binding_or_activation	synaptic basal-lamina anchoring; SV2 isoform biology	low	SV2C enrichment in vesicle subtypes does not establish binding to LAMC3; the laminin study used an alpha5-containing laminin and did not resolve SV2C; no pathway relay or TF measurement	—
M20A-EXT-0601	Ncam2-L1cam	reviewed_unresolved	PMID:36231047; PMID:9852159; https://pubmed.ncbi.nlm.nih.gov/?term=NCAM2+L1CAM	human/mouse	rat neuronal adhesion/fasciculation models and general L1CAM literature	L1CAM heterophilic-interaction review and axonin-1/NgCAM adhesion/fasciculation assays; no NCAM2-L1CAM pair assay	no qualifying exact NCAM2-L1CAM binding or receptor-dependent relay	ligand_receptor_binding_or_activation	neural cell adhesion; neurite fasciculation	low	L1CAM heterophilic evidence concerns NCAM1/axonin-1-related partners, not NCAM2; family co-expression and general adhesion literature cannot establish this exact heterophilic pair	—
M20A-EXT-0604	Ntn4-Ntrk2	reviewed_unresolved	Reactome:R-HSA-561258; https://reactome.org/content/detail/R-HSA-561258; PMID:37345154; https://pubmed.ncbi.nlm.nih.gov/?term=NTN4+NTRK2	human/mouse	neural and renal cancer models; Reactome pathway context	Reactome pathway curation and NTN4 perturbation studies involving Wnt/beta-catenin or DCC/UNC5A; no NTN4-TrkB binding or TrkB phosphorylation assay	no qualifying exact NTN4-NTRK2 binding or receptor-proximal activation	ligand_receptor_binding_or_activation	Netrin-4 axon guidance/ECM signaling; DCC/UNC5A branch, not TrkB	low	Reactome places NTN4 with DCC/UNC5A and laminins with gamma1/gamma3, not NTRK2; neurotrophin/TrkB evidence was not transferable to NTN4; no terminal TF was directly measured	—
M20A-EXT-0608	Thbs3-Cd36	reviewed_unresolved	PMID:9473355; PMCID:PMC2034445; PMCID:PMC5536028; https://pubmed.ncbi.nlm.nih.gov/?term=THBS3+CD36	human	endothelial models and thrombospondin-family comparator systems	CD36-dependent calcium and thrombin-receptor cross-talk assays with thrombospondin peptide/protein; review of thrombospondin receptor specificity	family-level thrombospondin-CD36 signaling, not exact THBS3-CD36 evidence	ligand_receptor_binding_or_activation	CD36-Src/Fyn-p38 endothelial signaling; exact THBS3 branch unresolved	low	The primary CD36 signaling evidence is for thrombospondin-1 peptide/protein and the receptor review emphasizes TSP1/TSP2 type-I repeats; THBS3 lacks the relevant type-I repeat architecture; no exact THBS3-CD36 relay or TF assay	—
M20A-EXT-0609	Thbs3-Cd47	reviewed_unresolved	PMID:8550562; PMID:9169439; PMID:27163531; https://pubmed.ncbi.nlm.nih.gov/?term=THBS3+CD47	human/mouse	platelet, endothelial, and stem-cell models	CD47 affinity-labeling, peptide agonism, platelet FAK/SYK/LYN phosphorylation, and THBS1-CD47 functional studies	family-level thrombospondin-1-CD47 binding/signaling, not exact THBS3-CD47 evidence	ligand_receptor_binding_or_activation	CD47-integrin/NO-cGMP signaling; exact THBS3 branch unresolved	low	Direct CD47 binding and downstream signaling were established for THBS1 C-terminal sequences, not THBS3; THBS3 treatment studies that alter CD47 expression are not evidence of ligand-receptor binding	—
M20A-EXT-0610	Thbs3-Sdc1	reviewed_unresolved	KEGG:hsa04512; PMID:40514348; https://pubmed.ncbi.nlm.nih.gov/?term=THBS3+SDC1	human/mouse	stromal and osteogenic models	ECM-receptor pathway co-membership and THBS3 perturbation studies; no purified THBS3-SDC1 binding or receptor-dependent perturbation assay	no qualifying exact THBS3-SDC1 molecular or relay evidence	ligand_receptor_binding_or_activation	ECM-receptor interaction; syndecan-mediated matrix signaling	low	KEGG membership, co-expression, and THBS3-driven changes in other receptor genes do not establish SDC1 as a THBS3 receptor; THBS1/SDC4 evidence was not transferred	—
M20A-EXT-0611	Thbs3-Sdc4	reviewed_unresolved	KEGG:hsa04512; PMID:40514348; PMID:42360113; https://pubmed.ncbi.nlm.nih.gov/?term=THBS3+SDC4	human/mouse	bone-marrow stromal and chondrocyte models	ECM-receptor pathway context and THBS3 treatment/CRISPR-related studies; direct co-IP and p38/NLRP3 studies were for THBS1-SDC4, not THBS3-SDC4	family-level THBS-SDC4 context, not exact THBS3-SDC4 binding or relay	ligand_receptor_binding_or_activation	SDC4-p38-NLRP3 inflammatory branch is THBS1-specific; exact THBS3 branch unresolved	low	The direct SDC4 binding/co-IP and p38/NLRP3 relay were reported for THBS1; THBS3 studies were associative or measured CD47-related effects; no exact THBS3-SDC4 assay or TF activation	—
