review_id	pair_key	pair_label_canonical	pathway_reuse_key	evidence_id	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	terminal_tf_entities	review_status	curator_note
M20A-EXT-1283	col24a1 itga2_itgb1	Col24a1 Itga2_Itgb1		M21A-PAIR-EVID-2649	PMCID:PMC3492790; PMID:11572855; https://pubmed.ncbi.nlm.nih.gov/?term=COL24A1+integrin+alpha2+beta1	human; mouse	MC3T3-E1 murine preosteoblasts and collagen-receptor comparator literature	Col24a1 silencing and osteoblast mineralization assays; comparator collagen-integrin binding studies; exact COL24A1-alpha2beta1 search	no qualifying exact COL24A1-alpha2beta1 binding or activation demonstrated	no_evidence_boundary	COL24A1 -> integrin beta3 -> TGF-beta/Smads was reported, but the requested alpha2beta1 complex was not tested; generic fibrillar-collagen alpha2beta1 evidence was not transferred	low		reviewed_unresolved	The primary COL24A1 study reports specific interaction with integrin beta3 and downstream TGF-beta/Smads effects, not ITGA2-ITGB1. Generic collagen-receptor annotations and pathway effects were not used to infer this exact pair.
M20A-EXT-1284	col26a1 itga10_itgb1	Col26a1 Itga10_Itgb1		M21A-PAIR-EVID-2650	NCBI Gene:136227; https://pubmed.ncbi.nlm.nih.gov/?term=COL26A1+integrin+alpha10+beta1; https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+XXVI+integrin	human; mouse	No exact-pair cellular model identified in bounded search	Exact-pair and synonym searches across PubMed, PMC, publisher pages, and collagen-receptor reviews	no qualifying exact COL26A1-alpha10beta1 binding or activation demonstrated	no_evidence_boundary	COL26A1 is a poorly characterized minor collagen; collagen-family integrin preference and expression data do not establish this exact heterodimer.	low		reviewed_unresolved	No primary study with COL26A1 and ITGA10-ITGB1 as tested molecular partners was located in the bounded search. No pathway or functional evidence was promoted to a direct interaction.
M20A-EXT-1285	col26a1 itga11_itgb1	Col26a1 Itga11_Itgb1		M21A-PAIR-EVID-2651	NCBI Gene:136227; https://pubmed.ncbi.nlm.nih.gov/?term=COL26A1+integrin+alpha11+beta1; https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+XXVI+integrin	human; mouse	No exact-pair cellular model identified in bounded search	Exact-pair and synonym searches across PubMed, PMC, publisher pages, and collagen-receptor reviews	no qualifying exact COL26A1-alpha11beta1 binding or activation demonstrated	no_evidence_boundary	COL26A1 expression and collagen-family annotations were found, but no direct alpha11beta1 binding, receptor perturbation, or downstream relay matched to COL26A1.	low		reviewed_unresolved	No primary study with COL26A1 and ITGA11-ITGB1 as tested molecular partners was located in the bounded search. Generic alpha11beta1 binding to other collagens was not transferred.
M20A-EXT-1286	col26a1 itga1_itgb1	Col26a1 Itga1_Itgb1		M21A-PAIR-EVID-2652	NCBI Gene:136227; https://pubmed.ncbi.nlm.nih.gov/?term=COL26A1+integrin+alpha1+beta1; https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+XXVI+integrin	human; mouse	No exact-pair cellular model identified in bounded search	Exact-pair and synonym searches across PubMed, PMC, publisher pages, and collagen-receptor reviews	no qualifying exact COL26A1-alpha1beta1 binding or activation demonstrated	no_evidence_boundary	No exact COL26A1-ITGA1-ITGB1 biochemical, adhesion, or perturbation result was identified; classical collagen receptor studies concern other collagen types.	low		reviewed_unresolved	No primary study with COL26A1 and ITGA1-ITGB1 as tested molecular partners was located in the bounded search. Family-level collagen-receptor annotations were not treated as pair evidence.
M20A-EXT-1287	col26a1 itga2_itgb1	Col26a1 Itga2_Itgb1		M21A-PAIR-EVID-2653	NCBI Gene:136227; https://pubmed.ncbi.nlm.nih.gov/?term=COL26A1+integrin+alpha2+beta1; https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+XXVI+integrin	human; mouse	No exact-pair cellular model identified in bounded search	Exact-pair and synonym searches across PubMed, PMC, publisher pages, and collagen-receptor reviews	no qualifying exact COL26A1-alpha2beta1 binding or activation demonstrated	no_evidence_boundary	No direct COL26A1-alpha2beta1 assay or exact functional perturbation was located; generic fibrillar collagen alpha2beta1 evidence was not used as a proxy.	low		reviewed_unresolved	No primary study with COL26A1 and ITGA2-ITGB1 as tested molecular partners was located in the bounded search. Expression or pathway co-occurrence does not establish binding.
M20A-EXT-1288	col27a1 itga10_itgb1	Col27a1 Itga10_Itgb1		M21A-PAIR-EVID-2654	PMCID:PMC3242791; https://pubmed.ncbi.nlm.nih.gov/?term=COL27A1+integrin+alpha10+beta1	human; mouse	Developing mouse cartilage/growth plate; no exact receptor assay	COL27A1 expression and pericellular-matrix studies; exact-pair and collagen-integrin searches	no qualifying exact COL27A1-alpha10beta1 binding or activation demonstrated	no_evidence_boundary	Type XXVII collagen sequence was reported to have no proven integrin-binding sites; putative GLOGEO/GLOGDA motifs were only homology-based possibilities.	low		reviewed_unresolved	The primary type XXVII matrix study explicitly describes no proven integrin-binding sites and does not test ITGA10-ITGB1 binding or signaling. Putative motifs were not promoted.
M20A-EXT-1289	col27a1 itga11_itgb1	Col27a1 Itga11_Itgb1		M21A-PAIR-EVID-2655	PMCID:PMC3242791; https://pubmed.ncbi.nlm.nih.gov/?term=COL27A1+integrin+alpha11+beta1	human; mouse	Developing mouse cartilage/growth plate; no exact receptor assay	COL27A1 expression and pericellular-matrix studies; exact-pair and collagen-integrin searches	no qualifying exact COL27A1-alpha11beta1 binding or activation demonstrated	no_evidence_boundary	Type XXVII collagen has no proven integrin-binding sites in the primary matrix study; generic alpha11beta1 recognition of other collagens was not transferred.	low		reviewed_unresolved	No primary study directly tests COL27A1 with ITGA11-ITGB1. The reported GLOGEO/GLOGDA sequences are potential motifs only and do not support a direct edge.
M20A-EXT-1290	col27a1 itga1_itgb1	Col27a1 Itga1_Itgb1		M21A-PAIR-EVID-2656	PMCID:PMC3242791; https://pubmed.ncbi.nlm.nih.gov/?term=COL27A1+integrin+alpha1+beta1	human; mouse	Developing mouse cartilage/growth plate; no exact receptor assay	COL27A1 expression and pericellular-matrix studies; exact-pair and collagen-integrin searches	no qualifying exact COL27A1-alpha1beta1 binding or activation demonstrated	no_evidence_boundary	No proven COL27A1 integrin-binding site or ITGA1-ITGB1 binding assay was identified; homologous collagen motifs were not treated as evidence.	low		reviewed_unresolved	The primary type XXVII study reports no proven integrin-binding sites and does not test ITGA1-ITGB1. No pathway-level or functional observation was inverted into a direct interaction.
M20A-EXT-1291	col27a1 itga2_itgb1	Col27a1 Itga2_Itgb1		M21A-PAIR-EVID-2657	PMCID:PMC3242791; PMID:11572855; https://pubmed.ncbi.nlm.nih.gov/?term=COL27A1+integrin+alpha2+beta1	human; mouse	Developing mouse cartilage/growth plate; no exact receptor assay	COL27A1 expression and pericellular-matrix studies; exact-pair and collagen-integrin searches	no qualifying exact COL27A1-alpha2beta1 binding or activation demonstrated	no_evidence_boundary	Type XXVII collagen lacks proven integrin-binding sites in the primary study; potential motif homology and generic type II collagen alpha2beta1 binding were not transferred.	low		reviewed_unresolved	No primary study directly tests COL27A1 with ITGA2-ITGB1. The closest type II/fibrillar collagen comparator is not an exact ligand assignment.
M20A-EXT-1292	col28a1 itga10_itgb1	Col28a1 Itga10_Itgb1		M21A-PAIR-EVID-2658	NCBI Gene:340267; https://pubmed.ncbi.nlm.nih.gov/?term=COL28A1+integrin+alpha10+beta1; https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+XXVIII+integrin	human; mouse	No exact-pair cellular model identified in bounded search	Exact-pair and synonym searches across PubMed, PMC, publisher pages, and collagen-receptor reviews	no qualifying exact COL28A1-alpha10beta1 binding or activation demonstrated	no_evidence_boundary	COL28A1 is a minor collagen with limited receptor characterization; no exact ITGA10-ITGB1 binding, activation, or perturbation evidence was found.	low		reviewed_unresolved	No primary study with COL28A1 and ITGA10-ITGB1 as tested molecular partners was located in the bounded search. Generic collagen-receptor annotations were not transferred.
