evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-3221	M20A-EXT-2265	itgav thy1	M21A-REUSE-1650	medium	high	https://pubmed.ncbi.nlm.nih.gov/18346467/;https://pubmed.ncbi.nlm.nih.gov/23481656/;https://pubmed.ncbi.nlm.nih.gov/?term=ITGAV+THY1;https://reactome.org/content/query?q=ITGAV%20THY1	Exact pair-associated receptor-complex relay or bounded processing/function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3223	M20A-EXT-2267	itgb2 thy1	M21A-REUSE-1651	medium-high	high	https://pubmed.ncbi.nlm.nih.gov/15004192/; https://pubmed.ncbi.nlm.nih.gov/16374458/	Exact pair-associated receptor-complex relay or bounded processing/function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3224	M20A-EXT-2268	itgb3bp itgb3	M21A-REUSE-1652	medium-high	high	https://pubmed.ncbi.nlm.nih.gov/7593198/; https://thebiogrid.org/interaction/302876/	Exact pair-associated receptor-complex relay or bounded processing/function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3225	M20A-EXT-2269	itgb3bp itgb5	M21A-REUSE-1653	medium-high	high	https://pubmed.ncbi.nlm.nih.gov/10579726/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2169340/	Exact pair-associated receptor-complex relay or bounded processing/function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3227	M20A-EXT-2271	izumo1 cd9	M21A-REUSE-1654	medium	high	https://pmc.ncbi.nlm.nih.gov/articles/PMC3779078/; https://pubmed.ncbi.nlm.nih.gov/21057513/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4660202/	Exact pair-associated receptor-complex relay or bounded processing/function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3229	M20A-EXT-2274	jam2 itga4_itgb1	M21A-REUSE-1655	medium-high	high	https://pubmed.ncbi.nlm.nih.gov/12070135/; https://pubmed.ncbi.nlm.nih.gov/19740376/; https://reactome.org/content/detail/R-HSA-202706	Exact pair-associated receptor-complex relay or bounded processing/function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3231	M20A-EXT-2276	jam3 itgam_itgb2	M21A-REUSE-1656	medium-high	high	https://pubmed.ncbi.nlm.nih.gov/16093349/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2194005/	Exact pair-associated receptor-complex relay or bounded processing/function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3233	M20A-EXT-2279	kiss1 mmp24	M21A-REUSE-1657	medium-high	high	https://doi.org/10.1038/sj.onc.1206542; https://www.nature.com/articles/1206542	Exact pair-associated receptor-complex relay or bounded processing/function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3236	M20A-EXT-2283	kl fgfr1	M21A-REUSE-1659	medium-high	high	https://pubmed.ncbi.nlm.nih.gov/16436388/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2637204/; https://doi.org/10.1074/jbc.C500457200	Exact pair-associated receptor-complex relay or bounded processing/function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3240	M20A-EXT-2287	kng1 bdkrb1	M21A-REUSE-1660	medium-high	high	https://pubmed.ncbi.nlm.nih.gov/8063797/; https://pubmed.ncbi.nlm.nih.gov/9313952/; https://reactome.org/content/query?q=KNG1%20BDKRB1	Exact pair-associated receptor-complex relay or bounded processing/function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3241	M20A-EXT-2288	kng1 bdkrb2	M21A-REUSE-1661	medium-high	high	https://pubmed.ncbi.nlm.nih.gov/8394337/; https://pubmed.ncbi.nlm.nih.gov/8531137/; https://pmc.ncbi.nlm.nih.gov/articles/PMC1565879/	Exact pair-associated receptor-complex relay or bounded processing/function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3246	M20A-EXT-2293	kng1 itgam	M21A-REUSE-1662	medium-high	high	https://pubmed.ncbi.nlm.nih.gov/8034694/; https://doi.org/10.1182/blood.V95.12.3788	Exact pair-associated receptor-complex relay or bounded processing/function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
M21A-PAIR-EVID-3247	M20A-EXT-2294	kng1 itgb2	M21A-REUSE-1663	medium-high	high	https://pubmed.ncbi.nlm.nih.gov/8034694/; https://doi.org/10.1182/blood.V95.12.3788	Exact pair-associated receptor-complex relay or bounded processing/function supports qualified-high promotion; recorded topology and context boundaries remain unchanged.	true	true	false
