review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-0681	Adam9 Itgb1	reviewed_binding_only	PMID:15361064; PMCID:PMC1134717; DOI:10.1042/BJ20041133	human; mouse; recombinant ADAM9 systems	human renal tubular/HEK-293 epithelial cells; recombinant ADAM9 disintegrin domain	GST-disintegrin adhesion assays with beta1-integrin blocking antibodies; renal cortical lysate affinity capture; collagen/laminin adhesion competition	ADAM9 disintegrin domain binds beta1-class integrin complexes, including alpha3beta1, alpha6beta1, and alphavbeta1 contexts	ligand_receptor_binding_or_activation	ADAM9 -> beta1-containing integrin complexes -> cell-matrix adhesion	medium-high	The primary receptor is a beta1-containing alpha-integrin heterodimer rather than ITGB1 alone, and the studies establish adhesion binding rather than a defined ITGB1 intracellular relay; no terminal TF assigned.	null
M20A-EXT-0684	Adcyap1 Adcyap1r1	reviewed_relay_candidate	PMID:22532442; PMCID:PMC3405272; DOI:10.1096/fj.11-203042; PMID:24696141; PMCID:PMC4042093; DOI:10.1152/ajpcell.00001.2014; PMID:30054797	rat; guinea pig; human recombinant/engineered systems	NS-1 neuroendocrine cells; HEK293 PAC1 cells; guinea-pig cardiac neurons and ganglia; rat brain comparator	PACAP-38 stimulation; cAMP and ERK phosphorylation; MEK, adenylyl cyclase, endocytosis, PLC/PKC, Src, and receptor-antagonist/inhibitor perturbations; neuritogenesis and neuronal excitability assays	PACAP activates the PAC1/ADCYAP1R1 GPCR and drives cAMP-dependent and endosomal/PKC-dependent ERK signaling	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	PACAP -> PAC1/ADCYAP1R1 -> adenylyl cyclase/cAMP and receptor endosome/PLC-PKC -> MEK/ERK -> neuritogenesis or neuronal excitability	high	PAC1 splice variants and signaling-endosome dependence are model-specific; some studies use heterologous receptor systems, and EGR1/CREB readouts are pathway-associated rather than a universal terminal endpoint for SCI cells.	null
M20A-EXT-0695	Adcyap1 Vipr1	reviewed_function_only	PMID:24039785; PMCID:PMC3767812; DOI:10.1371/journal.pone.0072607; PMID:15935995; DOI:10.1016/j.brainres.2005.04.077	rat; human; recombinant/engineered systems	3T3-L1 adipocytes; rat hippocampal CA1 pyramidal-cell preparations; cells expressing PACAP/VIP receptor subtypes	PACAP-induced cAMP and ERK assays with receptor-antagonist combinations; selective VPAC1 agonist/antagonist modulation of VIP responses in hippocampal synaptic transmission	PACAP/VPAC1-associated cAMP/ERK and synaptic-function evidence is present, but the exact PACAP-to-VPAC1 molecular relay is not isolated in a subtype-purified system	downstream_pathway_function	PACAP -> VPAC1-containing receptor context -> cAMP/ERK or PKC-linked synaptic function	medium-low	PACAP, VIP, PAC1, VPAC1, and VPAC2 are co-present or jointly perturbed in the strongest studies; no purified direct PACAP-VPAC1 binding assay or receptor-specific terminal TF endpoint was established.	null
M20A-EXT-0696	Adcyap1 Vipr2	reviewed_function_only	PMID:24039785; PMCID:PMC3767812; DOI:10.1371/journal.pone.0072607; PMID:15935995; DOI:10.1016/j.brainres.2005.04.077	rat; human; recombinant/engineered systems	3T3-L1 adipocytes; rat hippocampal CA1 pyramidal-cell preparations; cells expressing PACAP/VIP receptor subtypes	PACAP-induced cAMP and ERK assays with receptor-antagonist combinations; selective VPAC2 agonist/antagonist modulation and PKA perturbation of VIP synaptic responses	PACAP/VPAC2-associated cAMP/ERK and PKA-linked synaptic-function evidence is present, but the exact PACAP-to-VPAC2 molecular relay is not isolated in a subtype-purified system	downstream_pathway_function	PACAP -> VPAC2-containing receptor context -> cAMP/PKA or ERK-linked neuronal function	medium-low	PACAP, VIP, PAC1, VPAC1, and VPAC2 are co-present or jointly perturbed in the strongest studies; no purified direct PACAP-VPAC2 binding assay or receptor-specific terminal TF endpoint was established.	null
M20A-EXT-0697	Adipoq Adipor1	reviewed_relay_candidate	PMID:17287464; PMID:19520843; PMID:18842004; DOI:10.1016/j.bbamcr.2008.09.003	human; mouse; rat	human umbilical-vein endothelial cells; C2C12 myotubes; HEK293 AdipoR1-expressing cells	Adiponectin stimulation; APPL1 interaction and RNA interference; AMPK/eNOS/ERK phosphorylation; LKB1, PLC/Ca2+/CaMKK, and receptor-expression perturbations	Adiponectin engages AdipoR1 and recruits APPL1-dependent receptor-proximal signaling to AMPK, ERK, and eNOS outputs	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	Adiponectin -> AdipoR1 -> APPL1 -> LKB1/AMPK or PLC-Ca2+-CaMKK and Src/Ras-ERK -> eNOS, fatty-acid oxidation, glucose and endothelial responses	high	AdipoR1 is an atypical seven-transmembrane receptor without intrinsic kinase activity; adiponectin multimer/isoform and tissue context affect branch strength, and no SCI-specific terminal TF was assigned.	null
M20A-EXT-0698	Adipoq Adipor2	reviewed_relay_candidate	PMID:17287464; PMID:19520843; PMID:33902691; PMID:18842004; DOI:10.1016/j.bbamcr.2008.09.003	human; mouse; rat	human endothelial cells; skeletal-muscle and liver models; HEK293 AdipoR2-expressing cells	Adiponectin stimulation; APPL1 interaction/knockdown; AMPK, ERK, eNOS, PPARalpha and fatty-acid-oxidation assays; receptor-specific expression and pathway perturbations	Adiponectin activates AdipoR2-associated APPL1 and lipid-metabolism signaling, with overlapping but receptor-context-dependent AMPK/ERK branches	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	Adiponectin -> AdipoR2 -> APPL1/AMPK and Src/Ras-ERK -> PPARalpha, fatty-acid oxidation, endothelial and metabolic outputs	medium-high	AdipoR1 and AdipoR2 are often coexpressed and jointly suppressed or overexpressed; receptor-specific direct binding and branch weighting are context-dependent, and no SCI-specific terminal TF was assigned.	null
M20A-EXT-0703	Adm Ackr3	reviewed_function_only	PMID:25203207; PMID:33857173; PMID:31712427; DOI:10.1016/j.devcel.2019.09.014	mouse; human; recombinant systems	mouse embryonic cardiovascular and lymphatic endothelium; cultured lymphatic endothelial cells; ACKR3-expressing recombinant cells	ADM or ADM-derived peptide exposure; ACKR3/CXCR7 loss-of-function; ligand scavenging, internalization/recycling, vascular-development and lymphatic-phenotype assays	ACKR3/CXCR7 binds and scavenges ADM to control peptide availability, but it is not established as a canonical G-protein relay for ADM	ligand_receptor_binding_or_activation;downstream_pathway_function	ADM -> ACKR3/CXCR7 scavenging/internalization -> modulation of CALCRL-RAMP ADM availability -> vascular and lymphatic development/function	medium-high	ACKR3 primarily acts as a scavenger/trafficking regulator in these studies; beta-arrestin and RAMP3-dependent trafficking can be context-dependent, and no direct ADM-ACKR3 terminal TF endpoint was measured.	null
M20A-EXT-0708	Adm Calcrl	reviewed_relay_candidate	PMID:11591721; PMID:11693189; PMID:12196109; PMID:22142144; DOI:10.1042/bst0300432	human; rat; porcine; recombinant systems	HEK293/COS-7 cells expressing CALCRL with RAMP1, RAMP2, or RAMP3; receptor-mutant systems	ADM radioligand binding and receptor-complex reconstitution; cAMP accumulation; receptor deletion and extracellular-loop perturbation	ADM activates CALCRL only in the appropriate RAMP-defined receptor complex and couples the complex to Gs/adenylyl cyclase	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	ADM -> CALCRL/RAMP2 or CALCRL/RAMP3, with weaker/context-dependent RAMP1 contribution -> Gs -> adenylyl cyclase/cAMP -> vascular and cardiac outputs	medium-high	CALCRL is not a complete ADM receptor in isolation; RAMP identity determines ligand selectivity and signaling, and the strongest assays use recombinant complexes rather than SCI receiver cells.	null
M20A-EXT-0717	Adm Ramp2	reviewed_relay_candidate	PMID:11591721; PMID:11693189; PMID:12196109; PMID:27940069; DOI:10.1016/j.peptides.2016.09.004	human; rat; mouse; porcine; recombinant systems	HEK293 cells expressing CALCRL/RAMP2; vascular smooth-muscle and endothelial models; Ramp2-deficient mouse cardiovascular models	ADM binding and cAMP assays in CALCRL/RAMP2 reconstitutions; RAMP2 deletion/knockdown; vascular and cardiovascular functional perturbations	RAMP2 forms the AM1 receptor complex with CALCRL and supports ADM binding and Gs/cAMP signaling	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	ADM -> CALCRL/RAMP2(AM1) -> Gs -> adenylyl cyclase/cAMP -> vascular integrity, vasodilation and cardiovascular homeostasis	high	RAMP2 is an accessory/co-receptor component rather than a standalone ADM receptor; native tissue receptor stoichiometry and terminal transcriptional effects were not resolved in the exact pair context.	null
M20A-EXT-0718	Adm Ramp3	reviewed_relay_candidate	PMID:11591721; PMID:11693189; PMID:26423127; PMID:27940069; DOI:10.1016/j.peptides.2016.09.004	human; rat; mouse; porcine; recombinant systems	HEK293 cells expressing CALCRL/RAMP3; rat mesenteric-artery smooth-muscle cells; Ramp3-deficient mouse vascular/lymphatic models	ADM binding and cAMP assays; RAMP3 knockdown and CALCRL/RAMP3 association imaging; cardiovascular and lymphatic functional perturbations	RAMP3 forms the AM2 receptor complex with CALCRL and supports ADM-dependent cAMP signaling and vascular/lymphatic effects	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	ADM -> CALCRL/RAMP3(AM2) -> Gs -> adenylyl cyclase/cAMP -> vascular tone and lymphatic drainage/angiogenesis	medium-high	RAMP3-dependent signaling is tissue- and model-dependent and can overlap with RAMP2; the pair label represents a receptor-complex component, not a standalone RAMP3 receptor or terminal TF endpoint.	null
