evidence_id	review_id	pair_key	pathway_reuse_key	previous_tier	new_tier	source_locators	decision_basis	upstream_lr_confidence_unchanged	terminal_tf_status_unchanged	sql_materialization
M21A-PAIR-EVID-4311	M20A-LIANA-REMAINING-0161	il17b il17rb	M21A-REUSE-2039	medium	high	PMID:30770417; https://pubmed.ncbi.nlm.nih.gov/30770417/	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4313	M20A-LIANA-REMAINING-0163	il19 il20ra_il20rb	M21A-REUSE-2041	medium-high	high	PMID:12351624; DOI:10.1074/jbc.M205114200; PMID:17083366; https://pubmed.ncbi.nlm.nih.gov/12351624/; https://pubmed.ncbi.nlm.nih.gov/17083366/	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4316	M20A-LIANA-REMAINING-0166	il20 il20ra_il20rb	M21A-REUSE-2044	medium-high	high	PMID:12351624; DOI:10.1074/jbc.M205114200; PMID:23793061; https://pubmed.ncbi.nlm.nih.gov/12351624/; https://pubmed.ncbi.nlm.nih.gov/23793061/	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4317	M20A-LIANA-REMAINING-0167	il24 il20ra_il20rb	M21A-REUSE-2045	medium-high	high	PMID:12351624; DOI:10.1074/jbc.M205114200; PMID:17083366; https://pubmed.ncbi.nlm.nih.gov/12351624/; https://pubmed.ncbi.nlm.nih.gov/17083366/	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4327	M20A-LIANA-REMAINING-0177	jag1 notch1	M21A-REUSE-2047	medium-high	high	PMID:10551863; DOI:10.1074/jbc.274.46.32961; PMID:10329626; https://pubmed.ncbi.nlm.nih.gov/10329626/	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4329	M20A-LIANA-REMAINING-0179	jag1 notch3	M21A-REUSE-2049	medium-high	high	PMID:10551863; DOI:10.1074/jbc.274.46.32961; PMID:11006133; DOI:10.1006/bbrc.2000.3469; PMID:19147503; PMCID:PMC2658079; DOI:10.1074/jbc.M803650200	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4330	M20A-LIANA-REMAINING-0180	jag1 notch4	M21A-REUSE-2050	medium	high	PMID:36044575; DOI:10.1126/sciadv.abo7958; PMID:36376768; PMCID:PMC10119233; DOI:10.1007/s10456-022-09861-6	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4331	M20A-LIANA-REMAINING-0181	jag2 notch1	M21A-REUSE-2051	medium-high	high	PMID:9315665; PMCID:PMC232455; DOI:10.1128/MCB.17.10.6057; PMID:21372153; PMCID:PMC3673751; DOI:10.1182/blood-2010-08-303412	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4332	M20A-LIANA-REMAINING-0182	jag2 notch2	M21A-REUSE-2052	medium-high	high	PMID:10958687; PMCID:PMC88767; DOI:10.1128/MCB.20.18.6913-6922.2000; PMID:28572448; DOI:10.1111/febs.14054	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4333	M20A-LIANA-REMAINING-0183	jag2 notch3	M21A-REUSE-2053	medium-high	high	PMID:11006133; DOI:10.1006/bbrc.2000.3469; PMID:21372153; PMCID:PMC3673751; DOI:10.1182/blood-2010-08-303412	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4334	M20A-LIANA-REMAINING-0184	leap2 ghsr	M21A-REUSE-2054	medium-high	high	PMID:29233536; DOI:10.1016/j.cmet.2017.10.016; PMID:30543423; DOI:10.1021/acs.jmedchem.8b01644; PMID:34447311	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4336	M20A-LIANA-REMAINING-0186	lta tnfrsf1a	M21A-REUSE-2055	medium-high	high	PMID:7664782; PMID:8621658; DOI:10.1016/0014-5793(95)00557-5	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4337	M20A-LIANA-REMAINING-0187	lta tnfrsf1b	M21A-REUSE-2056	medium	high	PMID:7664782; PMID:8621658; DOI:10.1016/0014-5793(95)00557-5	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
M21A-PAIR-EVID-4338	M20A-LIANA-REMAINING-0188	mif ackr3	M21A-REUSE-2057	medium-high	high	PMID:26139098; DOI:10.1016/j.molmed.2015.05.002; PMID:38336189; DOI:10.1016/j.cellsig.2024.111093	Worker audit and local-register lineage support exact pair-associated qualified-high function at the recorded layer; topology and TF metadata remain unchanged.	true	true	false
