review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-3144	Shh Scube2	reviewed_relay_candidate	PMID:19480626; PMID:33038332; DOI:10.1042/BJ20090341	mouse; human	HEK293 and MEF Hedgehog ligand-release and reception systems; recombinant receptor-reconstitution cells	SCUBE2-SHH co-purification and binding; SHH release; PTCH1 binding; CDON/BOC/GAS1 relay; ciliary SMO and Gli1 qRT-PCR	SCUBE2-SHH lipid-dependent chaperone complex promotes release and receptor-proximal handoff but is not the terminal SHH receptor	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	SHH-SCUBE2 -> CDON/BOC-GAS1 handoff -> PTCH1 -> SMO -> GLI1 transcription	medium-high	SCUBE2 sequesters SHH lipid moieties and can reduce direct PTCH1 affinity until coreceptor relay; downstream Gli1 was measured, but SCUBE2 is a chaperone/coreceptor component rather than a standalone receptor.	GLI1 (provisional)
M20A-EXT-3149	Slit1 Robo2	reviewed_relay_candidate	PMID:18278043; PMID:19934013; PMID:17715346; DOI:10.1038/nn2051	chick; mouse; human comparator	Cranial neural crest and trigeminal ganglion models; olfactory sensory neurons; primary neurons	SLIT1/ROBO2 blocking and depletion; receptor perturbation; cell-cell interaction, axon guidance, N-cadherin surface trafficking, and migration assays	direct SLIT1 ligand engagement of ROBO2 regulates adhesion and axon-guidance receptor-proximal behavior	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	SLIT1-ROBO2 -> N-cadherin/cytoskeletal adhesion and guidance -> ganglion assembly and olfactory axon patterning	medium-high	The studies establish receptor dependence and cellular outcomes but do not define one universal ROBO2 adaptor-to-TF branch; no terminal TF was measured.	null
M20A-EXT-3157	Slit3 Robo1	reviewed_relay_candidate	PMID:23255421	mouse	Embryonic cardiac neural crest and systemic venous-return development models	SLIT3 ligand-binding assays; Slit3 and Robo1 genetics; cardiac neural-crest migration, adhesion, and survival phenotyping	direct SLIT3 ligand binding and activation of ROBO1 in a developmental migration branch	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	SLIT3-ROBO1 -> cardiac neural-crest adhesion/migration/survival -> pericardial and systemic venous development	medium-high	The cardiac phenotype is strongly receptor- and ligand-dependent, but the intracellular ROBO1 relay and any terminal transcriptional endpoint were not resolved.	null
M20A-EXT-3158	Slit3 Robo2	reviewed_relay_candidate	PMID:30389141	mouse	ATDC5 chondrocytes and endochondral ossification models	Recombinant SLIT3; ROBO2 expression and knockdown; chondrocyte differentiation and beta-catenin assays	SLIT3 engages a ROBO2-dependent chondrocyte signaling branch with functional Wnt/beta-catenin suppression	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	SLIT3-ROBO2 -> beta-catenin/Wnt suppression -> chondrocyte differentiation and endochondral ossification	medium	ROBO2 dependence and pathway output were shown, but purified pair-specific affinity and a defined intracellular relay were not established; beta-catenin pathway activity is not treated as a measured terminal TF.	null
M20A-EXT-3159	Slit3 Robo4	reviewed_relay_candidate	PMID:24355925; PMID:24090675; PMID:35288626	mouse; human	Primary endothelial cells, endothelial angiogenesis models, and mesenchymal stromal-cell comparator systems	SLIT3 binding and heparan-sulfate presentation; ROBO4 loss or knockdown; endothelial migration, angiogenesis, and uptake/function assays	direct SLIT3-ROBO4 signaling is organized by a heparan-sulfate receptor complex	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	SLIT3-heparan sulfate-ROBO4 -> endothelial migration/angiogenesis and context-dependent uptake	medium-high	Heparan sulfate presentation and cell context are required; the exact ROBO4 cytoplasmic relay and terminal transcriptional endpoint were not resolved.	null
M20A-EXT-3164	Slpi Plscr1	reviewed_function_only	PMID:19333378; PMCID:PMC2659420; DOI:10.1371/journal.pone.0005006	human	Primary human T lymphocytes, monocyte-derived dendritic cells, and CD4 T-cell HIV models	SLPI pull-down and co-immunoprecipitation; PLSCR1 cytoplasmic-domain mapping; CD4/PLSCR association and HIV-1 inhibition assays	direct SLPI binding to membrane PLSCR1 and disruption of a CD4-PLSCR membrane complex	ligand_receptor_binding_or_activation;downstream_pathway_function	SLPI-PLSCR1 -> CD4/PLSCR membrane association -> HIV-1 entry or transfer inhibition; canonical intracellular relay not resolved	medium-high	The pair is supported as a membrane receptor/complex and antiviral function, not as a conventional kinase relay; uptake and antiviral effects must not be promoted to a generic downstream signaling cascade.	null
M20A-EXT-3165	Slpi Plscr4	reviewed_function_only	PMID:19333378; PMCID:PMC2659420; DOI:10.1371/journal.pone.0005006	human	Primary human T lymphocytes, monocyte-derived dendritic cells, and CD4 T-cell HIV models	SLPI pull-down and co-immunoprecipitation; PLSCR4 cytoplasmic-domain mapping; CD4/PLSCR association and HIV-1 inhibition assays	direct SLPI binding to membrane PLSCR4 and disruption of a CD4-PLSCR membrane complex	ligand_receptor_binding_or_activation;downstream_pathway_function	SLPI-PLSCR4 -> CD4/PLSCR membrane association -> HIV-1 entry or transfer inhibition; canonical intracellular relay not resolved	medium-high	PLSCR4 is supported in the shared receptor/complex model, but the study does not establish a distinct PLSCR4-specific cytosolic signaling branch or terminal TF.	null
M20A-EXT-3169	Slurp1 Chrna7	reviewed_relay_candidate	PMID:29545933; PMCID:PMC5837762; DOI:10.18632/oncotarget.24312; PMID:34595181; PMCID:PMC8476798; DOI:10.3389/fcell.2021.739391; PMID:24365495; DOI:10.1016/j.jneuroim.2013.12.003	human; mouse comparator; Xenopus comparator	Human pancreatic-cancer and lung-cell models; MOLT-3 cells; Xenopus oocytes	SLURP1 binding and CHRNA7 depletion; MLA-sensitive Ca2+ influx; receptor-complex extraction; AKT/ERK/PDGFR/EGFR phosphorylation; proliferation and migration assays	direct allosteric SLURP1 activation or modulation of CHRNA7 within receptor complexes	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	SLURP1-CHRNA7 -> Ca2+/PI3K-AKT-ERK and PDGFR/EGFR complex -> NF-kB-linked proliferation and migration responses	medium-high	The alpha7 receptor-complex branch is context dependent and SLURP1 can be inhibitory or modulatory; nuclear NF-kB was measured in a cancer context, but no single universal transcriptional endpoint was established.	RELA (provisional)
M20A-EXT-3173	Snca Lag3	reviewed_function_only	PMID:27708076; PMID:34172566	mouse; human comparator	Alpha-synuclein preformed-fibril neuronal cultures, SH-SY5Y cells, primary neurons, and mouse neurodegeneration models	Alpha-synuclein PFF binding and endocytosis; LAG3 knockout or blocking; neuron-to-neuron transmission and dopaminergic-neuron toxicity assays	direct alpha-synuclein PFF binding to LAG3 functions as an uptake/transmission receptor	ligand_receptor_binding_or_activation;downstream_pathway_function	SNCA PFF -> LAG3-mediated uptake/endocytosis -> neuron-to-neuron spread and dopaminergic toxicity	medium-high	Evidence is specific to pathogenic alpha-synuclein PFF conformers rather than monomeric SNCA; LAG3 neuronal expression and the canonical intracellular relay remain unresolved, with no terminal TF measured.	null
M20A-EXT-3178	Sost Lrp4	reviewed_relay_candidate	PMID:35099616; PMID:22696217	mouse; human	Recombinant LRP4/LRP6 ectodomains, yeast-display binding systems, osteoblasts, and bone-formation models	SOST-LRP4 binding and competition; LRP4 enhancement of SOST-LRP6 binding; Wnt reporter and osteoblast/bone assays	LRP4 is an extracellular SOST anchor and co-receptor component that strengthens SOST inhibition of LRP6	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	SOST-LRP4 -> enhanced SOST-LRP6 inhibition -> WNT-beta-catenin/TCF-LEF -> osteoblast and bone formation	medium-high	LRP4 primarily organizes an extracellular receptor complex; the exact intracellular relay is the LRP5/6 Wnt branch, and the terminal value reflects measured Wnt reporter output rather than inferred receptor signaling.	TCF/LEF family (provisional)
