review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-EXT-1144	Cdh1 Erbb3	reviewed_unresolved	PMID:11744701; https://pubmed.ncbi.nlm.nih.gov/?term=CDH1+ERBB3	human; mouse comparator	epithelium and ERBB-family receptor systems; no exact CDH1-ERBB3 model established	exact-pair PubMed/PMC/publisher search for E-cadherin-HER3 binding, co-immunoprecipitation, receptor phosphorylation, and perturbation; E-cadherin-EGFR evidence retained only as a family boundary	no_exact_CDH1_ERBB3_support	no_evidence_boundary	E-cadherin adherens-junction branch versus NRG-ERBB3 receptor-tyrosine-kinase branch	low	E-cadherin-EGFR association does not establish E-cadherin-HER3 binding or activation; ERBB2/ERBB3 ligand-family and epithelial co-expression evidence were not transferred.	none
M20A-EXT-1145	Cdh1 Igf1r	reviewed_relay_candidate	PMCID:PMC3315466; PMCID:PMC6821389; PMID:11518717	human; mouse	mouse preimplantation embryos/trophectoderm; MCF-7, T47D and other breast epithelial models	E-cadherin/IGF1R co-immunoprecipitation and localization; CDH1 loss or knockdown; IGF1 stimulation; IGF1R/AKT phosphorylation and trophectoderm survival readouts	direct_E_cadherin_IGF1R_association_modulates_receptor_activation	receptor_proximal_relay;downstream_pathway_function	CDH1-IGF1R contact/availability -> IGF1R-PI3K-AKT survival and epithelial adhesion branch	high	The interaction and receptor-facilitating role are context dependent; later CDH1-loss work found increased IGF1R ligand availability without reproducible co-IP, so a universal constitutive complex or ligand-like CDH1 activation rule is not assigned.	none
M20A-EXT-1149	Cdh1 Lrp5	reviewed_unresolved	PMCID:PMC2643807; https://pubmed.ncbi.nlm.nih.gov/?term=CDH1+LRP5	human; mouse comparator	osteoblast N-cadherin/LRP5 models and epithelial E-cadherin/Wnt contexts; no exact CDH1-LRP5 model located	N-cadherin-LRP5 co-immunoprecipitation and Wnt functional studies used as a paralog boundary; exact CDH1-LRP5 binding and perturbation search yielded no qualifying study	no_exact_CDH1_LRP5_support	no_evidence_boundary	E-cadherin-beta-catenin adhesion branch versus Wnt-LRP5/LRP6 signaling	low	N-cadherin-LRP5 association is not evidence for E-cadherin-LRP5; shared cadherin or LRP family membership and Wnt pathway co-expression were not transferred.	none
M20A-EXT-1150	Cdh1 Ptprf	reviewed_unresolved	PMCID:PMC2121007; DOI:10.1074/jbc.274.15.10173; https://pubmed.ncbi.nlm.nih.gov/?term=CDH1+PTPRF	rat; human comparator	PC12/PC9 neuronal and epithelial migration models with LAR/PTPRF and cadherin-catenin complexes	LAR/PTPRF co-localization and co-immunoprecipitation with beta-catenin/cadherin complexes; phosphatase and migration assays; the cited study found the association was not mediated by cadherins directly	no_direct_CDH1_PTPRF_edge_indirect_beta_catenin_complex_boundary	no_evidence_boundary	PTPRF/LAR-beta-catenin phosphatase regulation of cadherin adhesion versus direct CDH1 association	low-medium	LAR/PTPRF associates with beta-catenin and cadherin-catenin complexes, but the primary evidence explicitly does not establish direct binding to E-cadherin; indirect complex context is not promoted to a molecular edge.	none
M20A-EXT-1151	Cdh1 Ptprm	reviewed_relay_candidate	PMID:9531566; PMCID:PMC2132733; DOI:10.1083/jcb.141.1.287	rat; human comparator	rat lung extracts, MvLu cells, WC5 temperature-sensitive Src cells and Sf9 reconstitution models	PTPmu/PTPRM co-immunoprecipitation with E-cadherin; recombinant co-expression; E-cadherin cytoplasmic deletion mapping; Src-dependent dissociation and tyrosine-phosphorylation perturbation	direct_E_cadherin_PTPRM_association_and_phosphatase_regulation_of_adhesion	receptor_proximal_relay;downstream_pathway_function	PTPRM/PTPmu -> E-cadherin-catenin tyrosine-phosphorylation control -> adherens-junction stability and cell adhesion	high	This is a receptor-type phosphatase/cadherin adhesion complex rather than a secreted ligand-receptor interaction; the direct association is mapped to the E-cadherin cytoplasmic region and does not imply an extracellular ligand mechanism.	none
M20A-EXT-1152	Ceacam1 Egfr	reviewed_relay_candidate	PMID:15467833; PMCID:PMC518664; https://pubmed.ncbi.nlm.nih.gov/?term=CEACAM1+EGFR	human; mouse; monkey comparator	HT29p, MDA-MB468, Cos-7 and MCF-7 cells; transgenic mouse liver model	EGF stimulation; EGFR and CEACAM1 co-immunoprecipitation; EGFR inhibitor; CEACAM1 phosphorylation-defective mutant and transgenic perturbation; proliferation and Ras/MAPK readouts	CEACAM1_EGFR_complex_and_EGFR_substrate_feedback_modulation	receptor_proximal_relay;downstream_pathway_function	EGFR -> CEACAM1 tyrosine phosphorylation -> Shc sequestration/RAS-MAPK modulation -> epithelial proliferation	high	CEACAM1 is a membrane adhesion/inhibitory co-regulator and EGFR substrate, not an EGFR ligand; the direction and magnitude of feedback depend on CEACAM1 isoform, phosphorylation state, EGF exposure and tissue context.	none
M20A-EXT-1156	Ceacam2 Egfr	reviewed_unresolved	PMCID:PMC6651791; PMID:15467833; https://pubmed.ncbi.nlm.nih.gov/?term=CEACAM2+EGFR	mouse; human comparator	mouse CEACAM2 pancreatic/metabolic models and CEACAM1-EGFR epithelial comparator systems; no exact CEACAM2-EGFR model established	CEACAM2 expression, isoform and metabolic-function studies; CEACAM1-EGFR phosphorylation/co-IP retained as a paralog boundary; exact-pair binding and receptor perturbation search found no qualifying study	no_exact_CEACAM2_EGFR_support	no_evidence_boundary	CEACAM2 metabolic/adhesion branch versus CEACAM1-EGFR feedback and EGFR epithelial-growth branch	low	CEACAM1-EGFR evidence cannot be transferred to CEACAM2; family homology, expression and shared EGFR downstream pathways do not establish the submitted pair.	none
M20A-EXT-1157	Ceacam2 Havcr2	reviewed_unresolved	PMCID:PMC4297519; https://pubmed.ncbi.nlm.nih.gov/?term=CEACAM2+HAVCR2	human; mouse comparator	activated T-cell and HEK293T CEACAM1-TIM-3/HAVCR2 models; no exact CEACAM2-TIM-3 model located	CEACAM1-TIM-3 cis-association, proximity ligation, co-immunoprecipitation and T-cell exhaustion studies used as a paralog boundary; exact CEACAM2-HAVCR2 search found no qualifying assay	no_exact_CEACAM2_HAVCR2_support	no_evidence_boundary	CEACAM1-TIM-3 inhibitory checkpoint branch versus CEACAM2 tissue/metabolic adhesion branch	low	The primary TIM-3 study establishes CEACAM1, not CEACAM2, as the cis-interacting CEACAM-family member; paralog similarity and co-expression were not used to infer CEACAM2-HAVCR2 binding or signaling.	none
M20A-EXT-1158	Cel Cxcr4	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=CEL+CXCR4	human; mouse	carboxyl-ester-lipase digestive/metabolic models and CXCR4 chemokine-receptor systems searched separately; no exact pair model located	exact-pair PubMed/PMC/publisher search for CEL-CXCR4 binding, receptor activation, chemotaxis, co-immunoprecipitation or perturbation; CEL enzymatic/metabolic and CXCL12-CXCR4 evidence kept separate	no_exact_CEL_CXCR4_support	no_evidence_boundary	CEL secreted lipase/metabolic branch versus CXCL12-CXCR4 Gi-protein chemotaxis branch	low	No exact CEL-CXCR4 binding or receptor-proximal relay was located; shared extracellular localization or generic chemokine and lipase pathway evidence is insufficient.	none
M20A-EXT-1159	Cer1 Mrc2	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=CER1+MRC2; PMCID:PMC4300205	human; mouse	Cer1/Cerberus Nodal-antagonist embryonic models and MRC2/macrophage mannose-receptor-2 matrix-remodeling models searched separately	exact-pair search for CER1-MRC2 binding, receptor activation, uptake, co-immunoprecipitation and perturbation; Cer1-Nodal inhibition retained only as a pathway boundary	no_exact_CER1_MRC2_support	no_evidence_boundary	Cer1-Dan/Nodal-BMP antagonism versus MRC2 collagen/scavenger uptake and matrix-remodeling branch	low	Cer1 family membership, secretion and developmental expression do not establish MRC2 binding or signaling; Cer1-Nodal evidence was not transferred to MRC2.	none
